"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013984","2018-08-03","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    3",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  200",",,W",,,,,"   81",",,W",,,,,,,,,,,"  263","H,,S",,,,,"  180",",,W","  160",",,W",,,,,,,,,"  125",",,W","  179",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-04","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   30",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  194",",,W",,,,,"   72",",,W",,,,,,,,,,,"  246","H,,S",,,,,"  170",",,W","  210",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-05","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0","T,,W,2400","    0",",,W","    0",",,W","  339",",,W","  222",",,W",,,,,"   79",",,W",,,,,,,,,,,"  273","H,,S",,,,,"  260",",,W","  260",",,W",,,,,,,,,"  125",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-06","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   61",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  200",",,W",,,,,"   36",",,W",,,,,,,,,,,"  266","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-07","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  178",",,W",,,,,"   13",",,W",,,,,,,,,,,"  234","H,,S",,,,,"  120",",,W","  110",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-08","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  172",",,W",,,,,"   19",",,W",,,,,,,,,,,"  238","H,,S",,,,,"  190",",,W","  210",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-09","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  167",",,W",,,,,"   17",",,W",,,,,,,,,,,"  257","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-10","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  183",",,W",,,,,"   23",",,W",,,,,,,,,,,"  244","H,,S",,,,,"   30",",,W","   50",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-11","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  156",",,W",,,,,"   14",",,W",,,,,,,,,,,"  234","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   36",",,W","   49",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-12","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  150",",,W",,,,,"   29",",,W",,,,,,,,,,,"  241","H,,S",,,,,"  160",",,W","  130",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-13","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","  211",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  183",",,W",,,,,"   26",",,W",,,,,,,,,,,"  235","H,,S",,,,,"  200",",,W","  140",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-14","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","  297",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  200",",,W",,,,,"   26",",,W",,,,,,,,,,,"  217","H,,S",,,,,"   10",",,W","   50",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-15","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  189",",,W",,,,,"   29",",,W",,,,,,,,,,,"  227","H,,S",,,,,"  350",",,W","  320",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-16","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  178",",,W",,,,,"   18",",,W",,,,,,,,,,,"  232","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-17","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  172",",,W",,,,,"   17",",,W",,,,,,,,,,,"  236","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-18","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  172",",,W",,,,,"   16",",,W",,,,,,,,,,,"  238","H,,S",,,,,"  160",",,W","  180",",,W",,,,,,,,,"   45",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-19","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","  249",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  172",",,W",,,,,"   32",",,W",,,,,,,,,,,"  212","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-20","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   13",",,W,2400","    0",",,W","    0",",,W","  228",",,W","  167",",,W",,,,,"   65",",,W",,,,,,,,,"    0",",,W","  191","H,,S","    0",",,W",,,"  320",",,W","  340",",,W",,,,,,,,,"  107",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-21","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   10",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  139",",,W",,,,,"   34",",,W",,,,,,,,,,,"  186","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-22","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  144",",,W",,,,,"   19",",,W",,,,,,,,,,,"  181","H,,S",,,,,"  150",",,W","   20",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-23","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","  338",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  178",",,W",,,,,"   53",",,W",,,,,,,,,,,"  195","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,"  103",",,W","  139",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-24","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  189",",,W",,,,,"   25",",,W",,,,,,,,,,,"  239","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-25","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  161",",,W",,,,,"   33",",,W",,,,,,,,,,,"  247","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-26","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   82",",,W",,,,,,,,,,,"  264","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-27","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  239",",,W",,,,,"   86",",,W",,,,,,,,,,,"  283","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,,,"  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-28","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    3",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  161",",,W",,,,,"   64",",,W",,,,,,,,,,,"  266","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-29","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  111",",,W",,,,,"   31",",,W",,,,,,,,,,,"  181","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-30","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  161",",,W",,,,,"   48",",,W",,,,,,,,,,,"  211","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-08-31","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  194",",,W",,,,,"   62",",,W",,,,,,,,,,,"  258","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"  103",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-09-01","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   64",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  194",",,W",,,,,"   34",",,W",,,,,,,,,,,"  279","H,,S",,,,,"  300",",,W","  320",",,W",,,,,,,,,"  148",",,W","  268",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-09-02","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","   76",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  194",",,W",,,,,"   30",",,W",,,,,,,,,,,"  219","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013984","2018-09-03","39.5514","-97.6508","447.8","CONCORDIA ASOS, KS US","  754",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  194",",,W",,,,,"   28",",,W",,,,,,,,,,,"  219","H,,S",,,,,"  120",",,W","  110",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
