"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX51","SX51_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00155097","2019-04-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  261",",,7","   89",",,7",,,,,"  256",",,7,1300","   89",",,7","  122",",,7","  139",",,7","  200",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  278",",,7","  167",",,7",,,,,"  278",",,7,1300","  125",",,7","  139",",,7","  150",",,7","  189",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   18",",,7,1300",,,,,"  283",",,7","  144",",,7",,,,,"  178",",,7,1300","  152",",,7","  150",",,7","  156",",,7","  183",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  206",",,7","   83",",,7",,,,,"  183",",,7,1300","   63",",,7","  128",",,7","  144",",,7","  178",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  343",",,7,1300",,,,,"  244",",,7","  122",",,7",,,,,"  194",",,7,1300","  148",",,7","  133",",,7","  139",",,7","  172",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    3",",,7,1300",,,,,"  200",",,7","    6",",,7",,,,,"  144",",,7,1300","  170",",,7","  111",",,7","  128",",,7","  178",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  244",",,7","   67",",,7",,,,,"  244",",,7,1300","   85",",,7","  111",",,7","  128",",,7","  172",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  261",",,7","  144",",,7",,,,,"  261",",,7,1300","   85",",,7","  133",",,7","  144",",,7","  178",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  267",",,7","  156",",,7",,,,,"  233",",,7,1300","  121",",,7","  144",",,7","  156",",,7","  183",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  175",",,7,1300",,,,,"  256",",,7","   78",",,7",,,,,"   78",",,7,1300","  107",",,7","  150",",,7","  156",",,7","  178",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  366",",,7,1300",,,,,"   89",",,7","   17",",,7",,,,,"   83",",,7,1300","  130",",,7","  106",",,7","  122",",,7","  150",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    8",",,7,1300",,,,,"  217",",,7","   17",",,7",,,,,"  217",",,7,1300","   85",",,7","   94",",,7","  111",",,7","  156",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  267",",,7","   67",",,7",,,,,"  267",",,7,1300","   45",",,7","  117",",,7","  133",",,7","  178",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  283",",,7","  139",",,7",,,,,"  267",",,7,1300","   63",",,7","  139",",,7","  150",",,7","  194",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  272",",,7","  117",",,7",,,,,"  261",",,7,1300","   67",",,7","  150",",,7","  156",",,7","  194",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  278",",,7","  156",",,7",,,,,"  239",",,7,1300","   76",",,7","  161",",,7","  172",",,7","  200",",,7","  194",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  104",",,7,1300",,,,,"  244",",,7","  117",",,7",,,,,"  194",",,7,1300","  125",",,7","  156",",,7","  167",",,7","  189",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  228",",,7","   56",",,7",,,,,"  217",",,7,1300","  134",",,7","  139",",,7","  156",",,7","  206",",,7","  194",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  217",",,7","  111",",,7",,,,,"  144",",,7,1300","  107",",,7","  150",",,7","  156",",,7","  172",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-29","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  267",",,7","   78",",,7",,,,,"  267",",,7,1300","   72",",,7","  133",",,7","  144",",,7","  183",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-30","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  306",",,7","  144",",,7",,,,,"  306",",,7,1300","   94",",,7","  150",",,7","  161",",,7","  194",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  306",",,7","  183",",,7",,,,,"  272",",,7,1300","  116",",,7","  167",",,7","  178",",,7","  211",",,7","  206",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  109",",,7,1300",,,,,"  283",",,7","  167",",,7",,,,,"  200",",,7,1300","   98",",,7","  167",",,7","  178",",,7","  211",",,7","  206",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  163",",,7,1300",,,,,"  250",",,7","  172",",,7",,,,,"  228",",,7,1300","   63",",,7","  172",",,7","  178",",,7","  200",",,7","  200",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    3",",,7,1300",,,,,"  244",",,7","  161",",,7",,,,,"  217",",,7,1300","   54",",,7","  178",",,7","  183",",,7","  206",",,7","  206",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  109",",,7,1300",,,,,"  228",",,7","  133",",,7",,,,,"  200",",,7,1300","   80",",,7","  172",",,7","  178",",,7","  200",",,7","  200",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  261",",,7","   83",",,7",,,,,"  261",",,7,1300","   45",",,7","  150",",,7","  167",",,7","  206",",,7","  200",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  294",",,7","  117",",,7",,,,,"  289",",,7,1300","   36",",,7","  167",",,7","  178",",,7","  222",",,7","  217",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  300",",,7","  133",",,7",,,,,"  289",",,7,1300","   72",",,7","  172",",,7","  183",",,7","  233",",,7","  222",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   13",",,7,1300",,,,,"  306",",,7","  189",",,7",,,,,"  194",",,7,1300","  107",",,7","  194",",,7","  200",",,7","  233",",,7","  228",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  222",",,7","  144",",,7",,,,,"  178",",,7,1300","   67",",,7","  183",",,7","  194",",,7","  206",",,7","  211",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   20",",,7,1300",,,,,"  228",",,7","  122",",,7",,,,,"  211",",,7,1300","   63",",,7","  172",",,7","  183",",,7","  200",",,7","  206",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   20",",,7,1300",,,,,"  217",",,7","  122",",,7",,,,,"  161",",,7,1300","   63",",,7","  178",",,7","  183",",,7","  200",",,7","  200",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  167",",,7","   89",",,7",,,,,"  156",",,7,1300","   76",",,7","  156",",,7","  167",",,7","  183",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  222",",,7","   50",",,7",,,,,"  200",",,7,1300","   72",",,7","  133",",,7","  156",",,7","  183",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  233",",,7","   83",",,7",,,,,"  228",",,7,1300","   58",",,7","  150",",,7","  161",",,7","  200",",,7","  194",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  289",",,7","  100",",,7",,,,,"  289",",,7,1300","   49",",,7","  150",",,7","  167",",,7","  206",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  322",",,7","  200",",,7",,,,,"  322",",,7,1300","   67",",,7","  189",",,7","  194",",,7","  233",",,7","  217",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  328",",,7","  172",",,7",,,,,"  322",",,7,1300","   67",",,7","  189",",,7","  200",",,7","  250",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  328",",,7","  200",",,7",,,,,"  244",",,7,1300","  116",",,7","  194",",,7","  206",",,7","  244",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  267",",,7","  161",",,7",,,,,"  267",",,7,1300","   94",",,7","  183",",,7","  194",",,7","  233",",,7","  217",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  294",",,7","  128",",,7",,,,,"  294",",,7,1300","   89",",,7","  183",",,7","  194",",,7","  250",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  317",",,7","  206",",,7",,,,,"  317",",,7,1300","   98",",,7","  194",",,7","  206",",,7","  250",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  194",",,7",,,,,"  328",",,7,1300","   80",",,7","  200",",,7","  211",",,7","  256",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  183",",,7",,,,,"  344",",,7,1300","   80",",,7","  200",",,7","  211",",,7","  261",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  206",",,7",,,,,"  333",",,7,1300","   94",",,7","  217",",,7","  222",",,7","  272",",,7","  256",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  189",",,7",,,,,"  333",",,7,1300","   89",",,7","  211",",,7","  222",",,7","  283",",,7","  261",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   86",",,7,1300",,,,,"  333",",,7","  189",",,7",,,,,"  311",",,7,1300","  139",",,7","  206",",,7","  217",",,7","  278",",,7","  256",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  333",",,7","  211",",,7",,,,,"  317",",,7,1300","   80",",,7","  217",",,7","  222",",,7","  267",",,7","  256",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-29","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  333",",,7","  222",",,7",,,,,"  261",",,7,1300","  139",",,7","  222",",,7","  228",",,7","  278",",,7","  261",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-30","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   48",",,7,1300",,,,,"  261",",,7","  183",",,7",,,,,"  250",",,7,1300","   63",",,7","  206",",,7","  217",",,7","  256",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-05-31","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   18",",,7,1300",,,,,"  272",",,7","  172",",,7",,,,,"  239",",,7,1300","   85",",,7","  189",",,7","  206",",,7","  239",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  294",",,7","  139",",,7",,,,,"  294",",,7,1300","   49",",,7","  183",",,7","  194",",,7","  244",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  300",",,7","  172",",,7",,,,,"  278",",,7,1300","   89",",,7","  200",",,7","  211",",,7","  261",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  289",",,7","  133",",,7",,,,,"  261",",,7,1300","   85",",,7","  189",",,7","  206",",,7","  267",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  306",",,7","  128",",,7",,,,,"  294",",,7,1300","   49",",,7","  183",",,7","  200",",,7","  267",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0","T,,7,1300",,,,,"  344",",,7","  200",",,7",,,,,"  328",",,7,1300","   85",",,7","  206",",,7","  217",",,7","  256",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   46",",,7,1300",,,,,"  344",",,7","  200",",,7",,,,,"  261",",,7,1300","   94",",,7","  217",",,7","  228",",,7","  283",",,7","  261",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  561",",,7,1300",,,,,"  289",",,7","  194",",,7",,,,,"  211",",,7,1300","   89",",,7","  211",",,7","  217",",,7","  256",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  241",",,7,1300",,,,,"  289",",,7","  200",",,7",,,,,"  211",",,7,1300","   58",",,7","  206",",,7","  211",",,7","  244",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  363",",,7,1300",,,,,"  294",",,7","  206",",,7",,,,,"  250",",,7,1300","   67",",,7","  217",",,7","  222",",,7","  244",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  307",",,7,1300",,,,,"  256",",,7","  200",",,7",,,,,"  217",",,7,1300","   98",",,7","  217",",,7","  228",",,7","  256",",,7","  244",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  244",",,7","  100",",,7",,,,,"  233",",,7,1300","   98",",,7","  183",",,7","  206",",,7","  250",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  261",",,7","  117",",,7",,,,,"  261",",,7,1300","   54",",,7","  189",",,7","  200",",,7","  239",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  278",",,7","  139",",,7",,,,,"  222",",,7,1300","  116",",,7","  189",",,7","  200",",,7","  222",",,7","  222",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  272",",,7","   83",",,7",,,,,"  267",",,7,1300","  116",",,7","  172",",,7","  189",",,7","  233",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  300",",,7","  178",",,7",,,,,"  294",",,7,1300","   94",",,7","  194",",,7","  206",",,7","  239",",,7","  233",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   10",",,7,1300",,,,,"  333",",,7","  217",",,7",,,,,"  328",",,7,1300","   94",",,7","  211",",,7","  217",",,7","  244",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   36",",,7,1300",,,,,"  333",",,7","  200",",,7",,,,,"  311",",,7,1300","   89",",,7","  217",",,7","  222",",,7","  250",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  376",",,7,1300",,,,,"  317",",,7","  200",",,7",,,,,"  222",",,7,1300","   63",",,7","  217",",,7","  228",",,7","  256",",,7","  256",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  262",",,7,1300",,,,,"  306",",,7","  206",",,7",,,,,"  272",",,7,1300","   63",",,7","  217",",,7","  222",",,7","  244",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  137",",,7,1300",,,,,"  294",",,7","  189",",,7",,,,,"  267",",,7,1300","  152",",,7","  206",",,7","  217",",,7","  250",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  306",",,7","  156",",,7",,,,,"  300",",,7,1300","   94",",,7","  217",",,7","  222",",,7","  256",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  320",",,7,1300",,,,,"  311",",,7","  178",",,7",,,,,"  289",",,7,1300","  134",",,7","  211",",,7","  222",",,7","  256",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   23",",,7,1300",,,,,"  328",",,7","  189",",,7",,,,,"  328",",,7,1300","   98",",,7","  211",",,7","  222",",,7","  244",",,7","  239",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  183",",,7,1300",,,,,"  339",",,7","  200",",,7",,,,,"  261",",,7,1300","  134",",,7","  222",",,7","  228",",,7","  261",",,7","  256",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    3",",,7,1300",,,,,"  306",",,7","  189",",,7",,,,,"  294",",,7,1300","   98",",,7","  217",",,7","  228",",,7","  256",",,7","  250",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  178",",,7",,,,,"  333",",,7,1300","   45",",,7","  217",",,7","  233",",,7","  278",",,7","  267",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   28",",,7,1300",,,,,"  339",",,7","  183",",,7",,,,,"  311",",,7,1300","  121",",,7","  228",",,7","  244",",,7","  294",",,7","  272",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  178",",,7",,,,,"  333",",,7,1300","  107",",,7","  228",",,7","  244",",,7","  294",",,7","  272",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-29","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  200",",,7",,,,,"  339",",,7,1300","   40",",,7","  233",",,7","  244",",,7","  294",",,7","  278",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-06-30","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  350",",,7","  161",",,7",,,,,"  328",",,7,1300","   54",",,7","  233",",,7","  250",",,7","  300",",,7","  278",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  194",",,7",,,,,"  328",",,7,1300","   80",",,7","  239",",,7","  256",",,7","  311",",,7","  283",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  211",",,7",,,,,"  344",",,7,1300","   45",",,7","  244",",,7","  256",",,7","  311",",,7","  289",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    3",",,7,1300",,,,,"  344",",,7","  200",",,7",,,,,"  294",",,7,1300","   54",",,7","  244",",,7","  256",",,7","  311",",,7","  289",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  102",",,7,1300",,,,,"  306",",,7","  200",",,7",,,,,"  228",",,7,1300","   80",",,7","  239",",,7","  250",",,7","  289",",,7","  278",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    8",",,7,1300",,,,,"  333",",,7","  200",",,7",,,,,"  250",",,7,1300","   67",",,7","  228",",,7","  244",",,7","  283",",,7","  267",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   25",",,7,1300",,,,,"  333",",,7","  222",",,7",,,,,"  333",",,7,1300","   89",",,7","  239",",,7","  250",",,7","  294",",,7","  272",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    8",",,7,1300",,,,,"  344",",,7","  217",",,7",,,,,"  322",",,7,1300","   45",",,7","  239",",,7","  256",",,7","  300",",,7","  283",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    8",",,7,1300",,,,,"  333",",,7","  211",",,7",,,,,"  306",",,7,1300","   80",",,7","  239",",,7","  250",",,7","  306",",,7","  283",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  333",",,7","  206",",,7",,,,,"  328",",,7,1300","   45",",,7","  233",",,7","  250",",,7","  289",",,7","  278",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  206",",,7",,,,,"  322",",,7,1300","   36",",,7","  239",",,7","  256",",,7","  300",",,7","  283",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  142",",,7,1300",,,,,"  344",",,7","  233",",,7",,,,,"  344",",,7,1300","   63",",,7","  250",",,7","  267",",,7","  306",",,7","  289",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  344",",,7","  194",",,7",,,,,"  317",",,7,1300","   67",",,7","  244",",,7","  261",",,7","  306",",,7","  300",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-07-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  339",",,7","  194",",,7",,,,,"  328",",,7,1300","   40",",,7","  239",",,7","  256",",,7","  311",",,7","  300",",,7",,,,,,,,,,,,,,,,,,
