"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003936","2018-07-31","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  300",",,W","  144",",,W","   12",",,W",,,,,,,,,,,"   10",",,W","   40",",,W","   45",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  311",",,W","  139",",,W","   17",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  161",",,W","   24",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  356",",,W","  161",",,W","   45",",,W",,,,,,,,,,,"  170",",,W","  190",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    5",",,W,2400",,,,,"  339",",,W","  206",",,W","   43",",,W",,,,,,,,,,,"  170",",,W","  210",",,W","   98",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  378",",,W","  222",",,W","   54",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  361",",,W","  228",",,W","   27",",,W",,,,,,,,,,,"   50",",,W","  250",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   53",",,W,2400",,,,,"  317",",,W","  200",",,W","   18",",,W",,,,,,,,,,,"   30",",,W","  350",",,W","   72",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    3",",,W,2400",,,,,"  339",",,W","  172",",,W","   10",",,W",,,,,,,,,,,"  160",",,W","  220",",,W","   45",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  356",",,W","  178",",,W","   11",",,W",,,,,,,,,,,"  210",",,W","  180",",,W","   81",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  167",",,W","   22",",,W",,,,,,,,,,,"   40",",,W","   30",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  139",",,W","   10",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  356",",,W","  161",",,W","   12",",,W",,,,,,,,,,,"   60",",,W","   70",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  391",",,W,2400",,,,,"  317",",,W","  189",",,W","   18",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  143",",,W","  219",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  180",",,W,2400",,,,,"  300",",,W","  211",",,W","   14",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    5",",,W,2400",,,,,"  294",",,W","  206",",,W","    9",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  322",",,W","  189",",,W","   10",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   63",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  311",",,W","  189",",,W","   18",",,W",,,,,,,,,,,"   40",",,W","   60",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  322",",,W","  178",",,W","    5",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  378",",,W,2400",,,,,"  228",",,W","  189",",,W","   22",",,W",,,,,,,,,,,"   50",",,W","  340",",,W","   63",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400",,,,,"  244",",,W","  189",",,W","   43",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   72",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    3",",,W,2400",,,,,"  272",",,W","  156",",,W","   15",",,W",,,,,,,,,,,"   10",",,W","  360",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  244",",,W","  161",",,W","    7",",,W",,,,,,,,,,,"   60",",,W","   30",",,W","   40",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  531",",,W,2400",,,,,"  239",",,W","  178",",,W","   35",",,W",,,,,,,,,,,"  150",",,W","  160",",,W","   94",",,W","  139",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  194",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  240",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  194",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   72",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   64",",,W,2400",,,,,"  339",",,W","  228",",,W","   56",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","  112",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  256",",,W","   83",",,W",,,,,,,,,,,"  210",",,W","  180",",,W","  139",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  339",",,W","  183",",,W","   59",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","  112",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  267",",,W","  150",",,W","   34",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  294",",,W","  206",",,W","   40",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","  107",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-08-31","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  356",",,W","  217",",,W","   64",",,W",,,,,,,,,,,"  190",",,W","  180",",,W","  103",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  356",",,W","  233",",,W","   48",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   94",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  322",",,W","  211",",,W","   28",",,W",,,,,,,,,,,"  360",",,W","  340",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  294",",,W","  206",",,W","   23",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   72",",,W","   94",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  278",",,W","  222",",,W","   35",",,W",,,,,,,,,,,"  210",",,W","  180",",,W","   76",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  239",",,W","  211",",,W","   26",",,W",,,,,,,,,,,"   40",",,W","  180",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    5",",,W,2400",,,,,"  233",",,W","  194",",,W","   40",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400",,,,,"  228",",,W","  183",",,W","   40",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    3",",,W,2400",,,,,"  233",",,W","  172",",,W","   38",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  250",",,W","  128",",,W","   13",",,W",,,,,,,,,,,"   90",",,W","   80",",,W","   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  256",",,W","  122",",,W","   16",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  283",",,W","  133",",,W","   31",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","   89",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  283",",,W","  167",",,W","   36",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  294",",,W","  189",",,W","   41",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  322",",,W","  200",",,W","   34",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   81",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  333",",,W","  183",",,W","    8",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  317",",,W","  178",",,W","   21",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  333",",,W","  206",",,W","   27",",,W",,,,,,,,,,,"  210",",,W","  160",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  350",",,W","  222",",,W","   32",",,W",,,,,,,,,,,"  220",",,W","  200",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  206",",,W","   43",",,W",,,,,,,,,,,"  210",",,W","  180",",,W","   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   74",",,W,2400",,,,,"  344",",,W","  206",",,W","   61",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  134",",,W","  219",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    3",",,W,2400",,,,,"  206",",,W","  111",",,W","   31",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   76",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
