"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003936","2018-12-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  106",",,W","  -55",",,W","   21",",,W",,,,,,,,,,,"   40",",,W","   10",",,W","   58",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","  -82",",,W","    8",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  156",",,W","  -60",",,W","   12",",,W",,,,,,,,,,,"   20",",,W","   30",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  161",",,W","  -60",",,W","   11",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  133",",,W",,,"   28",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  128",",,W","   44",",,W","   36",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  111",",,W","   -5",",,W","   37",",,W",,,,,,,,,,,"  360",",,W","  330",",,W","   98",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  117",",,W","  -60",",,W","   14",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  100",",,W","  -32",",,W","   13",",,W",,,,,,,,,,,"   30",",,W","  360",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   94",",,W","  -55",",,W","   24",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   72",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  100",",,W","  -66",",,W","   22",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  117",",,W","  -43",",,W","   16",",,W",,,,,,,,,,,"   90",",,W","   80",",,W","   54",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  310",",,W,2400",,,,,"  117",",,W","   44",",,W","   41",",,W",,,,,,,,,,,"  130",",,W","  110",",,W","   89",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    5",",,W,2400",,,,,"  133",",,W","  -32",",,W","   51",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","  112",",,W","  161",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  -27",",,W","  -88",",,W","   36",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   67",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -21",",,W"," -105",",,W","   17",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   94",",,W","  -66",",,W","   50",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-31","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   39",",,W","  -88",",,W","   30",",,W",,,,,,,,,,,"  360",",,W","  340",",,W","   72",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -66",",,W"," -105",",,W","   24",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   58",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   39",",,W","  -77",",,W","   33",",,W",,,,,,,,,,,"  240",",,W","  220",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  106",",,W","  -88",",,W","   17",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  144",",,W","  -77",",,W","   14",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  178",",,W","  -43",",,W","    9",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  172",",,W","    6",",,W","   52",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  125",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  156",",,W","  -16",",,W","   36",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  107",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  122",",,W","  -16",",,W","   35",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","   72",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   67",",,W","  -60",",,W","   15",",,W",,,,,,,,,,,"  360",",,W","   20",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  100",",,W","  -49",",,W","   26",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   97",",,W,2400",,,,,"   44",",,W","   -5",",,W","   21",",,W",,,,,,,,,,,"   70",",,W","   70",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   30",",,W,2400",,,,,"   22",",,W","    6",",,W","   43",",,W",,,,,,,,,,,"   20",",,W","   20",",,W","   76",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   11",",,W","   -5",",,W","   25",",,W",,,,,,,,,,,"   20",",,W","   30",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   22",",,W","  -16",",,W","   35",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   22",",,W","   -5",",,W","   36",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   11",",,W","  -10",",,W","   35",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   67",",,W","   81",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   22",",,W","   -5",",,W","   18",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   74",",,W,2400",,,,,"   33",",,W","  -55",",,W","   51",",,W",,,,,,,,,,,"   20",",,W","  340",",,W","   89",",,W","  161",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  -55",",,W"," -116",",,W","   42",",,W",,,,,,,,,,,"  360",",,W","   10",",,W","   94",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -10",",,W"," -127",",,W","   30",",,W",,,,,,,,,,,"   60",",,W","   50",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   39",",,W","  -71",",,W","   51",",,W",,,,,,,,,,,"  120",",,W","  140",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   36",",,W,2400",,,,,"   39",",,W","  -71",",,W","   38",",,W",,,,,,,,,,,"   30",",,W","  350",",,W","   89",",,W","  148",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"    0",",,W"," -127",",,W","   17",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   -5",",,W"," -166",",,W","   20",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   76",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   61",",,W"," -171",",,W","   32",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   83",",,W","  -66",",,W","   26",",,W",,,,,,,,,,,"  260",",,W","  280",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  100",",,W","  -27",",,W","   36",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   15",",,W,2400",,,,,"   83",",,W","  -82",",,W","   39",",,W",,,,,,,,,,,"  360",",,W","  340",",,W","  116",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"    6",",,W"," -116",",,W","   28",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,," -110",",,W"," -171",",,W","   37",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-01-31","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   39",",,W"," -127",",,W","   26",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","  -88",",,W","   12",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  178",",,W","   44",",,W","   47",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  103",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  217",",,W","  133",",,W","   62",",,W",,,,,,,,,,,"  180",",,W","  190",",,W","  112",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","  -60",",,W","   45",",,W",,,,,,,,,,,"   60",",,W","  360",",,W","   76",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -49",",,W","  -71",",,W","   37",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   13",",,W,2400",,,,,"  -49",",,W","  -77",",,W","   44",",,W",,,,,,,,,,,"   40",",,W","   30",",,W","   81",",,W","  112",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  -71",",,W"," -127",",,W","   39",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","   76",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -32",",,W"," -166",",,W","   17",",,W",,,,,,,,,,,"  130",",,W","  160",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   44",",,W"," -105",",,W","   43",",,W",,,,,,,,,,,"  170",",,W","  160",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400",,,,,"   61",",,W","    0",",,W","   36",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   63",",,W","   98",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400",,,,,"   17",",,W","  -10",",,W","   40",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   50",",,W","  -55",",,W","   27",",,W",,,,,,,,,,,"  290",",,W","  280",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  117",",,W","  -60",",,W","   27",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  133",",,W","  -49",",,W","   34",",,W",,,,,,,,,,,"  360",",,W","   10",",,W","   81",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   36",",,W,2400",,,,,"  -49",",,W","  -99",",,W","   51",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   89",",,W","  112",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    3",",,W,2400",,,,,"  -38",",,W"," -116",",,W","   28",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -21",",,W","  -88",",,W","   29",",,W",,,,,,,,,,,"  280",",,W","  330",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -32",",,W"," -149",",,W","   23",",,W",,,,,,,,,,,"   60",",,W","  330",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    8",",,W,2400",,,,,"  -10",",,W","  -88",",,W","   48",",,W",,,,,,,,,,,"   90",",,W","   90",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   28",",,W","  -82",",,W","   31",",,W",,,,,,,,,,,"  220",",,W","  240",",,W","   89",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   61",",,W"," -116",",,W","   30",",,W",,,,,,,,,,,"  120",",,W","  110",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400",,,,,"   50",",,W","  -43",",,W","   31",",,W",,,,,,,,,,,"   80",",,W","   90",",,W","   76",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  203",",,W,2400",,,,,"   28",",,W","  -21",",,W","   44",",,W",,,,,,,,,,,"   60",",,W","   10",",,W","  103",",,W","  148",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -16",",,W","  -88",",,W","   30",",,W",,,,,,,,,,,"  290",",,W","  280",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   28",",,W","  -93",",,W","   58",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  -66",",,W"," -105",",,W","   33",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   81",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  -60",",,W"," -110",",,W","   42",",,W",,,,,,,,,,,"   20",",,W","  360",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-02-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -16",",,W"," -110",",,W","   21",",,W",,,,,,,,,,,"   40",",,W","   10",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   50",",,W","  -88",",,W","   16",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   40",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -10",",,W","  -71",",,W","   56",",,W",,,,,,,,,,,"   50",",,W","   30",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  -71",",,W"," -166",",,W","   41",",,W",,,,,,,,,,,"   40",",,W","   30",",,W","  103",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -77",",,W"," -193",",,W","   30",",,W",,,,,,,,,,,"  270",",,W","  250",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  -38",",,W"," -177",",,W","   26",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   58",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2019-03-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   33",",,W"," -155",",,W","   27",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
