"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00003195","2018-07-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   13",",,W","    0",",,W","    0",",,W","  300",",,W","  117",",,W","   14",",,W",,,,,,,,,,,"   20",",,W","   20",",,W","   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-07-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   28",",,W",,,,,"  300",",,W","  139",",,W","   19",",,W",,,,,,,,,,,"   70",",,W","   20",",,W","   67",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  294",",,W","  139",",,W","   13",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   94",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-07-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","  160",",,W",,,,,"  322",",,W","  122",",,W","   16",",,W",,,,,,,,,,,"  100",",,W","  110",",,W","  103",",,W","  152",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  300",",,W","  133",",,W","   11",",,W",,,,,,,,,,,"  270",",,W","  270",",,W","   67",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-07-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   18",",,W",,,,,"  289",",,W","  133",",,W","   19",",,W",,,,,,,,,,,"  120",",,W","  120",",,W","  112",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-22","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  300",",,W","  100",",,W","   17",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-23","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  333",",,W","  128",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-24","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  333",",,W","  128",",,W","   17",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","  116",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-25","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  339",",,W","  122",",,W","   17",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-26","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  328",",,W","  111",",,W","   20",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-27","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    3",",,W",,,,,"  339",",,W","  117",",,W","   22",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   94",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-28","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  333",",,W","  111",",,W","   28",",,W",,,,,,,,,,,"  150",",,W","  170",",,W","   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-29","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   41",",,W",,,,,"  311",",,W","  111",",,W","   22",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","  112",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-30","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  333",",,W","  117",",,W","   23",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   67",",,W","  107",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-07-31","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   94",",,W",,,,,"  333",",,W","  117",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","  139",",,W","  201",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-01","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  306",",,W","  122",",,W","   23",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-02","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   61",",,W",,,,,"  311",",,W","  117",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","  116",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-03","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  294",",,W","  139",",,W","   20",",,W",,,,,,,,,,,"  260",",,W","  280",",,W","   72",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-04","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  311",",,W","  111",",,W","   28",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   94",",,W","  125",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-05","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  317",",,W","  117",",,W","   36",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-06","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  333",",,W","   61",",,W","   15",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-07","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  333",",,W","   72",",,W","   18",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-08","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  333",",,W","   94",",,W","   30",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","  139",",,W","  228",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-09","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  311",",,W","   89",",,W","   26",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   94",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-10","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   10",",,W","    0",",,W","    0",",,W","  311",",,W","  100",",,W","   18",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   89",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-11","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W","    0",",,W","    0",",,W","  289",",,W","  111",",,W","   16",",,W",,,,,,,,,,,"  240",",,W","  180",",,W","   63",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-12","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   10",",,W",,,"    0",",,W","  311",",,W","   78",",,W","   26",",,W",,,,,,,,,,,"  230",",,W","  270",",,W","   81",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-13","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  317",",,W","  100",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  260",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-08-14","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   13",",,W",,,,,"  317",",,W","  133",",,W","   18",",,W",,,,,,,,,,,"   60",",,W","   50",",,W","   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-15","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   13",",,W",,,,,"  283",",,W","  117",",,W","   17",",,W",,,,,,,,,,,"  360",",,W","  140",",,W","   63",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  294",",,W","  139",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   86",",,W",,,,,"  267",",,W","  106",",,W","    9",",,W",,,,,,,,,,,"  200",",,W","  160",",,W","   76",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  294",",,W","  111",",,W","   17",",,W",,,,,,,,,,,"  320",",,W","  270",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  317",",,W","  100",",,W","   13",",,W",,,,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  317",",,W","  111",",,W","   34",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  125",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","  295",",,W",,,,,"  261",",,W","  122",",,W","   43",",,W",,,,,,,,,,,"   60",",,W","  330",",,W","  103",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-22","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   15",",,W","    0",",,W","    0",",,W","  194",",,W","  117",",,W","   34",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-23","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,"    0",",,W","  233",",,W","   89",",,W","   13",",,W",,,,,,,,,,,"  350",",,W","  320",",,W","   63",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-24","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    5",",,W",,,,,"  267",",,W","   94",",,W","   17",",,W",,,,,,,,,,,"  270",",,W","  240",",,W","   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-25","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  267",",,W","   94",",,W","   22",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","  103",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-26","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   64",",,W",,,,,"  239",",,W","   83",",,W","   21",",,W",,,,,,,,,,,"  180",",,W","  250",",,W","   76",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-08-27","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  267",",,W","   78",",,W","   48",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-28","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  267",",,W","   50",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-29","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  272",",,W","   50",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-30","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  283",",,W","   44",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-08-31","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  278",",,W","   72",",,W","   32",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-01","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   30",",,W",,,"    0",",,W","  256",",,W","   94",",,W","   22",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   76",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,
"USW00003195","2018-09-02","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   74",",,W",,,,,"  261",",,W","   78",",,W","   22",",,W",,,,,,,,,,,"   70",",,W","   60",",,W","   94",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-03","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,"    0",",,W","  239",",,W","   72",",,W","   23",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   89",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-04","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   94",",,W",,,,,"  239",",,W","   72",",,W","   14",",,W",,,,,,,,,,,"  260",",,W","  250",",,W","   63",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-05","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  244",",,W","   61",",,W","   14",",,W",,,,,,,,,,,"  220",",,W","  240",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-06","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  250",",,W","   72",",,W","    7",",,W",,,,,,,,,,,"  310",",,W","  340",",,W","   58",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-07","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  278",",,W","   72",",,W","   12",",,W",,,,,,,,,,,"  360",",,W","   20",",,W","   58",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-08","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  294",",,W","   72",",,W","   14",",,W",,,,,,,,,,,"  230",",,W","  270",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-09","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  300",",,W","   67",",,W","   22",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-10","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  283",",,W","   61",",,W","   26",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-11","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  283",",,W","   44",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-12","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  283",",,W","   22",",,W","   49",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-13","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  278",",,W","   39",",,W","   40",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-14","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  278",",,W","   11",",,W","   21",",,W",,,,,,,,,,,"  220",",,W","  190",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-15","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  300",",,W","   50",",,W","   31",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  289",",,W","   56",",,W","   23",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  289",",,W","   72",",,W","   25",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   94",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  289",",,W","   50",",,W","   32",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   20",",,W",,,,,"  250",",,W","   56",",,W","   25",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   98",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  256",",,W","   44",",,W","   11",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003195","2018-09-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  261",",,W","   22",",,W","   15",",,W",,,,,,,,,,,"  220",",,W","  200",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-09-22","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  267",",,W","   33",",,W","   20",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-23","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  261",",,W","   56",",,W","   22",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-24","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   33",",,W",,,,,"  250",",,W","   56",",,W","   21",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  112",",,W","  174",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-09-25","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  256",",,W","   50",",,W","   15",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   76",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,
