"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013895","2018-07-19","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    5",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  228",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,"  262","H,,S",,,,,"   60",",,W","   70",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-20","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  233",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,"  266","H,,S",,,,,"   70",",,W","   90",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-21","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    8",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  250",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,"  285","H,,S",,,,,"  270",",,W","  270",",,W",,,,,,,,,"  143",",,W","  197",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-22","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  233",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,"  286","H,,S",,,,,"  310",",,W","  330",",,W",,,,,,,,,"   72",",,W","   76",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-23","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  311",",,W","  211",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,"  269","H,,S",,,,,"  330",",,W","  290",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-24","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    3",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,"  262","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-25","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  228",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,"  274","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-26","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  222",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,"  282","H,,S",,,,,"  250",",,W","  270",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-27","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,"  286","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-28","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  217",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,"  280","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-29","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,"  273","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-30","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  228",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,"  272","H,,S",,,,,"  220",",,W","  230",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-07-31","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    8",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  222",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,"  260","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-01","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   76",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,"  239","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-02","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","  107",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  228",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,"  250","H,,S",,,,,"  100",",,W",,,,,,,,,,,"   27",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-03","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  211",",,W",,,,,"    6",",,W",,,,,,,,,,,,,,,"  258","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-04","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   74",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  228",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,"  269","H,,S",,,,,"  160",",,W","  170",",,W",,,,,,,,,"  134",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-05","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  228",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,"  282","H,,S",,,,,"  130",",,W","  140",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-06","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  361",",,W","  228",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,"  292","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-07","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   43",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,"  277","H,,S",,,,,"  130",",,W","  150",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-08","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,"  273","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-09","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   25",",,W,2400",,,,,"  344",",,W","  228",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,"  278","H,,S",,,,,"  320",",,W","  350",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-10","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   94",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  222",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,"  254","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-11","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  322",",,W","  222",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,"  255","H,,S",,,,,"  260",",,W","  280",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-12","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  217",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,"  274","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   72",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-13","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  350",",,W","  222",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,"  277","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-14","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   25",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,"  257","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-15","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  206",",,W",,,,,"   10",",,W",,,,,,,,,,,,,,,"  263","H,,S",,,,,"  180",",,W","  170",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-16","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,"  271","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-17","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   46",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  228",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,"  262","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-18","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   25",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,"  256","H,,S",,,,,"  260",",,W","  300",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-19","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   23",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  217",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,"  243","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-20","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","  363",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,"  246","H,,S",,,,,"  280",",,W","  290",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-21","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   43",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  217",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,"  257","H,,S",,,,,"  240",",,W","  270",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-22","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,"  269","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-23","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  189",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,"  251","H,,S",,,,,"   20",",,W","  310",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-24","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   20",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  200",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,"  253","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-25","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,"  269","H,,S",,,,,"   80",",,W","  100",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-26","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,"  273","H,,S",,,,,"   70",",,W","   80",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-27","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,"  272","H,,S",,,,,"  190",",,W","  100",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-28","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,"  281","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-29","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","   23",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,"  269","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013895","2018-08-30","32.2997","-86.4075","61.6","MONTGOMERY AIRPORT, AL US","  147",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  222",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,"  259","H,,S",,,,,"  160",",,W","  170",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
