"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00053841","2018-07-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"  289",",,W","  200",",,W","   20",",,W",,,,,,,,,,,"  360",",,W","  350",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053841","2018-07-31","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  566",",,W",,,"  283",",,W","  200",",,W","   26",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   76",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   18",",,W",,,"  244",",,W","  200",",,W","   13",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  283",",,W","  194",",,W","    6",",,W",,,,,,,,,,,"  140",",,W","  120",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  172",",,W","    9",",,W",,,,,,,,,,,"  270",",,W","  260",",,W","   36",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  317",",,W","  194",",,W","   10",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-05","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  333",",,W","  200",",,W","   13",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-06","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  322",",,W","  206",",,W","   15",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-07","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   15",",,W",,,"  322",",,W","  222",",,W","   25",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   89",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-08","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  206",",,W",,,"  278",",,W","  211",",,W","   26",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   67",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-09","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  206",",,W","   13",",,W",,,,,,,,,,,"  240",",,W","  250",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-08-10","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  300",",,W","  194",",,W","    5",",,W",,,,,,,,,,,"  220",",,W","  240",",,W","   31",",,W","   45",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-11","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  330",",,W",,,"  306",",,W","  194",",,W","   28",",,W",,,,,,,,,,,"  140",",,W","  130",",,W","  103",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-12","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  178",",,W","   13",",,W",,,,,,,,,,,"   10",",,W","  330",",,W","   40",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00053841","2018-08-13","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  300",",,W","  167",",,W","    7",",,W",,,,,,,,,,,"  340",",,W","  360",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-14","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  167",",,W","    5",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-15","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   56",",,W",,,"  272",",,W","  194",",,W","   22",",,W",,,,,,,,,,,"  290",",,W","  300",",,W","   81",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-16","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  432",",,W",,,"  283",",,W","  200",",,W","   37",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","  103",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-17","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  325",",,W",,,"  283",",,W","  222",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  320",",,W","   81",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-18","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  318",",,W",,,"  283",",,W","  211",",,W","   17",",,W",,,,,,,,,,,"  360",",,W","  350",",,W","   81",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-08-19","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  194",",,W","   13",",,W",,,,,,,,,,,"   70",",,W","  340",",,W","   31",",,W","   45",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-08-20","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  306",",,W","  211",",,W","   32",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-21","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   64",",,W",,,"  278",",,W","  217",",,W","   34",",,W",,,,,,,,,,,"  190",",,W","  170",",,W","  103",",,W","  165",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00053841","2018-08-22","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  256",",,W","  150",",,W","   25",",,W",,,,,,,,,,,"  340",",,W","  320",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-23","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  267",",,W","  117",",,W","    9",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-08-24","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  267",",,W","  122",",,W","   26",",,W",,,,,,,,,,,"  220",",,W","  200",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-25","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    5",",,W",,,"  289",",,W","  200",",,W","   40",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-26","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  322",",,W","  228",",,W","   31",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-27","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  322",",,W","  233",",,W","   30",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-28","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  328",",,W","  222",",,W","   24",",,W",,,,,,,,,,,"  180",",,W","  220",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-29","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  328",",,W","  222",",,W","   28",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  311",",,W","  217",",,W","   16",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053841","2018-08-31","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   64",",,W",,,"  322",",,W","  194",",,W","   15",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   76",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   64",",,W",,,"  300",",,W","  211",",,W","   25",",,W",,,,,,,,,,,"  190",",,W","  220",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  328",",,W","  200",",,W","   18",",,W",,,,,,,,,,,"  150",",,W","  180",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  339",",,W","  222",",,W","   12",",,W",,,,,,,,,,,"  200",",,W","  230",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  339",",,W","  211",",,W","    6",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-05","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  322",",,W","  217",",,W","   13",",,W",,,,,,,,,,,"  110",",,W","  280",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-06","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"  333",",,W","  217",",,W","   16",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-07","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  311",",,W","  206",",,W","   17",",,W",,,,,,,,,,,"   40",",,W","   50",",,W","   54",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-08","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  284",",,W",,,"  250",",,W","  194",",,W","   38",",,W",,,,,,,,,,,"   70",",,W","  270",",,W","   94",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-09","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   91",",,W",,,"  194",",,W","  167",",,W","   20",",,W",,,,,,,,,,,"  350",",,W","  340",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-10","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  189",",,W","  156",",,W","   15",",,W",,,,,,,,,,,"  320",",,W","  350",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-11","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  222",",,W","  167",",,W","   14",",,W",,,,,,,,,,,"   40",",,W","   20",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-12","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  267",",,W","  167",",,W","   13",",,W",,,,,,,,,,,"   60",",,W","   70",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-13","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  317",",,W","  167",",,W","    9",",,W",,,,,,,,,,,"  360",",,W","   20",",,W","   31",",,W","   45",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-14","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  328",",,W","  183",",,W","   15",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   45",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-15","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  322",",,W","  217",",,W","   25",",,W",,,,,,,,,,,"   70",",,W","  110",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-16","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  294",",,W","  222",",,W","   31",",,W",,,,,,,,,,,"   80",",,W","   70",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-17","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   79",",,W",,,"  267",",,W","  217",",,W","   26",",,W",,,,,,,,,,,"  330",",,W","   20",",,W","   54",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-18","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  333",",,W","  206",",,W","   15",",,W",,,,,,,,,,,"  260",",,W","  300",",,W","   45",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00053841","2018-09-19","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   10",",,W",,,"  328",",,W","  189",",,W","    7",",,W",,,,,,,,,,,"   10",",,W","  360",",,W","   45",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-20","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  333",",,W","  200",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  180",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-21","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  224",",,W",,,"  317",",,W","  217",",,W","   37",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-22","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   69",",,W",,,"  222",",,W","  167",",,W","   28",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-23","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  546",",,W",,,"  189",",,W","  156",",,W","   30",",,W",,,,,,,,,,,"  110",",,W","  110",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-24","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  432",",,W",,,"  222",",,W","  178",",,W","   29",",,W",,,,,,,,,,,"  140",",,W","  120",",,W","   67",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-09-25","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   79",",,W",,,"  278",",,W","  206",",,W","   39",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   89",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-09-26","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   20",",,W",,,"  239",",,W","  139",",,W","   26",",,W",,,,,,,,,,,"  340",",,W","  280",",,W","   76",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-09-27","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   23",",,W",,,"  172",",,W","  117",",,W","   21",",,W",,,,,,,,,,,"   70",",,W","   60",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-09-28","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  217",",,W","  117",",,W","    8",",,W",,,,,,,,,,,"  230",",,W","  200",",,W","   31",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-09-29","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  244",",,W","  100",",,W","   13",",,W",,,,,,,,,,,"  130",",,W","   70",",,W","   40",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-09-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  278",",,W","  111",",,W","    8",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  300",",,W","  144",",,W","   23",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  289",",,W","  211",",,W","   35",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  300",",,W","  194",",,W","   29",",,W",,,,,,,,,,,"  210",",,W","  160",",,W","   63",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
