"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN03","SN03_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN35","SN35_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX03","SX03_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX35","SX35_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00245761","2017-04-09","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   89",",,7,0800","   13",",,7,0800",,,"  156",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-10","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   81",",,7,0800","   76",",,7,0800",,,"    6",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-11","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-12","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-13","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-14","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-15","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-16","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-17","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-18","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-19","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-20","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-21","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-22","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-23","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-24","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-25","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-26","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   64",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-27","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-28","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-29","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-04-30","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-05-01","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   10",",,7,0800",,,,,"  161",",,7","   17",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,"   28",",,7","  167",",,7","   44",",,7,0800","  322",",,7",,,"   56",",,7","   78",",,7","   67",",,7","   89",",,7",,,"  128",",,7","   94",",,7","   67",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-02","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   15",",,7,0800",,,,,"  111",",,7","   17",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,"   39",",,7","  150",",,7","   22",",,7,0800","  220",",,7",,,"   72",",,7","   83",",,7","   67",",,7","  100",",,7",,,"  122",",,7","   94",",,7","   67",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-03","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800",,,,,"  128",",,7","  -11",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,"   28",",,7","  122",",,7","   56",",,7,0800","  274",",,7",,,"   50",",,7","   83",",,7","   67",",,7","   94",",,7",,,"  111",",,7","   94",",,7","   67",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-04","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  167",",,7","   33",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,"   39",",,7","  222",",,7","  100",",,7,0800","  190",",,7",,,"   50",",,7","   78",",,7","   72",",,7","   89",",,7",,,"  183",",,7","  122",",,7","   72",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-05","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  250",",,7","   89",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,"   67",",,7","  261",",,7","  133",",,7,0800","  148",",,7",,,"   89",",,7","  106",",,7","   78",",,7","  111",",,7",,,"  222",",,7","  156",",,7","   78",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-06","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  289",",,7","   67",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"   89",",,7","  244",",,7","  150",",,7,0800","  346",",,7",,,"  117",",,7","  133",",,7","   83",",,7","  133",",,7",,,"  222",",,7","  161",",,7","   83",",I,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-07","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   38",",,7,0800",,,,,"  256",",,7","   83",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"   94",",,7","  272",",,7","  139",",,7,0800","  153",",,7",,,"  100",",,7","  144",",,7","   94",",I,7","  139",",,7",,,"  233",",,7","  167",",,7","   94",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-08","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   38",",,7,0800",,,,,"  144",",,7","  -11",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,"   28",",,7","  156",",,7","   44",",,7,0800","  323",",,7",,,"   39",",,7","  111",",,7","   94",",,7","  122",",,7",,,"  156",",,7","  144",",,7","   94",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-09","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  150",",,7","   17",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,"   39",",,7","  211",",,7","   33",",,7,0800","  182",",,7",,,"   61",",,7","  100",",,7","   94",",,7","  106",",,7",,,"  189",",,7","  139",",,7","   94",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-10","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  183",",,7","   28",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,"   56",",,7","  211",",,7","   50",",,7,0800","  174",",,7",,,"   83",",,7","  117",",,7","   94",",,7","  128",",,7",,,"  194",",,7","  150",",,7","   94",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-11","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  222",",,7","   50",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,"   56",",,7","  228",",,7","   89",",,7,0800","  306",",,7",,,"   94",",,7","  122",",,7","   94",",,7","  122",",,7",,,"  222",",,7","  167",",,7","   94",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-12","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","  358",",,7,0800",,,,,"  267",",,7","   78",",,7",,,,,,,,,"  208",",,7,0800",,,,,,,,,"   78",",,7","  272",",,7","  150",",,7,0800","  211",",,7",,,"  128",",,7","  150",",,7","  100",",,7","  144",",,7",,,"  261",",,7","  189",",,7","  100",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-13","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  272",",,7","   39",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"   61",",,7","  250",",,7","   44",",,7,0800","  452",",,7",,,"  122",",,7","  150",",,7","  106",",,7","  144",",,7",,,"  222",",,7","  172",",,7","  106",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-14","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   25",",,7,0800",,,,,"  128",",,7","    0",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,"   28",",,7","  156",",,7","   44",",,7,0800","  248",",,7",,,"   67",",,7","  111",",,7","  106",",,7","  122",",,7",,,"  172",",,7","  150",",,7","  106",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-15","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   10",",,7,0800",,,,,"  139",",,7","   33",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,"   22",",,7","  172",",,7","   33",",,7,0800","  159",",,7",,,"   89",",,7","  106",",,7","  106",",,7","  122",",,7",,,"  167",",,7","  128",",,7","  106",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-16","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800",,,,,"  122",",,7","   -6",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,"   33",",,7","  150",",,7","   72",",,7,0800","  132",",,7",,,"   78",",,7","  117",",,7","  100",",,7","  122",",,7",,,"  156",",,7","  128",",,7","  100",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-17","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   51",",,7,0800",,,,,"  167",",,7","   44",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,"   44",",,7","  189",",,7","   50",",,7,0800","  286",",,7",,,"   72",",,7","  100",",,7","  100",",,7","  122",",,7",,,"  178",",,7","  111",",,7","  100",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-18","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   97",",,7,0800",,,,,"  100",",,7","   28",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,"   44",",,7","   89",",,7","   44",",,7,0800","  349",",,7",,,"   89",",,7","  106",",,7","  100",",,7","  122",",,7",,,"  106",",,7","  122",",,7","  100",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-19","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  128",",,7","  -11",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,"   33",",,7","  183",",,7","   50",",,7,0800","  180",",,7",,,"   72",",,7","  106",",,7","  100",",,7","  117",",,7",,,"  172",",,7","  128",",,7","  100",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-20","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  167",",,7","   22",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,"   39",",,7","  217",",,7","   89",",,7,0800","  253",",,7",,,"   67",",,7","  106",",,7","  100",",,7","  117",",,7",,,"  211",",,7","  150",",,7","  100",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-21","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   51",",,7,0800",,,,,"  172",",,7","   28",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,"   56",",,7","  178",",,7","  111",",,7,0800","  163",",,7",,,"   89",",,7","  122",",,7","  100",",,7","  133",",,7",,,"  178",",,7","  139",",,7","  100",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-22","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  200",",,7","   83",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"   67",",,7","  217",",,7","  117",",,7,0800","  243",",,7",,,"   89",",,7","  111",",,7","  100",",,7","  128",",,7",,,"  183",",,7","  144",",,7","  100",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-23","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  200",",,7","   39",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"   67",",,7","  217",",,7","   94",",,7,0800","  262",",,7",,,"  111",",,7","  128",",,7","  100",",,7","  133",",,7",,,"  211",",,7","  156",",,7","  100",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-24","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  244",",,7","   94",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,"   67",",,7","  261",",,7","  183",",,7,0800","  338",",,7",,,"  111",",,7","  133",",,7","  106",",,7","  133",",,7",,,"  239",",,7","  178",",,7","  106",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-25","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800",,,,,"  222",",,7","   22",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"   44",",,7","  217",",,7","   44",",,7,0800","  333",",,7",,,"  122",",,7","  156",",,7","  111",",,7","  156",",,7",,,"  233",",,7","  178",",,7","  111",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-26","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   20",",,7,0800",,,,,"  144",",,7","   17",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,"   39",",,7","  144",",,7","   61",",,7,0800","  431",",,7",,,"   94",",,7","  128",",,7","  111",",,7","  133",",,7",,,"  144",",,7","  150",",,7","  111",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-27","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  172",",,7","   39",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,"   50",",,7","  211",",,7","  128",",,7,0800","  193",",,7",,,"   83",",,7","  117",",,7","  111",",,7","  128",",,7",,,"  200",",,7","  150",",,7","  111",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-28","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  228",",,7","   83",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"   61",",,7","  211",",,7","  133",",,7,0800","  272",",,7",,,"  106",",,7","  128",",,7","  111",",,7","  133",",,7",,,"  211",",,7","  161",",,7","  111",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-29","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  222",",,7","   33",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,"  122",",,7,0800","  266",",,7",,,"  128",",,7","  150",",,7","  117",",,7","  150",",,7",,,"  228",",,7","  172",",,7","  117",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-30","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  217",",,7","   61",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"   83",",,7","  106",",,7","  122",",,7,0800","  130",",,7",,,"  150",",,7","  150",",,7","  117",",,7","  156",",,7",,,"  267",",,7","  194",",,7","  117",",,7","  189",",,7",,,,,,,,,,,,,,
"USC00245761","2017-05-31","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  250",",,7","   94",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  106",",,7","  278",",,7","  172",",,7,0800","  295",",,7",,,"  150",",,7","  161",",,7","  122",",,7","  161",",,7",,,"  272",",,7","  200",",,7","  122",",,7","  189",",,7",,,,,,,,,,,,,,
"USC00245761","2017-06-01","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   41",",,7,0800",,,,,"  283",",,7","   94",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"  111",",,7","  267",",,7","  167",",,7,0800",,,,,"  156",",,7","  178",",,7",,,"  178",",,7",,,"  267",",,7","  206",",,7",,,"  189",",,7",,,,,,,,,,,,,,
"USC00245761","2017-06-02","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800",,,,,"  267",",,7","   89",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"  122",",,7","  283",",,7","  150",",,7,0800",,,,,"  150",",,7","  172",",,7",,,"  172",",,7",,,"  256",",,7","  194",",,7",,,"  200",",,7",,,,,,,,,,,,,,
"USC00245761","2017-06-03","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  233",",,7","   44",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,"   78",",,7","  261",",,7","  144",",,7,0800",,,,,"  144",",,7","  172",",,7",,,"  178",",,7",,,"  250",",,7","  194",",,7",,,"  200",",,7",,,,,,,,,,,,,,
"USC00245761","2017-06-04","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  272",",,7","  111",",,7",,,,,,,,,"  168",",,7,0800",,,,,,,,,"   94",",,7","  261",",,7","  161",",,7,0800",,,,,"  139",",,7","  167",",,7",,,"  167",",,7",,,"  250",",,7","  200",",,7",,,"  189",",,7",,,,,,,,,,,,,,
