"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00152548","2018-03-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  189",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-03-30","36.8077","-87.153","188.7","ELKTON, KY US","  251",",,7,0800",,,,,"  167",",,7","   72",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-03-31","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  133",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-01","36.8077","-87.153","188.7","ELKTON, KY US","   41",",,7,0800",,,,,"  194",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-02","36.8077","-87.153","188.7","ELKTON, KY US","   71",",,7,0800",,,,,"  106",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  167",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-04","36.8077","-87.153","188.7","ELKTON, KY US","   43",",,7,0800",,,,,"  272",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  128",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-07","36.8077","-87.153","188.7","ELKTON, KY US","   10",",,7,0800",,,,,"  161",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   67",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  139",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  194",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-14","36.8077","-87.153","188.7","ELKTON, KY US","  206",",,7,0800",,,,,"  278",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-15","36.8077","-87.153","188.7","ELKTON, KY US","  188",",,7,0800",,,,,"  172",",,7","   61",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  206",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  256",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   94",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  183",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  222",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-23","36.8077","-87.153","188.7","ELKTON, KY US","  437",",,7,0800",,,,,"  150",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-24","36.8077","-87.153","188.7","ELKTON, KY US","  140",",,7,0800",,,,,"  189",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-25","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"  161",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  206",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  183",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-04-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  178",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  239",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  172",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-07","36.8077","-87.153","188.7","ELKTON, KY US","  325",",,7,0800",,,,,"  267",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  256",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  256",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-10","36.8077","-87.153","188.7","ELKTON, KY US","   28",",,7,0800",,,,,"  300",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-18","36.8077","-87.153","188.7","ELKTON, KY US","  112",",,7,0800",,,,,"  278",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-21","36.8077","-87.153","188.7","ELKTON, KY US","   43",",,7,0800",,,,,"  311",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-29","36.8077","-87.153","188.7","ELKTON, KY US","   30",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-30","36.8077","-87.153","188.7","ELKTON, KY US","  475",",,7,0800",,,,,"  272",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-05-31","36.8077","-87.153","188.7","ELKTON, KY US","   25",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-01","36.8077","-87.153","188.7","ELKTON, KY US","  406",",,7,0800",,,,,"  311",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-11","36.8077","-87.153","188.7","ELKTON, KY US","  353",",,7,0800",,,,,"  300",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-13","36.8077","-87.153","188.7","ELKTON, KY US","   97",",,7,0800",,,,,"  322",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-18","36.8077","-87.153","188.7","ELKTON, KY US","   46",",,7,0800",,,,,"  339",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-21","36.8077","-87.153","188.7","ELKTON, KY US","   99",",,7,0800",,,,,"  317",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-22","36.8077","-87.153","188.7","ELKTON, KY US","  198",",,7,0800",,,,,"  283",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-26","36.8077","-87.153","188.7","ELKTON, KY US","   46",",,7,0800",,,,,"  317",",,7","  239",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-27","36.8077","-87.153","188.7","ELKTON, KY US","  437",",,7,0800",,,,,"  317",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-28","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  317",",,7","  233",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-29","36.8077","-87.153","188.7","ELKTON, KY US","   18",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-06-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  344",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-10","36.8077","-87.153","188.7","ELKTON, KY US"," 1966",",,7,0800",,,,,"  283",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  233",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-12","36.8077","-87.153","188.7","ELKTON, KY US","   15",",,7,0800",,,,,"  322",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-15","36.8077","-87.153","188.7","ELKTON, KY US","   23",",,7,0800",,,,,"  317",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-16","36.8077","-87.153","188.7","ELKTON, KY US","  221",",,7,0800",,,,,"  328",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  228",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-19","36.8077","-87.153","188.7","ELKTON, KY US","   33",",,7,0800",,,,,"  294",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-21","36.8077","-87.153","188.7","ELKTON, KY US","  409",",,7,0800",,,,,"  294",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  250",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-08-31","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  228",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-07","36.8077","-87.153","188.7","ELKTON, KY US","   99",",,7,0800",,,,,"  317",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,
