"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00152548","2019-02-22","36.8077","-87.153","188.7","ELKTON, KY US","   28",",,7,0800",,,,,"   94",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,,,"   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-24","36.8077","-87.153","188.7","ELKTON, KY US","  828",",,7,0800",,,,,"  161",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  150",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-28","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  183",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   50",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   33",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   50",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-04","36.8077","-87.153","188.7","ELKTON, KY US","   25",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -39",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   17",",,7","  -78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-08","36.8077","-87.153","188.7","ELKTON, KY US","   71",",,7,0800",,,,,"   56",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   72",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  172",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-11","36.8077","-87.153","188.7","ELKTON, KY US","  269",",,7,0800",,,,,"  144",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  133",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  122",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-15","36.8077","-87.153","188.7","ELKTON, KY US","   76",",,7,0800",,,,,"  239",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  111",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  144",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","    6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  128",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  178",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  178",",,7","  -11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-25","36.8077","-87.153","188.7","ELKTON, KY US","  168",",,7,0800",,,,,"  189",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  167",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  122",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  172",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-29","36.8077","-87.153","188.7","ELKTON, KY US","    8",",,7,0800",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-03-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  211",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-03-31","36.8077","-87.153","188.7","ELKTON, KY US","  112",",,7,0800",,,,,"  206",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  150",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  211",",,7","   72",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-05","36.8077","-87.153","188.7","ELKTON, KY US","   51",",,7,0800",,,,,"  189",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-08","36.8077","-87.153","188.7","ELKTON, KY US","  193",",,7,0800",,,,,"  206",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-09","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  222",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  256",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-04-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-12","36.8077","-87.153","188.7","ELKTON, KY US","   99",",,7,0800",,,,,"  283",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  194",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  183",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-15","36.8077","-87.153","188.7","ELKTON, KY US","  277",",,7,0800",,,,,"  217",",,7","    6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-19","36.8077","-87.153","188.7","ELKTON, KY US","  284",",,7,0800",,,,,"  222",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-20","36.8077","-87.153","188.7","ELKTON, KY US","  406",",,7,0800",,,,,"   78",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-21","36.8077","-87.153","188.7","ELKTON, KY US","   48",",,7,0800",,,,,"  133",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-04-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-04-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-26","36.8077","-87.153","188.7","ELKTON, KY US","   43",",,7,0800",,,,,"  239",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  211",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  222",",,7","   94",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-04-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-03","36.8077","-87.153","188.7","ELKTON, KY US","  445",",,7,0800",,,,,"  272",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  217",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  217",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-06","36.8077","-87.153","188.7","ELKTON, KY US","  102",",,7,0800",,,,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-05-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  267",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-05-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-10","36.8077","-87.153","188.7","ELKTON, KY US","   20",",,7,0800",,,,,"  222",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  189",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  144",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-05-15","36.8077","-87.153","188.7","ELKTON, KY US","   71",",,7,0800",,,,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-05-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  206",",,7","   94",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-17","36.8077","-87.153","188.7","ELKTON, KY US","   28",",,7,0800",,,,,"  289",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-20","36.8077","-87.153","188.7","ELKTON, KY US","   38",",,7,0800",,,,,"  261",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-23","36.8077","-87.153","188.7","ELKTON, KY US","   30",",,7,0800",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-27","36.8077","-87.153","188.7","ELKTON, KY US","    8",",,7,0800",,,,,"  328",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-30","36.8077","-87.153","188.7","ELKTON, KY US","  112",",,7,0800",,,,,"  317",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-05-31","36.8077","-87.153","188.7","ELKTON, KY US","   43",",,7,0800",,,,,"  261",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  272",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-07","36.8077","-87.153","188.7","ELKTON, KY US","   74",",,7,0800",,,,,"  283",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-10","36.8077","-87.153","188.7","ELKTON, KY US","   56",",,7,0800",,,,,"  278",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  244",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  233",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-17","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-18","36.8077","-87.153","188.7","ELKTON, KY US","   38",",,7,0800",,,,,"  311",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-19","36.8077","-87.153","188.7","ELKTON, KY US","  157",",,7,0800",,,,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-20","36.8077","-87.153","188.7","ELKTON, KY US","  231",",,7,0800",,,,,"  306",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-21","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"  272",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-23","36.8077","-87.153","188.7","ELKTON, KY US","  429",",,7,0800",,,,,"  267",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-24","36.8077","-87.153","188.7","ELKTON, KY US","  284",",,7,0800",,,,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-06-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-27","36.8077","-87.153","188.7","ELKTON, KY US","  127",",,7,0800",,,,,"  322",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-28","36.8077","-87.153","188.7","ELKTON, KY US","   66",",,7,0800",,,,,"  328",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-06-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-02","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-03","36.8077","-87.153","188.7","ELKTON, KY US","   81",",,7,0800",,,,,"  294",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-05","36.8077","-87.153","188.7","ELKTON, KY US","  366",",,7,0800",,,,,"  283",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  228",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-08","36.8077","-87.153","188.7","ELKTON, KY US","   84",",,7,0800",,,,,"  322",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  344",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  328",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-15","36.8077","-87.153","188.7","ELKTON, KY US","   18",",,7,0800",,,,,"  306",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-16","36.8077","-87.153","188.7","ELKTON, KY US","    3",",,7,0800",,,,,"  289",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-17","36.8077","-87.153","188.7","ELKTON, KY US","  160",",,7,0800",,,,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  333",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-22","36.8077","-87.153","188.7","ELKTON, KY US","    8",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-23","36.8077","-87.153","188.7","ELKTON, KY US","  323",",,7,0800",,,,,"  261",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  261",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-07-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  283",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  183",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-07-31","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-08-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-08-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-08-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-08-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-08-05","36.8077","-87.153","188.7","ELKTON, KY US","   97",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-08-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-08-07","36.8077","-87.153","188.7","ELKTON, KY US","   79",",,7,0800",,,,,"  317",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-08-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  189",",,7",,,,,,,,,,,,,,,,
