"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00146333","2018-05-06","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  133",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,"  194",",D,7","  194",",D,7","  156",",,7,0800","   40",",,7",,,,
"USC00146333","2018-05-07","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  144",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,"  194",",D,7","  194",",D,7","  183",",,7,0800","  103",",,7",,,,
"USC00146333","2018-05-08","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  167",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,"  200",",D,7","  200",",D,7","  172",",,7,0800","  108",",,7",,,,
"USC00146333","2018-05-09","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  167",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,"  200",",D,7","  200",",D,7","  172",",,7,0800","  137",",,7",,,,
"USC00146333","2018-05-10","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  161",",,7",,,,,,,,,"   74",",,7,",,,,,,,,,"  200",",D,7","  200",",D,7","  183",",,7,0800","   56",",,7",,,,
"USC00146333","2018-05-11","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  178",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,"  200",",D,7","  189",",,7,0800","  100",",,7",,,,
"USC00146333","2018-05-12","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  189",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,"  200",",D,7","  272",",,7,0800","  230",",,7",,,,
"USC00146333","2018-05-13","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  211",",,7",,,,,,,,,"  109",",,7,",,,,,,,,,,,"  200",",D,7","  300",",,7,0800","  175",",,7",,,,
"USC00146333","2018-05-14","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  211",",,7",,,,,,,,,"   36",",,7,",,,,,,,,,,,"  200",",D,7","  256",",,7,0800","   80",",,7",,,,
"USC00146333","2018-05-15","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  189",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  200",",,7,0800","   56",",,7",,,,
"USC00146333","2018-05-16","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  144",",,7",,,,,,,,,"   33",",,7,",,,,,,,,,,,,,"  217",",,7,0800","   43",",,7",,,,
"USC00146333","2018-05-17","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  145",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  144",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,"  233",",D,7","  233",",D,7","  222",",,7,0800","   63",",,7",,,,
"USC00146333","2018-05-18","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  128",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  172",",,7,0800","   53",",,7",,,,
"USC00146333","2018-05-19","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  161",",,7",,,,,,,,,"   48",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  172",",,7,0800","   71",",,7",,,,
"USC00146333","2018-05-20","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  161",",,7",,,,,,,,,"   56",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  167",",,7,0800","   23",",,7",,,,
"USC00146333","2018-05-21","39.1174","-95.4101","291.7","PERRY LAKE, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146333","2018-05-22","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,"   18",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  178",",,7,0800","    8",",,7",,,,
"USC00146333","2018-05-23","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,"   64",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  211",",,7,0800","   76",",,7",,,,
"USC00146333","2018-05-24","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  183",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,"  239",",D,7","  239",",D,7","  200",",,7,0800","  111",",,7",,,,
"USC00146333","2018-05-25","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  194",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,,,,,"  200",",,7,0800","  105",",,7",,,,
"USC00146333","2018-05-26","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  178",",,7",,,,,,,,,"   30",",,7,",,,,,,,,,,,"  239",",D,7","  206",",,7,0800","   34",",,7",,,,
"USC00146333","2018-05-27","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  200",",,7",,,,,,,,,"   94",",,7,",,,,,,,,,"  250",",D,7","  250",",D,7","  283",",,7,0800","   79",",,7",,,,
"USC00146333","2018-05-28","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  200",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  250",",,7,0800","   34",",,7",,,,
"USC00146333","2018-05-29","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  135",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  211",",,7",,,,,,,,,"   91",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  289",",,7,0800","   56",",,7",,,,
"USC00146333","2018-05-30","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  161",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  189",",,7,0800","  106",",,7",,,,
"USC00146333","2018-05-31","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  183",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  206",",,7,0800","   85",",,7",,,,
"USC00146333","2018-06-01","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  189",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,"  272",",D,7","  272",",D,7","  233",",,7,0800","   27",",,7",,,,
"USC00146333","2018-06-02","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  183",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  172",",,7",,,,,,,,,"   94",",,7,",,,,,,,,,"  272",",D,7","  272",",D,7","  178",",,7,0800","  187",",,7",,,,
"USC00146333","2018-06-03","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,"  272",",D,7","  272",",D,7","  183",",,7,0800","   71",",,7",,,,
"USC00146333","2018-06-04","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  150",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,,,,,,,,
"USC00146333","2018-06-05","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  189",",,7",,,,,,,,,"   56",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,,
"USC00146333","2018-06-06","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  183",",,7",,,,,,,,,"   64",",,7,",,,,,,,,,"  250",",D,7","  250",",D,7","  228",",,7,0800","   50",",,7",,,,
"USC00146333","2018-06-07","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  194",",,7",,,,,,,,,"   91",",,7,",,,,,,,,,"  261",",D,7","  261",",D,7","  206",",,7,0800","  117",",,7",,,,
"USC00146333","2018-06-08","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  183",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,"  261",",D,7","  261",",D,7","  217",",,7,0800","   27",",,7",,,,
"USC00146333","2018-06-09","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  211",",,7",,,,,,,,,"   81",",,7,",,,,,,,,,"  261",",D,7","  261",",D,7","  233",",,7,0800","   74",",,7",,,,
"USC00146333","2018-06-10","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  233",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  294",",,7,0800","  159",",,7",,,,
"USC00146333","2018-06-11","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  233",",,7",,,,,,,,,"  102",",,7,",,,,,,,,,"  256",",D,7","  256",",D,7","  244",",,7,0800","  137",",,7",,,,
"USC00146333","2018-06-12","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  254",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  183",",,7",,,,,,,,,"  140",",,7,",,,,,,,,,"  261",",D,7","  261",",D,7","  194",",,7,0800","  154",",,7",,,,
"USC00146333","2018-06-13","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  183",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,"  261",",D,7","  217",",,7,0800","   69",",,7",,,,
"USC00146333","2018-06-14","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,
"USC00146333","2018-06-15","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  228",",,7",,,,,,,,,"   99",",,7,",,,,,,,,,,,"  256",",D,7","  300",",,7,0800","  192",",,7",,,,
"USC00146333","2018-06-17","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  239",",,7",,,,,,,,,"  114",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  267",",,7,0800","  174",",,7",,,,
"USC00146333","2018-06-19","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  233",",,7",,,,,,,,,"   86",",,7,",,,,,,,,,"  272",",D,7","  272",",D,7","  250",",,7,0800","  140",",,7",,,,
"USC00146333","2018-06-20","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  368",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  228",",,7",,,,,,,,,"   23",",,7,",,,,,,,,,"  267",",D,7",,,"  228",",,7,0800","   71",",,7",,,,
"USC00146333","2018-06-21","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  161",",,7",,,,,,,,,"   15",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  161",",,7,0800","  129",",,7",,,,
"USC00146333","2018-06-22","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   69",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  161",",,7",,,,,,,,,"   30",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  178",",,7,0800","  142",",,7",,,,
"USC00146333","2018-06-23","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  167",",,7",,,,,,,,,"    8",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  194",",,7,0800","   43",",,7",,,,
"USC00146333","2018-06-24","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  183",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  211",",,7,0800","   24",",,7",,,,
"USC00146333","2018-06-25","39.1174","-95.4101","291.7","PERRY LAKE, KS US","  130",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  194",",,7",,,,,,,,,"   20",",,7,",,,,,,,,,"  261",",D,7",,,"  194",",,7,0800","   71",",,7",,,,
"USC00146333","2018-06-26","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  194",",,7",,,,,,,,,"   51",",,7,",,,,,,,,,,,"  261",",D,7","  222",",,7,0800","  117",",,7",,,,
"USC00146333","2018-06-27","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  206",",,7",,,,,,,,,"   28",",,7,",,,,,,,,,,,"  261",",D,7","  228",",,7,0800","   50",",,7",,,,
"USC00146333","2018-06-28","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  228",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,"  272",",D,7","  267",",,7,0800","   77",",,7",,,,
"USC00146333","2018-06-29","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  267",",,7",,,,,,,,,"  102",",,7,",,,,,,,,,,,,,"  278",",,7,0800","  109",",,7",,,,
"USC00146333","2018-06-30","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  250",",,7",,,,,,,,,"  104",",,7,",,,,,,,,,,,"  261",",D,7","  267",",,7,0800","  158",",,7",,,,
"USC00146333","2018-07-01","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  206",",,7",,,,,,,,,"   81",",,7,",,,,,,,,,,,,,"  211",",,7,0800","  122",",,7",,,,
"USC00146333","2018-07-02","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,,,"   53",",,7,",,,,,,,,,"  267",",D,7","  267",",D,7","  256",",,7,0800","   53",",,7",,,,
"USC00146333","2018-07-03","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  211",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,"  272",",D,7","  272",",D,7","  244",",,7,0800","   71",",,7",,,,
"USC00146333","2018-07-04","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  239",",,7",,,,,,,,,"   94",",,7,",,,,,,,,,,,"  278",",D,7","  244",",,7,0800","  130",",,7",,,,
"USC00146333","2018-07-05","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  222",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,"  278",",D,7","  222",",,7,0800","   90",",,7",,,,
"USC00146333","2018-07-06","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  222",",,7",,,,,,,,,"   89",",,7,",,,,,,,,,"  278",",D,7","  278",",D,7","  244",",,7,0800","  119",",,7",,,,
"USC00146333","2018-07-07","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  200",",,7",,,,,,,,,"   89",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  217",",,7,0800","  105",",,7",,,,
"USC00146333","2018-07-08","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  200",",,7",,,,,,,,,"   97",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  211",",,7,0800","   89",",,7",,,,
"USC00146333","2018-07-09","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  167",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  228",",,7,0800","   97",",,7",,,,
"USC00146333","2018-07-10","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  217",",,7",,,,,,,,,"   99",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  228",",,7,0800","   37",",,7",,,,
"USC00146333","2018-07-11","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  222",",,7",,,,,,,,,"   94",",,7,",,,,,,,,,"  300",",D,7","  300",",D,7","  267",",,7,0800","   37",",,7",,,,
"USC00146333","2018-07-12","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  261",",,7",,,,,,,,,"  102",",,7,",,,,,,,,,,,"  300",",D,7","  267",",,7,0800","   68",",,7",,,,
"USC00146333","2018-07-13","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  233",",,7",,,,,,,,,"   94",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  256",",,7,0800","   71",",,7",,,,
"USC00146333","2018-07-14","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  228",",,7",,,,,,,,,"  104",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  250",",,7,0800","  101",",,7",,,,
"USC00146333","2018-07-15","39.1174","-95.4101","291.7","PERRY LAKE, KS US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  200",",,7",,,,,,,,,"   30",",,7,",,,,,,,,,"  294",",D,7","  294",",D,7","  233",",,7,0800","   27",",,7",,,,
"USC00146333","2018-07-16","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  233",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,"  294",",D,7","  244",",,7,0800","   68",",,7",,,,
"USC00146333","2018-07-17","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  228",",,7",,,,,,,,,"   81",",,7,",,,,,,,,,"  317",",D,7","  317",",D,7","  233",",,7,0800","   76",",,7",,,,
"USC00146333","2018-07-18","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  211",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,"  317",",D,7","  317",",D,7","  233",",,7,0800","   72",",,7",,,,
"USC00146333","2018-07-19","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  222",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,"  317",",D,7","  244",",,7,0800","   84",",,7",,,,
"USC00146333","2018-07-21","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  217",",,7",,,,,,,,,"   53",",,7,",,,,,,,,,,,"  300",",D,7","  222",",,7,0800","   48",",,7",,,,
"USC00146333","2018-07-22","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  211",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,,,"  300",",D,7","  217",",,7,0800","  121",",,7",,,,
"USC00146333","2018-07-23","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  189",",,7",,,,,,,,,"   99",",,7,",,,,,,,,,,,"  300",",D,7","  200",",,7,0800","  109",",,7",,,,
"USC00146333","2018-07-24","39.1174","-95.4101","291.7","PERRY LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  200",",,7",,,,,,,,,"   81",",,7,",,,,,,,,,"  300",",D,7","  300",",D,7","  206",",,7,0800","   76",",,7",,,,
