"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00328840","2018-05-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  239",",,7","   50",",,7",,,,,,,,,"   94",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  267",",,7","   83",",,7",,,,,,,,,"   83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  127",",,7,0500",,,,,"  317",",,7","   83",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  272",",,7","  156",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  150",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  102",",,7,0500",,,,,"  322",",,7","  150",",,7",,,,,,,,,"  172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  350",",,7","  167",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  156",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  272",",,7","  150",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   53",",,7,0500",,,,,"  283",",,7","  156",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-05-31","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   81",",,7,0500",,,,,"  283",",,7","  122",",,7",,,,,,,,,"  122",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   38",",,7,0500",,,,,"  300",",,7","  122",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  472",",,7,0500",,,,,"  244",",,7","  106",",,7",,,,,,,,,"  106",",,7,0500",,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7",,,,
"USC00328840","2018-06-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   28",",,7,0500",,,,,"  244",",,7","   83",",,7",,,,,,,,,"   83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  261",",,7","   83",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   23",",,7,0500",,,,,"  322",",,7","  117",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500",,,,,"  322",",,7","  117",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500",,,,,"  278",",,7","  117",",,7",,,,,,,,,"  144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  300",",,7","  144",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  367",",,7","  161",",,7",,,,,,,,,"  172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  339",",,7","  172",",,7",,,,,,,,,"  172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  218",",,7,0500",,,,,"  333",",,7","  133",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  109",",,7,0500",,,,,"  239",",,7","  100",",,7",,,,,,,,,"  100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  228",",,7","   89",",,7",,,,,,,,,"   94",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  272",",,7","   94",",,7",,,,,,,,,"  122",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  306",",,7","  122",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  283",",,7","  139",",,7",,,,,,,,,"  144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  114",",,7,0500",,,,,"  194",",,7","  133",",,7",,,,,,,,,"  144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  233",",,7","  106",",,7",,,,,,,,,"  106",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  267",",,7","  106",",,7",,,,,,,,,"  150",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  122",",,7",,,,,,,,,"  139",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  289",",,7","  133",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  289",",,7","  122",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    5",",,7,0500",,,,,"  300",",,7","  133",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500",,,,,"  294",",,7","  156",",,7",,,,,,,,,"  167",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500",,,,,"  300",",,7","  161",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  157",",,7,0500",,,,,"  267",",,7","  167",",,7",,,,,,,,,"  167",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  150",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  150",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-06-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  323",",,7,0500",,,,,"  339",",,7","  161",",,7",,,,,,,,,"  167",",,7,0500",,,,,,,"    1",",,7",,,,,,,,,,,,,"    1",",,7",,,,
"USC00328840","2018-07-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  250",",,7","  128",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  261",",,7","  128",",,7",,,,,,,,,"  139",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   76",",,7,0500",,,,,"  317",",,7","  133",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  157",",,7,0500",,,,,"  300",",,7","  156",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  244",",,7","  128",",,7",,,,,,,,,"  150",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  283",",,7","  150",",,7",,,,,,,,,"  211",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  306",",,7","  211",",,7",,,,,,,,,"  217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    8",",,7,0500",,,,,"  361",",,7","  194",",,7",,,,,,,,,"  194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  344",",,7","  150",",,7",,,,,,,,,"  150",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  457",",,7,0500",,,,,"  306",",,7","  150",",,7",,,,,,,,,"  183",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  328",",,7","  178",",,7",,,,,,,,,"  217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  289",",,7","  172",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  300",",,7","  150",",,7",,,,,,,,,"  183",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  350",",,7","  183",",,7",,,,,,,,,"  217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  339",",,7","  117",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  261",",,7","  122",",,7",,,,,,,,,"  122",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  289",",,7","  122",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  311",",,7","  122",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500",,,,,"  306",",,7","  133",",,7",,,,,,,,,"  172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  300",",,7","  156",",,7",,,,,,,,,"  167",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  300",",,7","  128",",,7",,,,,,,,,"  172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   30",",,7,0500",,,,,"  283",",,7","  167",",,7",,,,,,,,,"  183",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  283",",,7","  133",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  278",",,7","  111",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  239",",,7","  100",",,7",,,,,,,,,"  106",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  228",",,7","   89",",,7",,,,,,,,,"   89",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  267",",,7","   89",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  289",",,7","  111",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    3",",,7,0500",,,,,"  278",",,7","  100",",,7",,,,,,,,,"  100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-07-31","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  311",",,7","  100",",,7",,,,,,,,,"  144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  311",",,7","  117",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  256",",,7","  111",",,7",,,,,,,,,"  111",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  300",",,7","  111",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  160",",,7,0500",,,,,"  383",",,7","  150",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  322",",,7","  150",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   20",",,7,0500",,,,,"  283",",,7","  161",",,7",,,,,,,,,"  161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  294",",,7","  139",",,7",,,,,,,,,"  144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  344",",,7","  144",",,7",,,,,,,,,"  178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  322",",,7","  139",",,7",,,,,,,,,"  139",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  350",",,7","  133",",,7",,,,,,,,,"  167",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  372",",,7","  144",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  383",",,7","  156",",,7",,,,,,,,,"  194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  394",",,7","  189",",,7",,,,,,,,,"  194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    8",",,7,0500",,,,,"  261",",,7","  100",",,7",,,,,,,,,"  100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  250",",,7","   94",",,7",,,,,,,,,"  117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  306",",,7","  117",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  339",",,7","  128",",,7",,,,,,,,,"  133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  306",",,7","  133",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  339",",,7","  144",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  239",",,7","   67",",,7",,,,,,,,,"   83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  239",",,7","   83",",,7",,,,,,,,,"   89",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  261",",,7","   89",",,7",,,,,,,,,"  100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  283",",,7","  100",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   15",",,7,0500",,,,,"  278",",,7","  128",",,7",,,,,,,,,"  156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  322",",,7","  128",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  211",",,7","  100",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   15",",,7,0500",,,,,"  256",",,7","   83",",,7",,,,,,,,,"   83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  102",",,7,0500",,,,,"  128",",,7","   83",",,7",,,,,,,,,"  100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  172",",,7","   83",",,7",,,,,,,,,"   83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-08-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,,,"  267",",,7","   78",",,7",,,,,,,,,"  128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
