"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00328840","2018-12-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0","T,,7","   56",",,7","  -67",",,7",,,,,,,,,"  -33",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0","T,,7","   44",",,7","  -67",",,7",,,,,,,,,"  -33",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500","    0",",,7","    0","T,,7","   22",",,7","  -44",",,7",,,,,,,,,"  -33",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   25",",,7,0500","   51",",,7","   51",",,7","  -17",",,7","  -83",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","  -56",",,7"," -128",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","  -33",",,7"," -128",",,7",,,,,,,,," -111",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","  -94",",,7"," -117",",,7",,,,,,,,," -117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","  198",",,7,0500","  178",",,7","  229",",,7"," -106",",,7"," -150",",,7",,,,,,,,," -144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  229",",,7"," -117",",,7"," -228",",,7",,,,,,,,," -228",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  229",",,7"," -161",",,7"," -233",",,7",,,,,,,,," -161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  229",",,7","  -28",",,7"," -239",",,7",,,,,,,,,"  -56",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2018-12-31","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  229",",,7","  -39",",,7"," -244",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  229",",,7"," -222",",,7"," -267",",,7",,,,,,,,," -222",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  229",",,7","  -33",",,7"," -222",",,7",,,,,,,,,"  -33",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  229",",,7","   17",",,7","  -56",",,7",,,,,,,,,"   11",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  127",",,7","   50",",,7","   -6",",,7",,,,,,,,,"   28",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","   61",",,7","  -44",",,7",,,,,,,,,"  -28",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -22",",,7","  -61",",,7",,,,,,,,,"  -61",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","   -6",",,7","  -61",",,7",,,,,,,,,"  -11",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","   33",",,7"," -111",",,7",,,,,,,,," -111",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -94",",,7"," -194",",,7",,,,,,,,," -194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -94",",,7"," -200",",,7",,,,,,,,," -139",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -44",",,7"," -150",",,7",,,,,,,,," -144",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7"," -100",",,7"," -150",",,7",,,,,,,,," -128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -78",",,7"," -128",",,7",,,,,,,,," -117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -17",",,7"," -117",",,7",,,,,,,,,"  -89",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -39",",,7"," -100",",,7",,,,,,,,,"  -56",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7","  -33",",,7"," -217",",,7",,,,,,,,," -217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7"," -100",",,7"," -217",",,7",,,,,,,,," -100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7"," -100",",,7"," -183",",,7",,,,,,,,," -183",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7"," -178",",,7"," -200",",,7",,,,,,,,," -178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  102",",,7"," -128",",,7"," -194",",,7",,,,,,,,," -189",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   53",",,7,0500","   76",",,7","  178",",,7"," -139",",,7"," -189",",,7",,,,,,,,," -139",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0","T,,7,0500","    0","T,,7","  178",",,7"," -100",",,7"," -294",",S,7",,,,,,,,," -200",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7","  -67",",,7"," -200",",,7",,,,,,,,,"  -83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7","  -33",",,7"," -267",",,7",,,,,,,,," -206",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7"," -156",",,7"," -244",",,7",,,,,,,,," -228",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7","  -72",",,7"," -244",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7","  -78",",,7"," -189",",,7",,,,,,,,," -117",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7","  -89",",,7"," -194",",,7",,,,,,,,," -128",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7"," -117",",,7"," -283",",,7",,,,,,,,," -283",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7"," -267",",,7"," -361",",,7",,,,,,,,," -361",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-01-31","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500",,,"  178",",,7"," -217",",,7"," -372",",,7",,,,,,,,," -217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   36",",,7,0500","   51",",,7","  229",",,7","  -72",",,7"," -217",",,7",,,,,,,,,"  -83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  178",",,7","   22",",,7"," -156",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  178",",,7","  -78",",,7"," -211",",,7",,,,,,,,," -206",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   56",",,7,0500","   76",",,7","  254",",,7"," -194",",,7"," -239",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -217",",,7"," -267",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   25",",,7,0500","   25",",,7","  254",",,7"," -200",",,7"," -239",",,7",,,,,,,,," -222",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -194",",,7"," -244",",,7",,,,,,,,," -244",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -228",",,7"," -339",",,7",,,,,,,,," -333",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -222",",,7"," -339",",,7",,,,,,,,," -233",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -189",",,7"," -267",",,7",,,,,,,,," -211",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7"," -183",",,7"," -250",",,7",,,,,,,,," -194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   81",",,7,0500","  127",",,7","  356",",,7"," -128",",,7"," -278",",,7",,,,,,,,," -278",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  356",",,7"," -189",",,7"," -278",",,7",,,,,,,,," -256",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  356",",,7"," -139",",,7"," -256",",,7",,,,,,,,," -200",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  356",",,7"," -194",",,7"," -328",",,7",,,,,,,,," -278",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  356",",,7"," -139",",,7"," -278",",,7",,,,,,,,," -178",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   10",",,7,0500","   25",",,7","  381",",,7"," -117",",,7"," -178",",,7",,,,,,,,," -161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  381",",,7"," -117",",,7"," -256",",,7",,,,,,,,," -228",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  381",",,7"," -156",",,7"," -256",",,7",,,,,,,,," -256",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  381",",,7"," -139",",,7"," -256",",,7",,,,,,,,," -156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   10",",,7,0500","   25",",,7","  406",",,7","  -89",",,7"," -161",",,7",,,,,,,,," -156",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  406",",,7"," -117",",,7"," -256",",,7",,,,,,,,," -256",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  406",",,7"," -111",",,7"," -256",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  406",",,7"," -100",",,7"," -239",",,7",,,,,,,,," -211",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  406",",,7"," -189",",,7"," -272",",,7",,,,,,,,," -261",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  406",",,7"," -194",",,7"," -261",",,7",,,,,,,,," -206",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   10",",,7,0500","   25",",,7","  432",",,7"," -156",",,7"," -239",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-02-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7"," -117",",,7"," -244",",,7",,,,,,,,," -161",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -67",",,7"," -172",",,7",,,,,,,,," -133",",,7,0500",,,"  483",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -89",",,7"," -256",",,7",,,,,,,,," -239",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7"," -206",",,7"," -272",",,7",,,,,,,,," -244",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7"," -183",",,7"," -250",",,7",,,,,,,,," -217",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-05","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7"," -128",",,7"," -217",",,7",,,,,,,,," -200",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-06","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -72",",,7"," -200",",,7",,,,,,,,," -194",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-07","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7"," -117",",,7"," -228",",,7",,,,,,,,," -222",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-08","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -78",",,7"," -222",",,7",,,,,,,,," -122",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-09","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -39",",,7"," -122",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-10","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","   43",",,7,0500","   76",",,7","  432",",,7","  -44",",,7"," -150",",,7",,,,,,,,," -133",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-11","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -39",",,7"," -172",",,7",,,,,,,,," -172",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-12","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  432",",,7","  -39",",,7"," -183",",,7",,,,,,,,," -100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-13","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  305",",,7","   33",",,7"," -100",",,7",,,,,,,,,"  -61",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-14","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  305",",,7","    0",",,7","  -61",",,7",,,,,,,,,"  -22",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-15","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7","    6",",,7"," -106",",,7",,,,,,,,," -100",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-16","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  254",",,7","   17",",,7"," -106",",,7",,,,,,,,," -106",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-17","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  203",",,7","   22",",,7"," -106",",,7",,,,,,,,,"  -67",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-18","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  203",",,7","   33",",,7"," -106",",,7",,,,,,,,,"  -78",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-19","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  203",",,7","   28",",,7","  -89",",,7",,,,,,,,,"  -61",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-20","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  152",",,7","   72",",,7","  -61",",,7",,,,,,,,,"  -28",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-21","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  152",",,7","   72",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-22","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  152",",,7","  100",",,7","  -89",",,7",,,,,,,,,"  -83",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-23","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  102",",,7","   67",",,7","  -83",",,7",,,,,,,,,"  -39",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-24","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  102",",,7","  106",",,7","  -39",",,7",,,,,,,,,"  -33",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-25","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  102",",,7","  -11",",,7","  -56",",,7",,,,,,,,,"  -50",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-26","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","  102",",,7","    6",",,7","  -56",",,7",,,,,,,,,"    0",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-27","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","   72",",,7","  -17",",,7",,,,,,,,,"   -6",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-28","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","   89",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-29","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","   51",",,7","   67",",,7","  -50",",,7",,,,,,,,,"  -44",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-30","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0","T,,7","   89",",,7","  -72",",,7",,,,,,,,,"  -61",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-03-31","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0","T,,7","   50",",,7","  -61",",,7",,,,,,,,,"  -50",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-04-01","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0","T,,7","   61",",,7","  -50",",,7",,,,,,,,,"  -11",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-04-02","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0",",,7","   89",",,7","  -17",",,7",,,,,,,,,"    6",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-04-03","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0",",,7","   61",",,7","  -67",",,7",,,,,,,,,"  -67",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00328840","2019-04-04","47.5213","-100.8883","577.0","TURTLE LAKE, ND US","    0",",,7,0500","    0",",,7","    0",",,7","   78",",,7","  -78",",,7",,,,,,,,,"   17",",,7,0500",,,,,,,,,,,,,,,,,,,,,,,,,,
