"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00299156","2018-07-14","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    5",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,"  183",",,7","  317",",,7","  228",",,7,0800","   98",",,7",,,,,,,"  228",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-15","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  200",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  194",",,7","  339",",,7","  256",",,7,0800","   53",",,7",,,,,,,"  217",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-16","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  200",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,"  194",",,7","  350",",,7","  256",",,7,0800","   53",",,7",,,,,,,"  261",",,7",,,"  372",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-17","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,,,"  137",",,7,0800",,,,,,,,,"  194",",,7","  339",",,7","  261",",,7,0800","  206",",,7",,,,,,,"  267",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-18","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  200",",,7",,,,,,,,,"  155",",,7,0800",,,,,,,,,"  194",",,7","  339",",,7","  250",",,7,0800","  101",",,7",,,,,,,"  272",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-19","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  389",",,7","  211",",,7",,,,,,,,,"  124",",,7,0800",,,,,,,,,"  206",",,7","  361",",,7","  272",",,7,0800","   90",",,7",,,,,,,"  278",",,7",,,"  411",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-20","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  411",",,7","  244",",,7",,,,,,,,,"  130",",,7,0800",,,,,,,,,"  189",",,7","  350",",,7","  300",",,7,0800","  143",",,7",,,,,,,"  283",",,7",,,"  389",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-21","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  406",",,7","  239",",,7",,,,,,,,,"  216",",,7,0800",,,,,,,,,"  189",",,7","  339",",,7","  294",",,7,0800","  166",",,7",,,,,,,"  283",",,7",,,"  394",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-22","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  389",",,7","  228",",,7",,,,,,,,,"  170",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  294",",,7,0800","  161",",,7",,,,,,,"  300",",,7",,,"  389",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-23","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  406",",,7","  211",",,7",,,,,,,,,"  163",",,7,0800",,,,,,,,,"  194",",,7","  350",",,7","  239",",,7,0800","  140",",,7",,,,,,,"  294",",,7",,,"  400",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-24","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,"  194",",,7","  350",",,7","  239",",,7,0800","  164",",,7",,,,,,,"  289",",,7",,,"  378",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-25","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  194",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  200",",,7","  333",",,7","  256",",,7,0800","   98",",,7",,,,,,,"  289",",,7",,,"  367",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-26","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  183",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,"  200",",,7","  339",",,7","  194",",,7,0800","  153",",,7",,,,,,,"  272",",,7",,,"  372",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-27","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  194",",,7","  333",",,7","  200",",,7,0800","  103",",,7",,,,,,,"  278",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-28","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"  178",",,7","  333",",,7","  222",",,7,0800","   92",",,7",,,,,,,"  256",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-29","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  189",",,7",,,,,,,,,"  137",",,7,0800",,,,,,,,,"  194",",,7","  339",",,7","  244",",,7,0800","  124",",,7",,,,,,,"  267",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-07-30","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  178",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"  189",",,7","  344",",,7","  206",",,7,0800","  256",",,7",,,,,,,"  272",",,7",,,"  361",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-07-31","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  161",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,"  172",",,7","  294",",,7","  211",",,7,0800","   11",",,7",,,,,,,"  261",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-01","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  178",",,7",,,,,,,,,"  165",",,7,0800",,,,,,,,,"  172",",,7","  311",",,7","  217",",,7,0800","  108",",,7",,,,,,,"  250",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-02","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","  345",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  172",",,7",,,,,,,,,"  315",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  206",",,7,0800","  193",",,7",,,,,,,"  228",",,7",,,"  361",",,7",,,"    1",",,7",,,,,,,,,,,"    1",",,7",,,,
"USC00299156","2018-08-03","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  194",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  233",",,7,0800","   87",",,7",,,,,,,"  228",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-04","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  178",",,7",,,,,,,,,"  112",",,7,0800",,,,,,,,,"  172",",,7","  339",",,7","  233",",,7,0800","  143",",,7",,,,,,,"  228",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-05","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"  112",",,7,0800",,,,,,,,,"  172",",,7","  350",",,7","  250",",,7,0800","  111",",,7",,,,,,,"  228",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-06","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  206",",,7",,,,,,,,,"  155",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  244",",,7,0800","  264",",,7",,,,,,,"  250",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-07","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,"  172",",,7","  328",",,7","  222",",,7,0800","  175",",,7",,,,,,,"  267",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-08","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   86",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  161",",,7",,,,,,,,,"  173",",,7,0800",,,,,,,,,"  267",",,7","  356",",,7","  189",",,7,0800","  166",",,7",,,,,,,"  239",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-09","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   15",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  206",",,7,0800","  130",",,7",,,,,,,"  222",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-10","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","  147",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  206",",,7,0800","   89",",,7",,,,,,,"  228",",,7",,,"  339",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-11","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  161",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"  167",",,7","  294",",,7","  217",",,7,0800","   80",",,7",,,,,,,"  206",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-12","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,"  167",",,7","  300",",,7","  183",",,7,0800","   77",",,7",,,,,,,"  200",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-13","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  194",",,7,0800","   89",",,7",,,,,,,"  206",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-14","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  206",",,7,0800","  156",",,7",,,,,,,"  222",",,7",,,"  333",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-08-15","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  183",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,"  183",",,7","  344",",,7","  206",",,7,0800","  142",",,7",,,,,,,"  239",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-16","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","  163",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  178",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  183",",,7","  344",",,7","  228",",,7,0800","  130",",,7",,,,,,,"  239",",,7",,,"  344",",,7",,,"    1",",,7",,,,,,,,,,,"    1",",,7",,,,
"USC00299156","2018-08-17","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    5",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  167",",,7",,,,,,,,,"  302",",,7,0800",,,,,,,,,"  183",",,7","  350",",,7","  222",",,7,0800","   90",",,7",,,,,,,"  222",",,7",,,"  306",",,7",,,"    1",",,7",,,,,,,,,,,"    1",",,7",,,,
"USC00299156","2018-08-18","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   38",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  194",",,7","  356",",,7","  222",",,7,0800","   76",",,7",,,,,,,"  250",",,7",,,"  328",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-08-19","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","  117",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,"  172",",,7","  356",",,7","  206",",,7,0800","  135",",,7",,,,,,,"  222",",,7",,,"  306",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-08-20","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  150",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,"  172",",,7","  356",",,7","  172",",,7,0800","   77",",,7",,,,,,,"  217",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-21","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  156",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,"  178",",,7","  317",",,7","  222",",,7,0800","   76",",,7",,,,,,,"  206",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-22","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"  183",",,7","  322",",,7","  206",",,7,0800","  159",",,7",,,,,,,"  211",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-23","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,"  189",",,7","  311",",,7","  244",",,7,0800","   69",",,7",,,,,,,"  228",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-24","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  183",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  194",",,7","  322",",,7","  233",",,7,0800","  126",",,7",,,,,,,"  239",",,7",,,"  328",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-25","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  172",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,"  256",",,7","  339",",,7","  250",",,7,0800","   66",",,7",,,,,,,"  256",",,7",,,"  339",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-26","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  206",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,"  183",",,7","  322",",,7","  244",",,7,0800","  167",",,7",,,,,,,"  250",",,7",,,"  333",",,7",,,,,,,,,,,,,,,"    1",",,7",,,,
"USC00299156","2018-08-27","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  183",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,"  183",",,7","  322",",,7","  239",",,7,0800","  224",",,7",,,,,,,"  250",",,7",,,"  328",",,7",,,,,,,,,,,,,,,"    1",",,7",,,,
"USC00299156","2018-08-28","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  183",",,7",,,,,,,,,"  130",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  250",",,7,0800","  180",",,7",,,,,,,"  261",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-29","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  172",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  183",",,7,0800","  158",",,7",,,,,,,"  256",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-30","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  183",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  261",",,7,0800","  143",",,7",,,,,,,"  261",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-08-31","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,"  189",",,7","  328",",,7","  261",",,7,0800","  193",",,7",,,,,,,"  267",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-09-01","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  200",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,"  189",",,7","  317",",,7","  211",",,7,0800","  158",",,7",,,,,,,"  278",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-09-02","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   25",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  156",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,"  156",",,7","  261",",,7","  211",",,7,0800","  122",",,7",,,,,,,"  211",",,7",,,"  294",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-09-03","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  211",",,7,0800","  109",",,7",,,,,,,"  211",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,
"USC00299156","2018-09-04","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   30",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  139",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,"  167",",,7","  328",",,7","  172",",,7,0800","   77",",,7",,,,,,,"  217",",,7",,,"  322",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-09-05","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   25",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  144",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  211",",,7","  322",",,7","  183",",,7,0800","   68",",,7",,,,,,,"  211",",,7",,,"  322",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-09-06","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,,,,,"    3",",,7,0800",,,,,,,,,"  183",",,7","  278",",,7","  172",",,7,0800","  124",",,7",,,,,,,"  211",",,7",,,"  283",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00299156","2018-09-07","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  178",",,7","  278",",,7","  183",",,7,0800","   80",",,7",,,,,,,"  206",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,,,
