"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00066037","2018-07-18","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  215",",,a","  110",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00066037","2018-07-19","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  217",",,a","   62",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00066037","2018-07-20","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  213",",,a","  110",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00066037","2018-07-21","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  175",",,a","   90",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00066037","2018-07-22","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  176",",,a","   48",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00066037","2018-07-23","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  205",",,a","   48",",,a",,,,,,,,,,,"  155","H,,S"
"ASN00066037","2018-07-24","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  250",",,a","   89",",,a",,,,,,,,,,,"  172","H,,S"
"ASN00066037","2018-07-25","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  234",",,a","   90",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00066037","2018-07-26","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  188",",,a","   88",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00066037","2018-07-27","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  219",",,a","   73",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00066037","2018-07-28","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  222",",,a","   79",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00066037","2018-07-29","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  263",",,a","  128",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00066037","2018-07-30","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  202",",,a","  105",",,a",,,,,,,,,,,"  129","H,,S"
"ASN00066037","2018-07-31","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  219",",,a","   68",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00066037","2018-08-01","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  214",",,a","   92",",,a",,,,,,,,,,,"  147","H,,S"
"ASN00066037","2018-08-02","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  190",",,a","   91",",,a",,,,,,,,,,,"  142","H,,S"
"ASN00066037","2018-08-03","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  234",",,a","   94",",,a",,,,,,,,,,,"  176","H,,S"
"ASN00066037","2018-08-04","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  207",",,a","  113",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00066037","2018-08-05","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  209",",,a","   69",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00066037","2018-08-06","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  197",",,a","  119",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00066037","2018-08-07","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   24",",,a",,,"  182",",,a","  109",",,a",,,,,,,,,,,"  129","H,,S"
"ASN00066037","2018-08-08","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  205",",,a","   80",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00066037","2018-08-09","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  183",",,a","   82",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00066037","2018-08-10","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  231",",,a","   76",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00066037","2018-08-11","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  266",",,a","  120",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00066037","2018-08-12","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  172",",,a","   94",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00066037","2018-08-13","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  210",",,a","   81",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00066037","2018-08-14","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  229",",,a","   96",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00066037","2018-08-15","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  263",",,a","   96",",,a",,,,,,,,,,,"  197","H,,S"
"ASN00066037","2018-08-16","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  208",",,a","  108",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00066037","2018-08-17","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  173",",,a","   72",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00066037","2018-08-18","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  236",",,a","   58",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00066037","2018-08-19","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  166",",,a","   87",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00066037","2018-08-20","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  141",",,a","   75",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00066037","2018-08-21","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  181",",,a","   76",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00066037","2018-08-22","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  162",",,a","   94",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00066037","2018-08-23","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  176",",,a","   69",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00066037","2018-08-24","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    8",",,a",,,"  177",",,a","  103",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00066037","2018-08-25","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    4",",,a",,,"  200",",,a","  107",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00066037","2018-08-26","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  188",",,a","  105",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00066037","2018-08-27","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   16",",,a",,,"  138",",,a","  123",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00066037","2018-08-28","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  139",",,a","   82",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00066037","2018-08-29","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  149",",,a","   46",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00066037","2018-08-30","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  168",",,a","   56",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00066037","2018-08-31","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  180",",,a","   90",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00066037","2018-09-01","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   28",",,a",,,"  224",",,a","   95",",,a",,,,,,,,,,,"  160","H,,S"
"ASN00066037","2018-09-02","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   16",",,a",,,"  148",",,a","  110",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00066037","2018-09-03","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   10",",,a",,,"  153",",,a","   78",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00066037","2018-09-04","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   80",",,a",,,"  183",",,a","  104",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00066037","2018-09-05","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   12",",,a",,,"  178",",,a","   94",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00066037","2018-09-06","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  209",",,a","   98",",,a",,,,,,,,,,,"  176","H,,S"
"ASN00066037","2018-09-07","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   40",",,a",,,"  242",",,a","  139",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00066037","2018-09-08","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  320",",,a",,,"  155",",,a","  122",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00066037","2018-09-09","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   10",",,a",,,"  241",",,a","   87",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00066037","2018-09-10","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  194",",,a","  126",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00066037","2018-09-11","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  230",",,a","  134",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00066037","2018-09-12","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  269",",,a","  128",",,a",,,,,,,,,,,"  196","H,,S"
"ASN00066037","2018-09-13","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  202",",,a","  138",",,a",,,,,,,,,,,"  161","H,,S"
"ASN00066037","2018-09-14","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  251",",,a","  145",",,a",,,,,,,,,,,"  192","H,,S"
"ASN00066037","2018-09-15","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  333",",,a","  124",",,a",,,,,,,,,,,"  239","H,,S"
"ASN00066037","2018-09-16","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  160",",,a","   96",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00066037","2018-09-17","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  188",",,a","   74",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00066037","2018-09-18","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  241",",,a","   96",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00066037","2018-09-19","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  299",",,a","  127",",,a",,,,,,,,,,,"  187","H,,S"
"ASN00066037","2018-09-20","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   84",",,a",,,"  164",",,a","  108",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00066037","2018-09-21","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  206",",,a","   80",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00066037","2018-09-22","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  238",",,a","   97",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00066037","2018-09-23","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  194",",,a","  142",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00066037","2018-09-24","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  167",",,a","  122",",,a",,,,,,,,,,,"  125","H,,S"
"ASN00066037","2018-09-25","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  181",",,a","   98",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00066037","2018-09-26","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   40",",,a",,,"  171",",,a","  122",",,a",,,,,,,,,,,"  125","H,,S"
"ASN00066037","2018-09-27","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    6",",,a",,,"  211",",,a","   84",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00066037","2018-09-28","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  313",",,a","  113",",,a",,,,,,,,,,,"  205","H,,S"
"ASN00066037","2018-09-29","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   24",",,a",,,"  206",",,a","  140",",,a",,,,,,,,,,,"  147","H,,S"
"ASN00066037","2018-09-30","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  186",",,a","   90",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00066037","2018-10-01","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  221",",,a","  100",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00066037","2018-10-02","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  234",",,a","  125",",,a",,,,,,,,,,,"  189","H,,S"
"ASN00066037","2018-10-03","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  272",",,a","  139",",,a",,,,,,,,,,,"  197","H,,S"
"ASN00066037","2018-10-04","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   22",",,a",,,"  169",",,a","  157",",,a",,,,,,,,,,,"  153","H,,S"
"ASN00066037","2018-10-05","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  360",",,a",,,"  160",",,a","  134",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00066037","2018-10-06","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  164",",,a",,,"  178",",,a","  133",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00066037","2018-10-07","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   28",",,a",,,"  171",",,a","  115",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00066037","2018-10-08","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   74",",,a",,,"  195",",,a","  143",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00066037","2018-10-09","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   10",",,a",,,"  256",",,a","  131",",,a",,,,,,,,,,,"  195","H,,S"
"ASN00066037","2018-10-10","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  174",",,a","  159",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00066037","2018-10-11","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   82",",,a",,,"  177",",,a","  121",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00066037","2018-10-12","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   66",",,a",,,"  191",",,a","  127",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00066037","2018-10-13","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   22",",,a",,,"  213",",,a","  129",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00066037","2018-10-14","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   98",",,a",,,"  217",",,a","  154",",,a",,,,,,,,,,,"  181","H,,S"
"ASN00066037","2018-10-15","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   54",",,a",,,"  226",",,a","  150",",,a",,,,,,,,,,,"  195","H,,S"
"ASN00066037","2018-10-16","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   68",",,a",,,"  247",",,a","  166",",,a",,,,,,,,,,,"  209","H,,S"
"ASN00066037","2018-10-17","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    6",",,a",,,"  251",",,a","  186",",,a",,,,,,,,,,,"  204","H,,S"
"ASN00066037","2018-10-18","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   94",",,a",,,"  255",",,a","  174",",,a",,,,,,,,,,,"  202","H,,S"
"ASN00066037","2018-10-19","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   72",",,a",,,"  287",",,a","  175",",,a",,,,,,,,,,,"  227","H,,S"
"ASN00066037","2018-10-20","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  294",",,a","  179",",,a",,,,,,,,,,,"  202","H,,S"
"ASN00066037","2018-10-21","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  210",",,a",,,"  189",",,a","  152",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00066037","2018-10-22","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  238",",,a","  156",",,a",,,,,,,,,,,"  202","H,,S"
"ASN00066037","2018-10-23","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  279",",,a","  160",",,a",,,,,,,,,,,"  209","H,,S"
"ASN00066037","2018-10-24","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  186",",,a","  162",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00066037","2018-10-25","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  232",",,a","  151",",,a",,,,,,,,,,,"  191","H,,S"
"ASN00066037","2018-10-26","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  213",",,a","  151",",,a",,,,,,,,,,,"  184","H,,S"
"ASN00066037","2018-10-27","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  254",",,a","  153",",,a",,,,,,,,,,,"  202","H,,S"
"ASN00066037","2018-10-28","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   30",",,a",,,"  188",",,a","  164",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00066037","2018-10-29","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  219",",,a","  163",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00066037","2018-10-30","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  267",",,a","  154",",,a",,,,,,,,,,,"  214","H,,S"
"ASN00066037","2018-10-31","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  251",",,a","  167",",,a",,,,,,,,,,,"  210","H,,S"
"ASN00066037","2018-11-01","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  310",",,a","  182",",,a",,,,,,,,,,,"  254","H,,S"
"ASN00066037","2018-11-02","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  389",",,a","  215",",,a",,,,,,,,,,,"  296","H,,S"
"ASN00066037","2018-11-03","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   36",",,a",,,"  334",",,a","  219",",,a",,,,,,,,,,,"  228","H,,S"
"ASN00066037","2018-11-04","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  264",",,a","  184",",,a",,,,,,,,,,,"  222","H,,S"
"ASN00066037","2018-11-05","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  270",",,a","  183",",,a",,,,,,,,,,,"  248","H,,S"
"ASN00066037","2018-11-06","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  322",",,a","  204",",,a",,,,,,,,,,,"  257","H,,S"
"ASN00066037","2018-11-07","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   10",",,a",,,"  221",",,a","  202",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00066037","2018-11-08","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  186",",,a",,,"  193",",,a","  115",",,a",,,,,,,,,,,"  165","H,,S"
"ASN00066037","2018-11-09","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  235",",,a","  125",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00066037","2018-11-10","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  229",",,a","  147",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00066037","2018-11-11","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  242",",,a","  141",",,a",,,,,,,,,,,"  196","H,,S"
"ASN00066037","2018-11-12","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  245",",,a","  155",",,a",,,,,,,,,,,"  213","H,,S"
"ASN00066037","2018-11-13","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  268",",,a","  182",",,a",,,,,,,,,,,"  221","H,,S"
"ASN00066037","2018-11-14","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  243",",,a","  195",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00066037","2018-11-15","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  219",",,a","  178",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00066037","2018-11-16","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    2",",,a",,,"  210",",,a","  162",",,a",,,,,,,,,,,"  182","H,,S"
"ASN00066037","2018-11-17","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  222",",,a","  147",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-18","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","   38",",,a",,,"  232",",,a","  153",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-19","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  234",",,a","  148",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-20","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  270",",,a","  167",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-21","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  301",",,a","  214",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-22","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    4",",,a",,,"  263",",,a","  182",",,a",,,,,,,,,,,,
"ASN00066037","2018-11-23","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  250",",,a","  144",",,a",,,,,,,,,,,"  198","H,,S"
"ASN00066037","2018-11-24","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  238",",,a","  151",",,a",,,,,,,,,,,"  185","H,,S"
"ASN00066037","2018-11-25","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  244",",,a","  138",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00066037","2018-11-26","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  222",",,a","  157",",,a",,,,,,,,,,,"  194","H,,S"
"ASN00066037","2018-11-27","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","    0",",,a",,,"  258",",,a","  172",",,a",,,,,,,,,,,"  209","H,,S"
"ASN00066037","2018-11-28","-33.9465","151.1731","6.0","SYDNEY AIRPORT AMO, AS","  402",",,a",,,"  207",",,a","  178",",,a",,,,,,,,,,,"  178","H,,S"
