"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013724","2018-07-15","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  272",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-16","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  300",",,W","  233",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   36",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-17","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  203",",,W,2400",,,,,"  267",",,W","  222",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,"  100",",,W","  210",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-18","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  272",",,W","  217",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W","  320",",,W",,,,,,,,,"   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-19","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  244",",,W","  194",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W","  330",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-20","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  244",",,W","  206",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-21","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  290",",,W,2400",,,,,"  239",",,W","  211",",,W",,,,,"   72",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"  143",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-22","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   10",",,W,2400",,,,,"  256",",,W","  222",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,"  170",",,W","  180",",,W",,,,,,,,,"   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-23","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   13",",,W,2400",,,,,"  261",",,W","  233",",,W",,,,,"   57",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  150",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-24","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  261",",,W","  244",",,W",,,,,"   59",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-25","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  137",",,W,2400",,,,,"  256",",,W","  228",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-26","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  300",",,W","  233",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,,,"  300",",,W","  210",",,W",,,,,,,,,"   31",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-27","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   53",",,W,2400",,,,,"  283",",,W","  217",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  170",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-28","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    3",",,W,2400",,,,,"  272",",,W","  228",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-29","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  261",",,W","  217",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,,,,,"   49",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-30","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   18",",,W,2400",,,,,"  250",",,W","  217",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-07-31","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  244",",,W","  217",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-01","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  278",",,W","  244",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  210",",,W",,,,,,,,,"   45",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-02","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  278",",,W","  250",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   36",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-03","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  283",",,W","  244",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   45",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-04","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    5",",,W,2400",,,,,"  300",",,W","  244",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  320",",,W","  210",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-05","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  311",",,W","  239",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  170",",,W","  210",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-06","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  306",",,W","  244",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,,,"  190",",,W","  200",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-07","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   56",",,W,2400",,,,,"  283",",,W","  233",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,"  290",",,W","  210",",,W",,,,,,,,,"   40",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-08","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   20",",,W,2400",,,,,"  289",",,W","  228",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-09","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  317",",,W","  233",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   49",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-10","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  289",",,W","  222",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-11","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   61",",,W,2400",,,,,"  289",",,W","  228",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,,,"   90",",,W","  210",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-12","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  267",",,W","  222",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W","  100",",,W",,,,,,,,,"   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-13","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    3",",,W,2400",,,,,"  283",",,W","  244",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-14","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   10",",,W,2400",,,,,"  283",",,W","  222",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  290",",,W","  270",",,W",,,,,,,,,"   40",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-15","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  311",",,W","  233",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-16","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  311",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   49",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-17","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  289",",,W","  250",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,"  180",",,W","  200",",,W",,,,,,,,,"   54",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-18","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    5",",,W,2400",,,,,"  317",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   54",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-19","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  152",",,W,2400",,,,,"  250",",,W","  217",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,,,"   50",",,W","   80",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-20","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    3",",,W,2400",,,,,"  233",",,W","  211",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,"   90",",,W","   90",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-21","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   13",",,W,2400",,,,,"  256",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,"  140",",,W","  150",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-22","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   28",",,W,2400",,,,,"  289",",,W","  222",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,"  300",",,W","  300",",,W",,,,,,,,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-23","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  256",",,W","  189",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,"  320",",,W","  310",",,W",,,,,,,,,"   58",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-24","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  250",",,W","  189",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-25","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  244",",,W","  211",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,"  120",",,W","  120",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-26","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  256",",,W","  211",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   72",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-27","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  278",",,W","  233",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,"  250",",,W","  230",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-28","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  300",",,W","  256",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-29","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  322",",,W","  261",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-30","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  339",",,W","  261",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-08-31","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","   30",",,W,2400",,,,,"  261",",,W","  233",",,W",,,,,,,,,,,,,,,"    0",",,W",,,,,"    0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-01","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  244",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-02","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  267",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-03","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  289",",,W","  250",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-04","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  322",",,W","  250",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-05","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  289",",,W","  222",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-06","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  300",",,W","  256",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-07","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    3",",,W,2400",,,,,"  283",",,W","  233",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-08","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  122",",,W,2400",,,,,"  244",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-09","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  234",",,W,2400",,,,,"  217",",,W","  167",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-10","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","  241",",,W,2400",,,,,"  228",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-11","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    3",",,W,2400",,,,,"  261",",,W","  194",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-12","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    8",",,W,2400",,,,,"  267",",,W","  222",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-13","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  222",",,W","  211",",,W",,,,,"   57",",,W",,,,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,,,"   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-14","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    8",",,W,2400",,,,,"  222",",,W","  206",",,W",,,,,"   56",",,W",,,,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,,,"   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-15","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  222",",,W","  211",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,"   90",",,W",,,,,,,,,,,"   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-16","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  233",",,W","  206",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,"  110",",,W",,,,,,,,,,,"   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013724","2018-09-17","39.37778","-74.42361","3.0","ATLANTIC CITY MARINA, NJ US","    0",",,W,2400",,,,,"  250",",,W","  228",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,"  170",",,W",,,,,,,,,,,"   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
