"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00141383","2018-07-06","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   74",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  189",",,7",,,,,,,"   43",",,7,0700",,,,,,,"  206",",,7","  322",",,7","  211",",,7,0700","  114",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-07-07","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-08","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-09","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  200",",,7",,,,,,,"  241",",,7,0700",,,,,,,"  194",",,7","  361",",,7","  200",",,7,0700","  398",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-10","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  200",",,7",,,,,,,"   99",",,7,0700",,,,,,,"  194",",,7","  389",",,7","  200",",,7,0700","   69",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-11","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  194",",,7",,,,,,,"   79",",,7,0700",,,,,,,"  222",",,7","  378",",,7","  211",",,7,0700","  126",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-12","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  211",",,7",,,,,,,"   81",",,7,0700",,,,,,,"  222",",,7","  367",",,7","  228",",,7,0700","  209",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-13","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  206",",,7",,,,,,,"  135",",,7,0700",,,,,,,"  222",",,7","  356",",,7","  206",",,7,0700","  227",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-14","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   69",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-15","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-16","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  211",",,7",,,,,,,"  213",",,7,0700",,,,,,,"  222",",,7","  389",",,7","  211",",,7,0700","  229",",,7","    1",",,7","    1",",,7",,,,,,,,,,
"USC00141383","2018-07-17","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","  282",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  194",",,7",,,,,,,"  112",",,7,0700",,,,,,,"  194",",,7","  333",",,7","  194",",,7,0700","   95",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-07-18","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00141383","2018-07-19","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00141383","2018-07-20","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  206",",,7",,,,,,,"  180",",,7,0700",,,,,,,"  217",",,7","  383",",,7","  206",",,7,0700","  266",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-21","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-22","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-23","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,,,"  251",",,7,0700",,,,,,,"  217",",,7","  372",",,7","  211",",,7,0700","  367",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-24","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,"   79",",,7,0700",,,,,,,"  228",",,7","  372",",,7","  183",",,7,0700","   71",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-25","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  183",",,7",,,,,,,"   89",",,7,0700",,,,,,,"  228",",,7","  372",",,7","  228",",,7,0700","   77",",,7",,,,,,,,,,,,,,
"USC00141383","2018-07-26","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","  366",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  200",",,7",,,,,,,"  145",",,7,0700",,,,,,,"  217",",,7","  339",",,7","  206",",,7,0700","  190",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-07-27","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,"   66",",,7,0700",,,,,,,"  211",",,7","  356",",,7","  178",",,7,0700","   93",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-07-28","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-29","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-07-30","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  156",",,7",,,,,,,"  254",",,7,0700",,,,,,,"  183",",,7","  372",",,7","  178",",,7,0700","  372",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-07-31","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  133",",,7",,,,,,,"   66",",,7,0700",,,,,,,,,,,"  133",",,7,0700","  138",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-01","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  133",",,7",,,,,,,"   61",",,7,0700",,,,,,,"  150",",,7","  344",",,7","  150",",,7,0700","   61",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-02","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  150",",,7",,,,,,,"   84",",,7,0700",,,,,,,"  172",",,7","  339",",,7","  189",",,7,0700","   95",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-03","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  189",",,7",,,,,,,"  112",",,7,0700",,,,,,,"  189",",,7","  339",",,7","  211",",,7,0700","  232",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-04","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  206",",,7",,,,,,,"  104",",,7,0700",,,,,,,"  189",",,7","  328",",,7","  206",",,7,0700","  270",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-05","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-06","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","  168",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  200",",,7",,,,,,,"  168",",,7,0700",,,,,,,"  194",",,7","  361",",,7","  217",",,7,0700","  449",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-08-07","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,"   76",",,7,0700",,,,,,,"  189",",,7","  317",",,7","  178",",,7,0700","  145",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-08-08","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,"   41",",,7,0700",,,,,,,"  189",",,7","  339",",,7","  211",",,7,0700","   66",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-09","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  183",",,7",,,,,,,"   64",",,7,0700",,,,,,,"  206",",,7","  367",",,7","  183",",,7,0700","   74",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-10","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  172",",,7",,,,,,,"   81",",,7,0700",,,,,,,"  200",",,7","  350",",,7","  183",",,7,0700","   80",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-11","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-12","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-13","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  161",",,7",,,,,,,"  221",",,7,0700",,,,,,,,,,,"  194",",,7,0700","  238",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-14","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","  201",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  194",",,7",,,,,,,"   43",",,7,0700",,,,,,,"  200",",,7","  294",",,7","  194",",,7,0700","   80",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-08-15","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  178",",,7",,,,,,,"   41",",,7,0700",,,,,,,"  189",",,7","  294",",,7","  178",",,7,0700","  121",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-16","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7",,,,,,,"   46",",,7,0700",,,,,,,,,,,"  178",",,7,0700","   56",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-17","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  178",",,7",,,,,,,"   36",",,7,0700",,,,,,,"  206",",,7","  372",",,7","  183",",,7,0700","   66",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-18","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-19","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-20","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  272",",,7","  161",",,7",,,"    2",",,7",,,"  193",",,7,0700",,,"  343",",,7",,,"  161",",,7","  344",",,7","  161",",,7,0700","  372",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-08-21","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  128",",,7",,,,,,,"   76",",,7,0700",,,,,,,"  156",",,7","  283",",,7","  128",",,7,0700","  177",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-22","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  122",",,7",,,,,,,"   28",",,7,0700",,,,,,,"  150",",,7","  228",",,7","  161",",,7,0700","   66",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-23","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  161",",,7",,,,,,,"   13",",,7,0700",,,,,,,"  172",",,7","  211",",,7","  194",",,7,0700","  111",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-24","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  172",",,7",,,,,,,"   56",",,7,0700",,,,,,,"  194",",,7","  339",",,7","  172",",,7,0700","   82",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-08-25","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-26","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-08-27","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  211",",,7",,,,,,,"  259",",,7,0700",,,,,,,"  194",",,7","  361",",,7","  217",",,7,0700","  538",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-08-28","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  217",",,7",,,,,,,"  124",",,7,0700",,,,,,,"  194",",,7","  344",",,7","  239",",,7,0700","   74",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-29","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  111",",,7",,,,,,,"   76",",,7,0700",,,,,,,"  139",",,7","  278",",,7","  117",",,7,0700","  146",",,7",,,,,,,,,,,,,,
"USC00141383","2018-08-30","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  117",",,7",,,,,,,"   58",",,7,0700",,,,,,,"  139",",,7","  283",",,7","  200",",,7,0700","   97",",,7","    1",",,7","    1",",,7",,,,,,,,,,
"USC00141383","2018-08-31","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  200",",,7",,,,,,,"   99",",,7,0700",,,,,,,"  200",",,7","  339",",,7","  244",",,7,0700","  225",",,7","    1",",,7","    1",",,7",,,,,,,,,,
"USC00141383","2018-09-01","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  356",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-02","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  328",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-03","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  289",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-04","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  244",",,7","  189",",,7",,,"    4",",,7",,,"  259",",,7,0700",,,"  594",",,7",,,"  194",",,7","  333",",,7","  206",",,7,0700","  480",",,7",,,"    1",",,7",,,,,,,,,,
"USC00141383","2018-09-05","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  189",",,7",,,,,,,"   51",",,7,0700",,,,,,,"  200",",,7","  311",",,7","  189",",,7,0700","  111",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-09-06","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  183",",,7",,,,,,,"   28",",,7,0700",,,,,,,"  189",",,7","  244",",,7","  183",",,7,0700","  175",",,7","    1",",,7",,,,,,,,,,,,
"USC00141383","2018-09-07","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  172",",,7",,,,,,,"   10",",,7,0700",,,,,,,"  189",",,7","  217",",,7","  183",",,7,0700","   95",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-08","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-09","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-10","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  144",",,7",,,,,,,"   71",",,7,0700",,,,,,,"  167",",,7","  261",",,7","  150",",,7,0700","  286",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-11","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  150",",,7",,,,,,,"   64",",,7,0700",,,,,,,"  156",",,7","  306",",,7","  156",",,7,0700","  145",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-12","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  150",",,7",,,,,,,"   76",",,7,0700",,,,,,,"  161",",,7","  306",",,7","  178",",,7,0700","  200",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-13","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7",,,,,,,"   99",",,7,0700",,,,,,,"  172",",,7","  278",",,7","  211",",,7,0700","  248",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-14","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  194",",,7",,,,,,,"   53",",,7,0700",,,,,,,"  200",",,7","  317",",,7","  194",",,7,0700","  208",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-15","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-16","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00141383","2018-09-17","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  194",",,7",,,,,,,"  198",",,7,0700",,,,,,,"  189",",,7","  322",",,7","  194",",,7,0700","  615",",,7",,,,,,,,,,,,,,
"USC00141383","2018-09-18","38.7978","-99.723","650.7","CEDAR BLUFF DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,
