"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV18","WV18_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00094849","2018-07-17","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  133",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,"  203","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"   98",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-18","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","   94",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  176","H,,S",,,,,,,"  110",",,W","   30",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-19","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","   89",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  188","H,,S",,,,,,,"  120",",,W","  130",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-20","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  156",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,"  216","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-21","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   64",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  194",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-22","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   58",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  178",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,"   80",",,W","   70",",,W",,,,,,,,,"   98",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-23","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  178",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,"   60",",,W","   70",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-24","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","  201",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  189",",,W",,,,,"    8",",,W",,,,,,,,,,,,,,,,,"  210","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"   72",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-25","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  150",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,"  300",",,W","  270",",,W",,,,,,,,,"   63",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-26","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   18",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  150",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,"  205","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"   63",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-27","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   13",",,W,2400","    0",",,W","    0",",,W","  228",",,W","  144",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  185","H,,S",,,,,,,"  310",",,W","  260",",,W",,,,,,,,,"   67",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-28","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  267",",,W","  128",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,"  189","H,,S",,,,,,,"  330",",,W","  300",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-29","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  100",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  181","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-30","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  111",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  192","H,,S",,,,,,,"  100",",,W","  100",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-07-31","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  111",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  198","H,,S",,,,,,,"  110",",,W","  100",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-01","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   33",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  161",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  214","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-02","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","   94",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  161",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  198","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-03","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  150",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  210","H,,S",,,,,,,"  110",",,W","  340",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-04","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,"  170",",,W","  170",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-05","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  211",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,"  271","H,,S",,,,,,,"  330",",,W","  340",",,W",,,,,,,,,"  107",",,W","  165",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-06","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  194",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  242","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-07","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  167",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,"   10",",,W","   70",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-08","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  161",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  203","H,,S",,,,,,,"  100",",,W","  120",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-09","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  289",",,W","  150",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,"  226","H,,S",,,,,,,"  360",",,W","  350",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-10","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  117",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-11","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    5",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  150",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  214","H,,S",,,,,,,"  130",",,W","   30",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-12","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  144",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-13","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  128",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,"  130",",,W","  110",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-14","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  139",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,"  240","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-15","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  167",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  233","H,,S",,,,,,,"  140",",,W","  150",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-16","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  289",",,W","  150",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  225","H,,S",,,,,,,"   80",",,W","  120",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-17","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  200",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  250","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-18","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  139",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-19","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  133",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,"  130",",,W","  120",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-20","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  278",",,W","  161",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,"  219","H,,S",,,,,,,"  120",",,W","  120",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-21","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","  142",",,W,2400","    0",",,W","    0",",,W","  217",",,W","  167",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,"  310",",,W","  330",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-22","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  133",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,"  189","H,,S",,,,,,,"  340",",,W","  290",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-23","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  128",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"   72",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-24","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  278",",,W","  117",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,"  180",",,W","  210",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-25","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","  218",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  172",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-26","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  172",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  215","H,,S",,,,,,,"  110",",,W","  260",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094849","2018-08-27","45.0716","-83.5644","208.5","ALPENA CO REGIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  206",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,"  200",",,W","  220",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
