"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00129670","2018-03-14","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   18",",,7,0800","    5",",,7,","    0",",,7,0800","   56",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800",,,"   33",",,7","   17",",,7","   44",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-15","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   67",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,"   33",",,7","   11",",,7","   67",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-16","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  100",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,"   33",",,7","   11",",,7","   94",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-17","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  100",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,"   28",",,7","    0",",,7","   67",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-18","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   13",",,7,0800","    0",",,7,","    0",",,7,0800","   39",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800",,,"   22",",,7","   11",",,7","   56",",,7","   22",",I,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-19","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,"   33",",,7","   33",",I,7","  100",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-20","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,"   44",",,7","   28",",,7","   94",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-21","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   61",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,"   44",",,7","   22",",,7","   83",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-22","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   61",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800",,,"   44",",,7","   22",",,7","  106",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-23","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   72",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,"   39",",,7","   22",",,7","  106",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-24","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   83",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,"   44",",,7","   22",",,7","   94",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-25","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   50",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,"   44",",,7","   17",",,7","   94",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-26","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,"   39",",,7","   39",",,7","  122",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-27","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  142",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,"   39",",,7","   11",",,7","   56",",I,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-28","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   66",",,7,0800","    0",",,7,","    0",",,7,0800","  117",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,"   78",",I,7","   50",",,7","   94",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-29","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   30",",,7,0800","    0",",,7,","    0",",,7,0800","  100",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,"   78",",,7","   50",",,7","  106",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-30","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   38",",,7,0800","    0",",,7,","    0",",,7,0800","   78",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,"   67",",,7","   50",",,7","   94",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-03-31","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   89",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,"   61",",,7","   39",",,7","  122",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  128",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,"   50",",,7","   39",",,7","   89",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","   28",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,,"   44",",,7","   33",",,7","   83",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   15",",,7,0800","    0",",,7,","    0",",,7,0800","   61",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,"   44",",,7","   33",",,7","  100",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-04","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  163",",,7,0800","    0",",,7,","    0",",,7,0800","  161",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,"   33",",,7","   17",",,7","   94",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   22",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,"   44",",,7","   22",",,7","   78",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-06","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   13",",,7,0800","    0",",,7,","    0",",,7,0800","   44",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,"   56",",,7","   17",",,7","   83",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   44",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,"   39",",,7","   22",",,7","   67",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   39",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,"   33",",,7","   11",",,7","  106",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    5",",,7,","    0",",,7,0800","   50",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,"   39",",,7","   11",",,7","   94",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   33",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,"   50",",,7","   33",",,7","   72",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   67",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,"   50",",,7","   28",",,7","   89",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    5",",,7,0800","    0",",,7,","    0",",,7,0800","  189",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,"   61",",,7","   39",",,7","  139",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-13","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  250",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,"  106",",,7","   72",",,7","  161",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-14","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  142",",,7,0800","    0",",,7,","    0",",,7,0800","  239",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  150",",,7,0800",,,"   83",",,7","  117",",I,7","  111",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-15","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   91",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,"   94",",,7","   72",",,7","  139",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-16","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   76",",,7,0800","    0",",,7,","    0",",,7,0800","   78",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,"   33",",,7","   33",",,7","   94",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-17","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","    6",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,"   44",",,7","   39",",,7","   67",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-18","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,"   50",",,7","   39",",,7","   89",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-19","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   13",",,7,0800","    0",",,7,","    0",",,7,0800","   56",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,"   50",",,7","   39",",,7","  178",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-20","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  106",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,"   56",",,7","   28",",,7","  106",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-21","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,"   50",",,7","   39",",,7","  150",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-22","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  133",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,"   78",",,7","   61",",,7","  122",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-23","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  178",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,"   89",",,7","   67",",,7","  167",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-24","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    5",",,7,0800","    0",",,7,","    0",",,7,0800","  194",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,"  100",",,7","   67",",,7","  150",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-25","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,"  122",",,7","   94",",,7","  133",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-26","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,"  106",",,7","   89",",,7","  189",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-27","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  194",",,7","   -6",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,"   39",",,7","  233",",,7","   72",",,7,0800",,,"  100",",,7","   78",",,7","  194",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-28","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  139",",,7","   17",",,7",,,,,,,"   43",",,7,0800",,,,,,,,,"   50",",,7","  217",",,7","   44",",,7,0800",,,"  111",",,7","   89",",,7","  189",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-29","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  111",",,7","  -33",",,7",,,,,,,"   38",",,7,0800",,,,,,,,,"   17",",,7","  189",",,7","  -28",",,7,0800",,,"  106",",,7","   78",",,7","  178",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-04-30","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  -28",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,"   28",",,7","  222",",,7","   17",",,7,0800",,,"  100",",,7","   72",",,7","  189",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  239",",,7","   17",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,"   39",",,7","  256",",,7","  117",",,7,0800",,,"  111",",,7","  100",",,7","  206",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,"   71",",,7,0800",,,,,,,,,"   83",",,7","  294",",,7","  172",",,7,0800",,,"  139",",,7","  100",",,7","  222",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   74",",,7,0800","    0",",,7,","    0",",,7,0800","  300",",,7","  172",",,7",,,,,,,"   66",",,7,0800",,,,,,,,,"  133",",,7","  283",",,7","  183",",,7,0800",,,"  161",",,7","  122",",,7","  217",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-04","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   30",",,7,0800","    0",",,7,","    0",",,7,0800","  300",",,7","  172",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,"  172",",,7","  228",",,7","  183",",,7,0800",,,"  183",",,7","  156",",,7","  211",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  222",",,7","  122",",,7",,,,,,,"   43",",,7,0800",,,,,,,,,"  133",",,7","  261",",,7","  167",",,7,0800",,,"  161",",,7","  139",",,7","  211",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-06","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","  106",",,7",,,,,,,"   56",",,7,0800",,,,,,,,,"  139",",,7","  306",",,7","  128",",,7,0800",,,"  156",",,7","  128",",,7","  211",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","   72",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,"   94",",,7","  256",",,7","   83",",,7,0800",,,"  156",",,7","  128",",,7","  217",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  228",",,7","   78",",,7",,,,,,,"   64",",,7,0800",,,,,,,,,"   83",",,7","  289",",,7","  100",",,7,0800",,,"  161",",,7","  128",",,7","  239",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  100",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,"  111",",,7","  311",",,7","  139",",,7,0800",,,"  161",",,7","  133",",,7","  244",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   56",",,7,0800","    0",",,7,","    0",",,7,0800","  278",",,7","  122",",,7",,,,,,,"   53",",,7,0800",,,,,,,,,"  117",",,7","  267",",,7","  128",",,7,0800",,,"  178",",,7","  133",",,7","  222",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  244",",,7","  128",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,"  133",",,7","  317",",,7","  139",",,7,0800",,,"  178",",,7","  139",",,7","  244",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","   94",",,7",,,,,,,"   79",",,7,0800",,,,,,,,,"   94",",,7","  206",",,7","   94",",,7,0800",,,"  167",",,7","  106",",,7","  200",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-13","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   25",",,7,0800","    0",",,7,","    0",",,7,0800","  150",",,7","   50",",,7",,,,,,,"   23",",,7,0800",,,,,,,,,"   94",",,7","  189",",,7","  106",",,7,0800",,,"  156",",,7","  128",",,7","  189",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-14","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  107",",,7,0800","    0",",,7,","    0",",,7,0800","  244",",,7","  106",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,"  117",",,7","  289",",,7","  172",",,7,0800",,,"  156",",,7","  128",",,7","  228",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
