"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00317813","2018-12-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   18",",,7,1800",,,,,"   44",",,7","   28",",,7",,,,,"   33",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    3",",,7,1800",,,,,"   89",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00317813","2018-12-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  111",",,7","  -11",",,7",,,,,"   78",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  139",",,7","  -11",",,7",,,,,"   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  876",",,7,1800",,,,,"  178",",,7","   83",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  236",",,7,1800",,,,,"  189",",,7","  150",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    8",",,7,1800",,,,,"  161",",,7","   83",",,7",,,,,"  122",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  167",",,7","   56",",,7",,,,,"   94",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  139",",,7","   33",",,7",,,,,"   61",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  161",",,7","   28",",,7",,,,,"  133",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   89",",,7,1800",,,,,"  178",",,7","  106",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   97",",,7,1800",,,,,"  178",",,7","  117",",,7",,,,,"  128",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","   61",",,7",,,,,"   72",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  128",",,7","    6",",,7",,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","   11",",,7",,,,,"   78",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","  -17",",,7",,,,,"   56",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  128",",,7","  -11",",,7",,,,,"   56",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   58",",,7,1800",,,,,"  150",",,7","   33",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  155",",,7,1800",,,,,"  194",",,7","  150",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    8",",,7,1800",,,,,"  189",",,7","  133",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   13",",,7,1800",,,,,"  156",",,7","  117",",,7",,,,,"  139",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-12-31","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   25",",,7,1800",,,,,"  200",",,7","  133",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  222",",,7","  161",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  135",",,7,1800",,,,,"  178",",,7","  122",",,7",,,,,"  122",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   30",",,7,1800",,,,,"  178",",,7","  122",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   81",",,7,1800",,,,,"  172",",,7","  133",",,7",,,,,"  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  178",",,7","   89",",,7",,,,,"  111",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","   67",",,7",,,,,"  128",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  172",",,7","   50",",,7",,,,,"  117",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  211",",,7","   94",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  150",",,7","   94",",,7",,,,,"   94",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   94",",,7","  -22",",,7",,,,,"   22",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   72",",,7","  -39",",,7",,,,,"   22",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  100",",,7","  -22",",,7",,,,,"   61",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   20",",,7,1800",,,,,"  100",",,7","   56",",,7",,,,,"   56",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   56",",,7","   17",",,7",,,,,"   33",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   94",",,7","  -22",",,7",,,,,"   44",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  122",",,7","  -22",",,7",,,,,"   67",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","  -11",",,7",,,,,"   78",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   10",",,7,1800",,,,,"  150",",,7","   22",",,7",,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  167",",,7","   44",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   51",",,7,1800",,,,,"  178",",,7","   83",",,7",,,,,"   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   83",",,7","  -33",",,7",,,,,"  -11",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   61",",,7","  -67",",,7",,,,,"   28",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  172",",,7","  -11",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  345",",,7,1800",,,,,"  206",",,7","  144",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  144",",,7","    0",",,7",,,,,"   72",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  117",",,7","  -33",",,7",,,,,"   67",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   94",",,7","  -22",",,7",,,,,"   67",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  106",",,7","   50",",,7",,,,,"   89",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  139",",,7","  -11",",,7",,,,,"  111",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    3",",,7,1800",,,,,"  111",",,7","  -11",",,7",,,,,"   39",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-01-31","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   72",",,7","  -33",",,7",,,,,"   33",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","  -28",",,7",,,,,"   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  167",",,7","    0",",,7",,,,,"  117",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  114",",,7,1800",,,,,"  128",",,7","   94",",,7",,,,,"  117",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    8",",,7,1800",,,,,"  194",",,7","   61",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  211",",,7","   33",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","   50",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  217",",,7","  128",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","  133",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  156",",,7","   50",",,7",,,,,"   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  144",",,7","   -6",",,7",,,,,"  106",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   64",",,7,1800",,,,,"  156",",,7","   78",",,7",,,,,"  133",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   13",",,7,1800",,,,,"  172",",,7","  122",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   15",",,7,1800",,,,,"  161",",,7","   94",",,7",,,,,"   94",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  144",",,7","  -11",",,7",,,,,"   89",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   74",",,7,1800",,,,,"  156",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00317813","2019-02-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  156",",,7","   94",",,7",,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","   94",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  156",",,7","   61",",,7",,,,,"   61",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  128",",,7","   61",",,7",,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   71",",,7,1800",,,,,"  161",",,7","   39",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   13",",,7,1800",,,,,"  200",",,7","   78",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   79",",,7,1800",,,,,"  156",",,7","  117",",,7",,,,,"  117",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  128",",,7","   61",",,7",,,,,"  111",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  194",",,7","   94",",,7",,,,,"  183",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  183",",,7","   33",",,7",,,,,"  117",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  172",",,7","    0",",,7",,,,,"  122",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  211",",,7","   67",",,7",,,,,"  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-02-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    5",",,7,1800",,,,,"  228",",,7","   94",",,7",,,,,"  139",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   53",",,7,1800",,,,,"  183",",,7","   78",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    8",",,7,1800",,,,,"  183",",,7","  100",",,7",,,,,"  133",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   48",",,7,1800",,,,,"  211",",,7","  111",",,7",,,,,"  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  554",",,7,1800",,,,,"  189",",,7","   83",",,7",,,,,"   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   74",",,7,1800",,,,,"   83",",,7","   11",",,7",,,,,"   50",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"   89",",,7","  -11",",,7",,,,,"   56",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  133",",,7","  -33",",,7",,,,,"   94",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  172",",,7","   39",",,7",,,,,"  139",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   28",",,7,1800",,,,,"  183",",,7","  106",",,7",,,,,"  150",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  228",",,7","  117",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","  139",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    8",",,7,1800",,,,,"  183",",,7","   72",",,7",,,,,"  128",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  183",",,7","   17",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  222",",,7","   67",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  228",",,7","  172",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0","T,,7,1800",,,,,"  194",",,7","  128",",,7",,,,,"  128",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  156",",,7","   22",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  178",",,7","    0",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  144",",,7","   33",",,7",,,,,"  128",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0","T,,7,1800",,,,,"  128",",,7","   61",",,7",,,,,"  100",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   69",",,7,1800",,,,,"  183",",,7","   67",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   13",",,7,1800",,,,,"  194",",,7","   56",",,7",,,,,"  172",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  194",",,7","   11",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","    6",",,7",,,,,"  172",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","  106",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   48",",,7,1800",,,,,"  194",",,7","   89",",,7",,,,,"  133",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  172",",,7","   17",",,7",,,,,"  139",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  200",",,7","   39",",,7",,,,,"  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","   39",",,7",,,,,"  178",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  228",",,7","   78",",,7",,,,,"  189",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-03-31","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   36",",,7,1800",,,,,"  217",",,7","  161",",,7",,,,,"  172",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  222",",,H","   72",",,H",,,,,"  200",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  244",",,H","  122",",,H",,,,,"  206",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  261",",,H","  172",",,H",,,,,"  228",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  239",",,H","  156",",,H",,,,,"  217",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  239",",,H","  156",",,H",,,,,"  211",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-04-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,H,1800",,,,,"  250",",,H","  161",",,H",,,,,"  228",",,H,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  261",",,7","  139",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  261",",,7","  156",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   51",",,7,1800",,,,,"  261",",,7","  172",",,7",,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  267",",,7","  189",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   15",",,7,1800",,,,,"  261",",,7","  217",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  267",",,7","  183",",,7",,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  250",",,7","  144",",,7",,,,,"  228",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  250",",,7","  139",",,7",,,,,"  228",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  250",",,7","  150",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  261",",,7","  156",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  261",",,7","  206",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  201",",,7,1800",,,,,"  261",",,7","  183",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2019-05-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  194",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
