"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00317813","2018-04-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  114",",,7,1800",,,,,"  150",",,7","   61",",,7",,,,,"   89",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   20",",,7,1800",,,,,"  122",",,7","   89",",,7",,,,,"  122",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  183",",,7","   39",",,7",,,,,"  172",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  194",",,7","   33",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","  111",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  244",",,7","  122",",,7",,,,,"  183",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","  178",",,7",,,,,"  206",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  160",",,7,1800",,,,,"  206",",,7","  106",",,7",,,,,"  156",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  167",",,7","   22",",,7",,,,,"  144",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  222",",,7","  133",",,7",,,,,"  189",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  267",",,7","  161",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  267",",,7","   56",",,7",,,,,"  139",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  206",",,7","   33",",,7",,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  211",",,7","   72",",,7",,,,,"  183",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   84",",,7,1800",,,,,"  183",",,7","  133",",,7",,,,,"  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  749",",,7,1800",,,,,"  200",",,7","  161",",,7",,,,,"  194",",,7,1800",,,,,,,"    1",",,7",,,,,,,,
"USC00317813","2018-04-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  217",",,7","  139",",,7",,,,,"  189",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","  133",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  228",",,7","  144",",,7",,,,,"  200",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","  117",",,7",,,,,"  200",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  211",",,7","  122",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-04-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  228",",,7","   44",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","   89",",,7",,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","  117",",,7",,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  239",",,7","  122",",,7",,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  244",",,7","  144",",,7",,,,,"  217",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  256",",,7","  156",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  183",",,7,1800",,,,,"  256",",,7","  200",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","  183",",,7",,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  233",",,7","  128",",,7",,,,,"  194",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  250",",,7","  144",",,7",,,,,"  189",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  250",",,7","  133",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  183",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  189",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  206",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  267",",,7","  200",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  206",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   18",",,7,1800",,,,,"  267",",,7","  222",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   69",",,7,1800",,,,,"  256",",,7","  200",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  256",",,7","  228",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  513",",,7,1800",,,,,"  233",",,7","  206",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  132",",,7,1800",,,,,"  250",",,7","  206",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  211",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  206",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0","T,,7,1800",,,,,"  278",",,7","  222",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   41",",,7,1800",,,,,"  256",",,7","  206",",,7",,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  200",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  211",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  206",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  820",",,7,1800",,,,,"  250",",,7","  217",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   33",",,7,1800",,,,,"  272",",,7","  233",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   20",",,7,1800",,,,,"  283",",,7","  244",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-05-31","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  278",",,7","  239",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  233",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00317813","2018-06-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   23",",,7,1800",,,,,"  283",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00317813","2018-06-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  222",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  194",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  167",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  289",",,7","  211",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  200",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   33",",,7,1800",,,,,"  289",",,7","  217",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  289",",,7","  217",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  244",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  356",",,7,1800",,,,,"  267",",,7","  206",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  200",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  102",",,7,1800",,,,,"  300",",,7","  217",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   15",",,7,1800",,,,,"  294",",,7","  217",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  217",",,7",,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  228",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  244",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   56",",,7,1800",,,,,"  322",",,7","  228",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  244",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  233",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  317",",,7","  250",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  256",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  317",",,7","  233",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  317",",,7","  233",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  699",",,7,1800",,,,,"  289",",,7","  206",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   69",",,7,1800",,,,,"  289",",,7","  222",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  222",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  244",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-06-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  233",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-01","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  233",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-02","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  322",",,7","  222",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-03","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  317",",,7","  222",",,7",,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-04","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  233",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-05","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  228",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-06","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  222",",,7",,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-07","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  935",",,7,1800",,,,,"  300",",,7","  217",",,7",,,,,"  228",",,7,1800",,,,,,,,,,,,,"    1",",,7",,
"USC00317813","2018-07-08","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  272",",,7","  194",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-09","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  283",",,7","  183",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-10","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  144",",,7",,,,,"  300",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-11","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  211",",,7",,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-12","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  311",",,7","  233",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-13","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   51",",,7,1800",,,,,"  300",",,7","  222",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-14","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  211",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-15","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  306",",,7","  183",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-16","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  211",",,7",,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-17","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  213",",,7,1800",,,,,"  294",",,7","  233",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-18","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  442",",,7,1800",,,,,"  289",",,7","  233",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-19","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  300",",,7","  222",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-20","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  345",",,7,1800",,,,,"  272",",,7","  222",",,7",,,,,"  239",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-21","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  211",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-22","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  239",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-23","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  157",",,7,1800",,,,,"  283",",,7","  211",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-24","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  168",",,7,1800",,,,,"  272",",,7","  228",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-25","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  538",",,7,1800",,,,,"  283",",,7","  217",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-26","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","    0",",,7,1800",,,,,"  294",",,7","  211",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-27","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  257",",,7,1800",,,,,"  278",",,7","  228",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-28","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  193",",,7,1800",,,,,"  300",",,7","  233",",,7",,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-29","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","   56",",,7,1800",,,,,"  283",",,7","  233",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-30","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  348",",,7,1800",,,,,"  272",",,7","  228",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,
"USC00317813","2018-07-31","33.9283","-78.3894","6.1","SHALLOTTE AG, NC US","  109",",,7,1800",,,,,"  289",",,7","  228",",,7",,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,
