"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014847","2018-07-29","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  117",",,W",,,,,"   18",",,W",,,,,,,,,"  180","H,,S",,,,,,,"  230",",,W","  210",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-07-30","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  111",",,W",,,,,"   14",",,W",,,,,,,,,"  202","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"   40",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-07-31","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  139",",,W",,,,,"   17",",,W",,,,,,,,,"  219","H,,S",,,,,,,"  180",",,W","  170",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-01","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   18",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  156",",,W",,,,,"   16",",,W",,,,,,,,,"  208","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   98",",,W","  157",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-02","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   71",",,W,2400","    0",",,W","    0",",,W","  200",",,W","  133",",,W",,,,,"   33",",,W",,,,,,,,,"  173","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-03","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  122",",,W",,,,,"   18",",,W",,,,,,,,,"  176","H,,S",,,,,,,"  240",",,W","  220",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-04","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  133",",,W",,,,,"   20",",,W",,,,,,,,,"  191","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-05","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","  114",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  200",",,W",,,,,"   27",",,W",,,,,,,,,"  234","H,,S",,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-06","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  150",",,W",,,,,"   20",",,W",,,,,,,,,"  208","H,,S",,,,,,,"  300",",,W","  280",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-07","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","  128",",,W",,,,,"   31",",,W",,,,,,,,,"  166","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-08","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  106",",,W",,,,,"   13",",,W",,,,,,,,,"  179","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-09","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  283",",,W","  150",",,W",,,,,"   22",",,W",,,,,,,,,"  222","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-10","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  133",",,W",,,,,"   13",",,W",,,,,,,,,"  200","H,,S",,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-11","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  161",",,W",,,,,"   26",",,W",,,,,,,,,"  213","H,,S",,,,,,,"  310",",,W","  290",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-12","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  150",",,W",,,,,"    8",",,W",,,,,,,,,"  218","H,,S",,,,,,,"  140",",,W","   40",",,W",,,,,,,,,"   36",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-13","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  167",",,W",,,,,"   17",",,W",,,,,,,,,"  225","H,,S",,,,,,,"  220",",,W","  130",",,W",,,,,,,,,"   45",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-14","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  167",",,W",,,,,"   22",",,W",,,,,,,,,"  226","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-15","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  172",",,W",,,,,"   25",",,W",,,,,,,,,"  214","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-16","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  156",",,W",,,,,"   11",",,W",,,,,,,,,"  217","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-17","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  172",",,W",,,,,"   23",",,W",,,,,,,,,"  233","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-18","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  144",",,W",,,,,"   22",",,W",,,,,,,,,"  198","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-19","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  128",",,W",,,,,"   15",",,W",,,,,,,,,"  197","H,,S",,,,,,,"  150",",,W","  200",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-20","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  189",",,W",,,,,"   22",",,W",,,,,,,,,"  216","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-21","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  156",",,W",,,,,"   30",",,W",,,,,,,,,"  206","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   76",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-22","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  239",",,W","  128",",,W",,,,,"   36",",,W",,,,,,,,,"  182","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"   72",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-23","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  117",",,W",,,,,"   21",",,W",,,,,,,,,"  188","H,,S",,,,,,,"  330",",,W","  300",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-24","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   86",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  150",",,W",,,,,"   25",",,W",,,,,,,,,"  204","H,,S",,,,,,,"  200",",,W","  210",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-25","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   28",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  167",",,W",,,,,"   24",",,W",,,,,,,,,"  189","H,,S",,,,,,,"  130",",,W","  150",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-26","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  172",",,W",,,,,"   20",",,W",,,,,,,,,"  206","H,,S",,,,,,,"  150",",,W","  280",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-27","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  278",",,W","  194",",,W",,,,,"   35",",,W",,,,,,,,,"  226","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-28","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","  135",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  189",",,W",,,,,"   34",",,W",,,,,,,,,"  216","H,,S",,,,,,,"  200",",,W","  180",",,W",,,,,,,,,"  125",",,W","  174",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-29","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   23",",,W,2400","    0",",,W","    0",",,W","  194",",,W","  122",",,W",,,,,"   43",",,W",,,,,,,,,"  172","H,,S",,,,,,,"  310",",,W","  280",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-30","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","  100",",,W",,,,,"   22",",,W",,,,,,,,,"  146","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-08-31","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  228",",,W","  117",",,W",,,,,"   35",",,W",,,,,,,,,"  165","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
