"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00116753","2018-06-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  339",",,7","  222",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  183",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  233",",,7","  161",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  178",",,7","  156",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  161",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  156",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  172",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  272",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  272",",,7","  178",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  300",",,7","  211",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-06-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  333",",,7","  233",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  339",",,7","  244",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  322",",,7","  183",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  161",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  311",",,7","  189",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  328",",,7","  217",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  256",",,7","  122",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  261",",,7","  133",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  167",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  317",",,7","  217",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  311",",,7","  167",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  189",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  300",",,7","  194",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  322",",,7","  194",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  194",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  217",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  272",",,7","  161",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  150",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  144",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  156",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  239",",,7","  194",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  239",",,7","  150",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  178",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  150",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  133",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  128",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  144",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  244",",,7","  128",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-07-31","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  261",",,7","  133",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  150",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  172",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  144",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  178",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  328",",,7","  211",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  322",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  194",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  178",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  172",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  328",",,7","  183",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  144",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  156",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  317",",,7","  178",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  311",",,7","  178",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
