"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00053261","2019-01-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   76",",,7","   61",",,7"," -100",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    3",",,7","   76",",,7","   39",",,7","  -33",",,7",,,,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   23",",,7,0800","   41",",,7","  102",",,7","   72",",,7","  -28",",,7",,,,,,,,,,,"  -28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  102",",,7","  -17",",,7"," -122",",,7",,,,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   39",",,7","  -50",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   76",",,7","   78",",,7","  -56",",,7",,,,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   43",",,7,0800","   66",",,7","  127",",,7","   50",",,7"," -111",",,7",,,,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  127",",,7","  -50",",,7"," -156",",,7",,,,,,,,,,," -144",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","  127",",,7","    0",",,7"," -144",",,7",,,,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  102",",,7","  -39",",,7"," -111",",,7",,,,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","  -17",",,7","  -94",",,7",,,,,,,,,,,"  -56",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","  -17",",,7","  -78",",,7",,,,,,,,,,,"  -78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   18",",,7,0800","   41",",,7","  102",",,7","   44",",,7","  -78",",,7",,,,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-29","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   13",",,7,0800","   30",",,7","  127",",,7","  -61",",,7"," -139",",,7",,,,,,,,,,," -100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-30","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  127",",,7","    0",",,7"," -117",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-31","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   28",",,7","  -61",",,7",,,,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   61",",,7","  -89",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   76",",,7","   94",",,7","  -67",",,7",,,,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   76",",,7","   78",",,7","  -22",",,7",,,,,,,,,,,"   28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   51",",,7","   89",",,7","  -44",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   83",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    3",",,7","    0","T,,7","   44",",,7","  -44",",,7",,,,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   58",",,7,0800","   66",",,7","   76",",,7","  -39",",,7"," -211",",,7",,,,,,,,,,," -139",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   76",",,7","  -83",",,7"," -156",",,7",,,,,,,,,,," -150",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   28",",,7"," -150",",,7",,,,,,,,,,," -106",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   11",",,7"," -117",",,7",,,,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   44",",,7"," -122",",,7",,,,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","  -17",",,7","  -89",",,7",,,,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   33",",,7","  -50",",,7",,,,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   20",",,7,0800","   10",",,7","   51",",,7","   72",",,7","   -6",",,7",,,,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","    5",",,7","   76",",,7","   61",",,7","  -17",",,7",,,,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   13",",,7,0800","   15",",,7","   76",",,7","   56",",,7","  -83",",,7",,,,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","   51",",,7","    0",",,7"," -156",",,7",,,,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    3",",,7","   51",",,7","  -44",",,7"," -200",",,7",,,,,,,,,,," -189",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","   51",",,7","  -44",",,7"," -189",",,7",,,,,,,,,,," -117",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   51",",,7","  -39",",,7"," -150",",,7",,,,,,,,,,," -139",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","  -67",",,7"," -167",",,7",,,,,,,,,,," -144",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","   10",",,7","   51",",,7","  -11",",,7"," -150",",,7",,,,,,,,,,," -106",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   28",",,7,0800","   51",",,7","  102",",,7","    6",",,7"," -122",",,7",,,,,,,,,,,"  -94",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   76",",,7","  -39",",,7"," -144",",,7",,,,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   11",",,7","  -72",",,7",,,,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   61",",,7","  -33",",,7",,,,,,,,,,,"   28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -50",",,7",,,,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-02-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   17",",,7","  -11",",,7",,,,,,,,,,,"   17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   56",",,7,0800","  102",",,7","  102",",,7","  100",",,7","  -22",",,7",,,,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   56",",,7,0800","   79",",,7","  178",",,7","   17",",,7","  -44",",,7",,,,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","  107",",,7,0800","  142",",,7","  254",",,7","   33",",,7"," -161",",,7",,,,,,,,,,," -128",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   58",",,7,0800","   53",",,7","  254",",,7","  -94",",,7"," -194",",,7",,,,,,,,,,," -194",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  229",",,7","   -6",",,7"," -194",",,7","   67",",,7",,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  178",",,7","   50",",,7","  -61",",,7","   72",",,7",,,,,,,,,"   50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","  180",",,7,0800","  127",",,7","  229",",,7","   89",",,7","  -11",",,7",,,,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  229",",,7","   33",",,7","  -83",",,7","    9",",,7",,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   71",",,7,0800","  127",",,7","  254",",,7","   61",",,7","  -67",",,7","   80",",,7",,,,,,,,,"  -67",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  229",",,7","    0",",,7"," -128",",,7","    4",",,7",,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  178",",,7","   56",",,7"," -117",",,7","    4",",,7",,,,,,,,,"  -67",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","    5",",,7","  178",",,7","   50",",,7","  -67",",,7","   18",",,7",,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   84",",,7,0800","   91",",,7","  254",",,7","  122",",,7","  -56",",,7","    0",",,7",,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   56",",,7,0800","   97",",,7","  279",",,7","   -6",",,7","  -89",",,7","   22",",,7",,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  254",",,7","  -28",",,7"," -128",",,7","    9",",,7",,,,,,,,," -128",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  229",",,7","   39",",,7"," -133",",,7","   40",",,7",,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  178",",,7","   72",",,7","  -83",",,7","   18",",,7",,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  152",",,7","   89",",,7","  -83",",,7","    4",",,7",,,,,,,,,"  -78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   83",",,7","  -83",",,7","   22",",,7",,,,,,,,,"  -78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   33",",,7"," -117",",,7","    4",",,7",,,,,,,,,"  -94",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","   89",",,7"," -100",",,7","    0",",,7",,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    5",",,7","   76",",,7","   89",",,7","  -39",",,7","   18",",,7",,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    3",",,7","   76",",,7","   78",",,7","  -22",",,7","   72",",,7",,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   51",",,7","   50",",,7","  -50",",,7","   18",",,7",,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   25",",,7,0800","   13",",,7","   51",",,7","   50",",,7","  -56",",,7",,,,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","   67",",,7","  -44",",,7",,,,,,,,,,,"  -28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","  144",",,7","  -44",",,7",,,,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","  161",",,7","  -17",",,7",,,,,,,,,,,"   61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-29","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  144",",,7","  -39",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-30","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","   15",",,7","   25",",,7","   61",",,7","  -72",",,7",,,,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-03-31","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -11",",,7"," -117",",,7",,,,,,,,,,," -106",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   28",",,7"," -106",",,7","   45",",,7",,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   67",",,7","  -39",",,7","   18",",,7",,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   15",",,7,0800","    5",",,7","    0","T,,7","   83",",,7","  -33",",,7","   13",",,7",,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -17",",,7","   58",",,7",,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7","  -22",",,7","    4",",,7",,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  139",",,7","  -17",",,7","   13",",,7",,,,,,,,,"    6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   18",",,7,0800","    0",",,7","    0",",,7","  117",",,7","    0",",,7","   67",",,7",,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","    6",",,7","   13",",,7",,,,,,,,,"   28",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2019-04-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","   11",",,7","  116",",,7",,,,,,,,,"  100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","    0","T,,7","    0","T,,7","  183",",,7","   11",",,7","   18",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","  173",",,7,0800","  193",",,7","  203",",,7","   17",",,7"," -100",",,7","   54",",,7",,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","  152",",,7","  -28",",,7"," -100",",,7","   13",",,7",,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    3",",,7","   51",",,7","   28",",,7"," -100",",,7","    9",",,7",,,,,,,,,"  -89",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   25",",,7","   33",",,7","  -89",",,7","  170",",,7",,,,,,,,,"   22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","   -6",",,7","   18",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2019-04-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","  -22",",,7","    9",",,7",,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","  -11",",,7","    9",",,7",,,,,,,,,"   44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  122",",,7","    0",",,7","   80",",,7",,,,,,,,,"   17",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2019-04-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0",",,7","  100",",,7","    6",",,7","   13",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   11",",,7","   63",",,7",,,,,,,,,"   39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   22",",,7","    9",",,7",,,,,,,,,"   39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   15",",,7,0800","    0",",,7","    0",",,7","  133",",,7","   -6",",,7","   13",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   38",",,7,0800","    0","T,,7","    0","T,,7","   78",",,7","  -22",",,7","    4",",,7",,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    5",",,7,0800","    0",",,7","    0",",,7","  144",",,7","  -22",",,7","    9",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-04-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0",",,7","    0",",,7","  144",",,7","   11",",,7","   22",",,7",,,,,,,,,"   22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
