"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00093809","2013-05-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  122",",,7","   39",",,7",,,,,,,,,,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   23",",,7,0600","    0",",,7","    0",",,7","  133",",,7","   67",",,7",,,,,,,,,,,,,,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   15",",,7,0600",,,,,"  178",",,7","  117",",,7",,,,,,,,,,,,,,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    5",",,7,0600","    0",",,7","    0",",,7","  222",",,7","  111",",,7",,,,,,,,,,,,,,,,,"  128",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-09","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  267",",,7","  128",",,7",,,,,,,,,,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   15",",,7,0600",,,,,"  261",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   15",",,7,0600",,,,,"  256",",,7","  128",",,7",,,,,,,,,,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  233",",,7","   67",",,7",,,,,,,,,,,,,,,,,"  128",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  194",",,7","   56",",,7",,,,,,,,,,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-14","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  211",",,7","   56",",,7",,,,,,,,,,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-15","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  300",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-16","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  289",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-17","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   18",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   25",",,7,0600",,,,,"  239",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  278",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  311",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   97",",,7,0600",,,,,"  311",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  328",",,7,0600",,,,,"  261",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  256",",,7","  139",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  239",",,7","   89",",,7",,,,,,,,,,,,,,,,,"   89",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  211",",,7","   83",",,7",,,,,,,,,,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,,,,,,,,,,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-27","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  283",",,7","  139",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-28","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  294",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-29","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-30","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  311",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-05-31","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   74",",,7,0600",,,,,"  294",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-01","37.0422","-89.1855","95.4","CAIRO 3 N, IL US"," 1008",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-03","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  250",",,7","  150",",,7",,,,,,,,,,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-04","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  228",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  261",",,7","  139",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   84",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  150",",,7",,,,,,,,,,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   38",",,7,0600","    0",",,7","    0",",,7","  250",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   15",",,7,0600",,,,,"  294",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  339",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  239",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  344",",,7","  239",",,7",,,,,,,,,,,,,,,,,"  256",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-14","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-15","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  278",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-17","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  306",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  249",",,7,0600",,,,,"  300",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  135",",,7,0600",,,,,"  289",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  300",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  317",",,7","  200",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   33",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  200",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  333",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  244",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  328",",,7","  233",",,7",,,,,,,,,,,,,,,,,"  239",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-27","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   23",",,7,0600",,,,,"  322",",,7","  239",",,7",,,,,,,,,,,,,,,,,"  244",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-29","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-06-30","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-02","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   25",",,7,0600","    0",",,7","    0",",,7","  222",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-03","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  228",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-04","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  289",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  102",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  189",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-09","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  344",",,7","  228",",,7",,,,,,,,,,,,,,,,,"  244",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  322",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  289",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-14","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  283",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-16","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-17","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  322",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  333",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  233",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    8",",,7,0600",,,,,"  328",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  322",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  233",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  328",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  262",",,7,0600",,,,,"  300",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   41",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   20",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
