"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00459012","2017-09-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","   78",",,7","    9",",,7",,,,,,,,,"   94",",,7,0700","  300",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-09-26","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  139",",,7","   83",",,7","    9",",,7",,,,,,,,,"  106",",,7,0700","  223",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-09-27","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  222",",,7","   78",",,7",,,,,,,,,,,"  111",",,7,0700","  122",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-09-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","   67",",,7",,,,,,,,,,,"  117",",,7,0700","  118",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-09-29","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-09-30","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   72",",,7","   36",",,7",,,,,,,,,"   94",",,7,0700","  298",",,7",,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   33",",,7","   27",",,7",,,,,,,,,"   67",",,7,0700","  296",",,7",,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-02","47.6497","-120.0801","812.0","WATERVILLE, WA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","    0",",,7",,,,,,,,,,,"   33",",,7,0700","  296",",,7",,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-03","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","   11",",,7",,,,,,,,,,,"   33",",,7,0700","   52",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  156",",,7","   11",",,7",,,,,,,,,,,"   50",",,7,0700","   97",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","   11",",,7",,,,,,,,,,,"   56",",,7,0700","  330",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","   11",",,7",,,,,,,,,,,"   44",",,7,0700","  227",",,7",,,"   54",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","   11",",,7","   36",",,7",,,,,,,,,"   67",",,7,0700","  296",",,7",,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-08","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","   28",",,7",,,,,,,,,,,"   28",",,7,0700","  317",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -11",",,7",,,,,,,,,,,"    6",",,7,0700","  348",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -11",",,7",,,,,,,,,,,"   33",",,7,0700","  120",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -11",",,7","   22",",,7",,,,,,,,,"   22",",,7,0700","  300",",,7",,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-12","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -28",",,7",,,,,,,,,,,"    6",",,7,0700","  203",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-13","47.6497","-120.0801","812.0","WATERVILLE, WA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -28",",,7",,,,,,,,,,,"    0",",,7,0700","  113",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-14","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -39",",,7",,,,,,,,,,,"  -22",",,7,0700","   21",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -39",",,7",,,,,,,,,,,"  -22",",,7,0700","  229",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -39",",,7",,,,,,,,,,,"   -6",",,7,0700","   95",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   -6",",,7","   49",",,7",,,,,,,,,"  128",",,7,0700","  230",",,7",,,"   76",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   -6",",,7",,,,,,,,,,,"   17",",,7,0700","  281",",,7",,,"  197",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","   13",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   -6",",,7","   18",",,7",,,,,,,,,"   72",",,7,0700","  213",",,7",,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-20","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  106",",,7","   22",",,7","   27",",,7",,,,,,,,,"   33",",,7,0700","  225",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-21","47.6497","-120.0801","812.0","WATERVILLE, WA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  106",",,7","  -11",",,7","    9",",,7",,,,,,,,,"   11",",,7,0700","  312",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-22","47.6497","-120.0801","812.0","WATERVILLE, WA US","  277",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","    6",",,7","   18",",,7",,,,,,,,,"   33",",,7,0700","  248",",,7",,,"   76",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-23","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","    6",",,7","   27",",,7",,,,,,,,,"   50",",,7,0700","  309",",,7",,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-24","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   -6",",,7",,,,,,,,,,,"    6",",,7,0700","  237",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","    0",",,7","   22",",,7",,,,,,,,,"   94",",,7,0700","  305",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-26","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  156",",,7","    6",",,7",,,,,,,,,,,"   11",",,7,0700","   61",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-27","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   11",",,7","   13",",,7",,,,,,,,,"   28",",,7,0700","  291",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","    6",",,7",,,,,,,,,,,"    6",",,7,0700","  220",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-29","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","    6",",,7",,,,,,,,,,,"   22",",,7,0700","  102",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-30","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","    6",",,7","   27",",,7",,,,,,,,,"   17",",,7,0700","   56",",,7",,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-10-31","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -22",",,7",,,,,,,,,,,"  -17",",,7,0700","  295",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","  -22",",,7","    9",",,7",,,,,,,,,"   67",",,7,0700","  230",",,7",,,"  130",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -56",",,7",,,,,,,,,,,"  -56",",,7,0700","   49",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","   43",",,7,0700","   51",",,7,","   51",",,7,0700","  -17",",,7","  -78",",,7","   18",",,7",,,,,,,,,"  -50",",,7,0700","   28",",,7",,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -39",",,7","  -67",",,7",,,,,,,,,,,"  -56",",,7,0700","   68",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    8",",,7,0700","    0",",,7,","  102",",,7,0700","  -17",",,7"," -106",",,7",,,,,,,,,,,"  -39",",,7,0700","  115",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","  117",",,7,0700","  114",",,7,","  102",",,7,0700","   11",",,7","  -44",",,7",,,,,,,,,,,"   -6",",,7,0700","   15",",,7",,,"   54",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","   33",",,7,0700","  127",",,7,","  127",",,7,0700","   22",",,7","  -33",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  152",",,7,0700","    0",",,7","  -17",",,7",,,,,,,,,,,"  -11",",,7,0700","  303",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-13","47.6497","-120.0801","812.0","WATERVILLE, WA US","   10",",,7,0700","    0",",,7,","  127",",,7,0700","   28",",,7","    0",",,7",,,,,,,,,,,"   11",",,7,0700","  135",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-14","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",I,7,0700","   61",",,7","  -11",",,7","    0",",,7",,,,,,,,,"   17",",,7,0700","   32",",,7",,,"   13",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",I,7,","   51",",I,7,0700","   72",",,7","   -6",",,7","   22",",,7",,,,,,,,,"   11",",,7,0700","  184",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -17",",,7",,,,,,,,,,,"    0",",,7,0700","  265",",,7",,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -22",",,7","   31",",,7",,,,,,,,,"   11",",,7,0700","  302",",,7",,,"  103",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -22",",,7",,,,,,,,,,,"  -17",",,7,0700","  291",",,7",,," 1140",",X,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -50",",,7",,,,,,,,,,,"  -28",",,7,0700","  135",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-20","47.6497","-120.0801","812.0","WATERVILLE, WA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7","  -28",",,7",,,,,,,,,,,"   -6",",,7,0700","  101",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-21","47.6497","-120.0801","812.0","WATERVILLE, WA US","   66",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -33",",,7","    9",",,7",,,,,,,,,"  -11",",,7,0700","  261",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-22","47.6497","-120.0801","812.0","WATERVILLE, WA US","   51",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -11",",,7","    9",",,7",,,,,,,,,"    0",",,7,0700","  334",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-23","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   67",",,7","    0",",,7",,,,,,,,,,,"   44",",,7,0700","  208",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-24","47.6497","-120.0801","812.0","WATERVILLE, WA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  111",",,7","    0",",,7",,,,,,,,,,,"   22",",,7,0700","  291",",,7",,,"  116",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","  -33",",,7",,,,,,,,,,,"  -28",",,7,0700","  240",",,7",,,"   54",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-26","47.6497","-120.0801","812.0","WATERVILLE, WA US","   48",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -28",",,7","    0",",,7",,,,,,,,,"   11",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-27","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","   -6",",,7","   31",",,7",,,,,,,,,"   11",",,7,0700","  302",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -11",",,7","   13",",,7",,,,,,,,,"  -11",",,7,0700","  118",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-29","47.6497","-120.0801","812.0","WATERVILLE, WA US","   56",",,7,0700","  102",",,7,","   76",",,7,0700","   17",",,7","  -33",",,7","    9",",,7",,,,,,,,,"    6",",,7,0700","  296",",,7",,,"   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-11-30","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   44",",,7","  -44",",,7",,,,,,,,,,,"  -22",",,7,0700","  352",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","    8",",,7,0700","   25",",,7,","   51",",,7,0700","   -6",",,7","  -50",",,7","    0",",,7",,,,,,,,,"  -50",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-02","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   51",",,7,0700","  -17",",,7","  -50",",,7",,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-03","47.6497","-120.0801","812.0","WATERVILLE, WA US","   41",",,7,0700","   51",",,7,","   76",",,7,0700","  -22",",,7","  -72",",,7","    0",",,7",,,,,,,,,"  -61",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","    6",",,7","  -89",",,7",,,,,,,,,,,"  -83",",,7,0700","  289",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   -6",",,7","  -83",",,7",,,,,,,,,,,"  -78",",,7,0700","  296",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   11",",,7","  -78",",,7",,,,,,,,,,,"  -67",",,7,0700","  322",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","    6",",,7","  -83",",,7",,,,,,,,,,,"  -33",",,7,0700","  307",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-08","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -22",",,7","  -44",",,7",,,,,,,,,,,"  -44",",,7,0700","  336",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -33",",,7","  -56",",,7",,,,,,,,,,,"  -56",",,7,0700","    9",",,7",,,"   13",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -50",",,7","  -61",",,7","   13",",,7",,,,,,,,,"  -56",",,7,0700","   28",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -44",",,7","  -61",",,7",,,,,,,,,,,"  -61",",,7,0700","   30",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-12","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -44",",,7","  -67",",,7",,,,,,,,,,,"  -61",",,7,0700","   99",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-13","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -50",",,7","  -67",",,7","   22",",,7",,,,,,,,,"  -56",",,7,0700","  270",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
