"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00417944","2019-06-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  194",",,7","  114",",,7,0800","  222",",,7","  356",",,7","  228",",,7,0800","  132",",,7",,,,,"  267",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-06-29","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  183",",,7","   86",",,7,0800","  211",",,7","  367",",,7","  228",",,7,0800","   93",",,7",,,,,"  278",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-06-30","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  172",",,7","   89",",,7,0800","  211",",,7","  372",",,7","  211",",,7,0800","   68",",,7",,,,,"  278",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-01","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  189",",,7","   84",",,7,0800","  206",",,7","  356",",,7","  217",",,7,0800","  121",",,7",,,,,"  272",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-02","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  206",",,7","  114",",,7,0800","  211",",,7","  356",",,7","  228",",,7,0800","  148",",,7",,,,,"  272",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-03","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  206",",,7","  109",",,7,0800","  222",",,7","  361",",,7","  228",",,7,0800","  172",",,7",,,,,"  278",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-04","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  222",",,7","  107",",,7,0800","  222",",,7","  361",",,7","  233",",,7,0800","  183",",,7",,,,,"  278",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-05","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  222",",,7","   97",",,7,0800","  228",",,7","  356",",,7","  250",",,7,0800","  161",",,7",,,,,"  283",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-06","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  228",",,7","  109",",,7,0800","  239",",,7","  367",",,7","  244",",,7,0800","  158",",,7",,,,,"  289",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-07","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  233",",,7","  107",",,7,0800","  239",",,7","  372",",,7","  256",",,7,0800","  138",",,7",,,,,"  289",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-08","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","  284",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  211",",,7","   71",",,7,0800","  228",",,7","  339",",,7","  228",",,7,0800","  103",",,7",,,,,"  267",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-09","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   76",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  206",",,7","   36",",,7,0800","  228",",,7","  306",",,7","  239",",,7,0800","  109",",,7",,,,,"  256",",,7",,,,,"  278",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-10","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  206",",,7","   94",",,7,0800","  228",",,7","  394",",,7","  256",",,7,0800","   92",",,7",,,,,"  250",",,7",,,,,"  294",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-11","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  194",",,7","   99",",,7,0800","  228",",,7","  400",",,7","  228",",,7,0800","   87",",,7",,,,,"  250",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-12","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  217",",,7","   71",",,7,0800","  228",",,7","  372",",,7","  244",",,7,0800","   55",",,7",,,,,"  261",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-13","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  167",",,7","   94",",,7,0800","  217",",,7","  378",",,7","  211",",,7,0800","   55",",,7",,,,,"  278",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-14","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  183",",,7","   89",",,7,0800","  217",",,7","  350",",,7","  222",",,7,0800","   71",",,7",,,,,"  278",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-15","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  217",",,7","   58",",,7,0800","  222",",,7","  383",",,7","  239",",,7,0800","   42",",,7",,,,,"  272",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-16","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  233",",,7","  114",",,7,0800","  239",",,7","  400",",,7","  256",",,7,0800","   95",",,7",,,,,"  289",",,7",,,,,"  356",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-17","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  233",",,7","  107",",,7,0800","  228",",,7","  356",",,7","  250",",,7,0800","  171",",,7",,,,,"  300",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-18","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  228",",,7","  124",",,7,0800","  222",",,7","  350",",,7","  250",",,7,0800","  224",",,7",,,,,"  289",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-19","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  222",",,7","  130",",,7,0800","  239",",,7","  350",",,7","  244",",,7,0800","  225",",,7",,,,,"  283",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-20","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  217",",,7","  145",",,7,0800","  217",",,7","  350",",,7","  239",",,7,0800","  229",",,7",,,,,"  283",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-21","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  217",",,7","  137",",,7,0800","  206",",,7","  344",",,7","  239",",,7,0800","  196",",,7",,,,,"  289",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-22","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  222",",,7","    0",",,7,0800","  206",",,7","  361",",,7","  250",",,7,0800","  145",",,7",,,,,"  289",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-23","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  217",",,7","   84",",,7,0800","  217",",,7","  367",",,7","  228",",,7,0800","  114",",,7",,,,,"  278",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-24","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  122",",,7","  107",",,7,0800","  167",",,7","  322",",,7","  183",",,7,0800","    0",",,7",,,,,"  267",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-25","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  156",",,7","    0",",,7,0800","  167",",,7","  339",",,7","  194",",,7,0800","   79",",,7",,,,,"  261",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-26","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  167",",,7","  119",",,7,0800","  172",",,7","  339",",,7","  183",",,7,0800","   80",",,7",,,,,"  261",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-27","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  178",",,7","  114",",,7,0800","  172",",,7","  339",",,7","  206",",,7,0800","  119",",,7",,,,,"  267",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  206",",,7","  114",",,7,0800","  178",",,7","  339",",,7","  239",",,7,0800","  164",",,7",,,,,"  272",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-29","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  228",",,7","  152",",,7,0800","  217",",,7","  350",",,7","  244",",,7,0800","  200",",,7",,,,,"  289",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-30","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  222",",,7","  107",",,7,0800","  217",",,7","  350",",,7","  261",",,7,0800","   92",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-07-31","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  189",",,7","   97",",,7,0800","  222",",,7","  367",",,7","  244",",,7,0800","   79",",,7",,,,,"  294",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-01","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  211",",,7","  137",",,7,0800","  217",",,7","  361",",,7","  244",",,7,0800","  101",",,7",,,,,"  289",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-02","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  217",",,7","  114",",,7,0800","  211",",,7","  361",",,7","  239",",,7,0800","  101",",,7",,,,,"  294",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-03","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  222",",,7","  122",",,7,0800","  217",",,7","  378",",,7","  250",",,7,0800","  113",",,7",,,,,"  294",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-04","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  394",",,7","  233",",,7","  107",",,7,0800","  217",",,7","  367",",,7","  250",",,7,0800","   77",",,7",,,,,"  294",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-05","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  222",",,7","  102",",,7,0800","  228",",,7","  378",",,7","  244",",,7,0800","   79",",,7",,,,,"  289",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-06","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  233",",,7","  102",",,7,0800","  228",",,7","  378",",,7","  256",",,7,0800","   76",",,7",,,,,"  289",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-07","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  244",",,7","  132",",,7,0800","  228",",,7","  378",",,7","  250",",,7,0800","  124",",,7",,,,,"  294",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-08","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  250",",,7","  114",",,7,0800","  228",",,7","  367",",,7","  267",",,7,0800","  150",",,7",,,,,"  306",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-09","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  233",",,7","  152",",,7,0800","  228",",,7","  372",",,7","  256",",,7,0800","  164",",,7",,,,,"  306",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-10","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  394",",,7","  233",",,7","  127",",,7,0800","  222",",,7","  356",",,7","  250",",,7,0800","  167",",,7",,,,,"  306",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-11","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  222",",,7","  140",",,7,0800","  222",",,7","  367",",,7","  256",",,7,0800","  167",",,7",,,,,"  306",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-12","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  222",",,7","  152",",,7,0800","  217",",,7","  356",",,7","  250",",,7,0800","  148",",,7",,,,,"  300",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-13","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  250",",,7","  152",",,7,0800","  217",",,7","  372",",,7","  272",",,7,0800","  211",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-14","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  228",",,7","  124",",,7,0800","  217",",,7","  378",",,7","  261",",,7,0800","   85",",,7",,,,,"  300",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-15","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  194",",,7","   99",",,7,0800","  222",",,7","  367",",,7","  228",",,7,0800","   87",",,7",,,,,"  294",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-16","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  206",",,7","  112",",,7,0800","  222",",,7","  378",",,7","  217",",,7,0800","   50",",,7",,,,,"  289",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-17","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  217",",,7","  145",",,7,0800","  222",",,7","  383",",,7","  256",",,7,0800","  142",",,7",,,,,"  300",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-18","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7",,,"  165",",,7,0800","  222",",,7","  367",",,7","  267",",,7,0800","  262",",,7",,,,,"  306",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-19","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  411",",,7","  239",",,7","  163",",,7,0800","  233",",,7","  372",",,7","  250",",,7,0800","  211",",,7",,,,,"  306",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-20","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  394",",,7","  222",",,7","  140",",,7,0800","  222",",,7","  367",",,7","  244",",,7,0800","  145",",,7",,,,,"  306",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-21","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  222",",,7","  132",",,7,0800","  217",",,7","  356",",,7","  239",",,7,0800","   95",",,7",,,,,"  306",",,7",,,,,"  350",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-22","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  222",",,7","  114",",,7,0800","  217",",,7","  350",",,7","  244",",,7,0800","  126",",,7",,,,,"  300",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-23","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  378",",,7","  211",",,7","  127",",,7,0800","  217",",,7","  356",",,7","  244",",,7,0800","  153",",,7",,,,,"  300",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-24","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","  119",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  217",",,7","   41",",,7,0800","  222",",,7","  328",",,7","  222",",,7,0800","   89",",,7",,,,,"  278",",,7",,,,,"  344",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-25","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  194",",,7","   84",",,7,0800","  217",",,7","  361",",,7","  217",",,7,0800","   80",",,7",,,,,"  272",",,7",,,,,"  317",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-26","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  400",",,7","  217",",,7","  142",",,7,0800","  222",",,7","  361",",,7","  250",",,7,0800","  216",",,7",,,,,"  272",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-27","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  417",",,7","  250",",,7","  160",",,7,0800","  228",",,7","  367",",,7","  261",",,7,0800","  262",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  206",",,7","   89",",,7,0800","  211",",,7","  322",",,7","  217",",,7,0800","  209",",,7",,,,,"  289",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-29","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  211",",,7","   79",",,7,0800","  211",",,7","  311",",,7","  228",",,7,0800","   79",",,7",,,,,"  283",",,7",,,,,"  311",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-30","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  228",",,7","  130",",,7,0800","  217",",,7","  367",",,7","  228",",,7,0800","  142",",,7",,,,,"  283",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
"USC00417944","2019-08-31","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  183",",,7","  102",",,7,0800","  211",",,7","  361",",,7","  211",",,7,0800","  132",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-01","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  189",",,7","  152",",,7,0800","  211",",,7","  361",",,7","  211",",,7,0800","   82",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-02","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  178",",,7","   94",",,7,0800","  211",",,7","  356",",,7","  200",",,7,0800","   76",",,7",,,,,"  294",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-03","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  172",",,7","   89",",,7,0800","  206",",,7","  356",",,7","  183",",,7,0800","   71",",,7",,,,,"  289",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-04","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  172",",,7","  102",",,7,0800","  200",",,7","  350",",,7","  194",",,7,0800","   76",",,7",,,,,"  294",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-05","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  167",",,7","  114",",,7,0800","  200",",,7","  333",",,7","  200",",,7,0800","   71",",,7",,,,,"  283",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-06","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  200",",,7","   97",",,7,0800","  206",",,7","  344",",,7","  222",",,7,0800","   79",",,7",,,,,"  289",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-07","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  211",",,7","  104",",,7,0800","  206",",,7","  356",",,7","  233",",,7,0800","   63",",,7",,,,,"  289",",,7",,,,,"  333",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-08","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  222",",,7","  127",",,7,0800","  211",",,7","  350",",,7","  233",",,7,0800","  172",",,7",,,,,"  289",",,7",,,,,"  339",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-09","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  211",",,7","  137",",,7,0800","  206",",,7","  339",",,7","  222",",,7,0800","  195",",,7",,,,,"  289",",,7",,,,,"  322",",,7",,,,,,,,,,,,,,
"USC00417944","2019-09-10","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  222",",,7","  119",",,7,0800","  206",",,7","  333",",,7","  233",",,7,0800","  201",",,7",,,,,"  294",",,7",,,,,"  328",",,7",,,,,,,,,,,,,,
