"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094227","2018-07-17","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  256",",,W","  144",",,W","   75",",,W",,,,,,," 1725",",,W",,,,,,,"  230",",,W","  240",",,W","  130",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-18","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  267",",,W","  128",",,W","   51",",,W",,,,,,," 1621",",,W",,,,,,,"  220",",,W","  220",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-19","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  222",",,W","  122",",,W","   42",",,W",,,,,,," 1524",",,W",,,,,,,"  220",",,W","  220",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-20","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  250",",,W","  106",",,W","   28",",,W",,,,,,," 1727",",,W",,,,,,,"  240",",,W","  240",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-21","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  261",",,W","  111",",,W","   30",",,W",,,,,,," 1731",",,W",,,,,,,"  220",",,W","  230",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-22","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  328",",,W","   89",",,W","   17",",,W",,,,,,," 1100",",,W",,,,,,,"  340",",,W","   60",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-23","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  328",",,W","  117",",,W","   35",",,W",,,,,,," 1620",",,W",,,,,,,"  230",",,W","  220",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-24","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  328",",,W","  117",",,W","   36",",,W",,,,,,," 1708",",,W",,,,,,,"  220",",,W","  230",",,W","   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-25","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  339",",,W","  111",",,W","   34",",,W",,,,,,," 1459",",,W",,,,,,,"  230",",,W","  220",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-26","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  317",",,W","  122",",,W","   47",",,W",,,,,,," 1725",",,W",,,,,,,"  230",",,W","  240",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-27","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","  122",",,W","   60",",,W",,,,,,," 2346",",,W",,,,,,,"  220",",,W","  240",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-28","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  278",",,W","  144",",,W","   47",",,W",,,,,,," 0028",",,W",,,,,,,"  240",",,W","  250",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-29","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  372",",,W","  128",",,W","   24",",,W",,,,,,," 2359",",,W",,,,,,,"  250",",,W","  250",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-30","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  289",",,W","  133",",,W","   62",",,W",,,,,,," 1741",",,W",,,,,,,"  230",",,W","  230",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-07-31","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  239",",,W","  150",",,W","   72",",,W",,,,,,," 1630",",,W",,,,,,,"  220",",,W","  210",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-01","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  217",",,W","  144",",,W","   57",",,W",,,,,,," 1621",",,W",,,,,,,"  230",",,W","  220",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-02","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0","T,,W,2400",,,,,"  217",",,W","  144",",,W","   61",",,W",,,,,,," 1630",",,W",,,,,,,"  220",",,W","  220",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-03","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  228",",,W","  139",",,W","   32",",,W",,,,,,," 1613",",,W",,,,,,,"  260",",,W","  230",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-04","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","   89",",,W","   18",",,W",,,,,,," 1712",",,W",,,,,,,"  240",",,W","  250",",,W","   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-05","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  322",",,W","  133",",,W","   27",",,W",,,,,,," 0037",",,W",,,,,,,"  230",",,W","  260",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-06","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  333",",,W","  139",",,W","   33",",,W",,,,,,," 0211",",,W",,,,,,,"  230",",,W","  250",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-07","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  350",",,W","  133",",,W","   21",",,W",,,,,,," 1514",",,W",,,,,,,"  130",",,W","  130",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-08","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  361",",,W","  122",",,W","   36",",,W",,,,,,," 2201",",,W",,,,,,,"  240",",,W","  240",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-09","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  356",",,W","  161",",,W","   30",",,W",,,,,,," 0220",",,W",,,,,,,"  240",",,W","  230",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-10","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  250",",,W","  133",",,W","   66",",,W",,,,,,," 1419",",,W",,,,,,,"  220",",,W","  230",",,W","  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-11","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   20",",,W,2400",,,,,"  233",",,W","  150",",,W","   41",",,W",,,,,,," 1442",",,W",,,,,,,"  230",",,W","  250",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-12","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  239",",,W","  106",",,W","   13",",,W",,,,,,," 0042",",,W",,,,,,,"  360",",,W","  230",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-13","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  306",",,W","   78",",,W","   14",",,W",,,,,,," 1426",",,W",,,,,,,"  350",",,W","   30",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-14","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  333",",,W","   94",",,W","   12",",,W",,,,,,," 1114",",,W",,,,,,,"  120",",,W","   70",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-15","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","  139",",,W","   49",",,W",,,,,,," 2220",",,W",,,,,,,"  240",",,W","  230",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-16","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  267",",,W","  122",",,W","   51",",,W",,,,,,," 1639",",,W",,,,,,,"  220",",,W","  230",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-17","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  250",",,W","  122",",,W","   46",",,W",,,,,,," 1709",",,W",,,,,,,"  230",",,W","  220",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-18","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","  111",",,W","   21",",,W",,,,,,," 1558",",,W",,,,,,,"  250",",,W","  220",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-19","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","  117",",,W","   25",",,W",,,,,,," 1740",",,W",,,,,,,"  220",",,W","  230",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-20","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  300",",,W","  122",",,W","   18",",,W",,,,,,," 1018",",,W",,,,,,,"  120",",,W","  140",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-21","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  344",",,W","  122",",,W","   18",",,W",,,,,,," 1153",",,W",,,,,,,"  360",",,W","  360",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-22","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  317",",,W","  100",",,W","   46",",,W",,,,,,," 1837",",,W",,,,,,,"  240",",,W","  250",",,W","  130",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-23","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  233",",,W","  128",",,W","   67",",,W",,,,,,," 1445",",,W",,,,,,,"  230",",,W","  220",",,W","  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-24","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  206",",,W","  117",",,W","   41",",,W",,,,,,," 0007",",,W",,,,,,,"  250",",,W","  260",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-25","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0","T,,W,2400",,,,,"  200",",,W","  117",",,W","   37",",,W",,,,,,," 1603",",,W",,,,,,,"  210",",,W","  210",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-26","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  211",",,W","  122",",,W","   42",",,W",,,,,,," 1342",",,W",,,,,,,"  230",",,W","  240",",,W","  125",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-27","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  261",",,W","  122",",,W","   15",",,W",,,,,,," 1321",",,W",,,,,,,"  120",",,W","  130",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-28","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  300",",,W","   72",",,W","   15",",,W",,,,,,," 1433",",,W",,,,,,,"  220",",,W","  110",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-29","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  250",",,W","  106",",,W","   54",",,W",,,,,,," 1554",",,W",,,,,,,"  240",",,W","  240",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-30","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  239",",,W","  133",",,W","   41",",,W",,,,,,," 1603",",,W",,,,,,,"  230",",,W","  230",",,W","  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-08-31","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  211",",,W","  111",",,W","   40",",,W",,,,,,," 1720",",,W",,,,,,,"  230",",,W","  230",",,W","   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-01","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  244",",,W","   67",",,W","   18",",,W",,,,,,," 1713",",,W",,,,,,,"  240",",,W","  260",",,W","   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-02","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  256",",,W","   89",",,W","   30",",,W",,,,,,," 1745",",,W",,,,,,,"  220",",,W","  220",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-03","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  244",",,W","  100",",,W","   20",",,W",,,,,,," 1709",",,W",,,,,,,"  240",",,W","  230",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-04","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  272",",,W","   61",",,W","   15",",,W",,,,,,," 1239",",,W",,,,,,,"   10",",,W","   40",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-05","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  306",",,W","   50",",,W","   13",",,W",,,,,,," 1203",",,W",,,,,,,"  130",",,W","  110",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-06","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  294",",,W","   72",",,W","   43",",,W",,,,,,," 1919",",,W",,,,,,,"  230",",,W","  230",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-07","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    3",",,W,2400",,,,,"  228",",,W","  133",",,W","   36",",,W",,,,,,," 1531",",,W",,,,,,,"  240",",,W","  260",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-08","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  222",",,W","  133",",,W","   37",",,W",,,,,,," 1506",",,W",,,,,,,"  220",",,W","  230",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-09","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   71",",,W,2400",,,,,"  233",",,W","  128",",,W","   38",",,W",,,,,,," 1613",",,W",,,,,,,"  240",",,W","  230",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-10","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   84",",,W,2400",,,,,"  183",",,W","  106",",,W","   29",",,W",,,,,,," 1444",",,W",,,,,,,"  250",",,W","  260",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-11","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","  185",",,W,2400",,,,,"  178",",,W","  111",",,W","   21",",,W",,,,,,," 1042",",,W",,,,,,,"  230",",,W","  250",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-12","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    5",",,W,2400",,,,,"  189",",,W","  100",",,W","   18",",,W",,,,,,," 1538",",,W",,,,,,,"  210",",,W","  240",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-13","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   13",",,W,2400",,,,,"  200",",,W","   94",",,W","   15",",,W",,,,,,," 1355",",,W",,,,,,,"  210",",,W","  210",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-14","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    3",",,W,2400",,,,,"  189",",,W","  122",",,W","   26",",,W",,,,,,," 1200",",,W",,,,,,,"  270",",,W","  210",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-15","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   84",",,W,2400",,,,,"  178",",,W","  100",",,W","   15",",,W",,,,,,," 1403",",,W",,,,,,,"  200",",,W","  200",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-16","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","   99",",,W,2400",,,,,"  178",",,W","   89",",,W","   41",",,W",,,,,,," 1332",",,W",,,,,,,"  240",",,W","  240",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-17","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  200",",,W","   50",",,W","   11",",,W",,,,,,," 1010",",,W",,,,,,,"  290",",,W","   50",",,W","   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-18","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  211",",,W","   17",",,W","   10",",,W",,,,,,," 1725",",,W",,,,,,,"  260",",,W","  250",",,W","   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-19","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  200",",,W","   50",",,W","   36",",,W",,,,,,," 1538",",,W",,,,,,,"  240",",,W","  250",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094227","2018-09-20","47.238","-123.1408","82.6","SHELTON AIRPORT, WA US","    0",",,W,2400",,,,,"  194",",,W","   83",",,W","   22",",,W",,,,,,," 1413",",,W",,,,,,,"  250",",,W","  250",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
