"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00107644","2017-12-27","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"  -56",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2017-12-28","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"  -39",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2017-12-29","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   33",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2017-12-30","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   56",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2017-12-31","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   28",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"  -17",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"  -22",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"  -17",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   17",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   33",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   28",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-07","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,,,,,"   28",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107644","2018-01-08","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US",,,"   71",",,7,1700","   76",",,7,1700","   17",",,7","  -17",",,7",,,"   25",",,7",,,,,"    0",",,7,1700",,,"   28",",,7",,,,," -178",",D,7"," -178",",D,7","   -6",",,7,1700",,,,,,,,,,,,
"USC00107644","2018-01-09","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","  114",",,7,1700","    0",",,7,1700","   51",",,7,1700","   33",",,7","   -6",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   17",",,7,1700","   50",",,7",,,,,,,,,,
"USC00107644","2018-01-10","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   79",",,7,1700","   28",",,7,1700","   25",",,7,1700","   17",",,7","  -17",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","  225",",,7",,,,,,,,,,
"USC00107644","2018-01-11","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    5",",,7,1700","   25",",,7,1700","  102",",,7,1700","    0",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   -6",",,7,1700","  166",",,7",,,,,,,,,,
"USC00107644","2018-01-12","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   10",",,7,1700","    0",",,7,1700","   25",",,7,1700","   28",",,7","  -17",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   22",",,7,1700","  177",",,7",,,,,,,,,,
"USC00107644","2018-01-13","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   44",",,7","  -67",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","  113",",,7",,,,,,,,,,
"USC00107644","2018-01-14","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   44",",,7","  -83",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   -6",",,7,1700","   42",",,7",,,,,,,,,,
"USC00107644","2018-01-15","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    0",",,7,1700","   25",",,7,1700","   33",",,7","   -6",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    0",",,7,1700","   64",",,7",,,,,,,,,,
"USC00107644","2018-01-16","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   33",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","   76",",,7",,,,,,,,,,
"USC00107644","2018-01-17","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   22",",,7","  -72",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    6",",,7,1700","   45",",,7",,,,,,,,,,
"USC00107644","2018-01-18","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   56",",,7","    0",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   39",",,7,1700","   53",",,7",,,,,,,,,,
"USC00107644","2018-01-19","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   10",",,7,1700","    0",",,7,1700","    0",",,7,1700","   39",",,7","   -6",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    0",",,7,1700","  206",",,7",,,,,,,,,,
"USC00107644","2018-01-20","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    8",",,7,1700","    0",",,7,1700","    0",",,7","  -22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -22",",,7,1700","  101",",,7",,,,,,,,,,
"USC00107644","2018-01-21","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   -6",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","   43",",,7",,,,,,,,,,
"USC00107644","2018-01-22","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   13",",,7,1700","   38",",,7,1700","   51",",,7,1700","  -28",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -33",",,7,1700","  195",",,7",,,,,,,,,,
"USC00107644","2018-01-23","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    5",",,7,1700","    3",",,7,1700","   51",",,7,1700","  -17",",,7","  -67",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -56",",,7,1700","   63",",,7",,,,,,,,,,
"USC00107644","2018-01-24","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","   51",",,7,1700","    6",",,7","  -67",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","   72",",,7",,,,,,,,,,
"USC00107644","2018-01-25","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","   51",",,7,1700","    0",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","  114",",,7",,,,,,,,,,
"USC00107644","2018-01-26","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","   25",",,7,1700","    0",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","  183",",,7",,,,,,,,,,
"USC00107644","2018-01-27","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   15",",,7,1700","   18",",,7,1700","   51",",,7,1700","   -6",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","  108",",,7",,,,,,,,,,
"USC00107644","2018-01-28","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","   25",",,7,1700","   11",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    0",",,7,1700","  127",",,7",,,,,,,,,,
"USC00107644","2018-01-29","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   22",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   22",",,7,1700","   63",",,7",,,,,,,,,,
"USC00107644","2018-01-30","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   72",",,7","   22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   56",",,7,1700","  167",",,7",,,,,,,,,,
"USC00107644","2018-01-31","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   56",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","  119",",,7",,,,,,,,,,
"USC00107644","2018-02-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","    6",",,7","  -11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    6",",,7,1700","   60",",,7",,,,,,,,,,
"USC00107644","2018-02-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   33",",,7","    6",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   33",",,7,1700","   64",",,7",,,,,,,,,,
"USC00107644","2018-02-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   78",",,7","    6",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   61",",,7,1700","  156",",,7",,,,,,,,,,
"USC00107644","2018-02-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   78",",,7","   61",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   72",",,7,1700","  206",",,7",,,,,,,,,,
"USC00107644","2018-02-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","  102",",,7,1700","    0",",,7,1700","    0",",,7,1700","   72",",,7","   28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   33",",,7,1700","  171",",,7",,,,,,,,,,
"USC00107644","2018-02-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   44",",,7","   33",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   39",",,7,1700","  148",",,7",,,,,,,,,,
"USC00107644","2018-02-07","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   61",",,7","   22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   22",",,7,1700","  190",",,7",,,,,,,,,,
"USC00107644","2018-02-08","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   89",",,7","   22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   72",",,7,1700","  166",",,7",,,,,,,,,,
"USC00107644","2018-02-09","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   72",",,7","   17",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   22",",,7,1700","  121",",,7",,,,,,,,,,
"USC00107644","2018-02-10","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   22",",,7","  -17",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -11",",,7,1700","   74",",,7",,,,,,,,,,
"USC00107644","2018-02-11","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   -6",",,7","  -22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -22",",,7,1700","  161",",,7",,,,,,,,,,
"USC00107644","2018-02-12","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","    0",",,7","  -22",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -22",",,7,1700","  116",",,7",,,,,,,,,,
"USC00107644","2018-02-13","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","    6",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","   39",",,7",,,,,,,,,,
"USC00107644","2018-02-14","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   28",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   11",",,7,1700","  146",",,7",,,,,,,,,,
"USC00107644","2018-02-15","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   76",",,7,1700","   13",",,7,1700","   25",",,7,1700","   11",",,7","  -33",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","  175",",,7",,,,,,,,,,
"USC00107644","2018-02-16","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    5",",,7,1700","    0",",,7,1700","  -22",",,7","  -33",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","  217",",,7",,,,,,,,,,
"USC00107644","2018-02-17","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    0",",,7,1700","    0",",,7,1700","   50",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   44",",,7,1700","  254",",,7",,,,,,,,,,
"USC00107644","2018-02-18","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   44",",,7","   11",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","   11",",,7,1700","  335",",,7",,,,,,,,,,
"USC00107644","2018-02-19","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","   11",",,7","  -78",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -78",",,7,1700","  146",",,7",,,,,,,,,,
"USC00107644","2018-02-20","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    3",",,7,1700","    0",",,7,1700","  -78",",,7"," -117",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7"," -117",",,7,1700","  127",",,7",,,,,,,,,,
"USC00107644","2018-02-21","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  -28",",,7"," -117",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -39",",,7,1700","  138",",,7",,,,,,,,,,
"USC00107644","2018-02-22","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  -17",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -39",",,7,1700","  124",",,7",,,,,,,,,,
"USC00107644","2018-02-23","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  -39",",,7","  -83",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -78",",,7,1700","   89",",,7",,,,,,,,,,
"USC00107644","2018-02-24","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","   25",",,7,1700","   25",",,7,1700","  -44",",,7","  -78",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -61",",,7,1700","  232",",,7",,,,,,,,,,
"USC00107644","2018-02-25","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","   25",",,7,1700","   51",",,7,1700","  -11",",,7","  -61",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -33",",,7,1700","  220",",,7",,,,,,,,,,
"USC00107644","2018-02-26","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    3",",,7,1700","    3",",,7,1700","   25",",,7,1700","  -17",",,7","  -44",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -33",",,7,1700","  322",",,7",,,,,,,,,,
"USC00107644","2018-02-27","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","   25",",,7,1700","  -33",",,7","  -67",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -67",",,7,1700","   87",",,7",,,,,,,,,,
"USC00107644","2018-02-28","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    5",",,7,1700","    0",",,7,1700","   25",",,7,1700","  -17",",,7","  -72",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -22",",,7,1700","   85",",,7",,,,,,,,,,
"USC00107644","2018-03-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    5",",,7,1700","    0",",,7,1700","   25",",,7,1700","   17",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","    0",",,7,1700","  100",",,7",,,,,,,,,,
"USC00107644","2018-03-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   23",",,7,1700","   38",",,7,1700","   51",",,7,1700","    6",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","  220",",,7",,,,,,,,,,
"USC00107644","2018-03-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   25",",,7,1700","    5",",,7,1700","   51",",,7,1700","    6",",,7","  -28",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -17",",,7,1700","   66",",,7",,,,,,,,,,
"USC00107644","2018-03-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","   51",",,7,1700","  102",",,7,1700","  178",",,7,1700","  -17",",,7","  -44",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -39",",,7,1700","  148",",,7",,,,,,,,,,
"USC00107644","2018-03-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","  127",",,7,1700","  -22",",,7","  -44",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -44",",,7,1700","  256",",,7",,,,,,,,,,
"USC00107644","2018-03-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","    0",",,7,1700","    0",",,7,1700","  102",",,7,1700","   17",",,7","  -44",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,," -178",",D,7"," -178",",D,7","  -28",",,7,1700","  127",",,7",,,,,,,,,,
