"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00024091","2018-07-17","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","  185",",,W,",,,,,"  289",",,W","  167",",,W","   42",",,W",,,,,,,,,,,"  340",",,W","  330",",,W",,,"  134",",,W","  210",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-18","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   25",",,W,",,,,,"  306",",,W","  161",",,W","   30",",,W",,,,,,,,,,,"  360",",,W","  340",",,W",,,"  103",",,W","  161",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-19","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  344",",,W","  178",",,W","   20",",,W",,,,,,,,,,,"   80",",,W","   90",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-20","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  322",",,W","  206",",,W","   37",",,W",,,,,,,,,,,"   80",",,W","   70",",,W",,,"   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-21","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    5",",,W,",,,,,"  317",",,W","  194",",,W","   54",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-22","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","  295",",,W,",,,,,"  333",",,W","  189",",,W","   34",",,W",,,,,,,,,,,"  360",",,W","  350",",,W",,,"  125",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-23","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  278",",,W","  167",",,W","   35",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-24","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  300",",,W","  156",",,W","   36",",,W",,,,,,,,,,,"  140",",,W","  120",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-25","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    8",",,W,",,,,,"  294",",,W","  178",",,W","   44",",,W",,,,,,,,,,,"   70",",,W","   70",",,W",,,"  116",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-26","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  283",",,W","  156",",,W","   23",",,W",,,,,,,,,,,"   80",",,W","   70",",,W",,,"   89",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-27","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   33",",,W,",,,,,"  244",",,W","  150",",,W","   26",",,W",,,,,,,,,,,"  170",",,W","  160",",,W",,,"   76",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-28","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","  683",",,W,",,,,,"  283",",,W","  150",",,W","   32",",,W",,,,,,,,,,,"   30",",,W","   20",",,W",,,"   89",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-29","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   10",",,W,",,,,,"  239",",,W","  139",",,W","   22",",,W",,,,,,,,,,,"  310",",,W","  310",",,W",,,"   58",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-30","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  239",",,W","  117",",,W","   33",",,W",,,,,,,,,,,"  350",",,W","  340",",,W",,,"   72",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-07-31","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  278",",,W","  100",",,W","   17",",,W",,,,,,,,,,,"  110",",,W","  230",",,W",,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-01","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  289",",,W","  128",",,W","   16",",,W",,,,,,,,,,,"  180",",,W","  250",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-02","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  322",",,W","  144",",,W","   37",",,W",,,,,,,,,,,"  180",",,W","  180",",,W",,,"   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-03","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","  160",",,W,",,,,,"  311",",,W","  172",",,W","   35",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"  107",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-04","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  328",",,W","  161",",,W","   21",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-05","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    5",",,W,",,,,,"  300",",,W","  172",",,W","   26",",,W",,,,,,,,,,,"   10",",,W","   10",",,W",,,"  112",",,W","  183",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-06","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    3",",,W,",,,,,"  261",",,W","  167",",,W","   30",",,W",,,,,,,,,,,"   10",",,W","  340",",,W",,,"   63",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-07","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  294",",,W","  150",",,W","   19",",,W",,,,,,,,,,,"  190",",,W","  180",",,W",,,"   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-08","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    5",",,W,","    0",",,H",,,"  311",",,W","  156",",,W","   21",",,W",,,,,,,,,,,"  300",",,W","  310",",,W",,,"   81",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-09","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  328",",,W","  139",",,W","   11",",,W",,,,,,,,,,,"   20",",,W","   20",",,W",,,"   36",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-10","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   53",",,W,",,,,,"  311",",,W","  178",",,W","   26",",,W",,,,,,,,,,,"  190",",,W","  170",",,W",,,"   72",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-11","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  311",",,W","  156",",,W","   33",",,W",,,,,,,,,,,"  190",",,W","  190",",,W",,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-12","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  294",",,W","  122",",,W","   32",",,W",,,,,,,,,,,"  130",",,W","  110",",,W",,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-13","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  289",",,W","  161",",,W","   38",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-14","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  278",",,W","  150",",,W","   20",",,W",,,,,,,,,,,"   60",",,W","   40",",,W",,,"   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-15","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  311",",,W","  133",",,W","   39",",,W",,,,,,,,,,,"  160",",,W","  180",",,W",,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-16","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  283",",,W","  133",",,W","   25",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-17","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  306",",,W","  128",",,W","   22",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-18","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   20",",,W,",,,,,"  300",",,W","  133",",,W","   36",",,W",,,,,,,,,,,"  280",",,W","  270",",,W",,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-19","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   10",",,W,","    0",",,H","    0",",,H","  239",",,W","  139",",,W","   64",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,"  125",",,W","  174",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-20","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  233",",,W","   78",",,W","   42",",,W",,,,,,,,,,,"  340",",,W","  350",",,W",,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-21","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   46",",,W,",,,,,"  200",",,W","   67",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,"   54",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-22","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  189",",,W","  128",",,W","   39",",,W",,,,,,,,,,,"  130",",,W","  160",",,W",,,"   72",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-23","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  311",",,W","  178",",,W","   26",",,W",,,,,,,,,,,"  310",",,W","  310",",,W",,,"   63",",,W","   94",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-24","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  328",",,W","  122",",,W","   28",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-25","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    5",",,W,",,,,,"  322",",,W","  111",",,W","   46",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"  161",",,W","  237",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-26","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  333",",,W","  161",",,W","   28",",,W",,,,,,,,,,,"  310",",,W","  330",",,W",,,"   98",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-27","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  344",",,W","  139",",,W","   31",",,W",,,,,,,,,,,"   10",",,W","   10",",,W",,,"   94",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-28","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  244",",,W","   83",",,W","   49",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-29","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  261",",,W","   78",",,W","   47",",,W",,,,,,,,,,,"  170",",,W","  160",",,W",,,"   98",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-30","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  328",",,W","  122",",,W","   29",",,W",,,,,,,,,,,"  180",",,W","  190",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-08-31","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  339",",,W","  156",",,W","   28",",,W",,,,,,,,,,,"  340",",,W","  360",",,W",,,"  130",",,W","  201",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-01","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  289",",,W","  133",",,W","   29",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,"   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-02","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  294",",,W","  139",",,W","   25",",,W",,,,,,,,,,,"   70",",,W","   70",",,W",,,"   89",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-03","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   23",",,W,",,,,,"  244",",,W","  167",",,W","   34",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,"  107",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-04","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    3",",,W,",,,,,"  261",",,W","  167",",,W","   24",",,W",,,,,,,,,,,"   30",",,W","   10",",,W",,,"   63",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-05","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  267",",,W","  133",",,W","   42",",,W",,,,,,,,,,,"   80",",,W","   50",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-06","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  239",",,W","  117",",,W","   27",",,W",,,,,,,,,,,"  100",",,W","  120",",,W",,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-07","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   53",",,W,",,,,,"  244",",,W","  122",",,W","   26",",,W",,,,,,,,,,,"   80",",,W","   90",",,W",,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-08","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  239",",,W","  117",",,W","   38",",,W",,,,,,,,,,,"  120",",,W","  140",",,W",,,"   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-09","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  267",",,W","  161",",,W","   55",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,"   89",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-10","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  300",",,W","  144",",,W","   45",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-11","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  350",",,W","  150",",,W","   64",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"  125",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-12","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  322",",,W","  133",",,W","   65",",,W",,,,,,,,,,,"  150",",,W","  160",",,W",,,"  112",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-13","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0","T,,W,",,,,,"  339",",,W","  139",",,W","   33",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-14","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  333",",,W","  133",",,W","   35",",,W",,,,,,,,,,,"  160",",,W","  130",",,W",,,"   63",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-15","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  350",",,W","  150",",,W","   61",",,W",,,,,,,,,,,"  160",",,W","  200",",,W",,,"  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-16","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  350",",,W","  178",",,W","   48",",,W",,,,,,,,,,,"  170",",,W","  190",",,W",,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-17","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  356",",,W","  111",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  180",",,W",,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-18","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  322",",,W","  161",",,W","   47",",,W",,,,,,,,,,,"   80",",,W","   80",",,W",,,"  103",",,W","  157",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00024091","2018-09-19","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  328",",,W","  161",",,W","   43",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-20","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","   53",",,W,",,,,,"  261",",,W","  117",",,W","   30",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,"  130",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-21","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  228",",,W","   78",",,W","   35",",,W",,,,,,,,,,,"  130",",,W","  120",",,W",,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-22","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  306",",,W","   78",",,W","   53",",,W",,,,,,,,,,,"  150",",,W","  170",",,W",,,"   94",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024091","2018-09-23","40.51","-101.62","996.1","IMPERIAL MUNICIPAL AIRPORT, NE US","    0",",,W,",,,,,"  339",",,W","   50",",,W","   39",",,W",,,,,,,,,,,"  160",",,W","  150",",,W",,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
