"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00022049","2018-08-22","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  202",",,a","   60",",,a",,,,
"ASN00022049","2018-08-23","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  173",",,a","  110",",,a",,,,
"ASN00022049","2018-08-24","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    8",",,a","  174",",,a","   98",",,a",,,,
"ASN00022049","2018-08-25","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  169",",,a","  116",",,a",,,,
"ASN00022049","2018-08-26","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  158",",,a","  103",",,a",,,,
"ASN00022049","2018-08-27","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   12",",,a","  138",",,a","  104",",,a",,,,
"ASN00022049","2018-08-28","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  168",",,a","   99",",,a",,,,
"ASN00022049","2018-08-29","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  232",",,a","  109",",,a",,,,
"ASN00022049","2018-08-30","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  132",",,a","  130",",,a",,,,
"ASN00022049","2018-08-31","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","  112",",,a","  176",",,a","  105",",,a",,,,
"ASN00022049","2018-09-01","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   12",",,a","  156",",,a","  106",",,a",,,,
"ASN00022049","2018-09-02","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   20",",,a","  136",",,a","   95",",,a",,,,
"ASN00022049","2018-09-03","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    8",",,a","  149",",,a","   72",",,a",,,,
"ASN00022049","2018-09-04","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  174",",,a","   60",",,a",,,,
"ASN00022049","2018-09-05","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  158",",,a","   87",",,a",,,,
"ASN00022049","2018-09-06","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   14",",,a","  153",",,a","   96",",,a",,,,
"ASN00022049","2018-09-07","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    4",",,a","  167",",,a","   83",",,a",,,,
"ASN00022049","2018-09-08","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    4",",,a","  186",",,a","   57",",,a",,,,
"ASN00022049","2018-09-09","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  189",",,a","  110",",,a",,,,
"ASN00022049","2018-09-10","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  249",",,a","   83",",,a",,,,
"ASN00022049","2018-09-11","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  178",",,a","  134",",,a",,,,
"ASN00022049","2018-09-12","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   36",",,a","  159",",,a","   87",",,a",,,,
"ASN00022049","2018-09-13","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  177",",,a","  102",",,a",,,,
"ASN00022049","2018-09-14","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  236",",,a","   82",",,a",,,,
"ASN00022049","2018-09-15","-35.2795","136.9392","42.0","STENHOUSE BAY, AS",,,"  136",",,a",,,,,,
"ASN00022049","2018-09-16","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  157",",,a","   94",",,a",,,,
"ASN00022049","2018-09-17","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a",,,"   47",",,a",,,,
"ASN00022049","2018-09-18","-35.2795","136.9392","42.0","STENHOUSE BAY, AS",,,"  166",",,a","  107",",,a",,,,
"ASN00022049","2018-09-19","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    6",",,a","  163",",,a","   89",",,a",,,,
"ASN00022049","2018-09-20","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   24",",,a","  160",",,a","  109",",,a",,,,
"ASN00022049","2018-09-21","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  191",",,a","   97",",,a",,,,
"ASN00022049","2018-09-22","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  182",",,a","   86",",,a",,,,
"ASN00022049","2018-09-23","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  172",",,a","  122",",,a",,,,
"ASN00022049","2018-09-24","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  145",",,a","  107",",,a",,,,
"ASN00022049","2018-09-25","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  173",",,a","  107",",,a",,,,
"ASN00022049","2018-09-26","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  253",",,a","  102",",,a",,,,
"ASN00022049","2018-09-27","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  168",",,a","  127",",,a",,,,
"ASN00022049","2018-09-28","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  150",",,a","  107",",,a",,,,
"ASN00022049","2018-09-29","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  155",",,a","   98",",,a",,,,
"ASN00022049","2018-09-30","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  186",",,a","  107",",,a",,,,
"ASN00022049","2018-10-01","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  193",",,a","   99",",,a",,,,
"ASN00022049","2018-10-02","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  262",",,a","  132",",,a",,,,
"ASN00022049","2018-10-03","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  172",",,a","  131",",,a",,,,
"ASN00022049","2018-10-04","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    4",",,a","  154",",,a","  101",",,a",,,,
"ASN00022049","2018-10-05","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  158",",,a","  103",",,a",,,,
"ASN00022049","2018-10-06","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  174",",,a","  118",",,a",,,,
"ASN00022049","2018-10-07","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   18",",,a","  203",",,a","  133",",,a",,,,
"ASN00022049","2018-10-08","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  195",",,a","  143",",,a",,,,
"ASN00022049","2018-10-09","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  146",",,a","  123",",,a",,,,
"ASN00022049","2018-10-10","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  174",",,a","  114",",,a",,,,
"ASN00022049","2018-10-11","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  173",",,a","  112",",,a",,,,
"ASN00022049","2018-10-12","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  205",",,a","  126",",,a",,,,
"ASN00022049","2018-10-13","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  301",",,a","  145",",,a",,,,
"ASN00022049","2018-10-14","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  266",",,a","  167",",,a",,,,
"ASN00022049","2018-10-15","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   66",",,a","  224",",,a","  161",",,a",,,,
"ASN00022049","2018-10-16","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   84",",,a","  154",",,a","  122",",,a",,,,
"ASN00022049","2018-10-17","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   20",",,a","  148",",,a","  115",",,a",,,,
"ASN00022049","2018-10-18","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  206",",,a","  108",",,a",,,,
"ASN00022049","2018-10-19","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  270",",,a","  126",",,a",,,,
"ASN00022049","2018-10-20","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  182",",,a","  111",",,a",,,,
"ASN00022049","2018-10-21","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  231",",,a","   84",",,a",,,,
"ASN00022049","2018-10-22","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  240",",,a","  118",",,a",,,,
"ASN00022049","2018-10-23","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  169",",,a","  121",",,a",,,,
"ASN00022049","2018-10-24","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  171",",,a","  111",",,a",,,,
"ASN00022049","2018-10-25","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  190",",,a","  126",",,a",,,,
"ASN00022049","2018-10-26","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  193",",,a","  119",",,a",,,,
"ASN00022049","2018-10-27","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  195",",,a","  133",",,a",,,,
"ASN00022049","2018-10-28","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  199",",,a","  131",",,a",,,,
"ASN00022049","2018-10-29","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  181",",,a","  112",",,a",,,,
"ASN00022049","2018-10-30","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  213",",,a","  109",",,a",,,,
"ASN00022049","2018-10-31","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  244",",,a","  145",",,a",,,,
"ASN00022049","2018-11-01","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  346",",O,a","  169",",,a",,,,
"ASN00022049","2018-11-02","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   44",",,a","  215",",,a","  151",",,a",,,,
"ASN00022049","2018-11-03","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  191",",,a","  137",",,a",,,,
"ASN00022049","2018-11-04","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  202",",,a","  103",",,a",,,,
"ASN00022049","2018-11-05","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   26",",,a","  228",",,a","  160",",,a",,,,
"ASN00022049","2018-11-06","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  203",",,a","  139",",,a",,,,
"ASN00022049","2018-11-07","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  159",",,a","   98",",,a",,,,
"ASN00022049","2018-11-08","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   20",",,a","  179",",,a","   87",",,a",,,,
"ASN00022049","2018-11-09","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  229",",,a","   85",",,a",,,,
"ASN00022049","2018-11-10","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  204",",,a","  119",",,a",,,,
"ASN00022049","2018-11-11","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  242",",,a","  142",",,a",,,,
"ASN00022049","2018-11-12","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  314",",,a","  168",",,a",,,,
"ASN00022049","2018-11-13","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  189",",,a","  151",",,a",,,,
"ASN00022049","2018-11-14","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  193",",,a","  124",",,a",,,,
"ASN00022049","2018-11-15","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  198",",,a","  127",",,a",,,,
"ASN00022049","2018-11-16","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  196",",,a","  126",",,a",,,,
"ASN00022049","2018-11-17","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  199",",,a","  133",",,a",,,,
"ASN00022049","2018-11-18","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  252",",,a","  147",",,a",,,,
"ASN00022049","2018-11-19","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  360",",,a","  176",",,a",,,,
"ASN00022049","2018-11-20","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  202",",,a","  143",",,a",,,,
"ASN00022049","2018-11-21","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   48",",,a","  155",",,a","   87",",,a",,,,
"ASN00022049","2018-11-22","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   36",",,a","  164",",,a","   96",",,a",,,,
"ASN00022049","2018-11-23","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  182",",,a","  114",",,a",,,,
"ASN00022049","2018-11-24","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  162",",,a","  119",",,a",,,,
"ASN00022049","2018-11-25","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   20",",,a","  206",",,a","  117",",,a",,,,
"ASN00022049","2018-11-26","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  191",",,a","  128",",,a",,,,
"ASN00022049","2018-11-27","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   68",",,a","  193",",,a","  124",",,a",,,,
"ASN00022049","2018-11-28","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   14",",,a","  200",",,a","  126",",,a",,,,
"ASN00022049","2018-11-29","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  197",",,a","  126",",,a",,,,
"ASN00022049","2018-11-30","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  225",",,a","  109",",,a",,,,
"ASN00022049","2018-12-01","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  301",",,a","  149",",,a",,,,
"ASN00022049","2018-12-02","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   24",",,a","  201",",,a","  128",",,a",,,,
"ASN00022049","2018-12-03","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  208",",,a","  141",",,a",,,,
"ASN00022049","2018-12-04","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  212",",,a","  139",",,a",,,,
"ASN00022049","2018-12-05","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  319",",,a","  154",",,a",,,,
"ASN00022049","2018-12-06","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  407",",O,a","  177",",,a",,,,
"ASN00022049","2018-12-07","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  335",",,a","  209",",,a",,,,
"ASN00022049","2018-12-08","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   36",",,a","  209",",,a","  156",",,a",,,,
"ASN00022049","2018-12-09","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  227",",,a","  152",",,a",,,,
"ASN00022049","2018-12-10","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  232",",,a","  143",",,a",,,,
"ASN00022049","2018-12-11","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  272",",,a","  152",",,a",,,,
"ASN00022049","2018-12-12","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  342",",,a","  178",",,a",,,,
"ASN00022049","2018-12-13","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    4",",,a","  167",",,a","  119",",,a",,,,
"ASN00022049","2018-12-14","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    6",",,a","  178",",,a","  109",",,a",,,,
"ASN00022049","2018-12-15","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","   24",",,a","  222",",,a","  148",",,a",,,,
"ASN00022049","2018-12-16","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  208",",,a","  155",",,a",,,,
"ASN00022049","2018-12-17","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  218",",,a","  153",",,a",,,,
"ASN00022049","2018-12-18","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  203",",,a","  165",",,a",,,,
"ASN00022049","2018-12-19","-35.2795","136.9392","42.0","STENHOUSE BAY, AS",,,"  262",",,a","  176",",,a",,,,
"ASN00022049","2018-12-20","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  212",",,a","  155",",,a",,,,
"ASN00022049","2018-12-21","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  208",",,a","  148",",,a",,,,
"ASN00022049","2018-12-22","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  210",",,a","  143",",,a",,,,
"ASN00022049","2018-12-23","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  226",",,a","  145",",,a",,,,
"ASN00022049","2018-12-24","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    2",",,a","  354",",,a","  156",",,a",,,,
"ASN00022049","2018-12-25","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  254",",,a","  176",",,a",,,,
"ASN00022049","2018-12-26","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  269",",,a","  163",",,a",,,,
"ASN00022049","2018-12-27","-35.2795","136.9392","42.0","STENHOUSE BAY, AS","    0",",,a","  360",",,a","  173",",,a",,,,
