"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013978","2018-07-17","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  228",",,W","   15",",,W",,,,,"  264","H,,S",,,,,"  230",",,W","  240",",,W","   63",",,W","   94",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-18","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","    9",",,W",,,,,"  270","H,,S",,,,,"  170",",,W","  170",",,W","   45",",,W","   58",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-19","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","   18",",,W",,,,,"  278","H,,S",,,,,"  180",",,W","  130",",,W","   58",",,W","   72",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-20","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    5",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  239",",,W","   22",",,W",,,,,"  286","H,,S",,,,,"  220",",,W","  240",",,W","   98",",,W","  139",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-21","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  221",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W","   13",",,W",,,,,"  279","H,,S",,,,,"  340",",,W","  330",",,W","  148",",,W","  237",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-22","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  233",",,W","   12",",,W",,,,,"  283","H,,S",,,,,"  360",",,W","  350",",,W","   31",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-23","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  217",",,W","   21",",,W",,,,,"  262","H,,S",,,,,"  360",",,W","  360",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-24","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  200",",,W","   20",",,W",,,,,"  257","H,,S",,,,,"   20",",,W","   20",",,W","   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-25","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  200",",,W","   13",",,W",,,,,"  262","H,,S",,,,,"   30",",,W","   40",",,W","   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-26","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  189",",,W","    6",",,W",,,,,"  262","H,,S",,,,,"  350",",,W","  350",",,W","   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-27","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   20",",,W",,,,,"  266","H,,S",,,,,"   30",",,W","   20",",,W","   54",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-28","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0","T,,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","   15",",,W",,,,,"  262","H,,S",,,,,"  300",",,W","  290",",,W","   45",",,W","   76",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-29","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","    9",",,W",,,,,"  263","H,,S",,,,,"  180",",,W","  180",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-30","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","   89",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   16",",,W",,,,,"  264","H,,S",,,,,"  340",",,W","  320",",,W","   58",",,W","   89",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-07-31","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    3",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  206",",,W","    8",",,W",,,,,"  247","H,,S",,,,,"  360",",,W","  300",",,W","   45",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-01","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  200",",,W","   11",",,W",,,,,"  244","H,,S",,,,,"  340",",,W","  330",",,W","   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-02","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  189",",,W","   16",",,W",,,,,"  252","H,,S",,,,,"  340",",,W","   20",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-03","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  194",",,W","   17",",,W",,,,,"  264","H,,S",,,,,"  160",",,W","  160",",,W","   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-04","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  211",",,W","   20",",,W",,,,,"  271","H,,S",,,,,"  170",",,W","  200",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-05","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  228",",,W","   13",",,W",,,,,"  276","H,,S",,,,,"  200",",,W","  200",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-06","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W","   12",",,W",,,,,"  279","H,,S",,,,,"  190",",,W","  210",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-07","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  217",",,W","   15",",,W",,,,,"  279","H,,S",,,,,"  200",",,W","  210",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-08","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  217",",,W","   18",",,W",,,,,"  278","H,,S",,,,,"  220",",,W","  250",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-09","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  147",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W","   11",",,W",,,,,"  266","H,,S",,,,,"  210",",,W","  180",",,W","   67",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-10","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W","   16",",,W",,,,,"  259","H,,S",,,,,"  220",",,W","  210",",,W","   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-11","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  222",",,W","   13",",,W",,,,,"  272","H,,S",,,,,"  210",",,W","  200",",,W","   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-12","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","   48",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  228",",,W","    9",",,W",,,,,"  262","H,,S",,,,,"  240",",,W","  240",",,W","   67",",,W","  103",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-13","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","   10",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","    9",",,W",,,,,"  257","H,,S",,,,,"  320",",,W","  300",",,W","   67",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-14","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W","    5",",,W",,,,,"  266","H,,S",,,,,"  200",",,W","  210",",,W","   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-15","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  222",",,W","   18",",,W",,,,,"  283","H,,S",,,,,"  210",",,W","  210",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-16","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  361",",,W","  244",",,W","   33",",,W",,,,,"  295","H,,S",,,,,"  170",",,W","  170",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-17","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  538",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  233",",,W","   17",",,W",,,,,"  264","H,,S",,,,,"  230",",,W","  220",",,W","   89",",,W","  130",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-18","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","   81",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  228",",,W","   17",",,W",,,,,"  278","H,,S",,,,,"  200",",,W",,,"   40",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-19","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0","T,,W,2400","    0",",,H","    0",",,H","  300",",,W","  228",",,W","   27",",,W",,,,,"  253","H,,S",,,,,"  210",",,W","  200",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-20","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  198",",,W,2400",,,"    0",",,H","  317",",,W","  222",",,W","   30",",,W",,,,,"  259","H,,S",,,,,"  240",",,W","  230",",,W","  103",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-21","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  211",",,W","   17",",,W",,,,,"  254","H,,S",,,,,"  230",",,W","  250",",,W","   58",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-22","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  183",",,W","   14",",,W",,,,,"  245","H,,S",,,,,"   40",",,W","  330",",,W","   54",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-23","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  178",",,W","   16",",,W",,,,,"  237","H,,S",,,,,"   40",",,W","  360",",,W","   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-24","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  189",",,W","   14",",,W",,,,,"  242","H,,S",,,,,"  100",",,W","  120",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-25","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  206",",,W","   12",",,W",,,,,"  263","H,,S",,,,,"  160",",,W","  210",",,W","   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-26","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","   22",",,W",,,,,"  281","H,,S",,,,,"  140",",,W","  150",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-27","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","   26",",,W",,,,,"  284","H,,S",,,,,"  160",",,W","  160",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-28","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0","T,,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W","   25",",,W",,,,,"  277","H,,S",,,,,"  170",",,W","  170",",,W","   89",",,W","  107",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-29","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  518",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","   17",",,W",,,,,"  261","H,,S",,,,,"  180",",,W","  230",",,W","  103",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-30","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W","   14",",,W",,,,,"  260","H,,S",,,,,"   70",",,W","   70",",,W","   58",",,W","   67",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-08-31","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0","T,,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   23",",,W",,,,,"  264","H,,S",,,,,"  120",",,W","  130",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-01","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W","   33",",,W",,,,,"  268","H,,S",,,,,"  130",",,W","  130",",,W","   98",",,W","  134",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-02","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W","   32",",,W",,,,,"  271","H,,S",,,,,"  120",",,W","  110",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-03","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","   34",",,W",,,,,"  269","H,,S",,,,,"  110",",,W","  110",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-04","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    3",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  228",",,W","   32",",,W",,,,,"  273","H,,S",,,,,"  150",",,W","  150",",,W","  107",",,W","  125",",,W",,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-05","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","  546",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  217",",,W","   40",",,W",,,,,"  244","H,,S",,,,,"   70",",,W","   60",",,W","   98",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-06","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US"," 1118",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  228",",,W","   32",",,W",,,,,"  249","H,,S",,,,,"  210",",,W","  190",",,W","   98",",,W","  125",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013978","2018-09-07","33.4963","-90.0866","40.5","GREENWOOD LEFLORE AIRPORT, MS US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  233",",,W","   28",",,W",,,,,"  258","H,,S",,,,,"  160",",,W","  270",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
