"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00102942","2018-03-04","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   25",",,7,0700","    5",",,7","   25",",,7","   44",",,7","  -56",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -39",",,7,0700","    0",",,7",,,"   33",",,7",,,"   50",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-05","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    8",",,7","   25",",,7","   67",",,7","  -39",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -28",",,7,0700","    0",",,7",,,"   33",",,7",,,"   61",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-06","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","   89",",,7","  -50",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -50",",,7,0700","    0",",,7",,,"   33",",,7",,,"   83",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-07","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  111",",,7","  -50",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -33",",,7,0700","    0",",,7",,,"   33",",,7",,,"  100",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-08","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  106",",,7","  -39",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   22",",,7,0700","    0",",,7",,,"   33",",,7",,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-09","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   22",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   78",",,7,0700","    0",",,7",,,"   44",",,7",,,"  106",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-10","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  183",",,7","  -17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -17",",,7,0700","    0",",,7",,,"   44",",,7",,,"  106",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-11","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","  -17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   56",",,7,0700","    0",",,7",,,"   44",",,7",,,"  133",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-12","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","    6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","    6",",,7,0700","    0",",,7",,,"   72",",,7",,,"  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-13","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","    0",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   22",",,7,0700","    0",",,7",,,"   72",",,7",,,"  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-14","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","  183",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   22",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   83",",,7,0700","    0",",,7",,,"   67",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-15","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  106",",,7","   28",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   28",",,7,0700","    0",",,7",,,"   44",",,7",,,"  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-16","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    3",",,7,0700","    0",",,7","    0",",,7","  111",",,7","   17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   17",",,7,0700","    0",",,7",,,"   78",",,7",,,"  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-17","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   30",",,7,0700","    0",",,7","    0",",,7","  100",",,7","   17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   22",",,7,0700","    0",",,7",,,"   72",",,7",,,"  117",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-18","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   20",",,7,0700","    0",",,7","    0",",,7","   83",",,7","   11",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   17",",,7,0700","    0",",,7",,,"   72",",,7",,,"  100",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-19","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","  -17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -11",",,7,0700","    0",",,7",,,"   67",",,7",,,"  133",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-20","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","  -17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   33",",,7,0700","    0",",,7",,,"   67",",,7",,,"  133",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-21","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   33",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   61",",,7,0700","    0",",,7",,,"   83",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-22","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   20",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   61",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  106",",,7,0700","    0",",,7",,,"   89",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-23","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   81",",,7,0700","    0",",,7","    0",",,7","  194",",,7","    6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","    6",",,7,0700","    0",",,7",,,"   78",",,7",,,"  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-24","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","    6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   44",",,7,0700","    0",",,7",,,"   72",",,7",,,"  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-25","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","   94",",,7","   17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   17",",,7,0700","    0",",,7",,,"   72",",,7",,,"  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-26","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   91",",,7,0700","   18",",,7","   25",",,7","   94",",,7","  -39",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -39",",,7,0700","    0",",,7",,,"   56",",,7",,,"  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-27","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  106",",,7","  -39",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   -6",",,7,0700","    0",",,7",,,"   56",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-28","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   -6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   28",",,7,0700","    0",",,7",,,"   67",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-29","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   22",",,7,0700","    0",",,7",,,"   89",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-30","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   11",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   22",",,7,0700","    0",",,7",,,"   89",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-03-31","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   17",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   50",",,7,0700","    0",",,7",,,"   94",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-01","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   22",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   28",",,7,0700","    0",",,7",,,"  100",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-02","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  161",",,7","   22",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   28",",,7,0700","    0",",,7",,,"   94",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-03","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","   83",",,7","  -39",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  -33",",,7,0700","    0",",,7",,,"   67",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-04","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","  -33",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   50",",,7,0700","    0",",,7",,,"   61",",,7",,,"  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-05","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   50",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  100",",,7,0700","    0",",,7",,,"   94",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-06","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   53",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   89",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   89",",,7,0700","    0",",,7",,,"   67",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-07","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   89",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","  111",",,7,0700","    0",",,7",,,"   67",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-08","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   41",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   83",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   89",",,7,0700","    0",",,7",,,"  122",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-09","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   -6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","    0",",,7,0700","    0",",,7",,,"   83",",,7",,,"  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-10","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","    0",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   67",",,7,0700","    0",",,7",,,"   83",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-11","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    5",",,7,0700","    0",",,7","    0",",,7","  178",",,7","   50",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   56",",,7,0700","    0",",,7",,,"  100",",,7",,,"  167",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-12","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   28",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   28",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   28",",,7,0700","    0",",,7",,,"  117",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-13","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  122",",,7","  -11",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   -6",",,7,0700","    0",",,7",,,"   89",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-14","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   -6",",,7",,,,,"    0",",,7,",,,,," -178",",D,7"," -178",",D,7","   61",",,7,0700","    0",",,7",,,"   89",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-15","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   61",",,7",,,,,"   28",",,7,",,,,,"  100",",D,7","  200",",D,7","   94",",,7,0700","   27",",,7",,,"  128",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-16","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   13",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   56",",,7",,,,,"   25",",,7,",,,,,"  100",",D,7","  178",",D,7","   56",",,7,0700","   55",",,7",,,"  128",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-17","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","  -17",",,7",,,,,"   30",",,7,",,,,,"   44",",D,7","  133",",D,7","   11",",,7,0700","   23",",,7",,,"   83",",,7",,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-18","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   -6",",,7",,,,,"   36",",,7,",,,,,"   44",",D,7","  139",",D,7","    6",",,7,0700","   32",",,7",,,"   83",",,7",,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-19","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","    6",",,7",,,,,"   28",",,7,",,,,,"   33",",D,7","  178",",D,7","   56",",,7,0700","   32",",,7",,,"   83",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-20","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   28",",,7",,,,,"   53",",,7,",,,,,"   89",",D,7","  211",",D,7","   56",",,7,0700","   40",",,7",,,"  106",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-21","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   44",",,7",,,,,"   58",",,7,",,,,,"   78",",D,7","  228",",D,7","   50",",,7,0700","   58",",,7",,,"  111",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-22","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   17",",,7",,,,,"   51",",,7,",,,,,"   89",",D,7","  256",",D,7","   22",",,7,0700","   27",",,7",,,"  128",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-23","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   11",",,7",,,,,"   58",",,7,",,,,,"   56",",D,7","  211",",D,7","   28",",,7,0700","   51",",,7",,,"  122",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-24","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   28",",,7",,,,,"   48",",,7,",,,,,"   61",",D,7","  222",",D,7","   89",",,7,0700","   63",",,7",,,"  122",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-25","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   50",",,7",,,,,"   56",",,7,",,,,,"   94",",D,7","  244",",D,7","   56",",,7,0700","   47",",,7",,,"  139",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-26","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","   56",",,7",,,,,"   61",",,7,",,,,,"   89",",D,7","  256",",D,7","   72",",,7,0700","   26",",,7",,,"  144",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-27","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   72",",,7",,,,,"   56",",,7,",,,,,"  100",",D,7","  278",",D,7","   89",",,7,0700","   29",",,7",,,"  156",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-28","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   89",",,7",,,,,"   56",",,7,",,,,,"  128",",D,7","  278",",D,7","  122",",,7,0700","   34",",,7",,,"  167",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-29","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   56",",,7",,,,,"   56",",,7,",,,,,"  111",",D,7","  233",",D,7","   67",",,7,0700","   50",",,7",,,"  172",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-04-30","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    5",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   11",",,7",,,,,"   23",",,7,",,,,,"   78",",D,7","  189",",D,7","   22",",,7,0700","   21",",,7",,,"  128",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-05-01","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   22",",,7",,,,,"   30",",,7,",,,,,"   67",",,7","  189",",,7","   44",",,7,0700","   42",",,7",,,"  122",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-05-02","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   11",",,7",,,,,"   56",",,7,",,,,,"   78",",,7","  233",",,7","   22",",,7,0700","   51",",,7",,,"  122",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-05-03","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   22",",,7",,,,,"   58",",,7,",,,,,"   78",",,7","  250",",,7","   44",",,7,0700","   35",",,7",,,"  133",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-05-04","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","   44",",,7",,,,,"   61",",,7,",,,,,"  100",",,7","  267",",,7","   94",",,7,0700","   40",",,7",,,"  156",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2018-05-05","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,"   53",",,7,",,,,,"  128",",,7","  278",",,7","  106",",,7,0700","   23",",,7",,,"  172",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,,,
