"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00102942","2019-05-10","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   72",",,7",,,,,"   66",",,7,",,,,,"  106",",,7","  267",",,7","   89",",,7,0700","   56",",,7",,,"  189",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-11","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   67",",,7",,,,,"   69",",,7,",,,,,"  100",",,7","  278",",,7","   72",",,7,0700","   32",",,7",,,"  189",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-12","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   72",",,7",,,,,"   71",",,7,",,,,,"  111",",,7","  300",",,7","  100",",,7,0700","   21",",,7",,,"  194",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-13","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","   94",",,7",,,,,"   66",",,7,",,,,,"  133",",,7","  311",",,7","  111",",,7,0700","   16",",,7",,,"  194",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-14","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  111",",,7",,,,,"   71",",,7,",,,,,"  144",",,7","  311",",,7","  133",",,7,0700","   23",",,7",,,"  217",",,7",,,"  333",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-15","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  128",",,7",,,,,"   58",",,7,",,,,,"  156",",,7","  278",",,7","  128",",,7,0700","   18",",,7",,,"  222",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-16","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   15",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  106",",,7",,,,,"   10",",,7,",,,,,"  144",",,7","  200",",,7","  106",",,7,0700","   13",",,7",,,"  194",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-17","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   97",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   78",",,7",,,,,"  -84",",X,7,",,,,,"  100",",,7","  156",",,7","   83",",,7,0700","   39",",,7",,,"  161",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-18","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","  109",",,7,0700","    0",",,7","    0",",,7","  106",",,7","   67",",,7",,,,," -102",",X,7,",,,,,"  100",",,7","  117",",,7","   67",",,7,0700","   24",",,7",,,"  144",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-19","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   67",",,7",,,,,"   38",",,7,",,,,,"  100",",,7","  267",",,7","  100",",,7,0700","   16",",,7",,,"  144",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-20","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   94",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   83",",,7",,,,,"  -84",",X,7,",,,,,"  122",",,7","  156",",,7","   89",",,7,0700","   11",",,7",,,"  156",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-21","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","  130",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   67",",,7",,,,," -102",",X,7,",,,,,"  111",",,7","  189",",,7","   72",",,7,0700","   42",",,7",,,"  156",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-22","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   13",",,7,0700","    0",",,7","    0",",,7","  161",",,7","   72",",,7",,,,,"   -8",",X,7,",,,,,"  111",",,7","  222",",,7","   78",",,7,0700","   13",",,7",,,"  156",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-23","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   28",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   61",",,7",,,,,"   -3",",X,7,",,,,,"  122",",,7","  189",",,7","   61",",,7,0700","   55",",,7",,,"  150",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-24","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   61",",,7",,,,,"   64",",,7,",,,,,"  111",",,7","  267",",,7","   72",",,7,0700","   71",",,7",,,"  150",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-25","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   66",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   72",",,7",,,,,"   43",",,7,",,,,,"  122",",,7","  189",",,7","   72",",,7,0700","   27",",,7",,,"  156",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-26","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    8",",,7,0700","    0",",,7","    0",",,7","  178",",,7","   72",",,7",,,,,"   23",",,7,",,,,,"  122",",,7","  211",",,7","   83",",,7,0700","   24",",,7",,,"  156",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-27","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","  165",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   72",",,7",,,,,"  -99",",X,7,",,,,,"  111",",,7","  211",",,7","   72",",,7,0700","   23",",,7",,,"  144",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-28","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   72",",,7",,,,,"   66",",,7,",,,,,"  133",",,7","  278",",,7","  122",",,7,0700","   84",",,7",,,"  144",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-29","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   20",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  122",",,7",,,,,"   48",",,7,",,,,,"  133",",,7","  300",",,7","  122",",,7,0700","   61",",,7",,,"  156",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-05-31","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","   64",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  122",",,7",,,,,"  -15",",X,7,",,,,,"  150",",,7","  289",",,7","  139",",,7,0700","   32",",,7",,,"  183",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-01","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  139",",,7",,,,,"   74",",,7,",,,,,"  161",",,7","  322",",,7","  139",",,7,0700","   39",",,7",,,"  183",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-02","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,"   64",",,7,",,,,,"  161",",,7","  328",",,7","  139",",,7,0700","   24",",,7",,,"  206",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-03","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,"   76",",,7,",,,,,"  172",",,7","  322",",,7","  156",",,7,0700","   40",",,7",,,"  206",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-04","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,"   76",",,7,",,,,,"  172",",,7","  333",",,7","  144",",,7,0700","   35",",,7",,,"  211",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-05","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  106",",,7",,,,,"   76",",,7,",,,,,"  150",",,7","  322",",,7","  111",",,7,0700","   31",",,7",,,"  200",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-06","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  111",",,7",,,,,"   91",",,7,",,,,,"  156",",,7","  322",",,7","  139",",,7,0700","   50",",,7",,,"  200",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-07","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    3",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   67",",,7",,,,,"   53",",,7,",,,,,"  122",",,7","  256",",,7","   67",",,7,0700","   61",",,7",,,"  183",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-08","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   28",",,7",,,,,"   46",",,7,",,,,,"   89",",,7","  200",",,7","   33",",,7,0700","   42",",,7",,,"  156",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-09","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   33",",,7",,,,,"   66",",,7,",,,,,"   89",",,7","  261",",,7","   50",",,7,0700","   39",",,7",,,"  156",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-10","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","   50",",,7",,,,,"   64",",,7,",,,,,"  100",",,7","  294",",,7","   78",",,7,0700","   27",",,7",,,"  167",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-11","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   78",",,7",,,,,"   66",",,7,",,,,,"  133",",,7","  300",",,7","  139",",,7,0700","   21",",,7",,,"  183",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-12","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  128",",,7",,,,,"   74",",,7,",,,,,"  156",",,7","  317",",,7","  144",",,7,0700","   43",",,7",,,"  206",",,7",,,"  328",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-13","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  144",",,7",,,,,"   76",",,7,",,,,,"  178",",,7","  339",",,7","  167",",,7,0700","   48",",,7",,,"  222",",,7",,,"  339",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-14","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  150",",,7",,,,,"   76",",,7,",,,,,"  189",",,7","  344",",,7","  167",",,7,0700","   34",",,7",,,"  239",",,7",,,"  339",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-15","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  111",",,7",,,,,"   86",",,7,",,,,,"  167",",,7","  328",",,7","  122",",,7,0700","   40",",,7",,,"  239",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-16","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  122",",,7",,,,,"   84",",,7,",,,,,"  156",",,7","  328",",,7","  122",",,7,0700","   37",",,7",,,"  239",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-17","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  122",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  322",",,7","  172",",,7,0700","   35",",,7",,,"  239",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-18","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  161",",,7",,,,,"   84",",,7,",,,,,"  178",",,7","  333",",,7","  167",",,7,0700","   39",",,7",,,"  217",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-19","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  139",",,7",,,,,"   91",",,7,",,,,,"  167",",,7","  322",",,7","  161",",,7,0700","   45",",,7",,,"  217",",,7",,,"  333",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-20","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   72",",,7",,,,,"   91",",,7,",,,,,"  122",",,7","  289",",,7","   78",",,7,0700","   63",",,7",,,"  228",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-21","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   67",",,7",,,,,"   71",",,7,",,,,,"  111",",,7","  244",",,7","   83",",,7,0700","   63",",,7",,,"  211",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-22","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   83",",,7",,,,,"   48",",,7,",,,,,"  111",",,7","  239",",,7","   89",",,7,0700","   34",",,7",,,"  183",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-23","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","   89",",,7",,,,,"   71",",,7,",,,,,"  111",",,7","  289",",,7","  144",",,7,0700","   42",",,7",,,"  183",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-24","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  122",",,7",,,,,"   74",",,7,",,,,,"  144",",,7","  306",",,7","  128",",,7,0700","   42",",,7",,,"  222",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-25","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  128",",,7",,,,,"   69",",,7,",,,,,"  139",",,7","  311",",,7","  161",",,7,0700","   23",",,7",,,"  222",",,7",,,"  339",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-26","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,"   61",",,7,",,,,,"  161",",,7","  300",",,7","  128",",,7,0700","   19",",,7",,,"  239",",,7",,,"  322",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-27","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  128",",,7",,,,,"   79",",,7,",,,,,"  167",",,7","  300",",,7","  144",",,7,0700","   50",",,7",,,"  239",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-28","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  122",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  311",",,7","  122",",,7,0700","   29",",,7",,,"  250",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-29","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  117",",,7",,,,,"   25",",,7,",,,,,"  133",",,7","  206",",,7","  117",",,7,0700","   14",",,7",,,"  211",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-06-30","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  117",",,7",,,,,"   74",",,7,",,,,,"  178",",,7","  322",",,7","  144",",,7,0700","   29",",,7",,,"  211",",,7",,,"  328",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-01","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  144",",,7",,,,,"   81",",,7,",,,,,"  156",",,7","  306",",,7","  150",",,7,0700","   43",",,7",,,"  233",",,7",,,"  344",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-02","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  150",",,7",,,,,"   86",",,7,",,,,,"  156",",,7","  322",",,7","  161",",,7,0700","   34",",,7",,,"  239",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-03","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  128",",,7",,,,,"   84",",,7,",,,,,"  156",",,7","  311",",,7","  144",",,7,0700","   60",",,7",,,"  250",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-04","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  122",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  300",",,7","  122",",,7,0700","   48",",,7",,,"  228",",,7",,,"  311",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-05","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  122",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  322",",,7","  128",",,7,0700","   34",",,7",,,"  222",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-06","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  122",",,7",,,,,"   94",",,7,",,,,,"  156",",,7","  333",",,7","  161",",,7,0700","   31",",,7",,,"  239",",,7",,,"  367",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-07","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  161",",,7",,,,,"   79",",,7,",,,,,"  178",",,7","  333",",,7","  161",",,7,0700","   37",",,7",,,"  261",",,7",,,"  367",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-08","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  128",",,7",,,,,"   84",",,7,",,,,,"  178",",,7","  322",",,7","  128",",,7,0700","   32",",,7",,,"  256",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-09","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  128",",,7",,,,,"   71",",,7,",,,,,"  167",",,7","  300",",,7","  133",",,7,0700","   31",",,7",,,"  250",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-10","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  133",",,7",,,,,"   74",",,7,",,,,,"  167",",,7","  333",",,7","  200",",,7,0700","   26",",,7",,,"  250",",,7",,,"  361",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-11","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  144",",,7",,,,,"   61",",,7,",,,,,"  189",",,7","  311",",,7","  150",",,7,0700","   19",",,7",,,"  267",",,7",,,"  350",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-12","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  150",",,7",,,,,"   76",",,7,",,,,,"  189",",,7","  356",",,7","  167",",,7,0700","   29",",,7",,,"  267",",,7",,,"  378",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-13","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  367",",,7","  167",",,7",,,,,"   97",",,7,",,,,,"  200",",,7","  372",",,7","  189",",,7,0700","   50",",,7",,,"  278",",,7",,,"  389",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-14","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  178",",,7",,,,,"   86",",,7,",,,,,"  200",",,7","  367",",,7","  178",",,7,0700","   32",",,7",,,"  300",",,7",,,"  394",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-15","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  156",",,7",,,,,"   91",",,7,",,,,,"  189",",,7","  344",",,7","  156",",,7,0700","   50",",,7",,,"  294",",,7",,,"  400",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-16","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  156",",,7",,,,,"   69",",,7,",,,,,"  189",",,7","  328",",,7","  167",",,7,0700","   39",",,7",,,"  278",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-17","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  117",",,7",,,,,"   61",",,7,",,,,,"  178",",,7","  300",",,7","  139",",,7,0700","   34",",,7",,,"  267",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-18","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  139",",,7",,,,,"   74",",,7,",,,,,"  178",",,7","  339",",,7","  150",",,7,0700","   24",",,7",,,"  267",",,7",,,"  372",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-19","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  144",",,7",,,,,"   76",",,7,",,,,,"  167",",,7","  339",",,7","  144",",,7,0700","   34",",,7",,,"  272",",,7",,,"  383",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-20","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  128",",,7",,,,,"   76",",,7,",,,,,"  144",",,7","  300",",,7","  128",",,7,0700","   51",",,7",,,"  239",",,7",,,"  328",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-21","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  128",",,7",,,,,"   84",",,7,",,,,,"  133",",,7","  317",",,7","  183",",,7,0700","   39",",,7",,,"  239",",,7",,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-22","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  183",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  283",",,7","  211",",,7,0700","   32",",,7",,,"  228",",,7",,,"  372",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-23","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  378",",,7","  211",",,7",,,,,"   84",",,7,",,,,,"  156",",,7","  339",",,7","  228",",,7,0700","   24",",,7",,,"  250",",,7",,,"  372",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-24","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  167",",,7",,,,,"   53",",,7,",,,,,"  189",",,7","  244",",,7","  167",",,7,0700","   45",",,7",,,"  261",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-25","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  117",",,7",,,,,"   76",",,7,",,,,,"  156",",,7","  322",",,7","  117",",,7,0700","   45",",,7",,,"  261",",,7",,,"  367",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00102942","2019-07-26","43.8544","-116.4663","728.5","EMMETT 2 E, ID US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  117",",,7",,,,,"   86",",,7,",,,,,"  156",",,7","  328",",,7","  167",",,7,0700","   31",",,7",,,"  256",",,7",,,"  367",",,7",,,,,,,,,,,,,,,,,,,,,,
