"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00015548","2018-07-18","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  291",",,S","   21",",,S",,,,,,,,,"  163","H,,S"
"ASN00015548","2018-07-19","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  308",",,S","   40",",,S",,,,,,,,,"  181","H,,S"
"ASN00015548","2018-07-20","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  304",",,S",,,,,,,,,,,"  179","H,,S"
"ASN00015548","2018-07-21","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  295",",,S","   42",",,S",,,,,,,,,"  164","H,,S"
"ASN00015548","2018-07-22","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  294",",,S","   42",",,S",,,,,,,,,"  169","H,,S"
"ASN00015548","2018-07-23","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  316",",,S","   42",",,S",,,,,,,,,"  186","H,,S"
"ASN00015548","2018-07-24","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  318",",,S","   64",",,S",,,,,,,,,"  199","H,,S"
"ASN00015548","2018-07-25","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  321",",,S",,,,,,,,,,,"  196","H,,S"
"ASN00015548","2018-07-26","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  337",",,S","   64",",,S",,,,,,,,,"  226","H,,S"
"ASN00015548","2018-07-27","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  287",",,S",,,,,,,,,,,"  191","H,,S"
"ASN00015548","2018-07-28","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  286",",,S","   58",",,S",,,,,,,,,"  195","H,,S"
"ASN00015548","2018-07-29","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  281",",,S",,,,,,,,,,,"  178","H,,S"
"ASN00015548","2018-07-30","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  295",",,S","   60",",,S",,,,,,,,,"  195","H,,S"
"ASN00015548","2018-07-31","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  318",",,S","   78",",,S",,,,,,,,,"  226","H,,S"
"ASN00015548","2018-08-01","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  320",",,S","  111",",,S",,,,,,,,,"  250","H,,S"
"ASN00015548","2018-08-02","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  291",",,S",,,,,,,,,,,"  195","H,,S"
"ASN00015548","2018-08-03","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  227",",,S",,,,,,,,,,,"  122","H,,S"
"ASN00015548","2018-08-04","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  292",",,S","   11",",,S",,,,,,,,,"  176","H,,S"
"ASN00015548","2018-08-05","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  275",",,S","   53",",,S",,,,,,,,,"  182","H,,S"
"ASN00015548","2018-08-06","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  226",",,S",,,,,,,,,,,"  136","H,,S"
"ASN00015548","2018-08-07","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  259",",,S",,,,,,,,,,,"  138","H,,S"
"ASN00015548","2018-08-08","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  271",",,S","   14",",,S",,,,,,,,,"  162","H,,S"
"ASN00015548","2018-08-09","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  282",",,S","   17",",,S",,,,,,,,,"  154","H,,S"
"ASN00015548","2018-08-10","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  314",",,S",,,,,,,,,,,"  209","H,,S"
"ASN00015548","2018-08-11","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  237",",,S",,,,,,,,,,,"  159","H,,S"
"ASN00015548","2018-08-12","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  235",",,S",,,,,,,,,,,"  145","H,,S"
"ASN00015548","2018-08-13","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  234",",,S",,,,,,,,,,,"  134","H,,S"
"ASN00015548","2018-08-14","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  262",",,S",,,,,,,,,,,"  142","H,,S"
"ASN00015548","2018-08-15","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  287",",,S","   10",",,S",,,,,,,,,"  156","H,,S"
"ASN00015548","2018-08-16","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  300",",,S",,,,,,,,,,,"  172","H,,S"
"ASN00015548","2018-08-17","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  310",",,S",,,,,,,,,,,"  180","H,,S"
"ASN00015548","2018-08-18","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  316",",,S","   40",",,S",,,,,,,,,"  196","H,,S"
"ASN00015548","2018-08-19","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  294",",,S","   62",",,S",,,,,,,,,"  199","H,,S"
"ASN00015548","2018-08-20","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  259",",,S",,,,,,,,,,,"  136","H,,S"
"ASN00015548","2018-08-21","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  259",",,S","   -4",",,S",,,,,,,,,"  139","H,,S"
"ASN00015548","2018-08-22","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  304",",,S",,,,,,,,,,,"  183","H,,S"
"ASN00015548","2018-08-23","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  287",",,S",,,,,,,,,,,"  184","H,,S"
"ASN00015548","2018-08-24","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  256",",,S","   42",",,S",,,,,,,,,"  156","H,,S"
"ASN00015548","2018-08-25","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  282",",,S","   45",",,S",,,,,,,,,"  169","H,,S"
"ASN00015548","2018-08-26","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  294",",,S","   50",",,S",,,,,,,,,"  186","H,,S"
"ASN00015548","2018-08-27","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  311",",,S","   57",",,S",,,,,,,,,"  202","H,,S"
"ASN00015548","2018-08-28","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  330",",,S","   63",",,S",,,,,,,,,"  222","H,,S"
"ASN00015548","2018-08-29","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  333",",,S","  106",",,S",,,,,,,,,"  254","H,,S"
"ASN00015548","2018-08-30","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  303",",,S",,,,,,,,,,,"  226","H,,S"
"ASN00015548","2018-08-31","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  291",",,S",,,,,,,,,,,"  193","H,,S"
"ASN00015548","2018-09-01","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  338",",,S","   77",",,S",,,,,,,,,"  237","H,,S"
"ASN00015548","2018-09-02","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  345",",,S","  106",",,S",,,,,,,,,"  238","H,,S"
"ASN00015548","2018-09-03","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  348",",,S","  118",",,S",,,,,,,,,"  263","H,,S"
"ASN00015548","2018-09-04","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  338",",,S","  160",",,S",,,,,,,,,"  256","H,,S"
"ASN00015548","2018-09-05","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  375",",,S","  183",",,S",,,,,,,,,"  266","H,,S"
"ASN00015548","2018-09-06","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  352",",,S",,,,,,,,,,,"  253","H,,S"
"ASN00015548","2018-09-07","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  340",",,S",,,,,,,,,,,"  239","H,,S"
"ASN00015548","2018-09-08","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  340",",,S","  114",",,S",,,,,,,,,"  242","H,,S"
"ASN00015548","2018-09-09","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  345",",,S","  129",",,S",,,,,,,,,"  255","H,,S"
"ASN00015548","2018-09-10","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  327",",,S",,,,,,,,,,,"  216","H,,S"
"ASN00015548","2018-09-11","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  348",",,S","   84",",,S",,,,,,,,,"  224","H,,S"
"ASN00015548","2018-09-12","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  357",",,S",,,,,,,,,,,"  233","H,,S"
"ASN00015548","2018-09-13","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  341",",,S","   78",",,S",,,,,,,,,"  233","H,,S"
"ASN00015548","2018-09-14","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  359",",,S","  101",",,S",,,,,,,,,"  250","H,,S"
"ASN00015548","2018-09-15","-20.1883","130.0161","340.0","RABBIT FLAT, AS",,,"  377",",,S",,,,,,,,,,,"  318","H,,S"
"ASN00015548","2018-09-16","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  313",",,S",,,,,,,,,,,"  233","H,,S"
"ASN00015548","2018-09-18","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  367",",,S",,,,,,,,,,,"  243","H,,S"
"ASN00015548","2018-09-19","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  357",",,S",,,,,,,,,,,"  268","H,,S"
"ASN00015548","2018-09-20","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  279",",,S","  170",",,S",,,,,,,,,"  226","H,,S"
"ASN00015548","2018-09-21","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  237",",,S",,,,,,,,,,,"  189","H,,S"
"ASN00015548","2018-09-22","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  336",",,S",,,,,,,,,,,"  230","H,,S"
"ASN00015548","2018-09-23","-20.1883","130.0161","340.0","RABBIT FLAT, AS",,,"  354",",,S","  114",",,S",,,,,,,,,"  253","H,,S"
"ASN00015548","2018-09-24","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S",,,,,,,,,,,,,"  216","H,,S"
"ASN00015548","2018-09-25","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  349",",,S",,,,,,,,,,,"  239","H,,S"
"ASN00015548","2018-09-26","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  358",",,S","  108",",,S",,,,,,,,,"  244","H,,S"
"ASN00015548","2018-09-27","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  368",",,S","  116",",,S",,,,,,,,,"  251","H,,S"
"ASN00015548","2018-09-28","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  373",",,S","  116",",,S",,,,,,,,,"  279","H,,S"
"ASN00015548","2018-09-29","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  379",",,S","  142",",,S",,,,,,,,,"  293","H,,S"
"ASN00015548","2018-09-30","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  381",",,S","  168",",,S",,,,,,,,,"  296","H,,S"
"ASN00015548","2018-10-01","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  386",",,S",,,,,,,,,,,"  293","H,,S"
"ASN00015548","2018-10-02","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  380",",,S","  167",",,S",,,,,,,,,"  287","H,,S"
"ASN00015548","2018-10-03","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  400",",,S","  169",",,S",,,,,,,,,"  309","H,,S"
"ASN00015548","2018-10-04","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  381",",,S","  208",",,S",,,,,,,,,"  296","H,,S"
"ASN00015548","2018-10-05","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  388",",,S",,,,,,,,,,,"  307","H,,S"
"ASN00015548","2018-10-06","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  400",",,S","  206",",,S",,,,,,,,,"  325","H,,S"
"ASN00015548","2018-10-07","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  409",",,S","  235",",,S",,,,,,,,,"  326","H,,S"
"ASN00015548","2018-10-08","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   89",",,S","  399",",,S","  228",",,S",,,,,,,,,"  306","H,,S"
"ASN00015548","2018-10-09","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   99",",,S","  360",",,S",,,,,,,,,,,"  248","H,,S"
"ASN00015548","2018-10-10","-20.1883","130.0161","340.0","RABBIT FLAT, AS","  259",",,S","  370",",,S",,,,,,,,,,,"  263","H,,S"
"ASN00015548","2018-10-11","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    3",",,S","  284",",,S","  172",",,S",,,,,,,,,"  231","H,,S"
"ASN00015548","2018-10-12","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  315",",,S","  190",",,S",,,,,,,,,"  253","H,,S"
"ASN00015548","2018-10-13","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  370",",,S","  195",",,S",,,,,,,,,"  286","H,,S"
"ASN00015548","2018-10-14","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  389",",,S","  194",",,S",,,,,,,,,"  301","H,,S"
"ASN00015548","2018-10-15","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  380",",,S",,,,,,,,,,,"  290","H,,S"
"ASN00015548","2018-10-16","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  366",",,S","  196",",,S",,,,,,,,,"  283","H,,S"
"ASN00015548","2018-10-17","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   38",",,S","  359",",,S","  208",",,S",,,,,,,,,"  282","H,,S"
"ASN00015548","2018-10-18","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  358",",,S","  213",",,S",,,,,,,,,"  296","H,,S"
"ASN00015548","2018-10-19","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  384",",,S",,,,,,,,,,,"  317","H,,S"
"ASN00015548","2018-10-20","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  401",",,S","  215",",,S",,,,,,,,,"  307","H,,S"
"ASN00015548","2018-10-21","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  380",",,S",,,,,,,,,,,"  307","H,,S"
"ASN00015548","2018-10-22","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  407",",,S","  209",",,S",,,,,,,,,"  321","H,,S"
"ASN00015548","2018-10-23","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  415",",,S",,,,,,,,,,,"  308","H,,S"
"ASN00015548","2018-10-24","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   15",",,S","  413",",,S","  228",",,S",,,,,,,,,"  334","H,,S"
"ASN00015548","2018-10-25","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  389",",,S","  265",",,S",,,,,,,,,"  316","H,,S"
"ASN00015548","2018-10-26","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   69",",,S","  393",",,S",,,,,,,,,,,"  283","H,,S"
"ASN00015548","2018-10-27","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   23",",,S","  305",",,S","  198",",,S",,,,,,,,,"  232","H,,S"
"ASN00015548","2018-10-28","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  389",",,S","  201",",,S",,,,,,,,,"  313","H,,S"
"ASN00015548","2018-10-29","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    5",",,S","  395",",,S",,,,,,,,,,,"  309","H,,S"
"ASN00015548","2018-10-30","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   25",",,S","  391",",,S","  234",",,S",,,,,,,,,"  315","H,,S"
"ASN00015548","2018-10-31","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   10",",,S","  412",",,S","  246",",,S",,,,,,,,,"  325","H,,S"
"ASN00015548","2018-11-01","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   99",",,S","  324",",,S",,,,,,,,,,,"  254","H,,S"
"ASN00015548","2018-11-02","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    5",",,S","  388",",,S","  220",",,S",,,,,,,,,"  308","H,,S"
"ASN00015548","2018-11-03","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  419",",,S","  238",",,S",,,,,,,,,"  335","H,,S"
"ASN00015548","2018-11-04","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  401",",,S",,,,,,,,,,,"  317","H,,S"
"ASN00015548","2018-11-05","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    3",",,S","  361",",,S","  244",",,S",,,,,,,,,"  292","H,,S"
"ASN00015548","2018-11-06","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  414",",,S","  246",",,S",,,,,,,,,"  339","H,,S"
"ASN00015548","2018-11-07","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  406",",,S",,,,,,,,,,,"  297","H,,S"
"ASN00015548","2018-11-08","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  336",",,S",,,,,,,,,,,"  263","H,,S"
"ASN00015548","2018-11-09","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  368",",,S","  176",",,S",,,,,,,,,"  278","H,,S"
"ASN00015548","2018-11-10","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  382",",,S","  181",",,S",,,,,,,,,"  288","H,,S"
"ASN00015548","2018-11-11","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  389",",,S","  182",",,S",,,,,,,,,"  297","H,,S"
"ASN00015548","2018-11-12","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  420",",,S","  185",",,S",,,,,,,,,"  326","H,,S"
"ASN00015548","2018-11-13","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  409",",,S","  248",",,S",,,,,,,,,"  325","H,,S"
"ASN00015548","2018-11-14","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  428",",,S",,,,,,,,,,,"  334","H,,S"
"ASN00015548","2018-11-15","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   30",",,S","  408",",,S","  216",",,S",,,,,,,,,"  342","H,,S"
"ASN00015548","2018-11-16","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  388",",,S","  254",",,S",,,,,,,,,"  304","H,,S"
"ASN00015548","2018-11-23","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  408",",,S","  232",",,S",,,,,,,,,"  325","H,,S"
"ASN00015548","2018-11-24","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  421",",,S","  261",",,S",,,,,,,,,"  336","H,,S"
"ASN00015548","2018-11-25","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  411",",,S","  277",",,S",,,,,,,,,"  332","H,,S"
"ASN00015548","2018-11-26","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  421",",,S",,,,,,,,,,,"  346","H,,S"
"ASN00015548","2018-11-27","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  435",",,S",,,,,,,,,,,"  336","H,,S"
"ASN00015548","2018-11-28","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  425",",,S","  207",",,S",,,,,,,,,"  337","H,,S"
"ASN00015548","2018-11-29","-20.1883","130.0161","340.0","RABBIT FLAT, AS","  140",",,S","  429",",,S","  223",",,S",,,,,,,,,"  328","H,,S"
"ASN00015548","2018-11-30","-20.1883","130.0161","340.0","RABBIT FLAT, AS","   10",",,S","  369",",,S","  224",",,S",,,,,,,,,"  298","H,,S"
"ASN00015548","2018-12-01","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  394",",,S","  239",",,S",,,,,,,,,"  318","H,,S"
"ASN00015548","2018-12-02","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  409",",,S","  263",",,S",,,,,,,,,"  342","H,,S"
"ASN00015548","2018-12-03","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  426",",,S",,,,,,,,,,,"  328","H,,S"
"ASN00015548","2018-12-04","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  401",",,S","  252",",,S",,,,,,,,,"  337","H,,S"
"ASN00015548","2018-12-05","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  422",",,S","  257",",,S",,,,,,,,,"  343","H,,S"
"ASN00015548","2018-12-06","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  432",",,S",,,,,,,,,,,"  339","H,,S"
"ASN00015548","2018-12-07","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  443",",,S","  215",",,S",,,,,,,,,"  349","H,,S"
"ASN00015548","2018-12-08","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  435",",,S",,,,,,,,,,,"  347","H,,S"
"ASN00015548","2018-12-09","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  441",",,S","  242",",,S",,,,,,,,,"  351","H,,S"
"ASN00015548","2018-12-10","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  442",",,S",,,,,,,,,,,"  341","H,,S"
"ASN00015548","2018-12-11","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  450",",,S","  226",",,S",,,,,,,,,"  358","H,,S"
"ASN00015548","2018-12-12","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  471",",,S","  244",",,S",,,,,,,,,"  389","H,,S"
"ASN00015548","2018-12-13","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  448",",,S",,,,,,,,,,,"  319","H,,S"
"ASN00015548","2018-12-14","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  404",",,S","  240",",,S",,,,,,,,,"  328","H,,S"
"ASN00015548","2018-12-15","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  433",",,S",,,,,,,,,,,"  339","H,,S"
"ASN00015548","2018-12-16","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  451",",,S","  224",",,S",,,,,,,,,"  371","H,,S"
"ASN00015548","2018-12-17","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  444",",,S","  306",",,S",,,,,,,,,"  377","H,,S"
"ASN00015548","2018-12-18","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  455",",,S",,,,,,,,,,,"  371","H,,S"
"ASN00015548","2018-12-19","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  471",",,S","  290",",,S",,,,,,,,,"  391","H,,S"
"ASN00015548","2018-12-20","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  449",",,S",,,,,,,,,,,"  366","H,,S"
"ASN00015548","2018-12-21","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  436",",,S","  297",",,S",,,,,,,,,"  361","H,,S"
"ASN00015548","2018-12-22","-20.1883","130.0161","340.0","RABBIT FLAT, AS","    0",",,S","  411",",,S",,,,,,,,,,,"  344","H,,S"
