"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX32","SX32_ATTRIBUTES"
"USC00412676","2018-05-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  322",",,7","  211",",,7",,,"   56",",,7,0800",,,"  261",",,7,0800","   48",",,7","  256",",,7","  361",",,7"
"USC00412676","2018-05-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  322",",,7","  211",",,7",,,"   48",",,7,0800",,,"  250",",,7,0800","   72",",,7","  261",",,7","  356",",,7"
"USC00412676","2018-05-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  211",",,7",,,"   61",",,7,0800",,,"  256",",,7,0800","   51",",,7","  267",",,7","  428",",,7"
"USC00412676","2018-05-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  228",",,7",,,"   66",",,7,0800",,,"  261",",,7,0800","    0",",,7","  289",",,7","  444",",,7"
"USC00412676","2018-05-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  222",",,7",,,"   66",",,7,0800",,,"  250",",,7,0800","    0",",,7","  300",",,7","  456",",,7"
"USC00412676","2018-05-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  222",",,7",,,"   64",",,7,0800",,,"  261",",,7,0800","    0",",,7","  306",",,7","  456",",,7"
"USC00412676","2018-06-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  233",",,7",,,"   66",",,7,0800",,,"  278",",,7,0800","   71",",,7","  311",",,7","  439",",,7"
"USC00412676","2018-06-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  244",",,7",,,"   61",",,7,0800",,,"  278",",,7,0800","    0",",,7","  317",",,7","  461",",,7"
"USC00412676","2018-06-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  228",",,7",,,"   64",",,7,0800",,,"  272",",,7,0800","    0",",,7","  317",",,7","  467",",,7"
"USC00412676","2018-06-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  239",",,7",,,"   71",",,7,0800",,,"  283",",,7,0800","    0",",,7","  322",",,7","  472",",,7"
"USC00412676","2018-06-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  233",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","   43",",,7","  322",",,7","  456",",,7"
"USC00412676","2018-06-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  239",",,7",,,"   74",",,7,0800",,,"  278",",,7,0800","   53",",,7","  322",",,7","  478",",,7"
"USC00412676","2018-06-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  233",",,7",,,"   74",",,7,0800",,,"  289",",,7,0800","   47",",,7","  328",",,7","  472",",,7"
"USC00412676","2018-06-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  228",",,7",,,"   74",",,7,0800",,,"  294",",,7,0800","   76",",,7","  328",",,7","  472",",,7"
"USC00412676","2018-06-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  233",",,7",,,"   74",",,7,0800",,,"  289",",,7,0800","    0",",,7","  322",",,7","  478",",,7"
"USC00412676","2018-06-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  222",",,7",,,"   43",",,7,0800",,,"  278",",,7,0800","    0",",,7","  278",",,7","  406",",,7"
"USC00412676","2018-06-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  250",",,7",,,"   64",",,7,0800",,,"  289",",,7,0800","    0",",,7","  278",",,7","  378",",,7"
"USC00412676","2018-06-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  250",",,7",,,"   66",",,7,0800",,,"  294",",,7,0800","   84",",,7","  289",",,7","  400",",,7"
"USC00412676","2018-06-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  239",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","   68",",,7","  294",",,7","  444",",,7"
"USC00412676","2018-06-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  228",",,7",,,"   76",",,7,0800",,,"  289",",,7,0800","   55",",,7","  306",",,7","  456",",,7"
"USC00412676","2018-06-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   30",",,7,0800","  339",",,7","  233",",,7",,,"   56",",,7,0800",,,"  283",",,7,0800","   58",",,7","  294",",,7","  394",",,7"
"USC00412676","2018-06-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   79",",,7,0800","  339",",,7","  233",",,7",,,"   56",",,7,0800",,,"  272",",,7,0800","    0",",,7","  267",",,7","  428",",,7"
"USC00412676","2018-06-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  233",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","    0",",,7","  272",",,7","  389",",,7"
"USC00412676","2018-06-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  107",",,7,0800","  333",",,7","  239",",,7",,,"   46",",,7,0800",,,"  261",",,7,0800","    0",",,7","  267",",,7","  400",",,7"
"USC00412676","2018-06-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  147",",,7,0800","  300",",,7","  233",",,7",,,"   38",",,7,0800",,,"  244",",,7,0800","  132",",,7","  261",",,7","  311",",,7"
"USC00412676","2018-06-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  328",",,7,0800","  278",",,7","  233",",,7",,,"   23",",,7,0800",,,"  244",",,7,0800","  109",",,7","  261",",,7","  289",",,7"
"USC00412676","2018-06-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  284",",,7,0800","  278",",,7","  233",",,7",,,"   13",",,7,0800",,,"  250",",,7,0800","   61",",,7","  256",",,7","  278",",,7"
"USC00412676","2018-06-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  311",",,7","  244",",,7",,,"   46",",,7,0800",,,"  272",",,7,0800","   31",",,7","  256",",,7","  333",",,7"
"USC00412676","2018-06-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  311",",,7","  244",",,7",,,"   46",",,7,0800",,,"  272",",,7,0800","   31",",,7","  256",",,7","  278",",,7"
"USC00412676","2018-06-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  333",",,7","  250",",,7",,,"   64",",,7,0800",,,"  283",",,7,0800","    0",",,7","  278",",,7","  394",",,7"
"USC00412676","2018-06-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  250",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","    0",",,7","  289",",,7","  417",",,7"
"USC00412676","2018-06-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   15",",,7,0800","  333",",,7","  244",",,7",,,"   56",",,7,0800",,,"  289",",,7,0800","   80",",,7","  283",",,7","  389",",,7"
"USC00412676","2018-06-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  239",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","   42",",,7","  289",",,7","  422",",,7"
"USC00412676","2018-06-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  244",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","   35",",,7","  300",",,7","  433",",,7"
"USC00412676","2018-06-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  244",",,7",,,"   64",",,7,0800",,,"  289",",,7,0800","   50",",,7","  311",",,7","  433",",,7"
"USC00412676","2018-06-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  244",",,7",,,"   61",",,7,0800",,,"  278",",,7,0800","    0",",,7","  311",",,7","  411",",,7"
"USC00412676","2018-07-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  239",",,7",,,"   66",",,7,0800",,,"  272",",,7,0800","    0",",,7","  311",",,7","  428",",,7"
"USC00412676","2018-07-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  233",",,7",,,"   64",",,7,0800",,,"  267",",,7,0800","    0",",,7","  311",",,7","  433",",,7"
"USC00412676","2018-07-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  228",",,7",,,"   66",",,7,0800",,,"  261",",,7,0800","   29",",,7","  317",",,7","  444",",,7"
"USC00412676","2018-07-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  250",",,7",,,"   61",",,7,0800",,,"  267",",,7,0800","    0",",,7","  328",",,7","  444",",,7"
"USC00412676","2018-07-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  239",",,7,0800","  278",",,7","  217",",,7",,,"   13",",,7,0800",,,"  239",",,7,0800","    0",",,7","  261",",,7","  328",",,7"
"USC00412676","2018-07-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    3",",,7,0800","  333",",,7","  239",",,7",,,"   58",",,7,0800",,,"  261",",,7,0800","   42",",,7","  272",",,7","  356",",,7"
"USC00412676","2018-07-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   58",",,7,0800","  339",",,7","  222",",,7",,,"   66",",,7,0800",,,"  267",",,7,0800","    0",",,7","  267",",,7","  389",",,7"
"USC00412676","2018-07-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  259",",,7,0800","  333",",,7","  222",",,7",,,"   51",",,7,0800",,,"  256",",,7,0800","    0",",,7","  267",",,7","  378",",,7"
"USC00412676","2018-07-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  317",",,7","  239",",,7",,,"   61",",,7,0800",,,"  250",",,7,0800","    0",",,7","  272",",,7","  361",",,7"
"USC00412676","2018-07-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   13",",,7,0800","  311",",,7","  228",",,7",,,"   41",",,7,0800",,,"  272",",,7,0800","   23",",,7","  267",",,7","  333",",,7"
"USC00412676","2018-07-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   15",",,7,0800","  339",",,7","  239",",,7",,,"   64",",,7,0800",,,"  272",",,7,0800","   23",",,7","  272",",,7","  372",",,7"
"USC00412676","2018-07-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  239",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","    0",",,7","  283",",,7","  406",",,7"
"USC00412676","2018-07-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  239",",,7",,,"   66",",,7,0800",,,"  283",",,7,0800","    0",",,7","  294",",,7","  422",",,7"
"USC00412676","2018-07-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  239",",,7",,,"   58",",,7,0800",,,"  294",",,7,0800","    0",",,7","  306",",,7","  428",",,7"
"USC00412676","2018-07-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  244",",,7",,,"   61",",,7,0800",,,"  283",",,7,0800","    0",",,7","  311",",,7","  444",",,7"
"USC00412676","2018-07-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  233",",,7",,,"   66",",,7,0800",,,"  278",",,7,0800","    0",",,7","  311",",,7","  456",",,7"
"USC00412676","2018-07-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  233",",,7",,,"   64",",,7,0800",,,"  267",",,7,0800","   19",",,7","  311",",,7","  444",",,7"
"USC00412676","2018-07-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  239",",,7",,,"   61",",,7,0800",,,"  267",",,7,0800","   27",",,7","  322",",,7","  450",",,7"
"USC00412676","2018-07-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  256",",,7",,,"   66",",,7,0800",,,"  283",",,7,0800","   34",",,7","  328",",,7","  461",",,7"
"USC00412676","2018-07-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  250",",,7",,,"   66",",,7,0800",,,"  278",",,7,0800","   31",",,7","  333",",,7","  467",",,7"
"USC00412676","2018-07-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  250",",,7",,,"   56",",,7,0800",,,"  278",",,7,0800","    0",",,7","  333",",,7","  472",",,7"
"USC00412676","2018-07-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  256",",,7",,,"   56",",,7,0800",,,"  289",",,7,0800","    0",",,7","  339",",,7","  478",",,7"
"USC00412676","2018-07-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  244",",,7",,,"   56",",,7,0800",,,"  283",",,7,0800","    0",",,7","  339",",,7","  478",",,7"
"USC00412676","2018-07-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   51",",,7,0800","  389",",,7","  261",",,7",,,"   51",",,7,0800",,,"  289",",,7,0800","   31",",,7","  344",",,7","  478",",,7"
"USC00412676","2018-07-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  233",",,7",,,"   53",",,7,0800",,,"  283",",,7,0800","   45",",,7","  339",",,7","  467",",,7"
"USC00412676","2018-07-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  228",",,7",,,"   58",",,7,0800",,,"  289",",,7,0800","   39",",,7","  328",",,7","  472",",,7"
"USC00412676","2018-07-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  222",",,7",,,"   56",",,7,0800",,,"  278",",,7,0800","   35",",,7","  328",",,7","  472",",,7"
"USC00412676","2018-07-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  222",",,7",,,"   58",",,7,0800",,,"  289",",,7,0800","    0",",,7","  328",",,7","  478",",,7"
"USC00412676","2018-07-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  233",",,7",,,"   58",",,7,0800",,,"  272",",,7,0800","    0",",,7","  339",",,7","  478",",,7"
"USC00412676","2018-07-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  250",",,7",,,"   56",",,7,0800",,,"  289",",,7,0800","    0",",,7","  344",",,7","  478",",,7"
"USC00412676","2018-07-31","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  250",",,7",,,"   43",",,7,0800",,,"  283",",,7,0800","   37",",,7","  339",",,7","  456",",,7"
"USC00412676","2018-08-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  217",",,7",,,"   36",",,7,0800",,,"  267",",,7,0800","   69",",,7","  306",",,7","  411",",,7"
"USC00412676","2018-08-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  211",",,7",,,"   64",",,7,0800",,,"  283",",,7,0800","   85",",,7","  311",",,7","  450",",,7"
"USC00412676","2018-08-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  206",",,7",,,"   58",",,7,0800",,,"  261",",,7,0800","   48",",,7","  317",",,7","  444",",,7"
"USC00412676","2018-08-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  217",",,7",,,"   61",",,7,0800",,,"  272",",,7,0800","    0",",,7","  317",",,7","  450",",,7"
"USC00412676","2018-08-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   13",",,7,0800","  333",",,7","  222",",,7",,,"   41",",,7,0800",,,"  272",",,7,0800","    0",",,7","  311",",,7","  400",",,7"
"USC00412676","2018-08-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  233",",,7",,,"   56",",,7,0800",,,"  283",",,7,0800",,,"  317",",,7","  450",",,7"
"USC00412676","2018-08-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   18",",,7,0800","  339",",,7","  222",",,7",,,"   58",",,7,0800",,,"  272",",,7,0800","   56",",,7","  311",",,7","  433",",,7"
"USC00412676","2018-08-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  239",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","   61",",,7","  311",",,7","  456",",,7"
"USC00412676","2018-08-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  233",",,7",,,"   61",",,7,0800",,,"  283",",,7,0800","   45",",,7","  317",",,7","  428",",,7"
"USC00412676","2018-08-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  137",",,7,0800","  372",",,7","  244",",,7",,,"   53",",,7,0800",,,"  283",",,7,0800","   32",",,7","  294",",,7","  472",",,7"
"USC00412676","2018-08-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    3",",,7,0800","  367",",,7","  239",",,7",,,"   53",",,7,0800",,,"  267",",,7,0800","    0",",,7","  283",",,7","  389",",,7"
"USC00412676","2018-08-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  366",",,7,0800","  333",",,7","  233",",,7",,,"   38",",,7,0800",,,"  278",",,7,0800","    0",",,7","  272",",,7","  378",",,7"
"USC00412676","2018-08-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   69",",,7,0800","  328",",,7","  244",",,7",,,"   43",",,7,0800",,,"  283",",,7,0800","    0",",,7","  267",",,7","  344",",,7"
"USC00412676","2018-08-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  233",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","   61",",,7","  267",",,7","  367",",,7"
"USC00412676","2018-08-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  350",",,7","  239",",,7",,,"   61",",,7,0800",,,"  289",",,7,0800","   66",",,7","  272",",,7","  378",",,7"
"USC00412676","2018-08-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  239",",,7",,,"   58",",,7,0800",,,"  283",",,7,0800","   32",",,7","  283",",,7","  417",",,7"
"USC00412676","2018-08-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  228",",,7",,,"   56",",,7,0800",,,"  272",",,7,0800","   39",",,7","  294",",,7","  428",",,7"
"USC00412676","2018-08-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  239",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","    0",",,7","  306",",,7","  456",",,7"
"USC00412676","2018-08-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  250",",,7",,,"   64",",,7,0800",,,"  283",",,7,0800","    0",",,7","  311",",,7","  461",",,7"
"USC00412676","2018-08-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  244",",,7",,,"   61",",,7,0800",,,"  278",",,7,0800","    0",",,7","  322",",,7","  456",",,7"
"USC00412676","2018-08-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  250",",,7",,,"   53",",,7,0800",,,"  283",",,7,0800","   32",",,7","  322",",,7","  450",",,7"
"USC00412676","2018-08-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  383",",,7","  233",",,7",,,"   64",",,7,0800",,,"  261",",,7,0800","   43",",,7","  322",",,7","  444",",,7"
"USC00412676","2018-08-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  244",",,7",,,"   64",",,7,0800",,,"  278",",,7,0800","   39",",,7","  322",",,7","  456",",,7"
"USC00412676","2018-08-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  233",",,7",,,"   66",",,7,0800",,,"  283",",,7,0800","   43",",,7","  322",",,7","  450",",,7"
"USC00412676","2018-08-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  233",",,7",,,"   66",",,7,0800",,,"  278",",,7,0800","    0",",,7","  322",",,7","  456",",,7"
"USC00412676","2018-08-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  378",",,7","  233",",,7",,,"   58",",,7,0800",,,"  278",",,7,0800","    0",",,7","  317",",,7","  444",",,7"
"USC00412676","2018-08-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  367",",,7","  233",",,7",,,"   58",",,7,0800",,,"  289",",,7,0800","    0",",,7","  317",",,7","  444",",,7"
"USC00412676","2018-08-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  372",",,7","  239",",,7",,,"   66",",,7,0800",,,"  289",",,7,0800","   66",",,7","  322",",,7","  444",",,7"
"USC00412676","2018-08-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   25",",,7,0800","  367",",,7","  239",",,7",,,"   25",",,7,0800",,,"  272",",,7,0800","   51",",,7","  300",",,7","  433",",,7"
"USC00412676","2018-08-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    8",",,7,0800","  339",",,7","  217",",,7",,,"   33",",,7,0800",,,"  250",",,7,0800","   51",",,7","  283",",,7","  361",",,7"
"USC00412676","2018-08-31","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  222",",,7",,,"   53",",,7,0800",,,"  261",",,7,0800","   56",",,7","  289",",,7","  394",",,7"
"USC00412676","2018-09-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  361",",,7","  228",",,7",,,"   53",",,7,0800",,,"  267",",,7,0800","    0",",,7","  294",",,7","  428",",,7"
"USC00412676","2018-09-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  356",",,7","  233",",,7",,,"   58",",,7,0800",,,"  272",",,7,0800","    0",",,7","  300",",,7","  433",",,7"
"USC00412676","2018-09-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    5",",,7,0800","  317",",,7","  228",",,7",,,"   25",",,7,0800",,,"  250",",,7,0800","    0",",,7","  283",",,7","  361",",,7"
"USC00412676","2018-09-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  109",",,7,0800","  289",",,7","  228",",,7",,,"   48",",,7,0800",,,"  250",",,7,0800","   66",",,7","  267",",,7","  306",",,7"
"USC00412676","2018-09-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  322",",,7","  233",",,7",,,"   43",",,7,0800",,,"  256",",,7,0800","   68",",,7","  267",",,7","  339",",,7"
