"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00148648","2018-04-26","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   -6",",,7",,,,,,,,,"   48",",,7,0700",,,,,,,,,,,,,"   -6",",,7,0700","  137",",,7",,
"USC00148648","2018-04-27","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   -6",",,7",,,,,,,,,"   46",",,7,0700",,,,,,,,,,,,,"   39",",,7,0700","   69",",,7",,
"USC00148648","2018-04-28","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-04-29","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-04-30","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  106",",,7",,,,,,,,,"  269",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700","  415",",,7",,
"USC00148648","2018-05-01","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-02","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  128",",,7",,,,,,,,,"  198",",,7,0700",,,,,,,,,,,,,"  133",",,7,0700","  295",",,7",,
"USC00148648","2018-05-03","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  156",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-04","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  200",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-05","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  283",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-06","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  333",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-07","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  317",",,7","   89",",,7",,,"    5",",,7",,,,,"  264",",,7,0700",,,"    0","T,,7",,,,,,,,,"   89",",,7,0700","  251",",,7",,
"USC00148648","2018-05-08","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","   89",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700","  126",",,7",,
"USC00148648","2018-05-09","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  128",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,,,,,"  133",",,7,0700","   47",",,7",,
"USC00148648","2018-05-10","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  100",",,7",,,,,,,,,"   71",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700","   26",",,7",,
"USC00148648","2018-05-11","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  106",",,7",,,,,,,,,"  109",",,7,0700",,,,,,,,,,,,,"  122",",,7,0700","  142",",,7",,
"USC00148648","2018-05-12","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  261",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-13","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  183",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-14","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  244",",,7","  106",",,7",,,"    3",",,7",,,,,"  130",",,7,0700",,,"    0","T,,7",,,,,,,,,"  133",",,7,0700","  322",",,7",,
"USC00148648","2018-05-15","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  133",",,7",,,,,,,,,"   53",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700","   71",",,7",,
"USC00148648","2018-05-16","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  100",",,7",,,,,,,,,"   66",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700","   40",",,7",,
"USC00148648","2018-05-17","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-18","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  128",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,"  189",",,7,0700","  208",",,7",,
"USC00148648","2018-05-19","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","  757",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-20","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  228",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-21","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  156",",,7","  106",",,7",,,"    2",",,7",,,,,"   76",",,7,0700",,,"   13",",,7",,,,,,,,,"  117",",,7,0700","  185",",,7",,
"USC00148648","2018-05-22","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  117",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,,,,,"  200",",,7,0700","   90",",,7",,
"USC00148648","2018-05-23","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  178",",,7",,,,,,,,,"  104",",,7,0700",,,,,,,,,,,,,"  200",",,7,0700","  130",",,7",,
"USC00148648","2018-05-24","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  161",",,7",,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,"  161",",,7,0700","  145",",,7",,
"USC00148648","2018-05-25","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   99",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  139",",,7",,,,,,,,,"  104",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700","   87",",,7",,
"USC00148648","2018-05-26","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  344",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-27","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  372",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-28","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  350",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-05-29","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  306",",,7","  139",",,7",,,"    4",",,7",,,,,"  277",",,7,0700",,,"  770",",,7",,,,,,,,,"  161",",,7,0700","  348",",,7",,
"USC00148648","2018-05-30","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  133",",,7",,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700","   32",",,7",,
"USC00148648","2018-05-31","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  150",",,7",,,,,,,,,"   79",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700","   45",",,7",,
"USC00148648","2018-06-01","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,,,"   79",",,7,0700",,,,,,,,,,,,,"  217",",,7,0700","   98",",,7",,
"USC00148648","2018-06-02","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  350",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-03","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  278",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-04","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  106",",,7",,,"    3",",,7",,,,,"  269",",,7,0700",,,"    0","T,,7",,,,,,,,,"  178",",,7,0700","  285",",,7",,
"USC00148648","2018-06-05","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  167",",,7",,,,,,,,,"  107",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700","  114",",,7",,
"USC00148648","2018-06-06","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  167",",,7",,,,,,,,,"   91",",,7,0700",,,,,,,,,,,,,"  217",",,7,0700","   58",",,7",,
"USC00148648","2018-06-07","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","  147",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  172",",,7",,,,,,,,,"   97",",,7,0700",,,,,,,,,,,,,"  172",",,7,0700","  121",",,7",,
"USC00148648","2018-06-08","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  172",",,7",,,,,,,,,"   69",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700","   56",",,7",,
"USC00148648","2018-06-09","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-10","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-11","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  222",",,7",,,,,,,,,"  384",",,7,0700",,,,,,,,,,,,,"  233",",,7,0700","  409",",,7",,
"USC00148648","2018-06-12","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  139",",,7",,,,,,,,,"  104",",,7,0700",,,,,,,,,,,,,"  161",",,7,0700","   72",",,7",,
"USC00148648","2018-06-13","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  161",",,7",,,,,,,,,"   79",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700","   71",",,7",,
"USC00148648","2018-06-14","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","  409",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,,,"  119",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700","   76",",,7",,
"USC00148648","2018-06-15","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  211",",,7",,,,,,,,,"  124",",,7,0700",,,,,,,,,,,,,"  244",",,7,0700","  117",",,7",,
"USC00148648","2018-06-16","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  383",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-17","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  356",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-18","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  356",",,7","  211",",,7",,,"    3",",,7",,,,,"  318",",,7,0700",,,"   66",",,7",,,,,,,,,"  222",",,7,0700","  401",",,7",,
"USC00148648","2018-06-19","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  206",",,7",,,,,,,,,"   79",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700","   35",",,7",,
"USC00148648","2018-06-20","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","  300",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  161",",,7",,,,,,,,,"   74",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700","   74",",,7",,
"USC00148648","2018-06-21","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  161",",,7",,,,,,,,,"   81",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700","   84",",,7",,
"USC00148648","2018-06-22","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  133",",,7",,,,,,,,,"   86",",,7,0700",,,,,,,,,,,,,"  139",",,7,0700","   74",",,7",,
"USC00148648","2018-06-23","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  283",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-24","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,,,,,"  306",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-06-25","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  289",",,7","  156",",,7",,,"    3",",,7",,,,,"  183",",,7,0700",,,"  320",",,7",,,,,,,,,"  161",",,7,0700","  166",",,7",,
"USC00148648","2018-06-26","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  150",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700","   63",",,7",,
"USC00148648","2018-06-27","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  150",",,7",,,,,,,,,"   64",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700","   21",",,7",,
"USC00148648","2018-06-28","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  178",",,7",,,,,,,,,"   79",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700","   27",",,7",,
"USC00148648","2018-06-29","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  394",",,7","  178",",,7",,,,,,,,,"  135",",,7,0700",,,,,,,,,,,,,"  267",",,7,0700","  103",",,7",,
"USC00148648","2018-06-30","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","  597",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,"  156",",,7,0700",,,,
"USC00148648","2018-07-01","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-07-02","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  150",",,7",,,,,,,,,"  366",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700","  282",",,7",,
"USC00148648","2018-07-03","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  156",",,7",,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,"  239",",,7,0700","  201",",,7",,
"USC00148648","2018-07-04","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  356",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-07-05","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  356",",,7","  200",",,7",,,"    2",",,7",,,,,"  259",",,7,0700",,,"    0","T,,7",,,,,,,,,"  206",",,7,0700","  330",",,7",,
"USC00148648","2018-07-06","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","   51",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  189",",,7",,,,,,,,,"   43",",,7,0700",,,,,,,,,,,,,"  217",",,7,0700","   68",",,7",,
"USC00148648","2018-07-07","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  306",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-07-08","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  333",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00148648","2018-07-09","39.4031","-99.4192","567.8","WEBSTER DAM, KS US",,,"    0",",,7,0700","    0",",,7,0700","  344",",,7","  183",",,7",,,"    2",",,7",,,,,"  241",",,7,0700",,,"    0","T,,7",,,,,,,,,"  194",",,7,0700","  204",",,7",,
"USC00148648","2018-07-10","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  172",",,7",,,,,,,,,"   84",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700","   21",",,7",,
"USC00148648","2018-07-11","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  178",",,7",,,,,,,,,"  107",",,7,0700",,,,,,,,,,,,,"  217",",,7,0700","   71",",,7",,
"USC00148648","2018-07-12","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  178",",,7",,,,,,,,,"  124",",,7,0700",,,,,,,,,,,,,"  239",",,7,0700","  121",",,7",,
"USC00148648","2018-07-13","39.4031","-99.4192","567.8","WEBSTER DAM, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  206",",,7",,,,,,,,,"  119",",,7,0700",,,,,,,,,,,,,"  217",",,7,0700","   87",",,7",,
