"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00086068","2018-08-07","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  146",",,a","   63",",,a",,,,
"ASN00086068","2018-08-08","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   16",",,a","  153",",,a","   86",",,a",,,,
"ASN00086068","2018-08-09","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   22",",,a","  152",",,a","   27",",,a",,,,
"ASN00086068","2018-08-10","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  191",",,a","   72",",,a",,,,
"ASN00086068","2018-08-11","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   62",",,a","  122",",,a","   79",",,a",,,,
"ASN00086068","2018-08-12","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   40",",,a","  143",",,a","   32",",,a",,,,
"ASN00086068","2018-08-13","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  153",",,a","   62",",,a",,,,
"ASN00086068","2018-08-14","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  161",",,a","   93",",,a",,,,
"ASN00086068","2018-08-15","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  186",",,a","  110",",,a",,,,
"ASN00086068","2018-08-16","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    6",",,a","  147",",,a","   70",",,a",,,,
"ASN00086068","2018-08-17","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  157",",,a","   45",",,a",,,,
"ASN00086068","2018-08-18","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   18",",,a","  149",",,a","   79",",,a",,,,
"ASN00086068","2018-08-19","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   88",",,a","  117",",,a","   57",",,a",,,,
"ASN00086068","2018-08-20","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   72",",,a","  123",",,a","   46",",,a",,,,
"ASN00086068","2018-08-21","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   16",",,a","  120",",,a","   69",",,a",,,,
"ASN00086068","2018-08-22","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    6",",,a","  131",",,a","   74",",,a",,,,
"ASN00086068","2018-08-23","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  155",",,a","   27",",,a",,,,
"ASN00086068","2018-08-24","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  166",",,a","   18",",,a",,,,
"ASN00086068","2018-08-25","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  168",",,a","   10",",,a",,,,
"ASN00086068","2018-08-26","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  148",",,a","   25",",,a",,,,
"ASN00086068","2018-08-27","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   44",",,a","  123",",,a","   29",",,a",,,,
"ASN00086068","2018-08-28","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  116",",,a","  -16",",,a",,,,
"ASN00086068","2018-08-29","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  142",",,a","  -27",",,a",,,,
"ASN00086068","2018-08-30","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  163",",,a","   16",",,a",,,,
"ASN00086068","2018-08-31","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   20",",,a","  147",",,a","   63",",,a",,,,
"ASN00086068","2018-09-01","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   34",",,a","  138",",,a","   97",",,a",,,,
"ASN00086068","2018-09-02","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   38",",,a","  119",",,a","   17",",,a",,,,
"ASN00086068","2018-09-03","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  147",",,a","   11",",,a",,,,
"ASN00086068","2018-09-04","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  194",",,a","    5",",,a",,,,
"ASN00086068","2018-09-05","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  191",",,a","   56",",,a",,,,
"ASN00086068","2018-09-06","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  195",",,a","  137",",,a",,,,
"ASN00086068","2018-09-07","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   14",",,a","  150",",,a","   73",",,a",,,,
"ASN00086068","2018-09-08","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  169",",,a","   11",",,a",,,,
"ASN00086068","2018-09-09","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  180",",,a","   58",",,a",,,,
"ASN00086068","2018-09-10","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  175",",,a","  119",",,a",,,,
"ASN00086068","2018-09-11","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  231",",,a","   56",",,a",,,,
"ASN00086068","2018-09-12","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  186",",,a","  103",",,a",,,,
"ASN00086068","2018-09-13","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  189",",,a","   31",",,a",,,,
"ASN00086068","2018-09-14","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  218",",,a","   59",",,a",,,,
"ASN00086068","2018-09-15","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    6",",,a","  144",",,a","  107",",,a",,,,
"ASN00086068","2018-09-16","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   30",",,a","  139",",,a","   36",",,a",,,,
"ASN00086068","2018-09-17","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  178",",,a","   32",",,a",,,,
"ASN00086068","2018-09-18","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  204",",,a","  104",",,a",,,,
"ASN00086068","2018-09-19","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  148",",,a","   79",",,a",,,,
"ASN00086068","2018-09-20","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  182",",,a","    7",",,a",,,,
"ASN00086068","2018-09-21","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  195",",,a","   54",",,a",,,,
"ASN00086068","2018-09-22","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  200",",,a","   37",",,a",,,,
"ASN00086068","2018-09-23","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    2",",,a","  136",",,a","   97",",,a",,,,
"ASN00086068","2018-09-24","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  166",",,a","   25",",,a",,,,
"ASN00086068","2018-09-25","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  143",",,a","   45",",,a",,,,
"ASN00086068","2018-09-26","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  196",",,a","   14",",,a",,,,
"ASN00086068","2018-09-27","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  246",",,a","   65",",,a",,,,
"ASN00086068","2018-09-28","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  153",",,a","   86",",,a",,,,
"ASN00086068","2018-09-29","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   28",",,a","  149",",,a","   37",",,a",,,,
"ASN00086068","2018-09-30","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  171",",,a","   40",",,a",,,,
"ASN00086068","2018-10-01","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  233",",,a","   20",",,a",,,,
"ASN00086068","2018-10-02","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  255",",,a","  102",",,a",,,,
"ASN00086068","2018-10-03","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  191",",,a","  134",",,a",,,,
"ASN00086068","2018-10-04","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    4",",,a",,,"  102",",,a",,,,
"ASN00086068","2018-10-05","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  211",",,a","   53",",,a",,,,
"ASN00086068","2018-10-06","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  245",",,a","   60",",,a",,,,
"ASN00086068","2018-10-07","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  259",",,a","   73",",,a",,,,
"ASN00086068","2018-10-08","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  287",",,a","  106",",,a",,,,
"ASN00086068","2018-10-09","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   16",",,a","  177",",,a","  148",",,a",,,,
"ASN00086068","2018-10-10","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   74",",,a","  163",",,a","   94",",,a",,,,
"ASN00086068","2018-10-11","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  212",",,a","   27",",,a",,,,
"ASN00086068","2018-10-12","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  232",",,a","   58",",,a",,,,
"ASN00086068","2018-10-13","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  246",",,a","   65",",,a",,,,
"ASN00086068","2018-10-14","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  269",",,a","  115",",,a",,,,
"ASN00086068","2018-10-15","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  276",",,a","  184",",,a",,,,
"ASN00086068","2018-10-16","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  222",",,a","  197",",,a",,,,
"ASN00086068","2018-10-17","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   90",",,a","  223",",,a","  150",",,a",,,,
"ASN00086068","2018-10-18","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   48",",,a","  199",",,a","  141",",,a",,,,
"ASN00086068","2018-10-19","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  275",",,a","  105",",,a",,,,
"ASN00086068","2018-10-20","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   44",",,a","  161",",,a","  112",",,a",,,,
"ASN00086068","2018-10-21","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   36",",,a","  194",",,a","   50",",,a",,,,
"ASN00086068","2018-10-22","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  266",",,a","   61",",,a",,,,
"ASN00086068","2018-10-23","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  201",",,a","  103",",,a",,,,
"ASN00086068","2018-10-24","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  183",",,a","   83",",,a",,,,
"ASN00086068","2018-10-25","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  231",",,a","   49",",,a",,,,
"ASN00086068","2018-10-26","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  204",",,a","   79",",,a",,,,
"ASN00086068","2018-10-27","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  207",",,a","   96",",,a",,,,
"ASN00086068","2018-10-28","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  191",",,a","   66",",,a",,,,
"ASN00086068","2018-10-29","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  202",",,a","   75",",,a",,,,
"ASN00086068","2018-10-30","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  275",",,a","   55",",,a",,,,
"ASN00086068","2018-10-31","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  225",",,a","  117",",,a",,,,
"ASN00086068","2018-11-01","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  342",",,a","  117",",,a",,,,
"ASN00086068","2018-11-03","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS",,,"  220",",,a",,,,,,
"ASN00086068","2018-11-04","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  255",",,a","   82",",,a",,,,
"ASN00086068","2018-11-05","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   42",",,a","  288",",,a","  137",",,a",,,,
"ASN00086068","2018-11-06","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  138",",,a","  217",",,a","  157",",,a",,,,
"ASN00086068","2018-11-07","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  380",",,a","  173",",,a","   92",",,a",,,,
"ASN00086068","2018-11-08","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   50",",,a","  182",",,a","   55",",,a",,,,
"ASN00086068","2018-11-09","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  213",",,a","   56",",,a",,,,
"ASN00086068","2018-11-10","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    2",",,a","  215",",,a","   66",",,a",,,,
"ASN00086068","2018-11-11","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  223",",,a","   72",",,a",,,,
"ASN00086068","2018-11-12","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  298",",,a","   83",",,a",,,,
"ASN00086068","2018-11-13","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  299",",,a","  166",",,a",,,,
"ASN00086068","2018-11-14","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   38",",,a","  170",",,a","  150",",,a",,,,
"ASN00086068","2018-11-15","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  194",",,a","  125",",,a",,,,
"ASN00086068","2018-11-16","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    2",",,a","  207",",,a","   61",",,a",,,,
"ASN00086068","2018-11-17","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  215",",,a","   71",",,a",,,,
"ASN00086068","2018-11-18","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  280",",,a","   76",",,a",,,,
"ASN00086068","2018-11-19","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  312",",,a","  119",",,a",,,,
"ASN00086068","2018-11-20","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  272",",,a","  206",",,a",,,,
"ASN00086068","2018-11-21","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  148",",,a","  230",",,a","  115",",,a",,,,
"ASN00086068","2018-11-22","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   78",",,a","  169",",,a","   86",",,a",,,,
"ASN00086068","2018-11-23","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   68",",,a","  134",",,a","   98",",,a",,,,
"ASN00086068","2018-11-24","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  178",",,a","  176",",,a","  105",",,a",,,,
"ASN00086068","2018-11-25","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    6",",,a","  201",",,a","  113",",,a",,,,
"ASN00086068","2018-11-26","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   12",",,a","  211",",,a","  102",",,a",,,,
"ASN00086068","2018-11-27","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  232",",,a","  116",",,a",,,,
"ASN00086068","2018-11-28","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  229",",,a","  133",",,a",,,,
"ASN00086068","2018-11-29","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    4",",,a","  209",",,a","  127",",,a",,,,
"ASN00086068","2018-11-30","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  229",",,a","  147",",,a",,,,
"ASN00086068","2018-12-01","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  313",",,a","   77",",,a",,,,
"ASN00086068","2018-12-02","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  118",",,a","  191",",,a","  116",",,a",,,,
"ASN00086068","2018-12-03","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    2",",,a","  239",",,a","  124",",,a",,,,
"ASN00086068","2018-12-04","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  220",",,a","  131",",,a",,,,
"ASN00086068","2018-12-05","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  277",",,a","  114",",,a",,,,
"ASN00086068","2018-12-06","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  350",",,a","  129",",,a",,,,
"ASN00086068","2018-12-07","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  375",",,a","  229",",,a",,,,
"ASN00086068","2018-12-08","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  297",",,a","  213",",,a",,,,
"ASN00086068","2018-12-09","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    4",",,a","  214",",,a","  155",",,a",,,,
"ASN00086068","2018-12-10","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    4",",,a","  232",",,a","  155",",,a",,,,
"ASN00086068","2018-12-11","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  278",",,a","  117",",,a",,,,
"ASN00086068","2018-12-12","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  340",",,a","  145",",,a",,,,
"ASN00086068","2018-12-13","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  178",",,a","  203",",,a","  160",",,a",,,,
"ASN00086068","2018-12-14","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  192",",,a","  233",",,a","  152",",,a",,,,
"ASN00086068","2018-12-15","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","  380",",,a","  242",",,a","  156",",,a",,,,
"ASN00086068","2018-12-16","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   50",",,a","  231",",,a","  145",",,a",,,,
"ASN00086068","2018-12-17","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","   22",",,a","  232",",,a","  134",",,a",,,,
"ASN00086068","2018-12-18","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  239",",,a","  155",",,a",,,,
"ASN00086068","2018-12-19","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  280",",,a",,,,,,
"ASN00086068","2018-12-20","-37.7408","145.0972","66.1","VIEWBANK ARPANSA, AS","    0",",,a","  223",",,a","  159",",,a",,,,
