"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023159","2018-07-24","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   18",",,W,",,,,,"  278",",,W","  111",",,W","   33",",,W",,,,,,,,,,,,," 1309",",,W",,,,,,,"  290",",,W","  290",",,W","  139",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-25","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  317",",,W","  111",",,W","   43",",,W",,,,,,,,,,,,," 1334",",,W",,,,,,,"  140",",,W","  300",",,W","   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-26","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  306",",,W","  111",",,W","   32",",,W",,,,,,,,,,,,," 1632",",,W",,,,,,,"  360",",,W","  360",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-27","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  278",",,W","  100",",,W","   32",",,W",,,,,,,,,,,,," 1134",",,W",,,,,,,"  230",",,W","  230",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-28","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","  295",",,W,",,,,,"  283",",,W","  106",",,W","   45",",,W",,,,,,,,,,,,," 1631",",,W",,,,,,,"   30",",,W","   30",",,W","  139",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-29","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  306",",,W","   94",",,W","   35",",,W",,,,,,,,,,,,," 1601",",,W",,,,,,,"  300",",,W","  320",",,W","  130",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-30","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   69",",,W,",,,,,"  306",",,W","  106",",,W","   27",",,W",,,,,,,,,,,,," 1333",",,W",,,,,,,"   50",",,W","   50",",,W","  125",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-07-31","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  306",",,W","   94",",,W","   26",",,W",,,,,,,,,,,,," 1515",",,W",,,,,,,"  180",",,W","  170",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-01","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   15",",,W,",,,,,"  289",",,W","  117",",,W","   30",",,W",,,,,,,,,,,,," 1425",",,W",,,,,,,"  130",",,W","  190",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-02","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   43",",,W,",,,,,"  272",",,W","  133",",,W","   45",",,W",,,,,,,,,,,,," 1726",",,W",,,,,,,"   50",",,W","   50",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-03","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  278",",,W","  106",",,W","   31",",,W",,,,,,,,,,,,," 1917",",,W",,,,,,,"  300",",,W","  300",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-04","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  294",",,W","   89",",,W","   40",",,W",,,,,,,,,,,,," 1521",",,W",,,,,,,"  210",",,W","  210",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-05","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  294",",,W","   83",",,W","   39",",,W",,,,,,,,,,,,," 1402",",,W",,,,,,,"  240",",,W","  220",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-06","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  306",",,W","   61",",,W","   32",",,W",,,,,,,,,,,,," 1821",",,W",,,,,,,"  330",",,W","  290",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-07","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  311",",,W","   72",",,W","   41",",,W",,,,,,,,,,,,," 1552",",,W",,,,,,,"  320",",,W","  300",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-08","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  311",",,W","   78",",,W","   43",",,W",,,,,,,,,,,,," 1631",",,W",,,,,,,"  290",",,W","  300",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-09","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  317",",,W","   56",",,W","   40",",,W",,,,,,,,,,,,," 1159",",,W",,,,,,,"  300",",,W","  300",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-10","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  306",",,W","   72",",,W","   31",",,W",,,,,,,,,,,,," 1451",",,W",,,,,,,"  140",",,W","  130",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-11","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  272",",,W","   94",",,W","   37",",,W",,,,,,,,,,,,," 1625",",,W",,,,,,,"  300",",,W","  300",",,W","  130",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-12","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  294",",,W","   56",",,W","   36",",,W",,,,,,,,,,,,," 1445",",,W",,,,,,,"  250",",,W","  250",",,W","  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-13","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  294",",,W","  100",",,W","   43",",,W",,,,,,,,,,,,," 1424",",,W",,,,,,,"  270",",,W","  270",",,W","  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-14","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  278",",,W","  100",",,W","   33",",,W",,,,,,,,,,,,," 1357",",,W",,,,,,,"  260",",,W","  260",",,W","  134",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-15","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   46",",,W,",,,,,"  267",",,W","  106",",,W","   37",",,W",,,,,,,,,,,,," 1258",",,W",,,,,,,"  300",",,W","  250",",,W","   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-16","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  272",",,W","   83",",,W","   34",",,W",,,,,,,,,,,,," 1359",",,W",,,,,,,"  290",",,W","  290",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-17","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   10",",,W,",,,,,"  272",",,W","  117",",,W","   27",",,W",,,,,,,,,,,,," 1325",",,W",,,,,,,"  290",",,W","  180",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-18","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  283",",,W","   94",",,W","   46",",,W",,,,,,,,,,,,," 1048",",,W",,,,,,,"  330",",,W","  310",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-19","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  289",",,W","   56",",,W","   38",",,W",,,,,,,,,,,,," 1210",",,W",,,,,,,"  310",",,W","  290",",,W","   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-20","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  289",",,W","   56",",,W","   37",",,W",,,,,,,,,,,,," 1408",",,W",,,,,,,"  210",",,W","  230",",,W","  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-21","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  244",",,W","   83",",,W","   47",",,W",,,,,,,,,,,,," 0930",",,W",,,,,,,"  230",",,W","  240",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-22","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   38",",,W,",,,,,"  172",",,W","   89",",,W","   45",",,W",,,,,,,,,,,,," 1648",",,W",,,,,,,"  140",",,W","  140",",,W","   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-23","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","  124",",,W,",,,,,"  211",",,W","   50",",,W","   22",",,W",,,,,,,,,,,,," 1114",",,W",,,,,,,"  190",",,W","  150",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-24","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  244",",,W","   61",",,W","   27",",,W",,,,,,,,,,,,," 1249",",,W",,,,,,,"  130",",,W","  140",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-25","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  250",",,W","   61",",,W","   27",",,W",,,,,,,,,,,,," 1546",",,W",,,,,,,"  250",",,W","  260",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-26","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  250",",,W","   67",",,W","   40",",,W",,,,,,,,,,,,," 1545",",,W",,,,,,,"  250",",,W","  250",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-27","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","   50",",,W","   47",",,W",,,,,,,,,,,,," 1546",",,W",,,,,,,"  250",",,W","  230",",,W","  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-28","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  250",",,W","   22",",,W","   32",",,W",,,,,,,,,,,,," 1504",",,W",,,,,,,"  250",",,W","  240",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-29","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","   44",",,W","   35",",,W",,,,,,,,,,,,," 1415",",,W",,,,,,,"  200",",,W","  200",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-30","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","   39",",,W","   44",",,W",,,,,,,,,,,,," 1351",",,W",,,,,,,"  210",",,W","  270",",,W","  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-08-31","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","   50",",,W","   35",",,W",,,,,,,,,,,,," 1404",",,W",,,,,,,"  210",",,W","  230",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-01","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  261",",,W","   44",",,W","   35",",,W",,,,,,,,,,,,," 1851",",,W",,,,,,,"  160",",,W","  170",",,W","   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-02","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  239",",,W","   61",",,W","   29",",,W",,,,,,,,,,,,," 1207",",,W",,,,,,,"  350",",,W","  330",",,W","  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-03","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    5",",,W,",,,,,"  239",",,W","   44",",,W","   36",",,W",,,,,,,,,,,,," 1326",",,W",,,,,,,"   90",",,W","   90",",,W","   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-04","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   15",",,W,",,,,,"  233",",,W","   61",",,W","   32",",,W",,,,,,,,,,,,," 0730",",,W",,,,,,,"   60",",,W","   60",",,W","  125",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-05","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   33",",,W,",,,,,"  228",",,W","   67",",,W","   26",",,W",,,,,,,,,,,,," 1405",",,W",,,,,,,"  260",",,W","  260",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-06","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  239",",,W","   44",",,W","   32",",,W",,,,,,,,,,,,," 2132",",,W",,,,,,,"   20",",,W","   20",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-07","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  256",",,W","   56",",,W","   30",",,W",,,,,,,,,,,,," 1456",",,W",,,,,,,"  320",",,W","  330",",,W","  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-08","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  272",",,W","   67",",,W","   35",",,W",,,,,,,,,,,,," 1808",",,W",,,,,,,"  240",",,W","  230",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-09","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  283",",,W","   39",",,W","   26",",,W",,,,,,,,,,,,," 1617",",,W",,,,,,,"  250",",,W","  270",",,W","   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-10","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  272",",,W","   50",",,W","   36",",,W",,,,,,,,,,,,," 1204",",,W",,,,,,,"  200",",,W","  210",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-11","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  272",",,W","   33",",,W","   35",",,W",,,,,,,,,,,,," 1606",",,W",,,,,,,"  210",",,W","  200",",,W","   94",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-12","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","   11",",,W","   56",",,W",,,,,,,,,,,,," 1543",",,W",,,,,,,"  210",",,W","  190",",,W","  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-13","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  244",",,W","    6",",,W","   46",",,W",,,,,,,,,,,,," 1340",",,W",,,,,,,"  220",",,W","  210",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-14","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  256",",,W","  -21",",,W","   37",",,W",,,,,,,,,,,,," 1553",",,W",,,,,,,"  150",",,W","  190",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-15","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  267",",,W","   11",",,W","   48",",,W",,,,,,,,,,,,," 1157",",,W",,,,,,,"  210",",,W","  210",",,W","  143",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-16","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  261",",,W","   22",",,W","   40",",,W",,,,,,,,,,,,," 1251",",,W",,,,,,,"  200",",,W","  220",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-09-17","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  261",",,W","   50",",,W","   35",",,W",,,,,,,,,,,,," 1714",",,W",,,,,,,"  210",",,W","  210",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,
