"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00148235","2019-06-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  311",",,7","  144",",,7",,,,,,,,,"  140",",,7,0730",,,,,,,,,"  167",",,7","  278",",,7","  189",",,7,0730","  357",",,7",,,"  189",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   99",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  117",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  150",",,7","  311",",,7","  172",",,7,0730","  105",",,7",,,"  200",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","  122",",,7",,,,,,,,,"   81",",,7,0730",,,,,,,,,"  150",",,7","  289",",,7","  178",",,7,0730","  105",",,7",,,"  194",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","  133",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  156",",,7","  283",",,7","  144",",,7,0730","   97",",,7",,,"  200",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   97",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","  133",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  156",",,7","  239",",,7","  144",",,7,0730","  145",",,7",,,"  200",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  250",",,7","  128",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,"  161",",,7","  244",",,7","  167",",,7,0730","   50",",,7",,,"  200",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  289",",,7","  128",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  156",",,7","  289",",,7","  178",",,7,0730","  111",",,7",,,"  200",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  139",",,7",,,,,,,,,"  145",",,7,0730",,,,,,,,,"  156",",,7","  300",",,7","  144",",,7,0730","  195",",,7",,,"  206",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   13",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","  122",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  133",",,7","  233",",,7","  133",",,7,0730","  233",",,7",,,"  206",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  152",",,7,0730","    0",",,7,0730","    0",",,7,0730","  222",",,7","  100",",,7",,,,,,,,,"   74",",,7,0730",,,,,,,,,"  122",",,7","  200",",,7","  117",",,7,0730","  108",",,7",,,"  189",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    3",",,7,0730","    0",",,7,0730","    0",",,7,0730","  239",",,7","   56",",,7",,,,,,,,,"   74",",,7,0730",,,,,,,,,"  100",",,7","  244",",,7","  128",",,7,0730","   95",",,7",,,"  178",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  128",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  111",",,7","  278",",,7","  189",",,7,0730","  135",",,7",,,"  178",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  133",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  167",",,7","  300",",,7","  194",",,7,0730","   98",",,7",,,"  200",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  150",",,7",,,,,,,,,"  127",",,7,0730",,,,,,,,,"  167",",,7","  278",",,7","  233",",,7,0730","  270",",,7",,,"  217",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  378",",,7","  128",",,7",,,,,,,,,"  147",",,7,0730",,,,,,,,,"  156",",,7","  311",",,7","  211",",,7,0730","  137",",,7",,,"  211",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-29","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  378",",,7","  150",",,7",,,,,,,,,"  152",",,7,0730",,,,,,,,,"  161",",,7","  311",",,7","  267",",,7,0730","  192",",,7",,,"  222",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-06-30","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  378",",,7","  161",",,7",,,,,,,,,"  180",",,7,0730",,,,,,,,,"  172",",,7","  306",",,7","  222",",,7,0730","  232",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  372",",,7","  183",",,7",,,,,,,,,"  152",",,7,0730",,,,,,,,,"  178",",,7","  311",",,7","  222",",,7,0730","  240",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   71",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  161",",,7",,,,,,,,,"  104",",,7,0730",,,,,,,,,"  178",",,7","  322",",,7","  183",",,7,0730","  190",",,7",,,"  233",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    8",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","  144",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,"  178",",,7","  289",",,7","  194",",,7,0730","   55",",,7",,,"  228",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  333",",,7","  144",",,7",,,,,,,,,"  102",",,7,0730",,,,,,,,,"  183",",,7","  344",",,7","  211",",,7,0730","   85",",,7",,,"  222",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  361",",,7","  156",",,7",,,,,,,,,"  135",",,7,0730",,,,,,,,,"  233",",,7","  322",",,7","  211",",,7,0730","  167",",,7",,,"  233",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  150",",,7",,,,,,,,,"   81",",,7,0730",,,,,,,,,"  178",",,7","  294",",,7","  189",",,7,0730","  180",",,7",,,"  233",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  300",",,7","  156",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  194",",,7","  306",",,7","  244",",,7,0730","  119",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   84",",,7,0730","    0",",,7,0730","    0",",,7,0730","  311",",,7","  167",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  189",",,7","  278",",,7","  189",",,7,0730","  172",",,7",,,"  233",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  178",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  139",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  178",",,7","  300",",,7","  178",",,7,0730","  148",",,7",,,"  217",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  161",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  178",",,7","  344",",,7","  183",",,7,0730","   74",",,7",,,"  217",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  144",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  172",",,7","  250",",,7","  189",",,7,0730","  103",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-12","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  156",",,7",,,,,,,,,"  102",",,7,0730",,,,,,,,,"  178",",,7","  322",",,7","  211",",,7,0730","  156",",,7",,,"  228",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-13","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  361",",,7","  150",",,7",,,,,,,,,"  109",",,7,0730",,,,,,,,,"  183",",,7","  344",",,7","  211",",,7,0730","   95",",,7",,,"  239",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  139",",,7",,,,,,,,,"  132",",,7,0730",,,,,,,,,"  172",",,7","  328",",,7","  211",",,7,0730","  129",",,7",,,"  244",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  344",",,7","  183",",,7",,,,,,,,,"  135",",,7,0730",,,,,,,,,"  183",",,7","  317",",,7","  217",",,7,0730","  150",",,7",,,"  239",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   48",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  183",",,7",,,,,,,,,"  142",",,7,0730",,,,,,,,,"  189",",,7","  311",",,7","  206",",,7,0730","  137",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  178",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,"  189",",,7","  333",",,7","  250",",,7,0730","  135",",,7",,,"  250",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    3",",,7,0730","    0",",,7,0730","    0",",,7,0730","  383",",,7","  156",",,7",,,,,,,,,"  140",",,7,0730",,,,,,,,,"  183",",,7","  311",",,7","  217",",,7,0730","  179",",,7",,,"  244",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  383",",,7","  167",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,"  183",",,7","  344",",,7","  217",",,7,0730","   85",",,7",,,"  244",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  406",",,7","  189",",,7",,,,,,,,,"  185",",,7,0730",,,,,,,,,"  189",",,7","  339",",,7","  239",",,7,0730","  232",",,7",,,"  256",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  508",",,7,0730","    0",",,7,0730","    0",",,7,0730","  389",",,7","  167",",,7",,,,,,,,,"  193",",,7,0730",,,,,,,,,"  189",",,7","  344",",,7","  194",",,7,0730","  148",",,7",,,"  239",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","  156",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  178",",,7","  311",",,7","  167",",,7,0730","  100",",,7",,,"  239",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  283",",,7","  111",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  156",",,7","  289",",,7","  150",",,7,0730","   74",",,7",,,"  233",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  122",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  156",",,7","  300",",,7","  189",",,7,0730","  132",",,7",,,"  228",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  167",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  167",",,7","  300",",,7","  194",",,7,0730","  237",",,7",,,"  228",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   48",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  150",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  167",",,7","  322",",,7","  189",",,7,0730","  161",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  156",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  172",",,7","  328",",,7","  222",",,7,0730","  164",",,7",,,"  228",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  150",",,7",,,,,,,,,"  132",",,7,0730",,,,,,,,,"  178",",,7","  306",",,7","  211",",,7,0730","  185",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-29","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  156",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  178",",,7","  311",",,7","  211",",,7,0730","   80",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-30","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   28",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  139",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  178",",,7","  333",",,7","  183",",,7,0730","  105",",,7",,,"  239",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-07-31","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  367",",,7","  167",",,7",,,,,,,,,"  147",",,7,0730",,,,,,,,,"  167",",,7","  322",",,7","  211",",,7,0730","  254",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0",",,7,0730","    0",",,7,0730","  389",",,7","  167",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  178",",,7","  344",",,7","  194",",,7,0730","   64",",,7",,,"  233",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   28",",,7,0730","    0",",,7,0730","    0",",,7,0730","  333",",,7","  183",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,"  178",",,7","  344",",,7","  200",",,7,0730","  100",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  167",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  211",",,7","  344",",,7","  189",",,7,0730","   56",",,7",,,"  256",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  333",",,7","  150",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  194",",,7","  333",",,7","  206",",,7,0730","   51",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  344",",,7","  178",",,7",,,,,,,,,"  124",",,7,0730",,,,,,,,,"  178",",,7","  333",",,7","  183",",,7,0730","  151",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  356",",,7","  150",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,"  178",",,7","  322",",,7","  222",",,7,0730","  105",",,7",,,"  250",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  356",",,7","  156",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  189",",,7","  339",",,7","  217",",,7,0730","   56",",,7",,,"  244",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  112",",,7,0730","    0",",,7,0730","    0",",,7,0730","  372",",,7","  172",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  189",",,7","  344",",,7","  189",",,7,0730","  119",",,7",,,"  250",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   18",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  183",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  189",",,7","  317",",,7","  194",",,7,0730","   76",",,7",,,"  250",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  317",",,7","  183",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  200",",,7","  322",",,7","  194",",,7,0730","  116",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  109",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  183",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  200",",,7","  322",",,7","  194",",,7,0730","  126",",,7",,,"  250",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-12","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   18",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  183",",,7",,,,,,,,,"  114",",,7,0730",,,,,,,,,"  200",",,7","  344",",,7","  217",",,7,0730","  122",",,7",,,"  244",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-13","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  150",",,7",,,,,,,,,"   79",",,7,0730",,,,,,,,,"  178",",,7","  300",",,7","  189",",,7,0730","   97",",,7",,,"  233",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  173",",,7,0730","    0",",,7,0730","    0",",,7,0730","  333",",,7","  144",",,7",,,,,,,,,"  109",",,7,0730",,,,,,,,,"  167",",,7","  322",",,7","  156",",,7,0730","  142",",,7",,,"  222",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    3",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  156",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  178",",,7","  300",",,7","  189",",,7,0730","  174",",,7",,,"  222",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   10",",,7,0730","    0",",,7,0730","    0",",,7,0730","  339",",,7","  144",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  167",",,7","  328",",,7","  161",",,7,0730","  134",",,7",,,"  222",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   28",",,7,0730","    0",",,7,0730","    0",",,7,0730","  317",",,7","  161",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  172",",,7","  328",",,7","  217",",,7,0730","  142",",,7",,,"  228",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  344",",,7","  150",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  178",",,7","  328",",,7","  183",",,7,0730","  105",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  139",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  178",",,7","  333",",,7","  217",",,7,0730","   64",",,7",,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  378",",,7","  183",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,"  178",",,7","  322",",,7","  228",",,7,0730","  154",",,7",,,"  239",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  389",",,7","  167",",,7",,,,,,,,,"  147",",,7,0730",,,,,,,,,"  178",",,7","  322",",,7","  211",",,7,0730","  192",",,7",,,"  244",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-08-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  311",",,7","  167",",,7",,,,,,,,,"   66",",,7,0730",,,,,,,,,"  178",",,7","  300",",,7","  167",",,7,0730","  135",",,7",,,"  244",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
