"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00148235","2018-08-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","  117",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  133",",,7","  311",",,7","  161",",,7,0730","   84",",,7",,,"  206",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  311",",,7","  139",",,7",,,,,,,,,"   86",",,7,0730",,,,,,,,,"  144",",,7","  289",",,7","  172",",,7,0730","  142",",,7",,,"  222",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  150",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  156",",,7","  294",",,7","  189",",,7,0730","  182",",,7",,,"  233",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    5",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  156",",,7",,,,,,,,,"  107",",,7,0730",,,,,,,,,"  156",",,7","  289",",,7","  228",",,7,0730","  240",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  361",",,7","  167",",,7",,,,,,,,,"   99",",,7,0730",,,,,,,,,"  183",",,7","  339",",,7","  267",",,7,0730","  114",",,7",,,"  233",",,7",,,"  294",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  344",",,7","  150",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  178",",,7","  311",",,7","  200",",,7,0730","  117",",,7",,,"  244",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  381",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  161",",,7",,,,,,,,,"   69",",,7,0730",,,,,,,,,"  178",",,7","  311",",,7","  194",",,7,0730","   90",",,7",,,"  239",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  300",",,7","  167",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  178",",,7","  333",",,7","  183",",,7,0730","  100",",,7",,,"  239",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  156",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,"  167",",,7","  322",",,7","  183",",,7,0730","   61",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  139",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  156",",,7","  322",",,7","  183",",,7,0730","   55",",,7",,,"  228",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  306",",,7","  133",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  144",",,7","  300",",,7","  172",",,7,0730","   60",",,7",,,"  228",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-12","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  311",",,7","  122",",,7",,,,,,,,,"   74",",,7,0730",,,,,,,,,"  144",",,7","  300",",,7","  150",",,7,0730","   68",",,7",,,"  228",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-13","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  289",",,7","  144",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  144",",,7","  267",",,7","  161",",,7,0730","  114",",,7",,,"  228",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   20",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  161",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,"  156",",,7","  278",",,7","  161",",,7,0730","  121",",,7",,,"  228",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  278",",,7","  122",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  156",",,7","  294",",,7","  161",",,7,0730","   82",",,7",,,"  222",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  306",",,7","  144",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  156",",,7","  294",",,7","  183",",,7,0730","  126",",,7",,,"  222",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  167",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  183",",,7","  317",",,7","  178",",,7,0730","   89",",,7",,,"  233",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    5",",,7,0730","    0",",,7,0730","    0",",,7,0730","  317",",,7","  172",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  183",",,7","  317",",,7","  183",",,7,0730","  129",",,7",,,"  244",",,7",,,"  283",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  318",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  133",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  156",",,7","  289",",,7","  167",",,7,0730","  153",",,7",,,"  217",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  261",",,7","  106",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,"  100",",,7","  239",",,7","  128",",,7,0730","  269",",,7",,,"  200",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  233",",,7","   89",",,7",,,,,,,,,"   64",",,7,0730",,,,,,,,,"  111",",,7","  244",",,7","  111",",,7,0730","   66",",,7",,,"  189",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   23",",,7,0730","    0",",,7,0730","    0",",,7,0730","  217",",,7","  111",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,"  111",",,7","  211",",,7","  122",",,7,0730","  148",",,7",,,"  189",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    3",",,7,0730","    0",",,7,0730","    0",",,7,0730","  217",",,7","  122",",,7",,,,,,,,,"    5",",,7,0730",,,,,,,,,"  128",",,7","  183",",,7","  183",",,7,0730","  188",",,7",,,"  194",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    5",",,7,0730","    0",",,7,0730","    0",",,7,0730","  322",",,7","  156",",,7",,,,,,,,,"   79",",,7,0730",,,,,,,,,"  150",",,7","  322",",,7","  172",",,7,0730","   56",",,7",,,"  200",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  328",",,7","  144",",,7",,,,,,,,,"   81",",,7,0730",,,,,,,,,"  150",",,7","  300",",,7","  194",",,7,0730","   76",",,7",,,"  217",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   30",",,7,0730","    0",",,7,0730","    0",",,7,0730","  333",",,7","  172",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,"  189",",,7","  289",",,7","  228",",,7,0730","  208",",,7",,,"  217",",,7",,,"  256",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  350",",,7","  150",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  156",",,7","  322",",,7","  217",",,7,0730","  109",",,7",,,"  222",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  356",",,7","  161",",,7",,,,,,,,,"   91",",,7,0730",,,,,,,,,"  144",",,7","  322",",,7","  161",",,7,0730","  145",",,7",,,"  222",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-29","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  222",",,7","   94",",,7",,,,,,,,,"   97",",,7,0730",,,,,,,,,"  122",",,7","  239",",,7","  117",",,7,0730","  135",",,7",,,"  211",",,7",,,"  250",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-30","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  261",",,7","  117",",,7",,,,,,,,,"   58",",,7,0730",,,,,,,,,"  144",",,7","  250",",,7","  178",",,7,0730","  138",",,7",,,"  206",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-08-31","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  356",",,7","  167",",,7",,,,,,,,,"   84",",,7,0730",,,,,,,,,"  161",",,7","  322",",,7","  200",",,7,0730","  122",",,7",,,"  217",",,7",,,"  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  367",",,7","  150",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  156",",,7","  289",",,7","  172",",,7,0730","   93",",,7",,,"  228",",,7",,,"  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  317",",,7","  167",",,7",,,,,,,,,"   71",",,7,0730",,,,,,,,,"  161",",,7","  239",",,7","  183",",,7,0730","  182",",,7",,,"  222",",,7",,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  294",",,7","  150",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,"  178",",,7","  272",",,7","  172",",,7,0730","  105",",,7",,,"  222",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   36",",,7,0730","    0",",,7,0730","    0",",,7,0730","  256",",,7","  144",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  156",",,7","  222",",,7","  172",",,7,0730","  145",",,7",,,"  211",",,7",,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   30",",,7,0730","    0",",,7,0730","    0",",,7,0730","  289",",,7","  156",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,"  156",",,7","  278",",,7","  156",",,7,0730","   92",",,7",,,"  211",",,7",,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   58",",,7,0730","    0",",,7,0730","    0",",,7,0730","  217",",,7","  150",",,7",,,,,,,,,"    5",",,7,0730",,,,,,,,,"  144",",,7","  211",",,7","  150",",,7,0730","  111",",,7",,,"  206",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    3",",,7,0730","    0",",,7,0730","    0",",,7,0730","  211",",,7","  128",",,7",,,,,,,,,"   10",",,7,0730",,,,,,,,,"  144",",,7","  211",",,7","  139",",,7,0730","   74",",,7",,,"  200",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   13",",,7,0730","    0",",,7,0730","    0",",,7,0730","  244",",,7","  139",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,"  144",",,7","  244",",,7","  161",",,7,0730","   89",",,7",,,"  194",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  239",",,7","  139",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  144",",,7","  244",",,7","  150",",,7,0730","  126",",,7",,,"  206",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  228",",,7","  111",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  122",",,7","  211",",,7","  122",",,7,0730","  158",",,7",,,"  189",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-09-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  289",",,7","  122",",,7",,,,,,,,,"   58",",,7,0730",,,,,,,,,"  144",",,7","  267",",,7","  144",",,7,0730","  227",",,7",,,"  183",",,7",,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
