"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00316236","2018-06-22","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  161",",,7",,,,,,,"   98",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-23","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  167",",,7",,,,,,,"   98",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-24","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  178",",,7",,,,,,,"  116",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-25","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  114",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  172",",,7",,,,,,,"  103",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-26","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  368",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  183",",,7",,,,,,,"  112",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-27","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  178",",,7",,,,,,,"  107",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-28","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   25",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7",,,,,,,"   98",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-29","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  161",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-06-30","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  189",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-01","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  185",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  200",",,7",,,,,,,"   76",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-02","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  206",",,7",,,,,,,"   36",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-03","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  189",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-04","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  211",",,7",,,,,,,"   76",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-05","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   64",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  206",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-06","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  189",",,7",,,,,,,"   80",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-07","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  272",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  172",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-08","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  139",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-09","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  128",",,7",,,,,,,"   72",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-10","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  144",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-11","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  172",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-12","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  523",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  183",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-13","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  194",",,7",,,,,,,"   76",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-14","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  200",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-15","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  183",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-16","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  173",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  194",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-17","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  189",",,7",,,,,,,"   85",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-18","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  183",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-19","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  172",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-20","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  189",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-21","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   86",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  161",",,7",,,,,,,"  116",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-22","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  172",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-23","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  161",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-24","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   81",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  172",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-25","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  167",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-26","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  150",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-27","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  156",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-28","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  167",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-29","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  156",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-30","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  371",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  189",",,7",,,,,,,"  116",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-07-31","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  189",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-01","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  145",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  172",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-02","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  592",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  183",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-03","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  328",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  183",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-04","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   64",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  167",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-05","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   86",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  172",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-06","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  178",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-07","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  178",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-08","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  178",",,7",,,,,,,"  130",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-09","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  178",",,7",,,,,,,"   72",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-10","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  541",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  167",",,7",,,,,,,"   63",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00316236","2018-08-11","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  172",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-12","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  161",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-13","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  156",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-14","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  144",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-15","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  156",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-16","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  167",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-17","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  178",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-18","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  183",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-19","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-20","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-21","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  257",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  183",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-22","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  172",",,7",,,,,,,"   63",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-23","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  117",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-24","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  106",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-25","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  122",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-26","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  150",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-27","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  172",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-28","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  172",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-29","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  389",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  167",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-30","35.66308","-82.34446","755.9","NORTH FORK 2, NC US",,,"    0",",,7,2400","    0",",,7,2400","  300",",,7","  178",",,7",,,,,,,"  107",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-08-31","35.66308","-82.34446","755.9","NORTH FORK 2, NC US",,,"    0",",,7,2400","    0",",,7,2400","  283",",,7","  167",",,7","    2",",,7","  325",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-01","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  104",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  172",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-02","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  200",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-03","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  183",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-04","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   89",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  189",",,7",,,,,,,"   94",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-05","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  206",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-06","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  200",",,7",,,,,,,"   45",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-07","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  167",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-08","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  124",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  183",",,7",,,,,,,"   72",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-09","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  189",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-10","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  262",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  189",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-11","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  114",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  189",",,7",,,,,,,"   58",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-12","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  194",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-13","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  544",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  183",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-14","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  172",",,7",,,,,,,"   72",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-15","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   91",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  200",",,7",,,,,,,"  134",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-16","35.66308","-82.34446","755.9","NORTH FORK 2, NC US"," 1361",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  194",",,7",,,,,,,"  156",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-17","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   56",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  194",",,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-18","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  172",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-19","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  161",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-20","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  167",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-21","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  178",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-22","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  156",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-23","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  167",",,7",,,,,,,"   54",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-24","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  172",",,7",,,,,,,"   76",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-25","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   86",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  172",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-26","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  172",",,7",,,,,,,"   72",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-27","35.66308","-82.34446","755.9","NORTH FORK 2, NC US","  102",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  178",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-28","35.66308","-82.34446","755.9","NORTH FORK 2, NC US",,,"    0",",,7,2400","    0",",,7,2400","  261",",,7","  172",",,7",,,,,,,"   40",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-29","35.66308","-82.34446","755.9","NORTH FORK 2, NC US",,,"    0",",,7,2400","    0",",,7,2400","  267",",,7","  172",",,7",,,,,,,"   49",",,7",,,,,,,,,,,,,,,,
"USC00316236","2018-09-30","35.66308","-82.34446","755.9","NORTH FORK 2, NC US",,,"    0",",,7,2400","    0",",,7,2400","  211",",,7","  183",",,7","    3",",,7","  244",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,
