"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00023233","2018-07-17","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  133",",,W","   38",",,W",,,,,"  165","H,,S",,,,,"  320",",,W","  320",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-18","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  128",",,W","   34",",,W",,,,,"  157","H,,S",,,,,"  320",",,W","  310",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-19","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  244",",,W","  139",",,W","   30",",,W",,,,,"  166","H,,S",,,,,"  320",",,W","  310",",,W","   89",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-20","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  144",",,W","   33",",,W",,,,,"  167","H,,S",,,,,"  320",",,W","  310",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-21","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  150",",,W","   38",",,W",,,,,"  178","H,,S",,,,,"  320",",,W","  310",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-22","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","  156",",,W","   35",",,W",,,,,"  178","H,,S",,,,,"  310",",,W","  310",",,W","   81",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-23","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  144",",,W","   42",",,W",,,,,"  181","H,,S",,,,,"  300",",,W","  290",",,W","   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-24","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  139",",,W","   39",",,W",,,,,"  169","H,,S",,,,,"  310",",,W","  310",",,W","   81",",,W","  107",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-25","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  244",",,W","  133",",,W","   45",",,W",,,,,"  171","H,,S",,,,,"  330",",,W","  300",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-26","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  133",",,W","   45",",,W",,,,,"  161","H,,S",,,,,"  310",",,W","  300",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-27","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  133",",,W","   47",",,W",,,,,"  158","H,,S",,,,,"  310",",,W","  320",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-28","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  122",",,W","   39",",,W",,,,,"  152","H,,S",,,,,"  310",",,W","  300",",,W","   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-29","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  122",",,W","   39",",,W",,,,,"  147","H,,S",,,,,"  330",",,W","  300",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-30","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  122",",,W","   43",",,W",,,,,"  154","H,,S",,,,,"  320",",,W","  320",",,W","   81",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-07-31","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  117",",,W","   37",",,W",,,,,"  146","H,,S",,,,,"  310",",,W","  330",",,W","   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-01","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400",,,,,"  189",",,W","  122",",,W","   41",",,W",,,,,"  146","H,,S",,,,,"  300",",,W","  300",",,W","   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-02","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  189",",,W","  117",",,W","   45",",,W",,,,,"  144","H,,S",,,,,"  310",",,W","  310",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-03","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  117",",,W","   41",",,W",,,,,"  151","H,,S",,,,,"  300",",,W","  310",",,W","   81",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-04","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  100",",,W","   38",",,W",,,,,"  159","H,,S",,,,,"  320",",,W","  310",",,W","   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-05","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","  122",",,W","   46",",,W",,,,,"  167","H,,S",,,,,"  300",",,W","  330",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-06","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  106",",,W","   37",",,W",,,,,"  159","H,,S",,,,,"  330",",,W","  330",",,W","   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-07","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","  106",",,W","   41",",,W",,,,,"  146","H,,S",,,,,"  320",",,W","  300",",,W","   81",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-08","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  111",",,W","   30",",,W",,,,,"  148","H,,S",,,,,"  310",",,W","  290",",,W","   81",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-09","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  111",",,W","   32",",,W",,,,,"  159","H,,S",,,,,"  310",",,W","  330",",,W","   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-10","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","  111",",,W","   35",",,W",,,,,"  151","H,,S",,,,,"  320",",,W","  310",",,W","   81",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-11","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  122",",,W","   34",",,W",,,,,"  162","H,,S",,,,,"  300",",,W","  320",",,W","   72",",,W","   89",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-12","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  111",",,W","   31",",,W",,,,,"  168","H,,S",,,,,"  330",",,W","  320",",,W","   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-13","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  122",",,W","   34",",,W",,,,,"  151","H,,S",,,,,"  310",",,W","  310",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-14","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  133",",,W","   39",",,W",,,,,"  158","H,,S",,,,,"  310",",,W","  280",",,W","   81",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-15","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  133",",,W","   34",",,W",,,,,"  174","H,,S",,,,,"  280",",,W","  290",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-16","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  244",",,W","  133",",,W","   34",",,W",,,,,"  181","H,,S",,,,,"  310",",,W","  290",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-17","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  250",",,W","  133",",,W","   35",",,W",,,,,"  179","H,,S",,,,,"  320",",,W","  320",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-18","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  133",",,W","   37",",,W",,,,,"  165","H,,S",,,,,"  320",",,W","  320",",,W","   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-19","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  128",",,W","   31",",,W",,,,,"  156","H,,S",,,,,"  320",",,W","  300",",,W","   81",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-20","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  128",",,W","   33",",,W",,,,,"  153","H,,S",,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-21","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  144",",,W","   34",",,W",,,,,"  166","H,,S",,,,,"  320",",,W","  330",",,W","   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-22","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  156",",,W","   30",",,W",,,,,"  177","H,,S",,,,,"  310",",,W","  320",",,W","   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-23","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  161",",,W","   31",",,W",,,,,"  178","H,,S",,,,,"  280",",,W","  310",",,W","   72",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-24","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  150",",,W","   34",",,W",,,,,"  176","H,,S",,,,,"  320",",,W","  310",",,W","   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-25","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  139",",,W","   31",",,W",,,,,"  164","H,,S",,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-26","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  133",",,W","   35",",,W",,,,,"  159","H,,S",,,,,"  320",",,W","  310",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-27","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  206",",,W","  144",",,W","   32",",,W",,,,,"  165","H,,S",,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-28","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  144",",,W","   31",",,W",,,,,"  169","H,,S",,,,,"  300",",,W","  310",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-29","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  233",",,W","  128",",,W","   26",",,W",,,,,"  178","H,,S",,,,,"  300",",,W","  290",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-30","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","  144",",,W","   37",",,W",,,,,"  179","H,,S",,,,,"  300",",,W","  300",",,W","   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-08-31","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  144",",,W","   41",",,W",,,,,"  176","H,,S",,,,,"  320",",,W","  320",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-01","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","  139",",,W","   39",",,W",,,,,"  164","H,,S",,,,,"  310",",,W","  310",",,W","   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-02","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  128",",,W","   36",",,W",,,,,"  152","H,,S",,,,,"  310",",,W","  310",",,W","   89",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-03","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  139",",,W","   31",",,W",,,,,"  159","H,,S",,,,,"  320",",,W","  330",",,W","   72",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-04","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","  139",",,W","   30",",,W",,,,,"  159","H,,S",,,,,"  300",",,W","  310",",,W","   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-05","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  144",",,W","   32",",,W",,,,,"  158","H,,S",,,,,"  310",",,W","  330",",,W","   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-06","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  139",",,W","   29",",,W",,,,,"  161","H,,S",,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-07","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  122",",,W","   32",",,W",,,,,"  154","H,,S",,,,,"  320",",,W","  320",",,W","   81",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-08","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  117",",,W","   36",",,W",,,,,"  156","H,,S",,,,,"  310",",,W","  300",",,W","   76",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-09","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","  117",",,W","   38",",,W",,,,,"  163","H,,S",,,,,"  290",",,W","  290",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-10","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  117",",,W","   38",",,W",,,,,"  161","H,,S",,,,,"  300",",,W","  290",",,W","   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023233","2018-09-11","36.6636","-121.6081","22.6","SALINAS AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","   94",",,W","   38",",,W",,,,,"  158","H,,S",,,,,"  290",",,W","  290",",,W","   76",",,W","  107",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
