"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014763","2018-08-08","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   28",",,W,",,,,,"  294",",,W","  194",",,W","   13",",,W",,,,,,,,,,,"  270",",,W","  260",",,W",,,"   58",",,W","   72",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-09","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  278",",,W","  189",",,W","   30",",,W",,,,,,,,,,,"  280",",,W","  310",",,W",,,"   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-10","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    8",",,W,",,,,,"  267",",,W","  172",",,W","   16",",,W",,,,,,,,,,,"  300",",,W","  290",",,W",,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-11","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  343",",,W,",,,,,"  206",",,W","  172",",,W","   19",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-12","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   41",",,W,",,,,,"  256",",,W","  183",",,W","   18",",,W",,,,,,,,,,,"   50",",,W","   60",",,W",,,"   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-13","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   58",",,W,",,,,,"  239",",,W","  194",",,W","   19",",,W",,,,,,,,,,,"   60",",,W","   50",",,W",,,"   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-14","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    5",",,W,",,,,,"  261",",,W","  194",",,W","   16",",,W",,,,,,,,,,,"  120",",,W","  170",",,W",,,"   54",",,W","   67",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-15","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  283",",,W","  189",",,W","   29",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,"   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-16","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,","    0",",,H","    0",",,H","  283",",,W","  189",",,W","   26",",,W",,,,,,,,,,,"  270",",,W","  290",",,W",,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-17","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  683",",,W,","    0",",,H","    0",",,H","  289",",,W","  178",",,W","   18",",,W",,,,,,,,,,,"  250",",,W","  230",",,W",,,"  112",",,W","  152",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-18","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   28",",,W,",,,,,"  267",",,W","  183",",,W","   26",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-19","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  244",",,W","  150",",,W","   30",",,W",,,,,,,,,,,"   60",",,W","   50",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-20","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  244",",,W","  139",",,W","   19",",,W",,,,,,,,,,,"   50",",,W","   40",",,W",,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-21","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"  239",",,W","  139",",,W","   28",",,W",,,,,,,,,,,"  150",",,W","  130",",,W",,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-22","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  135",",,W,","    0",",,H","    0",",,H","  250",",,W","  172",",,W","   33",",,W",,,,,,,,,,,"  280",",,W","  310",",,W",,,"   89",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-23","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  233",",,W","  128",",,W","   36",",,W",,,,,,,,,,,"  270",",,W","  280",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-24","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  261",",,W","  106",",,W","   10",",,W",,,,,,,,,,,"  270",",,W","  260",",,W",,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-25","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  250",",,W","  128",",,W","   16",",,W",,,,,,,,,,,"  170",",,W","  180",",,W",,,"   54",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-26","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  250",",,W","  128",",,W","   22",",,W",,,,,,,,,,,"  240",",,W","  240",",,W",,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-27","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  261",",,W","  183",",,W","   18",",,W",,,,,,,,,,,"  260",",,W","  290",",,W",,,"   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-08-28","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  311",",,W","  194",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  240",",,W",,,"   67",",,W","   94",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-29","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  322",",,W","  206",",,W","   25",",,W",,,,,,,,,,,"  200",",,W","  240",",,W",,,"   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-30","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"  272",",,W","  161",",,W","   29",",,W",,,,,,,,,,,"  330",",,W","  350",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-08-31","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  222",",,W","  150",",,W","   23",",,W",,,,,,,,,,,"  140",",,W","  120",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-09-01","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  233",",,W","  139",",,W","   13",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-02","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  261",",,W","  150",",,W","   17",",,W",,,,,,,,,,,"  240",",,W","  240",",,W",,,"   58",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-03","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    3",",,W,",,,,,"  317",",,W","  200",",,W","   23",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"   58",",,W","   81",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-04","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  294",",,W","  178",",,W","   18",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-05","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  317",",,W","  161",",,W","   11",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-06","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  130",",,W,",,,,,"  311",",,W","  200",",,W","   17",",,W",,,,,,,,,,,"  260",",,W","  260",",,W",,,"   81",",,W","  112",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-09-07","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    8",",,W,",,,,,"  211",",,W","  167",",,W","    9",",,W",,,,,,,,,,,"   40",",,W","   60",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-09-08","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  189",",,W","   83",",,W","   16",",,W",,,,,,,,,,,"  280",",,W","  300",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-09","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  150",",,W","   83",",,W","   17",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-10","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  328",",,W,",,,,,"  139",",,W","  100",",,W","   37",",,W",,,,,,,,,,,"  100",",,W","   70",",,W",,,"   72",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-11","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   23",",,W,",,,,,"  217",",,W","  139",",,W","    6",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-12","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  279",",,W,",,,,,"  228",",,W","  183",",,W","   12",",,W",,,,,,,,,,,"   60",",,W","   10",",,W",,,"   36",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00014763","2018-09-13","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0","T,,W,",,,,,"  278",",,W","  178",",,W","    9",",,W",,,,,,,,,,,"  130",",,W","  140",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-14","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  256",",,W","  167",",,W","   11",",,W",,,,,,,,,,,"  200",",,W","  210",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-15","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  283",",,W","  167",",,W","    7",",,W",,,,,,,,,,,"  300",",,W","  290",",,W",,,"   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-16","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  300",",,W","  150",",,W","    6",",,W",,,,,,,,,,,"  230",",,W","  230",",,W",,,"   40",",,W","   54",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-17","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","   51",",,W,",,,,,"  261",",,W","  172",",,W","   14",",,W",,,,,,,,,,,"  220",",,W","  230",",,W",,,"   67",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-18","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","  483",",,W,",,,,,"  267",",,W","  189",",,W","   16",",,W",,,,,,,,,,,"  170",",,W","  190",",,W",,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014763","2018-09-19","42.42685","-73.28907","363.9","PITTSFIELD MUNICIPAL AIRPORT, MA US","    0",",,W,",,,,,"  244",",,W","  156",",,W","   15",",,W",,,,,,,,,,,"  310",",,W","  300",",,W",,,"   72",",,W","   85",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
