"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003820","2018-07-17","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    3",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  233",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-18","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  155",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  340",",,W","  340",",,W",,,,,,,"  103",",,W","  130",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-19","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  233",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  263","H,,S",,,,,,,"   90",",,W","  100",",,W",,,,,,,"  125",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-20","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    5",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  222",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  260","H,,S",,,,,,,"   30",",,W","   60",",,W",,,,,,,"   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-21","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   30",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  194",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  250","H,,S",,,,,,,"  150",",,W","  160",",,W",,,,,,,"  107",",,W","  134",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-22","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  333",",,W","  189",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  264","H,,S",,,,,,,"   20",",,W","   10",",,W",,,,,,,"  107",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-23","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   10",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  217",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,,,"   60",",,W","   60",",,W",,,,,,,"   94",",,W","  112",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-24","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  249","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-25","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  328",",,W","  206",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,,,"  170",",,W","  160",",,W",,,,,,,"   94",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-26","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  211",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"  140",",,W","  160",",,W",,,,,,,"   89",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-27","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  206",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   63",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-28","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  277","H,,S",,,,,,,"  120",",,W","  120",",,W",,,,,,,"   67",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-29","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  239",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  211",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  252","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,"   98",",,W","  125",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-30","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    5",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,,,"  180",",,W","  190",",,W",,,,,,,"   81",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-07-31","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   28",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  253","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,"   58",",,W","   72",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-01","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   38",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  255","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,"  103",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-02","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  264",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  222",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  249","H,,S",,,,,,,"  200",",,W","  190",",,W",,,,,,,"  107",",,W","  134",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-03","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    8",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  222",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  252","H,,S",,,,,,,"  220",",,W","  200",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-04","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  117",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  222",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  262","H,,S",,,,,,,"  320",",,W","  310",",,W",,,,,,,"  112",",,W","  125",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-05","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  102",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  222",",,W",,,,,"    8",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,"  107",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-06","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  228",",,W",,,,,"   12",",,W",,,,,,,,,,,,,"  263","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,"   81",",,W","  103",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-07","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   69",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  222",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  265","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,"  139",",,W","  174",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-08","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","  338",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  211",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"  112",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-09","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    3",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  222",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  350",",,W","  320",",,W",,,,,,,"  112",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-10","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  211",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-11","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   43",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  260",",,W","  270",",,W",,,,,,,"   94",",,W","  112",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-12","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  228",",,W",,,,,"    9",",,W",,,,,,,,,,,,,"  278","H,,S",,,,,,,"  180",",,W","  230",",,W",,,,,,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-13","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  217",",,W",,,,,"    9",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"   20",",,W","  360",",,W",,,,,,,"   45",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-14","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  194",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,"   63",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-15","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  200",",,W",,,,,"   11",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  150",",,W","  140",",,W",,,,,,,"   40",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-16","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  217",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  210",",,W","  140",",,W",,,,,,,"   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-17","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   15",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  228",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-18","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  328",",,W","  233",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"  220",",,W","  230",",,W",,,,,,,"   81",",,W","  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-19","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  233",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  220",",,W","  230",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-20","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","   91",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  275","H,,S",,,,,,,"  250",",,W","  240",",,W",,,,,,,"   94",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-21","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  322",",,W","  228",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  266","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,"   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-22","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  233",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  281","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-23","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  194",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  264","H,,S",,,,,,,"   30",",,W","   20",",,W",,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-24","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  172",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,,,"   60",",,W","   80",",,W",,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-25","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  167",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  239","H,,S",,,,,,,"   60",",,W","  100",",,W",,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-26","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  200",",,W",,,,,"   12",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  180",",,W","  290",",,W",,,,,,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-27","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  200",",,W",,,,,"    8",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   36",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-28","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  200",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  150",",,W","  170",",,W",,,,,,,"   54",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003820","2018-08-29","33.3644","-81.9633","40.2","AUGUSTA BUSH FIELD AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  211",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  278","H,,S",,,,,,,"  190",",,W","  300",",,W",,,,,,,"   54",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
