"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"THW00041018","2018-07-25","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-26","17.38333","102.8","178.0","UDON THANI, TH","   61",",,S",,,,,,,"  248",",,S",,,"  259","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-27","17.38333","102.8","178.0","UDON THANI, TH","   25",",,S",,,,,,,"  245",",,S",,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-28","17.38333","102.8","178.0","UDON THANI, TH","   58",",,S",,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-29","17.38333","102.8","178.0","UDON THANI, TH","   25",",,S",,,,,"  306",",,S",,,,,"  268","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-30","17.38333","102.8","178.0","UDON THANI, TH","   18",",,S",,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-07-31","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,"  244",",,S",,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-01","17.38333","102.8","178.0","UDON THANI, TH","   33",",,S",,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-02","17.38333","102.8","178.0","UDON THANI, TH","   48",",,S",,,,,,,"  244",",,S",,,"  289","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-03","17.38333","102.8","178.0","UDON THANI, TH","   13",",,S",,,,,,,"  245",",,S",,,"  287","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-04","17.38333","102.8","178.0","UDON THANI, TH","  152",",,S",,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-05","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-06","17.38333","102.8","178.0","UDON THANI, TH","   61",",,S",,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-07","17.38333","102.8","178.0","UDON THANI, TH","  170",",,S",,,,,"  337",",,S","  245",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-08","17.38333","102.8","178.0","UDON THANI, TH","   10",",,S",,,,,,,,,,,"  295","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-09","17.38333","102.8","178.0","UDON THANI, TH","  206",",,S",,,,,,,,,,,"  271","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-10","17.38333","102.8","178.0","UDON THANI, TH","  152",",,S",,,,,,,"  242",",,S",,,"  272","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-11","17.38333","102.8","178.0","UDON THANI, TH","  127",",,S",,,,,,,,,,,"  269","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-12","17.38333","102.8","178.0","UDON THANI, TH","   66",",,S",,,,,"  325",",,S","  246",",,S",,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-13","17.38333","102.8","178.0","UDON THANI, TH","   30",",,S",,,,,"  294",",,S","  249",",,S",,,"  270","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-14","17.38333","102.8","178.0","UDON THANI, TH","  284",",,S",,,,,,,"  245",",,S",,,"  265","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-15","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-16","17.38333","102.8","178.0","UDON THANI, TH","  104",",,S",,,,,,,"  248",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-17","17.38333","102.8","178.0","UDON THANI, TH","   30",",,S",,,,,,,"  248",",,S",,,"  268","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-18","17.38333","102.8","178.0","UDON THANI, TH","   79",",,S",,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-19","17.38333","102.8","178.0","UDON THANI, TH","    8",",,S",,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-20","17.38333","102.8","178.0","UDON THANI, TH","  297",",,S",,,,,"  331",",,S",,,,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-21","17.38333","102.8","178.0","UDON THANI, TH","  160",",,S",,,,,,,,,,,"  288","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-22","17.38333","102.8","178.0","UDON THANI, TH","   28",",,S",,,,,"  304",",,S",,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-23","17.38333","102.8","178.0","UDON THANI, TH","  231",",,S",,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-24","17.38333","102.8","178.0","UDON THANI, TH","  500",",,S",,,,,,,"  248",",,S",,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-25","17.38333","102.8","178.0","UDON THANI, TH","   94",",,S",,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-26","17.38333","102.8","178.0","UDON THANI, TH","  142",",,S",,,,,,,"  238",",,S",,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-27","17.38333","102.8","178.0","UDON THANI, TH","   20",",,S",,,,,,,"  243",",,S",,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-28","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,"  304",",,S",,,,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-29","17.38333","102.8","178.0","UDON THANI, TH","   30",",,S",,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-30","17.38333","102.8","178.0","UDON THANI, TH","   89",",,S",,,,,,,"  238",",,S",,,"  252","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-08-31","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,"  243",",,S",,,"  282","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-01","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  250",",,S",,,"  293","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-02","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  249",",,S",,,"  292","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-03","17.38333","102.8","178.0","UDON THANI, TH","   33",",,S",,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-04","17.38333","102.8","178.0","UDON THANI, TH","  107",",,S",,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-05","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,"  239",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-06","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  243",",,S",,,"  299","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  305","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-08","17.38333","102.8","178.0","UDON THANI, TH","  112",",,S",,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-09","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,"  318",",,S","  239",",,S",,,"  278","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-10","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  248",",,S",,,"  277","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-11","17.38333","102.8","178.0","UDON THANI, TH","   28",",,S",,,,,,,"  249",",,S",,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-12","17.38333","102.8","178.0","UDON THANI, TH","   20",",,S",,,,,,,"  250",",,S",,,"  265","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-13","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,"  332",",,S","  245",",,S",,,"  288","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-14","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  295","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-15","17.38333","102.8","178.0","UDON THANI, TH","   94",",,S",,,,,"  336",",,S","  242",",,S",,,"  298","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-16","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  352",",,S",,,,,"  311","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-18","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,"  325",",,S",,,,,"  263","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-19","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-20","17.38333","102.8","178.0","UDON THANI, TH","  178",",,S",,,,,,,"  237",",,S",,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-21","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,"  343",",,S",,,,,"  294","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-22","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-23","17.38333","102.8","178.0","UDON THANI, TH","  132",",,S",,,,,,,"  234",",,S",,,"  293","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-25","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  350",",,S","  249",",,S",,,"  297","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-26","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  252",",,S",,,"  306","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-27","17.38333","102.8","178.0","UDON THANI, TH","  386",",,S",,,,,,,"  260",",,S",,,"  293","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-28","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  335",",,S",,,,,"  278","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-29","17.38333","102.8","178.0","UDON THANI, TH","    5",",,S",,,,,,,"  242",",,S",,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-09-30","17.38333","102.8","178.0","UDON THANI, TH","   76",",,S",,,,,"  330",",,S",,,,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-01","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  326",",,S","  240",",,S",,,"  280","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  281","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  330",",,S",,,,,"  275","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  334",",,S",,,,,"  280","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  218",",,S",,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-09","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  221",",,S",,,"  290","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  337",",,S",,,,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  275","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  216",",,S",,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  228",",,S",,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  230",",,S",,,"  290","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  356",",,S","  239",",,S",,,"  298","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-16","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  242",",,S",,,"  303","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-17","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-18","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,"  232",",,S",,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-19","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  344",",,S","  235",",,S",,,"  292","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-21","17.38333","102.8","178.0","UDON THANI, TH","  183",",,S",,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-22","17.38333","102.8","178.0","UDON THANI, TH","  178",",,S",,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-23","17.38333","102.8","178.0","UDON THANI, TH","    3",",,S",,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-24","17.38333","102.8","178.0","UDON THANI, TH","   23",",,S",,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-25","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,"  247",",,S",,,"  295","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-26","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  287","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-27","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  224",",,S",,,"  288","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-28","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  284","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-29","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-30","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-10-31","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  311",",,S",,,,,"  238","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  160",",,S",,,"  235","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  167",",,S",,,"  249","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  180",",,S",,,"  257","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  205",",,S",,,"  272","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  278","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-08","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  216",",,S",,,"  280","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-09","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,"  303",",,S","  240",",,S",,,"  271","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  233",",,S",,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  336",",,S",,,,,"  283","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  280","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-16","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  233",",,S",,,"  304","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-23","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-24","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-25","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-26","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  248","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-27","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  180",",,S",,,"  239","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-28","17.38333","102.8","178.0","UDON THANI, TH","   56",",,S",,,,,,,"  196",",,S",,,"  242","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-29","17.38333","102.8","178.0","UDON THANI, TH","    0",",,S",,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-11-30","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-01","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  335",",,S",,,,,"  274","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-02","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-03","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  352",",,S",,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-04","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  350",",,S",,,,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-05","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  282","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-06","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-07","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-08","17.38333","102.8","178.0","UDON THANI, TH","  345",",,S",,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-09","17.38333","102.8","178.0","UDON THANI, TH","   15",",,S",,,,,,,,,,,"  241","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-10","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  200",",,S",,,"  257","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-11","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-12","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-13","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-14","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  295",",,S",,,,,"  231","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-15","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  242","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-16","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  249","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-17","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  241","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-18","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  160",",,S",,,"  238","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-19","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  168",",,S",,,"  242","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-20","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,"  180",",,S",,,"  264","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-21","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,"  341",",,S",,,,,"  276","H,,S",,,,,,,,,,,,,,
"THW00041018","2018-12-22","17.38333","102.8","178.0","UDON THANI, TH",,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,
