"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014926","2019-06-03","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  283",",,W","   83",",,W",,,,,"   42",",,W",,,,,,,,,,,"  178","H,,S",,,,,,,"  170",",,W","  180",",,W",,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-04","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  102",",,W,2400","    0",",,W,","    0",",,W,","  278",",,W","  150",",,W",,,,,"   39",",,W",,,,,,,,,,,"  201","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,"  170",",,W","  264",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-05","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   30",",,W,2400","    0",",,W,","    0",",,W,","  261",",,W","  144",",,W",,,,,"   26",",,W",,,,,,,,,,,"  202","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,"   94",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-06","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  306",",,W","  117",",,W",,,,,"   26",",,W",,,,,,,,,,,"  211","H,,S",,,,,,,"  150",",,W","  180",",,W",,,,,,,"   45",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-07","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  328",",,W","  161",",,W",,,,,"   54",",,W",,,,,,,,,,,"  250","H,,S",,,,,,,"  160",",,W","  190",",,W",,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-08","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  306",",,W","  189",",,W",,,,,"   63",",,W",,,,,,,,,,,"  255","H,,S",,,,,,,"  150",",,W","  130",",,W",,,,,,,"   98",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-09","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  211",",,W","  100",",,W",,,,,"   51",",,W",,,,,,,,,,,"  194","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-10","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,","    0",",,W,","  250",",,W","   72",",,W",,,,,"   28",",,W",,,,,,,,,,,"  167","H,,S",,,,,,,"  260",",,W","  300",",,W",,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-11","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   97",",,W,2400","    0",",,W,","    0",",,W,","  211",",,W","  106",",,W",,,,,"   40",",,W",,,,,,,,,,,"  163","H,,S",,,,,,,"  200",",,W","   40",",,W",,,,,,,"   94",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-12","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  189",",,W","   83",",,W",,,,,"   45",",,W",,,,,,,,,,,"  142","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-13","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  228",",,W","   44",",,W",,,,,"   22",",,W",,,,,,,,,,,"  137","H,,S",,,,,,,"  210",",,W","  230",",,W",,,,,,,"   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-14","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   10",",,W,2400","    0",",,W,","    0",",,W,","  289",",,W","  122",",,W",,,,,"   34",",,W",,,,,,,,,,,"  194","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-15","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  233",",,W","  133",",,W",,,,,"   42",",,W",,,,,,,,,,,"  192","H,,S",,,,,,,"   80",",,W","   60",",,W",,,,,,,"   81",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-16","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    8",",,W,2400","    0",",,W,","    0",",,W,","  239",",,W","  117",",,W",,,,,"   26",",,W",,,,,,,,,,,"  165","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-17","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,","    0",",,W,","  233",",,W","  111",",,W",,,,,"   26",",,W",,,,,,,,,,,"  181","H,,S",,,,,,,"  260",",,W","  260",",,W",,,,,,,"   72",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-18","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  244",",,W","   94",",,W",,,,,"   20",",,W",,,,,,,,,,,"  167","H,,S",,,,,,,"  350",",,W","  320",",,W",,,,,,,"   58",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-19","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  244",",,W","  106",",,W",,,,,"   22",",,W",,,,,,,,,,,"  182","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,"   54",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-20","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  132",",,W,2400","    0",",,W,","    0",",,W,","  239",",,W","  144",",,W",,,,,"   34",",,W",,,,,,,,,,,"  181","H,,S",,,,,,,"  180",",,W","   90",",,W",,,,,,,"   72",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-21","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  239",",,W","  156",",,W",,,,,"   39",",,W",,,,,,,,,,,"  187","H,,S",,,,,,,"  130",",,W","  100",",,W",,,,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-22","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,","    0",",,W,","  239",",,W","  156",",,W",,,,,"   33",",,W",,,,,,,,,,,"  195","H,,S",,,,,,,"  150",",,W","  140",",,W",,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-23","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   69",",,W,2400","    0",",,W,","    0",",,W,","  194",",,W","  161",",,W",,,,,"   18",",,W",,,,,,,,,,,"  189","H,,S",,,,,,,"  340",",,W","   10",",,W",,,,,,,"   40",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-24","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  163",",,W,2400","    0",",,W,","    0",",,W,","  206",",,W","  139",",,W",,,,,"   30",",,W",,,,,,,,,,,"  171","H,,S",,,,,,,"  230",",,W","  360",",,W",,,,,,,"   98",",,W","  148",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-25","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    3",",,W,2400","    0",",,W,","    0",",,W,","  261",",,W","  128",",,W",,,,,"   40",",,W",,,,,,,,,,,"  190","H,,S",,,,,,,"  290",",,W","  270",",,W",,,,,,,"  107",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-26","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  294",",,W","  122",",,W",,,,,"   25",",,W",,,,,,,,,,,"  207","H,,S",,,,,,,"  240",",,W","  250",",,W",,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-27","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  373",",,W,2400","    0",",,W,","    0",",,W,","  256",",,W","  178",",,W",,,,,"   26",",,W",,,,,,,,,,,"  211","H,,S",,,,,,,"  170",",,W","  220",",,W",,,,,,,"   89",",,W","  125",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-28","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  278",",,W","  167",",,W",,,,,"   23",",,W",,,,,,,,,,,"  209","H,,S",,,,,,,"   80",",,W","  130",",,W",,,,,,,"   54",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-29","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,","    0",",,W,","  300",",,W","  167",",,W",,,,,"   27",",,W",,,,,,,,,,,"  236","H,,S",,,,,,,"   50",",,W","   50",",,W",,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-06-30","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  180",",,W,2400","    0",",,W,","    0",",,W,","  278",",,W","  183",",,W",,,,,"   36",",,W",,,,,,,,,,,"  235","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,"  143",",,W","  183",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-01","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   58",",,W,2400","    0",",,W,","    0",",,W,","  222",",,W","  172",",,W",,,,,"   14",",,W",,,,,,,,,,,"  214","H,,S",,,,,,,"  190",",,W","   70",",,W",,,,,,,"   58",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-02","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  161",",,W",,,,,"   10",",,W",,,,,,,,,,,"  219","H,,S",,,,,,,"  140",",,W","  130",",,W",,,,,,,"   40",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-03","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  156",",,W",,,,,"   22",",,W",,,,,,,,,,,"  229","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   63",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-04","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  404",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  183",",,W",,,,,"   16",",,W",,,,,,,,,,,"  225","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,"  107",",,W","  148",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-05","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,,,,,"  213","H,,S",,,,,,,"   10",",,W","   10",",,W",,,,,,,"   63",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-06","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,,,,,"  217","H,,S",,,,,,,"  360",",,W","   10",",,W",,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-07","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  144",",,W",,,,,"   12",",,W",,,,,,,,,,,"  212","H,,S",,,,,,,"  240",",,W","  180",",,W",,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-08","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  172",",,W",,,,,"   42",",,W",,,,,,,,,,,"  230","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,"   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-09","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   33",",,W,2400","    0",",,W,2400","    0",",,W,2400","  239",",,W","  178",",,W",,,,,"   30",",,W",,,,,,,,,,,"  226","H,,S",,,,,,,"  130",",,W","  150",",,W",,,,,,,"   63",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-10","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   43",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  172",",,W",,,,,"   49",",,W",,,,,,,,,,,"  200","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  134",",,W","  170",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-11","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  150",",,W",,,,,"   17",",,W",,,,,,,,,,,"  211","H,,S",,,,,,,"  200",",,W","  340",",,W",,,,,,,"   40",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-12","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  161",",,W",,,,,"   34",",,W",,,,,,,,,,,"  238","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-13","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  178",",,W",,,,,"   15",",,W",,,,,,,,,,,"  232","H,,S",,,,,,,"   99",",,W",,,,,,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-14","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  200",",,W",,,,,"   39",",,W",,,,,,,,,,,"  256","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,"   81",",,W","  116",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-15","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  200",",,W",,,,,"   34",",,W",,,,,,,,,,,"  258","H,,S",,,,,,,"  320",",,W","  300",",,W",,,,,,,"   89",",,W","  121",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-16","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  189",",,W",,,,,"   10",",,W",,,,,,,,,,,"  247","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-17","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  194",",,W",,,,,"   31",",,W",,,,,,,,,,,"  239","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-18","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  194",",,W",,,,,"   27",",,W",,,,,,,,,,,"  253","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-19","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  194",",,W",,,,,"   26",",,W",,,,,,,,,,,"  249","H,,S",,,,,,,"  150",",,W","  100",",,W",,,,,,,"   94",",,W","  121",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-20","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","   61",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  150",",,W",,,,,"   20",",,W",,,,,,,,,,,"  206","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,"   76",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-21","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  133",",,W",,,,,"   26",",,W",,,,,,,,,,,"  199","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,"   63",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-22","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  122",",,W",,,,,"   30",",,W",,,,,,,,,,,"  193","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-23","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  128",",,W",,,,,"   19",",,W",,,,,,,,,,,"  206","H,,S",,,,,,,"  300",",,W","  280",",,W",,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-24","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  122",",,W",,,,,"   22",",,W",,,,,,,,,,,"  211","H,,S",,,,,,,"  190",",,W","  170",",,W",,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-25","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  150",",,W",,,,,"   60",",,W",,,,,,,,,,,"  216","H,,S",,,,,,,"  180",",,W","  170",",,W",,,,,,,"  125",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-26","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  292",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  178",",,W",,,,,"   33",",,W",,,,,,,,,,,"  226","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,"  134",",,W","  210",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-27","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  144",",,W",,,,,"   17",",,W",,,,,,,,,,,"  221","H,,S",,,,,,,"  310",",,W","  270",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-28","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","  455",",,W,2400","    0",",,W,2400","    0",",,W,2400","  217",",,W","  144",",,W",,,,,"   29",",,W",,,,,,,,,,,"  192","H,,S",,,,,,,"  250",",,W","  240",",,W",,,,,,,"   98",",,W","  134",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-29","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  228",",,W","  133",",,W",,,,,"   47",",,W",,,,,,,,,,,"  191","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  107",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-30","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  239",",,W","   94",",,W",,,,,"    8",",,W",,,,,,,,,,,"  171","H,,S",,,,,,,"  160",",,W","  150",",,W",,,,,,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-07-31","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  111",",,W",,,,,"   26",",,W",,,,,,,,,,,"  184","H,,S",,,,,,,"  170",",,W","  190",",,W",,,,,,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014926","2019-08-01","45.5433","-94.0513","310.3","ST. CLOUD REGIONAL AIRPORT, MN US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  144",",,W",,,,,"   29",",,W",,,,,,,,,,,"  211","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,"   45",",,W","   45",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
