"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00425815","2018-07-13","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","  106",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-14","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  261",",,H","  117",",,H",,,,,,,,,,,"  161",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-15","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  222",",,H","  122",",,H",,,,,,,,,,,"  122",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-16","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  267",",,H","  122",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-17","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  250",",,H","  100",",,H",,,,,,,,,,,"  106",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-18","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  261",",,H","   94",",,H",,,,,,,,,,,"  111",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-19","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  278",",,H","  111",",,H",,,,,,,,,,,"  128",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-20","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  294",",,H","  106",",,H",,,,,,,,,,,"  139",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-21","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  267",",,H","  139",",,H",,,,,,,,,,,"  144",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-22","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  289",",,H","  144",",,H",,,,,,,,,,,"  156",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-23","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  250",",,H","   94",",,H",,,,,,,,,,,"  100",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-24","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","  100",",,H",,,,,,,,,,,"  122",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-25","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  294",",,H","  111",",,H",,,,,,,,,,,"  139",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-26","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","  100",",,H",,,,,,,,,,,"  106",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-27","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  272",",,H","  100",",,H",,,,,,,,,,,"  150",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-28","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  278",",,H","  122",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-29","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  283",",,H","  111",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-30","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  261",",,H","   78",",,H",,,,,,,,,,,"   78",",,H,VAR",,,,,,,,,,
"USC00425815","2018-07-31","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  261",",,H","   67",",,H",,,,,,,,,,,"  117",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-01","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  283",",,H","   89",",,H",,,,,,,,,,,"  150",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-02","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  267",",,H","  100",",,H",,,,,,,,,,,"  128",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-03","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","  111",",,H",,,,,,,,,,,"  111",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-04","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","   89",",,H",,,,,,,,,,,"   89",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-05","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  272",",,H","   89",",,H",,,,,,,,,,,"   89",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-06","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","   83",",,H",,,,,,,,,,,"   83",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-07","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  261",",,H","   83",",,H",,,,,,,,,,,"  100",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-08","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  272",",,H","   89",",,H",,,,,,,,,,,"  122",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-09","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  278",",,H","   94",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-10","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  289",",,H","  106",",,H",,,,,,,,,,,"  111",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-11","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  283",",,H","  111",",,H",,,,,,,,,,,"  122",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-12","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  289",",,H","  122",",,H",,,,,,,,,,,"  156",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-13","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  306",",,H","  144",",,H",,,,,,,,,,,"  150",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-14","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","  122",",,H",,,,,,,,,,,"  133",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-15","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  250",",,H","   94",",,H",,,,,,,,,,,"  111",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-16","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","  106",",,H",,,,,,,,,,,"  139",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-17","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","  100",",,H",,,,,,,,,,,"  117",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-18","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","  100",",,H",,,,,,,,,,,"  100",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-19","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  222",",,H","   61",",,H",,,,,,,,,,,"   72",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-20","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  211",",,H","   50",",,H",,,,,,,,,,,"   83",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-21","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   72",",,H",,,,,,,,,,,"   78",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-22","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  200",",,H","   78",",,H",,,,,,,,,,,"   89",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-23","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  161",",,H","   56",",,H",,,,,,,,,,,"   56",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-24","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  217",",,H","   50",",,H",,,,,,,,,,,"   83",",,H,VAR",,,,,,,,,,
"USC00425815","2018-08-25","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   72",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-26","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","   72",",,H",,,,,,,,,,,"  106",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-27","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","   72",",,H",,,,,,,,,,,"   72",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-28","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  206",",,H","   61",",,H",,,,,,,,,,,"   67",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-29","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  206",",,H","   61",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-30","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","   67",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-08-31","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   78",",,H",,,,,,,,,,,"  128",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-01","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  217",",,H","   61",",,H",,,,,,,,,,,"   72",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-02","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  217",",,H","   56",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-03","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","   56",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-04","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   72",",,H",,,,,,,,,,,"   89",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-05","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","   67",",,H",,,,,,,,,,,"   72",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-06","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  222",",,H","   72",",,H",,,,,,,,,,,"   89",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-07","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  211",",,H","   72",",,H",,,,,,,,,,,"   94",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-08","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  222",",,H","   83",",,H",,,,,,,,,,,"   94",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-09","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  244",",,H","   78",",,H",,,,,,,,,,,"   89",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-10","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  244",",,H","   61",",,H",,,,,,,,,,,"   72",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-11","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  256",",,H","   61",",,H",,,,,,,,,,,"   83",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-12","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  250",",,H","   78",",,H",,,,,,,,,,,"   94",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-14","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  211",",,H","   67",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-15","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","   39",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-16","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  244",",,H","   50",",,H",,,,,,,,,,,"   94",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-17","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   72",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-18","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  239",",,H","   72",",,H",,,,,,,,,,,"  100",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-19","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  233",",,H","   56",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-20","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","   39",",,H",,,,,,,,,,,"   67",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-21","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  189",",,H","   17",",,H",,,,,,,,,,,"   22",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-22","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  222",",,H","    6",",,H",,,,,,,,,,,"   39",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-23","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","   39",",,H",,,,,,,,,,,"   67",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-24","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  194",",,H","   39",",,H",,,,,,,,,,,"   44",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-25","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  178",",,H","   -6",",,H",,,,,,,,,,,"   -6",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-26","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  139",",,H","  -22",",,H",,,,,,,,,,,"   22",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-27","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  178",",,H","   -6",",,H",,,,,,,,,,,"   50",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-28","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  217",",,H","   33",",,H",,,,,,,,,,,"   39",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-29","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  228",",,H","   28",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-09-30","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  217",",,H","   50",",,H",,,,,,,,,,,"   78",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-01","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  200",",,H","   44",",,H",,,,,,,,,,,"   67",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-02","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  194",",,H","   39",",,H",,,,,,,,,,,"   94",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-03","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  172",",,H","   56",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-04","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  161",",,H","   56",",,H",,,,,,,,,,,"   61",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-05","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  117",",,H","   39",",,H",,,,,,,,,,,"   44",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-06","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  100",",,H","    6",",,H",,,,,,,,,,,"   11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-07","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   61",",,H","    6",",,H",,,,,,,,,,,"    6",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-08","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   50",",,H","   -6",",,H",,,,,,,,,,,"   -6",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-09","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   33",",,H","  -50",",,H",,,,,,,,,,,"  -50",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-10","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   39",",,H","  -56",",,H",,,,,,,,,,,"  -11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-11","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   50",",,H","  -22",",,H",,,,,,,,,,,"  -22",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-12","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   56",",,H","  -56",",,H",,,,,,,,,,,"  -50",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-14","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  106",",,H","  -44",",,H",,,,,,,,,,,"  -39",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-15","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  -17",",,H"," -117",",,H",,,,,,,,,,," -117",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-16","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   33",",,H"," -117",",,H",,,,,,,,,,,"  -39",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-17","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   89",",,H","  -44",",,H",,,,,,,,,,,"  -22",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-18","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   83",",,H","  -33",",,H",,,,,,,,,,,"    0",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-19","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   67",",,H","  -22",",,H",,,,,,,,,,,"  -11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-20","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  106",",,H","  -17",",,H",,,,,,,,,,,"  -11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-21","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  133",",,H","  -11",",,H",,,,,,,,,,,"   22",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-22","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  133",",,H","    0",",,H",,,,,,,,,,,"   17",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-23","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  128",",,H","   11",",,H",,,,,,,,,,,"   11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-24","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  100",",,H","    6",",,H",,,,,,,,,,,"   11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-25","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  117",",,H","   -6",",,H",,,,,,,,,,,"   11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-26","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   83",",,H","  -17",",,H",,,,,,,,,,,"   -6",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-27","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  133",",,H","  -28",",,H",,,,,,,,,,,"   11",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-28","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  161",",,H","    0",",,H",,,,,,,,,,,"   17",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-29","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  144",",,H","    0",",,H",,,,,,,,,,,"    6",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-30","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  144",",,H","  -28",",,H",,,,,,,,,,,"  -22",",,H,2400",,,,,,,,,,
"USC00425815","2018-10-31","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   56",",,H","  -78",",,H",,,,,,,,,,,"  -61",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-01","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   44",",,H","  -89",",,H",,,,,,,,,,,"   17",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-02","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   72",",,H","   -6",",,H",,,,,,,,,,,"    0",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-03","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  117",",,H","  -11",",,H",,,,,,,,,,,"  -11",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-04","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   61",",,H","  -44",",,H",,,,,,,,,,,"  -44",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-05","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   67",",,H","  -44",",,H",,,,,,,,,,,"  -17",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-06","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   50",",,H","  -33",",,H",,,,,,,,,,,"  -39",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-07","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   17",",,H","  -83",",,H",,,,,,,,,,,"  -78",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-08","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   33",",,H","  -94",",,H",,,,,,,,,,," -100",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-09","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   17",",,H"," -106",",,H",,,,,,,,,,," -106",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-10","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   28",",,H"," -122",",,H",,,,,,,,,,,"  -78",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-11","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   61",",,H","  -89",",,H",,,,,,,,,,,"  -72",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-12","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  -11",",,H"," -139",",,H",,,,,,,,,,," -139",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-13","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"  -22",",,H"," -156",",,H",,,,,,,,,,," -106",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-14","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   28",",,H"," -111",",,H",,,,,,,,,,,"  -50",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-15","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   72",",,H","  -61",",,H",,,,,,,,,,,"  -28",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-16","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   89",",,H","  -50",",,H",,,,,,,,,,,"  -28",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-17","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   89",",,H","  -33",",,H",,,,,,,,,,,"  -33",",,H,2400",,,,,,,,,,
"USC00425815","2018-11-18","40.56173","-110.49252","2476.5","MOON LAKE, UT US",,,,,,,"   61",",,H"," -128",",,H",,,,,,,,,,," -122",",,H,2400",,,,,,,,,,
