"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00200230","2019-06-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","  117",",,7",,,,,,,,,"  233",",,7,1800",,,,,,,"  156",",,7",,,"  183",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-19","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  133",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,"  167",",,7",,,"  194",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-20","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  180",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","  167",",,7",,,,,,,,,"  167",",,7,1800",,,,,,,"  167",",,7",,,"  194",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-21","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  111",",,7",,,,,,,,,"  228",",,7,1800",,,,,,,"  156",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-06-22","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","   78",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,"  161",",,7",,,"  194",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-06-23","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","   78",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  161",",,7",,,"  194",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-24","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   13",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  167",",,7",,,,,,,,,"  233",",,7,1800",,,,,,,"  183",",,7",,,"  194",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-25","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   23",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  156",",,7",,,,,,,,,"  267",",,7,1800",,,"  134",",,7",,,"  178",",,7",,,"  200",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-06-26","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  172",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,"  183",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-06-27","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  161",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,"  189",",,7",,,"  217",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-06-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  161",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,"  200",",,7",,,"  222",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-06-29","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   48",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  194",",,7",,,,,,,,,"  289",",,7,1800",,,,,,,"  206",",,7",,,"  222",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-06-30","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  172",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,"  206",",,7",,,"  222",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  139",",,7",,,,,,,,,"  311",",,7,1800",,,,,,,"  206",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   13",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  211",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   23",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  194",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   69",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  167",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  206",",,7",,,"  222",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  194",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,"  211",",,7",,,"  228",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   10",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  200",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  217",",,7",,,"  228",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   15",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  178",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  211",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","  117",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,"  194",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  111",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,"  194",",,7",,,"  228",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  128",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,"  194",",,7",,,"  228",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  211",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  122",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,"  194",",,7",,,"  222",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-13","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  128",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,"  189",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-14","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  161",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,"  206",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-15","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  333",",,7","  128",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,"  200",",,7",,,"  222",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-16","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   18",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  189",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-17","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  320",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","  211",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   66",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  172",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  217",",,7",,,"  233",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-19","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  251",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  228",",,7",,,,,,,,,"  261",",,7,1800",,,"  206",",,7",,,"  222",",,7",,,"  228",",,7","    1",",,7","    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-07-20","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  224",",,7,1800","    0",",,7,1800","    0",",,7,1800","  344",",,7","  211",",,7",,,,,,,,,"  328",",,7,1800",,,"  174",",,7",,,"  222",",,7",,,"  239",",,7",,,"    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-07-21","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  117",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  206",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  228",",,7",,,"  233",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-22","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   58",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  167",",,7",,,,,,,,,"  222",",,7,1800",,,,,,,"  211",",,7",,,"  228",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-23","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   15",",,7,1800","    0",",,7,1800","    0",",,7,1800","  250",",,7","  111",",,7",,,,,,,,,"  189",",,7,1800",,,"  183",",,7",,,"  194",",,7",,,"  211",",,7","    1",",,7","    1",",,7",,,,,,,,,,,"    1",",,7",,
"USC00200230","2019-07-24","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   15",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","  117",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,"  189",",,7",,,"  206",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-25","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","  128",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  194",",,7",,,"  206",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-26","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  139",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  194",",,7",,,"  206",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-27","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  161",",,7",,,,,,,,,"  278",",,7,1800",,,"  139",",,7",,,"  200",",,7",,,"  211",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","  217",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,"  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-07-29","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   56",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  189",",,7",,,,,,,,,"  206",",,7,1800",,,"  139",",,7",,,"  217",",,7",,,"  222",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-07-30","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   33",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  178",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  211",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-07-31","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  167",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,"  211",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  111",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  194",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","  100",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  183",",,7",,,"  211",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  111",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  183",",,7",,,"  206",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  161",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  194",",,7",,,"  211",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  156",",,7",,,,,,,,,"  289",",,7,1800",,,,,,,"  194",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   30",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  178",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  206",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  172",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  200",",,7",,,"  211",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","  161",",,7",,,,,,,,,"  261",",,7,1800",,,"  143",",,7",,,"  200",",,7",,,"  211",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  133",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  183",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","  111",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  178",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  117",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,"  172",",,7",,,"  200",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  172",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  194",",,7",,,"  206",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-13","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  206",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,"  200",",,7",,,"  211",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-14","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  133",",,7",,,,,,,,,"  261",",,7,1800",,,,,,,"  194",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-15","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  236",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  167",",,7",,,,,,,,,"  211",",,7,1800",,,,,,,"  200",",,7",,,"  217",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-16","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","  161",",,7",,,,,,,,,"  250",",,7,1800",,,,,,,"  194",",,7",,,"  206",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-17","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   33",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  178",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  200",",,7",,,"  211",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-18","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   15",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  183",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,"  206",",,7",,,"  211",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-19","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  107",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  183",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  200",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-20","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  178",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  206",",,7",,,"  217",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-21","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  189",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,"  206",",,7",,,"  217",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-22","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   94",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  161",",,7",,,,,,,,,"  228",",,7,1800",,,,,,,"  206",",,7",,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-23","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","   94",",,7",,,,,,,,,"  217",",,7,1800",,,,,,,"  178",",,7",,,"  211",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-24","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","   83",",,7",,,,,,,,,"  222",",,7,1800",,,,,,,"  172",",,7",,,"  194",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-25","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  250",",,7","  106",",,7",,,,,,,,,"  222",",,7,1800",,,,,,,"  167",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-26","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   51",",,7,1800","    0",",,7,1800","    0",",,7,1800","  233",",,7","  106",",,7",,,,,,,,,"  178",",,7,1800",,,,,,,"  167",",,7",,,"  189",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-27","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  127",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  178",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,"  172",",,7",,,"  189",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-28","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  122",",,7",,,,,,,,,"  211",",,7,1800",,,"  143",",,7",,,"  167",",,7",,,"  189",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-08-29","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","  117",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,"  172",",,7",,,"  189",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-08-30","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    8",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  161",",,7",,,,,,,,,"  222",",,7,1800",,,,,,,"  183",",,7",,,"  189",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-08-31","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","   78",",,7",,,,,,,,,"  200",",,7,1800",,,,,,,"  161",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-09-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   48",",,7,1800","    0",",,7,1800","    0",",,7,1800","  200",",,7","  133",",,7",,,,,,,,,"  194",",,7,1800",,,,,,,"  167",",,7",,,"  183",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","  139",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,"  167",",,7",,,"  183",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","   56",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","  156",",,7",,,,,,,,,"  233",",,7,1800",,,"  139",",,7",,,"  178",",,7",,,"  183",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","  145",",,7,1800","    0",",,7,1800","    0",",,7,1800","  233",",,7","  156",",,7",,,,,,,,,"  200",",,7,1800",,,,,,,"  178",",,7",,,"  183",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00200230","2019-09-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  222",",,7","   94",",,7",,,,,,,,,"  200",",,7,1800",,,,,,,"  161",",,7",,,"  183",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  206",",,7","  100",",,7",,,,,,,,,"  189",",,7,1800",,,,,,,"  161",",,7",,,"  172",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","  150",",,7",,,,,,,,,"  217",",,7,1800",,,,,,,"  167",",,7",,,"  178",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00200230","2019-09-08","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  217",",,7","  122",",,7",,,,,,,,,"  194",",,7,1800",,,,,,,"  167",",,7",,,"  178",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-09-09","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  228",",,7","  122",",,7",,,,,,,,,"  206",",,7,1800",,,,,,,"  167",",,7",,,"  172",",,7",,,,,,,,,,,,,,,,,,
"USC00200230","2019-09-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  133",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,"  161",",,7",,,"  183",",,7",,,,,,,,,,,,,,,,,,
