"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00419952","2018-06-20","29.2738","-97.1555","89.9","YOAKUM, TX US","  447",",,7,0900","    0",",,7","    0",",,7","  267",",,7","  233",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-21","29.2738","-97.1555","89.9","YOAKUM, TX US","  185",",,7,0900","    0",",,7","    0",",,7","  272",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-22","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  244",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-23","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  256",",,7",,,,,"  267",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-24","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  267",",,7",,,,,"  272",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-25","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  261",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-26","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  328",",,7","  261",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-27","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-28","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  244",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-29","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  256",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-06-30","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  250",",,7",,,,,"  283",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-01","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  239",",,7",,,,,"  267",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-02","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  244",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-03","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  244",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-04","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  239",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-05","29.2738","-97.1555","89.9","YOAKUM, TX US","  104",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  228",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-06","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-07","29.2738","-97.1555","89.9","YOAKUM, TX US","  109",",,7,0900","    0",",,7","    0",",,7","  350",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-08","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  244",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-09","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  317",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-10","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  311",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-11","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-12","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  239",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-14","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  217",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-15","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  356",",,7","  228",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-16","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  350",",,7","  239",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-17","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  356",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-18","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  356",",,7","  239",",,7",,,,,"  278",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-19","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  256",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-20","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  250",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-21","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  256",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-22","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  244",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-23","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  383",",,7","  244",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-24","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  406",",,7","  250",",,7",,,,,"  261",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-25","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  244",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-26","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  367",",,7","  228",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-27","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-28","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  367",",,7","  200",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-30","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  222",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-07-31","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-01","29.2738","-97.1555","89.9","YOAKUM, TX US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-02","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  211",",,7",,,,,"  228",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-03","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  217",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-04","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  367",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-05","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-06","29.2738","-97.1555","89.9","YOAKUM, TX US","   64",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  244",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-07","29.2738","-97.1555","89.9","YOAKUM, TX US","   43",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-08","29.2738","-97.1555","89.9","YOAKUM, TX US","   18",",,7,0900","    0",",,7","    0",",,7","  350",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-09","29.2738","-97.1555","89.9","YOAKUM, TX US","   28",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-10","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  244",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-11","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  356",",,7","  228",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-12","29.2738","-97.1555","89.9","YOAKUM, TX US","   33",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-13","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  350",",,7","  256",",,7",,,,,"  267",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-14","29.2738","-97.1555","89.9","YOAKUM, TX US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-15","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  361",",,7","  244",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-16","29.2738","-97.1555","89.9","YOAKUM, TX US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-17","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-18","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  233",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-19","29.2738","-97.1555","89.9","YOAKUM, TX US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-20","29.2738","-97.1555","89.9","YOAKUM, TX US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-21","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  389",",,7","  250",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-22","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  394",",,7","  250",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-23","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  383",",,7","  228",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-24","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-25","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  222",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-26","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  217",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-27","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  222",",,7",,,,,"  278",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-28","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  372",",,7","  244",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-29","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  250",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-30","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  361",",,7","  233",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-08-31","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  361",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-01","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  367",",,7","  233",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-02","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  378",",,7","  233",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-03","29.2738","-97.1555","89.9","YOAKUM, TX US","  155",",,7,0900","    0",",,7","    0",",,7","  328",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-04","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  311",",,7","  239",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-05","29.2738","-97.1555","89.9","YOAKUM, TX US","   10",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  239",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-06","29.2738","-97.1555","89.9","YOAKUM, TX US","   20",",,7,0900","    0",",,7","    0",",,7","  350",",,7","  239",",,7",,,,,"  250",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-07","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  283",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-08","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  344",",,7","  222",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-09","29.2738","-97.1555","89.9","YOAKUM, TX US","  287",",,7,0900","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,"  228",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-10","29.2738","-97.1555","89.9","YOAKUM, TX US","   36",",,7,0900","    0",",,7","    0",",,7","  272",",,7","  228",",,7",,,,,"  228",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-11","29.2738","-97.1555","89.9","YOAKUM, TX US","  157",",,7,0900","    0",",,7","    0",",,7","  244",",,7","  228",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-12","29.2738","-97.1555","89.9","YOAKUM, TX US","   10",",,7,0900","    0",",,7","    0",",,7","  294",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-13","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  239",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-14","29.2738","-97.1555","89.9","YOAKUM, TX US","   13",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  239",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-15","29.2738","-97.1555","89.9","YOAKUM, TX US","  259",",,7,0900","    0",",,7","    0",",,7","  283",",,7","  233",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-16","29.2738","-97.1555","89.9","YOAKUM, TX US","   84",",,7,0900","    0",",,7","    0",",,7","  239",",,7","  228",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-17","29.2738","-97.1555","89.9","YOAKUM, TX US","   58",",,7,0900","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,"  217",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-18","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-19","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-20","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  328",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-21","29.2738","-97.1555","89.9","YOAKUM, TX US","    0","T,,7,0900","    0",",,7","    0",",,7","  317",",,7","  239",",,7",,,,,"  256",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-22","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  333",",,7","  233",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-23","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  289",",,7","  183",",,7",,,,,"  217",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-24","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  256",",,7","  206",",,7",,,,,"  211",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-25","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  328",",,7","  211",",,7",,,,,"  233",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-26","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  244",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-27","29.2738","-97.1555","89.9","YOAKUM, TX US","  107",",,7,0900","    0",",,7","    0",",,7","  339",",,7","  189",",,7",,,,,"  189",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-28","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  267",",,7","  189",",,7",,,,,"  200",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-29","29.2738","-97.1555","89.9","YOAKUM, TX US","  127",",,7,0900","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,"  222",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-09-30","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  283",",,7","  222",",,7",,,,,"  222",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-10-01","29.2738","-97.1555","89.9","YOAKUM, TX US","  241",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  217",",,7",,,,,"  217",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00419952","2018-10-02","29.2738","-97.1555","89.9","YOAKUM, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  306",",,7","  217",",,7",,,,,"  239",",,7,0900",,,,,,,,,,,,,,,,,,,,,,,,
