"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00206013","2018-07-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","  178",",,7","  183",",,7,2400",,
"USC00206013","2018-07-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  178",",,7","  194",",,7,2400",,
"USC00206013","2018-07-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  156",",,7","  194",",,7,2400",,
"USC00206013","2018-07-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  156",",,7","  183",",,7,2400",,
"USC00206013","2018-07-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  167",",,7","  172",",,7,2400",,
"USC00206013","2018-07-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  144",",,7","  150",",,7,2400",,
"USC00206013","2018-07-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  133",",,7","  161",",,7,2400",,
"USC00206013","2018-07-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   38",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  128",",,7","  172",",,7,2400",,
"USC00206013","2018-07-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  144",",,7","  189",",,7,2400",,
"USC00206013","2018-07-31","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  150",",,7","  200",",,7,2400",,
"USC00206013","2018-08-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7","  183",",,7,2400",,
"USC00206013","2018-08-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  104",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  178",",,7","  194",",,7,2400",,
"USC00206013","2018-08-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  178",",,7",,,,
"USC00206013","2018-08-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  161",",,7","  261",",,7,2400",,
"USC00206013","2018-08-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  228",",,7","  250",",,7,2400",,
"USC00206013","2018-08-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  132",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  200",",,7","  200",",,7,2400",,
"USC00206013","2018-08-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  194",",,7","  211",",,7,2400",,
"USC00206013","2018-08-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  189",",,7","  194",",,7,2400",,
"USC00206013","2018-08-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  183",",,7","  183",",,7,2400",,
"USC00206013","2018-08-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  183",",,7","  189",",,7,2400",,
"USC00206013","2018-08-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  150",",,7","  206",",,7,2400",,
"USC00206013","2018-08-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  172",",,7","  200",",,7,2400",,
"USC00206013","2018-08-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  172",",,7","  200",",,7,2400",,
"USC00206013","2018-08-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  167",",,7","  217",",,7,2400",,
"USC00206013","2018-08-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   33",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  194",",,7","  200",",,7,2400",,
"USC00206013","2018-08-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  167",",,7","  206",",,7,2400",,
"USC00206013","2018-08-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  183",",,7","  189",",,7,2400",,
"USC00206013","2018-08-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  183",",,7","  200",",,7,2400",,
"USC00206013","2018-08-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  183",",,7","  206",",,7,2400",,
"USC00206013","2018-08-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  183",",,7","  206",",,7,2400",,
"USC00206013","2018-08-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  109",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  167",",,7","  167",",,7,2400",,
"USC00206013","2018-08-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  139",",,7","  156",",,7,2400",,
"USC00206013","2018-08-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  139",",,7","  161",",,7,2400",,
"USC00206013","2018-08-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  144",",,7","  189",",,7,2400",,
"USC00206013","2018-08-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  178",",,7","  206",",,7,2400",,
"USC00206013","2018-08-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   94",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  206",",,7","  206",",,7,2400",,
"USC00206013","2018-08-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  107",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  206",",,7","  267",",,7,2400",,
"USC00206013","2018-08-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  739",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  189",",,7","  200",",,7,2400",,
"USC00206013","2018-08-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   61",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  128",",,7","  128",",,7,2400",,
"USC00206013","2018-08-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  111",",,7","  144",",,7,2400",,
"USC00206013","2018-08-31","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  128",",,7","  217",",,7,2400",,
"USC00206013","2018-09-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   97",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  200",",,7","  233",",,7,2400",,
"USC00206013","2018-09-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  330",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  200",",,7","  206",",,7,2400",,
"USC00206013","2018-09-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  200",",,7","  211",",,7,2400",,
"USC00206013","2018-09-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  206",",,7","  244",",,7,2400",,
"USC00206013","2018-09-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  200",",,7","  200",",,7,2400",,
"USC00206013","2018-09-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  161",",,7","  161",",,7,2400",,
"USC00206013","2018-09-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","  133",",,7","  144",",,7,2400",,
"USC00206013","2018-09-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","  122",",,7","  122",",,7,2400",,
"USC00206013","2018-09-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","  117",",,7","  133",",,7,2400",,
"USC00206013","2018-09-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  122",",,7","  133",",,7,2400",,
"USC00206013","2018-09-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  111",",,7","  156",",,7,2400",,
"USC00206013","2018-09-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  128",",,7","  161",",,7,2400",,
"USC00206013","2018-09-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  144",",,7","  172",",,7,2400",,
"USC00206013","2018-09-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  133",",,7","  194",",,7,2400",,
"USC00206013","2018-09-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  139",",,7","  211",",,7,2400",,
"USC00206013","2018-09-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  128",",,7","  200",",,7,2400",,
"USC00206013","2018-09-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  133",",,7","  206",",,7,2400",,
"USC00206013","2018-09-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  150",",,7","  178",",,7,2400",,
"USC00206013","2018-09-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  144",",,7","  183",",,7,2400",,
"USC00206013","2018-09-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  630",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  167",",,7","  244",",,7,2400",,
"USC00206013","2018-09-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  109",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  122",",,7","  122",",,7,2400",,
"USC00206013","2018-09-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  172",",,7","   78",",,7","   94",",,7,2400",,
"USC00206013","2018-09-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","   72",",,7",,,,
"USC00206013","2018-09-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  100",",,7","  178",",,7,2400",,
"USC00206013","2018-09-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  178",",,7","  183",",,7,2400",,
"USC00206013","2018-09-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   94",",,7","  100",",,7,2400",,
"USC00206013","2018-09-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   28",",,7","  139",",,7,2400",,
"USC00206013","2018-09-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","   61",",,7","   67",",,7,2400",,
"USC00206013","2018-09-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   50",",,7","   67",",,7,2400",,
"USC00206013","2018-09-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  165",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   50",",,7","   89",",,7,2400",,
"USC00206013","2018-10-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  429",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","   78",",,7","  133",",,7,2400",,
"USC00206013","2018-10-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   99",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","  128",",,7","  128",",,7,2400",,
"USC00206013","2018-10-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  122",",,7","  244",",,7,2400",,
"USC00206013","2018-10-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","   61",",,7","   61",",,7,2400",,
"USC00206013","2018-10-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   58",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   56",",,7","  139",",,7,2400",,
"USC00206013","2018-10-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  124",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","  122",",,7",,,,
"USC00206013","2018-10-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","  100",",,7","  117",",,7,2400",,
"USC00206013","2018-10-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   30",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  111",",,7","  211",",,7,2400",,
"USC00206013","2018-10-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  189",",,7","  211",",,7,2400",,
"USC00206013","2018-10-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  231",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  161",",,7","  161",",,7,2400",,
"USC00206013","2018-10-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   56",",,7","   56",",,7,2400",,
"USC00206013","2018-10-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   39",",,7","   50",",,7,2400",,
"USC00206013","2018-10-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   11",",,7","   61",",,7,2400",,
"USC00206013","2018-10-14","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","   39",",,7","   94",",,7,2400",,
"USC00206013","2018-10-15","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   33",",,7","   33",",,7,2400",,
"USC00206013","2018-10-16","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","    6",",,7","  100",",,7,2400",,
"USC00206013","2018-10-17","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","    6",",,7","   11",",,7,2400",,
"USC00206013","2018-10-18","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","  -33",",,7","   61",",,7,2400",,
"USC00206013","2018-10-19","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   25",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   44",",,7","  111",",,7,2400",,
"USC00206013","2018-10-20","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   56",",,7,2400","    0","T,,7,2400","    0",",,7,2400","  111",",,7","   17",",,7","   17",",,7,2400",,
"USC00206013","2018-10-21","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   67",",,7","   17",",,7","   28",",,7,2400",,
"USC00206013","2018-10-22","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","   28",",,7","   61",",,7,2400",,
"USC00206013","2018-10-23","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   17",",,7","   17",",,7,2400",,
"USC00206013","2018-10-24","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","  -22",",,7","    0",",,7,2400",,
"USC00206013","2018-10-25","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -17",",,7","   44",",,7,2400",,
"USC00206013","2018-10-26","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   39",",,7","   67",",,7,2400",,
"USC00206013","2018-10-27","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","   22",",,7","   22",",,7,2400",,
"USC00206013","2018-10-28","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   71",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   83",",,7","   11",",,7","   50",",,7,2400",,
"USC00206013","2018-10-29","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   22",",,7","   33",",,7,2400",,
"USC00206013","2018-10-30","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  262",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","   17",",,7","  122",",,7,2400",,
"USC00206013","2018-10-31","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   94",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   72",",,7","   72",",,7,2400",,
"USC00206013","2018-11-01","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400",,,,,,,,
"USC00206013","2018-11-02","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400",,,,,,,,
"USC00206013","2018-11-03","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","   22",",,7","   33",",,7,2400",,
"USC00206013","2018-11-04","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   64",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   28",",,7","   89",",,7,2400",,
"USC00206013","2018-11-05","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   61",",,7","   67",",,7,2400",,
"USC00206013","2018-11-06","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","  305",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   56",",,7","   56",",,7,2400",,
"USC00206013","2018-11-07","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   56",",,7","   22",",,7","   22",",,7,2400",,
"USC00206013","2018-11-08","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","   22",",,7","   22",",,7,2400",,
"USC00206013","2018-11-09","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   46",",,7,2400","   33",",,7,2400","    0","T,,7,2400","   22",",,7","  -39",",,7","  -39",",,7,2400",,
"USC00206013","2018-11-10","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","   36",",,7,2400","   97",",,7,2400","   25",",,7,2400","   11",",,7","  -56",",,7","  -22",",,7,2400",,
"USC00206013","2018-11-11","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   28",",,7","  -33",",,7","   17",",,7,2400",,
"USC00206013","2018-11-12","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    5",",,7,2400","    5",",,7,2400","    0","T,,7,2400","   17",",,7","  -22",",,7","  -22",",,7,2400",,
"USC00206013","2018-11-13","42.8933","-85.54472","236.2","NWSFO GRAND RAPIDS, MI US","    8",",,7,2400","   10",",,7,2400","    0","T,,7,2400","  -17",",,7","  -50",",,7","  -44",",,7,2400",,
