"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003103","2019-07-04","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","   83",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-05","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","   61",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-06","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","   72",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  200",",,W",,,,,,,,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-07","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","   89",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-08","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","   50",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"  125",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-09","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","   17",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-10","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","   67",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-11","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  100",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  330",",,W","   40",",,W",,,,,,,,,"   58",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-12","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   36",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  117",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-13","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","  128",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  260",",,W","  280",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-14","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  117",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"  260",",,W","  270",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-15","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","  117",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-16","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","  122",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  240",",,W",,,,,,,,,"  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-17","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  122",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-18","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","  117",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  220",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-19","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  117",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-20","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  133",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  240",",,W",,,,,,,,,"   98",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-21","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","  111",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  240",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-22","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    5",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","  117",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  180",",,W","  190",",,W",,,,,,,,,"  130",",,W","  219",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-23","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","  150",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-24","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   30",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","  139",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  140",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-25","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  133",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  230",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-26","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  133",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  200",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-27","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","  128",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  210",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","  106",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  250",",,W","  200",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    5",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-30","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   56",",,W,2400","    0",",,W,","    0",",,W,0500","  256",",,W","  144",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  130",",,W","  160",",,W",,,,,,,,,"  112",",,W","  152",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-07-31","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   51",",,W,2400","    0",",,W,","    0",",,W,0500","  217",",,W","  139",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"  250",",,W","  240",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-01","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","  111",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-02","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    5",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  111",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-03","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   15",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  122",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   30",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-04","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   10",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  144",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-05","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   13",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  111",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"   20",",,W","  330",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-06","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   20",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-07","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   13",",,W,2400","    0",",,W,","    0",",,W,0500","  256",",,W","  139",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  300",",,W","  250",",,W",,,,,,,,,"   54",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-08","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  106",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  250",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-09","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","  122",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-10","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","  100",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-11","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","  128",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  220",",,W",,,,,,,,,"   81",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-12","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","  100",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-13","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","   94",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-14","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","   89",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  190",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-15","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","  111",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  210",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-16","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  100",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-17","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","   83",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-18","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","   78",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-19","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","   83",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-20","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","   83",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-21","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","   94",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-22","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","   78",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"  125",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-23","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  111",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-24","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  106",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  230",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-25","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","  117",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  220",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-26","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  306",",,W","  128",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  240",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-27","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   28",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","   94",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"   30",",,W","   40",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","  106",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"  112",",,W","  143",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  106",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  170",",,W","  180",",,W",,,,,,,,,"   81",",,W","  134",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-30","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  100",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"   70",",,W","  250",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-08-31","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  317",",,W","  100",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-09-01","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  317",",,W","  117",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-09-02","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    5",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  133",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  250",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-09-03","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   13",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  100",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  340",",,W","  350",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2019-09-04","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    5",",,W,2400","    0",",,W,","    0",",,W,0500","  300",",,W","   94",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   76",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
