"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003103","2018-08-05","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  111",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"  103",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-06","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","  117",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-07","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  311",",,W","   89",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-08","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0","T,,W,2400","    0",",,W,","    0",",,W,0500","  289",",,W","  139",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-09","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  191",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","  106",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  230",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-10","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","   89",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-11","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   56",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","  133",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   94",",,W","  161",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-12","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    0",",,W,","    0",",,W,0500","  267",",,W","  117",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-13","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  150",",,W,2400","    0",",,W,","    0",",,W,0500","  272",",,W","  117",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,"   50",",,W","  230",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-14","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  333",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  111",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-15","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","  122",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  250",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-16","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-17","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   15",",,W,2400","    0",",,W,","    0",",,W,0500","  239",",,W","  133",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"   70",",,W","   50",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-18","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  283",",,W","  117",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-19","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  294",",,W","  106",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  200",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-20","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  278",",,W","  117",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-21","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   28",",,W,2400","    0",",,W,","    0",",,W,0500","  239",",,W","  128",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"  112",",,W","  170",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-22","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   15",",,W,2400","    0",",,W,","    0",",,W,0500","  206",",,W","  111",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,"   50",",,W","   30",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-23","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   36",",,W,2400","    0",",,W,","    0",",,W,0500","  228",",,W","   89",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-24","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","   48",",,W,2400","    0",",,W,","    0",",,W,0500","  233",",,W","  106",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  330",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-25","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","  147",",,W,2400","    0",",,W,","    0",",,W,0500","  228",",,W","  100",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   76",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-26","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  228",",,W","   83",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-27","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  239",",,W","  100",",,W",,,,,"   50",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  210",",,W",,,,,,,,,"  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-28","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  244",",,W","   67",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-29","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","   72",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-30","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  261",",,W","   78",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-08-31","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    0",",,W,2400","    0",",,W,","    0",",,W,0500","  250",",,W","   78",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003103","2018-09-01","35.1441","-111.6663","2134.5","FLAGSTAFF AIRPORT, AZ US","    3",",,W,2400","    0",",,W,","    0",",,W,0500","  239",",,W","   94",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,"  210",",,W","  230",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
