"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093824","2018-07-16","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  107",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  206",",,W",,,"   19",",,W",,,,,,,,,"  230",",,W","  270",",,W","   58",",,W","   85",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-17","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  294",",,W","  189",",,W",,,"   26",",,W",,,,,,,,,"  310",",,W","  320",",,W","   67",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-18","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  272",",,W","  150",",,W",,,"   10",",,W",,,,,,,,,"  340",",,W","  350",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-19","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  289",",,W","  144",",,W",,,"   15",",,W",,,,,,,,,"  140",",,W","  100",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-20","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   79",",,W,2400",,,,,"  272",",,W","  189",",,W",,,"   50",",,W",,,,,,,,,"  210",",,W","  210",",,W","  107",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-21","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   64",",,W,2400",,,,,"  278",",,W","  183",",,W",,,"   28",",,W",,,,,,,,,"  170",",,W","  160",",,W","   63",",,W","   81",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-22","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  157",",,W,2400","    0",",,H","    0",",,H","  256",",,W","  178",",,W",,,"   20",",,W",,,,,,,,,"  150",",,W","  130",",,W","   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-23","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  119",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  200",",,W",,,"   17",",,W",,,,,,,,,"  120",",,W","  100",",,W","   72",",,W","   89",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-24","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  278",",,W","  200",",,W",,,"   16",",,W",,,,,,,,,"  270",",,W","  270",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-25","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    5",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  194",",,W",,,"   19",",,W",,,,,,,,,"  330",",,W","  340",",,W","   89",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-26","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   53",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  167",",,W",,,"   24",",,W",,,,,,,,,"  330",",,W","  330",",,W","   72",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-27","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   18",",,W,2400",,,,,"  272",",,W","  167",",,W",,,"   17",",,W",,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","   98",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-28","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  256",",,W","  144",",,W",,,"   13",",,W",,,,,,,,,"  320",",,W","  310",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-29","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  139",",,W",,,"    8",",,W",,,,,,,,,"  180",",,W","  190",",,W","   36",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-30","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  267",",,W","  183",",,W",,,"   14",",,W",,,,,,,,,"   50",",,W","   30",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-07-31","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  386",",,W,2400","    0",",,H","    0",",,H","  244",",,W","  194",",,W",,,"   27",",,W",,,,,,,,,"   60",",,W","   90",",,W","   58",",,W","   76",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-01","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  200",",,W",,,"   22",",,W",,,,,,,,,"  250",",,W","  240",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-02","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   18",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  206",",,W",,,"   12",",,W",,,,,,,,,"  150",",,W","  160",",,W","   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-03","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  194",",,W",,,"    9",",,W",,,,,,,,,"  200",",,W","  270",",,W","   40",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-04","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   10",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  189",",,W",,,"   18",",,W",,,,,,,,,"  250",",,W","  260",",,W","   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-05","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  200",",,W",,,"   16",",,W",,,,,,,,,"  250",",,W","  230",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-06","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  200",",,W",,,"   18",",,W",,,,,,,,,"  210",",,W","  200",",,W","   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-07","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   46",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W",,,"   20",",,W",,,,,,,,,"  290",",,W","  290",",,W","   72",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-08","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  160",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  206",",,W",,,"   24",",,W",,,,,,,,,"  250",",,W","  270",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-09","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  194",",,W",,,"   18",",,W",,,,,,,,,"  230",",,W","  240",",,W","   58",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-10","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  216",",,W,2400",,,,,"  289",",,W","  189",",,W",,,"   13",",,W",,,,,,,,,"  250",",,W","  260",",,W","  107",",,W","  152",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-11","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  267",",,W","  189",",,W",,,"    7",",,W",,,,,,,,,"   20",",,W","   20",",,W","   36",",,W","   45",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-12","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  203",",,W,2400",,,"    0",",,H","  283",",,W","  178",",,W",,,"   16",",,W",,,,,,,,,"  330",",,W","  330",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-13","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  289",",,W","  161",",,W",,,"   13",",,W",,,,,,,,,"   90",",,W","   10",",,W","   63",",,W","   76",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-14","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  161",",,W",,,"   13",",,W",,,,,,,,,"  260",",,W","  280",",,W","   54",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-15","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  178",",,W",,,"   10",",,W",,,,,,,,,"  190",",,W","  210",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-16","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   66",",,W,2400","    0",",,H","    0",",,H","  256",",,W","  206",",,W",,,"   26",",,W",,,,,,,,,"  200",",,W","  210",",,W","   67",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-17","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  122",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  217",",,W",,,"   27",",,W",,,,,,,,,"  200",",,W","  320",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-18","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  289",",,W","  189",",,W",,,"   20",",,W",,,,,,,,,"  360",",,W","   10",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-19","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  161",",,W",,,"   17",",,W",,,,,,,,,"   60",",,W","  340",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-20","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  274",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  156",",,W",,,"   13",",,W",,,,,,,,,"  210",",,W","  200",",,W","  107",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-21","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  142",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  211",",,W",,,"   35",",,W",,,,,,,,,"  190",",,W","  200",",,W","   76",",,W","  112",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-22","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  233",",,W","  133",",,W",,,"   34",",,W",,,,,,,,,"  310",",,W","  290",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-23","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  256",",,W","  106",",,W",,,"    6",",,W",,,,,,,,,"  320",",,W","  320",",,W","   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-24","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400",,,,,"  272",",,W","  117",",,W",,,"   24",",,W",,,,,,,,,"  150",",,W","  160",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-25","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400","    0",",,H","    0",",,H","  250",",,W","  189",",,W",,,"   38",",,W",,,,,,,,,"  180",",,W","  180",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-26","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W",,,"   26",",,W",,,,,,,,,"  190",",,W","  270",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-27","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,"   21",",,W",,,,,,,,,"  190",",,W","  200",",,W","   58",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-28","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  206",",,W",,,"   24",",,W",,,,,,,,,"  200",",,W","  200",",,W","   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-29","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  317",",,W","  217",",,W",,,"   29",",,W",,,,,,,,,"  210",",,W","  210",",,W","   76",",,W","  112",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-30","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  206",",,W",,,"   15",",,W",,,,,,,,,"   30",",,W","   40",",,W","   36",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-08-31","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  172",",,W",,,"    9",",,W",,,,,,,,,"  170",",,W","  210",",,W","   31",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-01","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  189",",,W",,,"   16",",,W",,,,,,,,,"  200",",,W","  240",",,W","   67",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-02","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  194",",,W",,,"   14",",,W",,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-03","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W",,,"    8",",,W",,,,,,,,,"  180",",,W","  170",",,W","   31",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-04","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  206",",,W",,,"    8",",,W",,,,,,,,,"  220",",,W","  170",",,W","   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-05","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W",,,"   14",",,W",,,,,,,,,"  170",",,W","  220",",,W","   54",",,W","   76",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-06","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    3",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W",,,"   14",",,W",,,,,,,,,"  290",",,W","  290",",,W","  116",",,W","  161",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-07","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","    0","T,,W,2400","    0",",,H","    0",",,H","  289",",,W","  206",",,W",,,"   22",",,W",,,,,,,,,"   40",",,W","   10",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-08","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","   74",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  139",",,W",,,"   44",",,W",,,,,,,,,"   80",",,W","   70",",,W","   89",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093824","2018-09-09","39.94444","-81.89222","268.2","ZANESVILLE MUNICIPAL AIRPORT, OH US","  640",",,W,2400","    0",",,H","    0",",,H","  183",",,W","  133",",,W",,,"   39",",,W",,,,,,,,,"   70",",,W","   80",",,W","   72",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
