"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00094860","2018-07-17","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  167",",,W",,,,,"   37",",,W",,,,,,,"   89",",,W","  235","H,,S","  803",",,W",,,"  320",",,W","  360",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-18","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  133",",,W",,,,,"   20",",,W",,,,,,,"  100",",,W","  204","H,,S","  897",",,W",,,"   20",",,W","   30",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-19","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  144",",,W",,,,,"   36",",,W",,,,,,,"   77",",,W","  224","H,,S","  686",",,W",,,"  170",",,W","  160",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-20","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  218",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  194",",,W",,,,,"   61",",,W",,,,,,,"    9",",,W","  231","H,,S","   82",",,W",,,"  140",",,W","  140",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-21","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  259",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  194",",,W",,,,,"   36",",,W",,,,,,,"    0",",,W","  208","H,,S","    0",",,W",,,"   80",",,W","   80",",,W",,,,,,,,,"   72",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-22","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   10",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  183",",,W",,,,,"   41",",,W",,,,,,,"    1",",,W","  216","H,,S","    9",",,W",,,"   10",",,W","   10",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-23","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   10",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  194",",,W",,,,,"   16",",,W",,,,,,,"    0",",,W","  204","H,,S","    0",",,W",,,"  140",",,W","  320",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-24","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  300",",,W","  189",",,W",,,,,"   26",",,W",,,,,,,"   37",",,W","  230","H,,S","  331",",,W",,,"  270",",,W","  270",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-25","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  183",",,W",,,,,"   25",",,W",,,,,,,"   70",",,W","  237","H,,S","  618",",,W",,,"  280",",,W","  250",",,W",,,,,,,,,"   76",",,W","  121",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-26","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  261",",,W","  167",",,W",,,,,"   49",",,W",,,,,,,"   60",",,W","  224","H,,S","  526",",,W",,,"  290",",,W","  280",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-27","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   13",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  161",",,W",,,,,"   43",",,W",,,,,,,"   55",",,W","  198","H,,S","  486",",,W",,,"  260",",,W","  250",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-28","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  139",",,W",,,,,"   28",",,W",,,,,,,"   91",",,W","  197","H,,S","  795",",,W",,,"  270",",,W","  260",",,W",,,,,,,,,"   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-29","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   10",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  128",",,W",,,,,"   15",",,W",,,,,,,"   59",",,W","  200","H,,S","  520",",,W",,,"  260",",,W","  260",",,W",,,,,,,,,"   81",",,W","   94",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-30","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  150",",,W",,,,,"   16",",,W",,,,,,,"   74",",,W","  212","H,,S","  651",",,W",,,"  320",",,W","  320",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-07-31","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  272",",,W","  150",",,W",,,,,"   22",",,W",,,,,,,"   16",",,W","  207","H,,S","  136",",,W",,,"   60",",,W","   50",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-01","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  178",",,W",,,,,"   33",",,W",,,,,,,"   55",",,W","  234","H,,S","  479",",,W",,,"  250",",,W","  250",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-02","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  163",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  172",",,W",,,,,"   47",",,W",,,,,,,"   43",",,W","  227","H,,S","  376",",,W",,,"  230",",,W","  230",",,W",,,,,,,,,"  112",",,W","  148",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-03","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  172",",,W",,,,,"   21",",,W",,,,,,,"   77",",,W","  228","H,,S","  667",",,W",,,"  210",",,W","  210",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-04","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  161",",,W",,,,,"   28",",,W",,,,,,,"   84",",,W","  238","H,,S","  727",",,W",,,"  220",",,W","  210",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-05","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   55",",,W",,,,,,,"   72",",,W","  276","H,,S","  622",",,W",,,"  240",",,W","  220",",,W",,,,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-06","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  137",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  206",",,W",,,,,"   25",",,W",,,,,,,"    6",",,W","  245","H,,S","   50",",,W",,,"  280",",,W","  280",",,W",,,,,,,,,"  125",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-07","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  194",",,W",,,,,"   22",",,W",,,,,,,"   36",",,W","  235","H,,S","  306",",,W",,,"  270",",,W","  210",",,W",,,,,,,,,"   58",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-08","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  283",",,W","  194",",,W",,,,,"   33",",,W",,,,,,,"   82",",,W","  237","H,,S","  701",",,W",,,"  260",",,W","  360",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-09","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    3",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  178",",,W",,,,,"   37",",,W",,,,,,,"   34",",,W","  231","H,,S","  289",",,W",,,"  250",",,W","  260",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-10","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  183",",,W",,,,,"   33",",,W",,,,,,,"   99",",,W","  240","H,,S","  839",",,W",,,"  100",",,W","   90",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-11","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  156",",,W",,,,,"   24",",,W",,,,,,,"   65",",,W","  233","H,,S","  547",",,W",,,"  160",",,W","  280",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-12","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  183",",,W",,,,,"   19",",,W",,,,,,,"   82",",,W","  244","H,,S","  693",",,W",,,"   90",",,W","  100",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-13","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  172",",,W",,,,,"   16",",,W",,,,,,,"   65",",,W","  240","H,,S","  545",",,W",,,"  250",",,W","  110",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-14","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  161",",,W",,,,,"   30",",,W",,,,,,,"   51",",,W","  243","H,,S","  428",",,W",,,"  250",",,W","  250",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-15","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   43",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  194",",,W",,,,,"   26",",,W",,,,,,,"   29",",,W","  248","H,,S","  242",",,W",,,"  170",",,W","  170",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-16","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  122",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  194",",,W",,,,,"   17",",,W",,,,,,,"   17",",,W","  238","H,,S","  141",",,W",,,"  150",",,W","   70",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-17","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   10",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  200",",,W",,,,,"   13",",,W",,,,,,,"    1",",,W","  228","H,,S","    8",",,W",,,"   10",",,W","  340",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-18","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  189",",,W",,,,,"   16",",,W",,,,,,,"   26",",,W","  233","H,,S","  217",",,W",,,"  100",",,W","  100",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-19","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  189",",,W",,,,,"   17",",,W",,,,,,,"   30",",,W","  229","H,,S","  161",",,W",,,"  250",",,W","  240",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-20","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  183",",,W",,,,,"   40",",,W",,,,,,,"    6",",,W","  223","H,,S","   49",",,W",,,"  100",",,W","  100",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-21","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   66",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  172",",,W",,,,,"   47",",,W",,,,,,,"   15",",,W","  221","H,,S","  119",",,W",,,"  320",",,W","  320",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-22","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  150",",,W",,,,,"   47",",,W",,,,,,,"   83",",,W","  197","H,,S","  678",",,W",,,"  310",",,W","  310",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-23","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  128",",,W",,,,,"   38",",,W",,,,,,,"   96",",,W","  202","H,,S","  780",",,W",,,"  240",",,W","  250",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-24","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","    0","T,,W,2400","    0",",,W","    0",",,W","  250",",,W","  139",",,W",,,,,"   46",",,W",,,,,,,"   33",",,W","  191","H,,S","  269",",,W",,,"  190",",,W","  200",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094860","2018-08-25","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   36",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  183",",,W",,,,,"   47",",,W",,,,,,,"   80",",,W","  212","H,,S","   38",",,W",,,"  220",",,W","  210",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
