"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00091245","2020-04-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  230",",,a","  122",",,a","   71",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2020-04-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  143",",,a","   83",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2020-04-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  146",",,a","  111",",,a",,,,,,,,,,,"  120","H,,S"
"ASN00091245","2020-04-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  172",",,a","   96",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2020-04-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  183",",,a","  104",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00091245","2020-04-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  178",",,a","  132",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2020-04-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   96",",,a","  133",",,a","   84",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2020-04-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  140",",,a","   77",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2020-04-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  153",",,a","  112",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2020-04-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  171",",,a","  114",",,a",,,,,,,,,,,"  145","H,,S"
"ASN00091245","2020-04-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  166",",,a","  135",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00091245","2020-04-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   62",",,a","  152",",,a","  134",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2020-04-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   30",",,a","  137",",,a","  105",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2020-04-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  142",",,a","  100",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2020-04-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  155",",,a","  109",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-04-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   78",",,a","  152",",,a","  110",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-04-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  161",",,a","  117",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-04-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  145",",,a","  113",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2020-04-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  163",",,a","  119",",,a",,,,,,,,,,,"  142","H,,S"
"ASN00091245","2020-04-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  150",",,a","  127",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2020-04-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  148",",,a","  127",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00091245","2020-04-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   62",",,a","  141",",,a","  121",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-04-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  147",",,a","  104",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-04-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  163",",,a","  121",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00091245","2020-04-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  145",",,a","  127",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2020-04-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  149",",,a","  107",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2020-05-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   82",",,a","  124",",,a","   83",",,a",,,,,,,,,,,"  100","H,,S"
"ASN00091245","2020-05-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  102",",,a","  114",",,a","   81",",,a",,,,,,,,,,,"  105","H,,S"
"ASN00091245","2020-05-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  131",",,a","   85",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2020-05-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  137",",,a","   98",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2020-05-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  136",",,a","  102",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2020-05-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  156",",,a","  103",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2020-05-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  161",",,a","  109",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00091245","2020-05-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  157",",,a","  120",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-05-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  112",",,a","  125",",,a","   97",",,a",,,,,,,,,,,"   95","H,,S"
"ASN00091245","2020-05-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   60",",,a","  130",",,a","   70",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2020-05-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  143",",,a","  104",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2020-05-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a",,,"  117",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2020-05-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"   93",",,S",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2020-05-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"  105",",,S",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2020-05-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,,,,,,,,,,,,,"  119","H,,S"
"ASN00091245","2020-05-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"   92",",,S",,,,,,,,,,,"  129","H,,S"
"ASN00091245","2020-05-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,,,,,,,,,,,,,"  124","H,,S"
"ASN00091245","2020-05-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    3",",,S",,,"   95",",,S",,,,,,,,,,,"  129","H,,S"
"ASN00091245","2020-05-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   51",",,S","  156",",,S","  110",",,S",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2020-05-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   97",",,S",,,,,,,,,,,,,,,"  107","H,,S"
"ASN00091245","2020-05-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,S",,,"   82",",,S",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2020-05-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,"   91",",,S",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2020-05-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,,,,,,,,,,,,,"  101","H,,S"
"ASN00091245","2020-05-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,,,,,,,,,,,,,"   88","H,,S"
"ASN00091245","2020-05-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"   53",",,S",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2020-05-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    3",",,S",,,,,,,,,,,,,,,"  119","H,,S"
"ASN00091245","2020-05-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   41",",,S",,,"  111",",,S",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2020-05-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    3",",,S",,,"  114",",,S",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-05-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"  113",",,S",,,,,,,,,,,"  131","H,,S"
"ASN00091245","2020-05-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,S",,,,,,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-05-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,S",,,"  105",",,S",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2020-06-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,,,,,,,,,,,,,"  108","H,,S"
"ASN00091245","2020-06-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    5",",,S",,,"   84",",,S",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2020-06-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,S",,,"   99",",,S",,,,,,,,,,,"  105","H,,S"
