"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013876","2018-07-20","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  222",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  180",",,W","  170",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-21","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  239",",,W",,,,,"   40",",,W",,,,,,,,,,,,,"  298","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-22","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-23","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    3",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  206",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  254","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-24","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  217",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  251","H,,S",,,,,,,"   30",",,W","   30",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-25","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  206",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  360",",,W","   40",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-26","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  189",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"  360",",,W","  320",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-27","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  206",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  340",",,W","  320",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-28","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  211",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  275","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-29","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  217",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,,,"  290",",,W","  270",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-30","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  344",",,W","  217",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"  240",",,W","  230",",,W",,,,,,,,,"  112",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-07-31","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  132",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  217",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-01","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  259",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  211",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  224","H,,S",,,,,,,"   60",",,W","   60",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-02","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  211",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  242","H,,S",,,,,,,"   30",",,W","   10",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-03","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  211",",,W",,,,,"   10",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,,,"  140",",,W","  130",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-04","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  328",",,W","  211",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-05","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   41",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  228",",,W",,,,,"   10",",,W",,,,,,,,,,,,,"  277","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-06","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  228",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  278","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-07","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  228",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,,,"   50",",,W","   50",",,W",,,,,,,,,"  125",",,W","  143",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-08","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   18",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  228",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  272","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"  165",",,W","  210",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-09","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   30",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  233",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,,,"  280",",,W","  260",",,W",,,,,,,,,"  143",",,W","  179",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-10","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    5",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  222",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  263","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-11","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  267","H,,S",,,,,,,"  260",",,W","  270",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-12","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   13",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  222",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  273","H,,S",,,,,,,"   10",",,W","   10",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-13","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  222",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  280","H,,S",,,,,,,"  280",",,W","  280",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-14","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  206",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  276","H,,S",,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-15","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  222",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  284","H,,S",,,,,,,"  190",",,W","  180",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-16","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  239",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  287","H,,S",,,,,,,"  180",",,W","  170",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-17","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   13",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  239",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-18","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    5",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  239",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  261","H,,S",,,,,,,"  240",",,W","  200",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-19","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   69",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  222",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  257","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-20","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  322",",,W","  233",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-21","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  233",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  262","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-22","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  206",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  257","H,,S",,,,,,,"  340",",,W","   10",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-23","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  189",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,,,"   10",",,W","   10",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-24","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  248","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-25","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  217",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  271","H,,S",,,,,,,"   80",",,W","  180",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-26","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  211",",,W",,,,,"   15",",,W",,,,,,,,,,,,,"  281","H,,S",,,,,,,"  130",",,W","   90",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-27","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  217",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  281","H,,S",,,,,,,"  100",",,W","  150",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-28","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   18",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  228",",,W",,,,,"   10",",,W",,,,,,,,,,,,,"  282","H,,S",,,,,,,"  130",",,W","   20",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-29","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  328",",,W","  233",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  276","H,,S",,,,,,,"  250",",,W","  110",",,W",,,,,,,,,"   98",",,W","  112",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-08-30","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  217",",,W",,,,,"   15",",,W",,,,,,,,,,,,,"  264","H,,S",,,,,,,"  170",",,W","  180",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
