"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00051060","2018-05-19","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   18",",,7,0530","    0",",,7","    0",",,7","  167",",,7","   50",",,7",,,,,,,,,"   50",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-20","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   74",",,7,0530","    0",",,7","    0",",,7","   61",",,7","   22",",,7",,,,,,,,,"   22",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-21","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   23",",,7,0530","    0",",,7","    0",",,7","  128",",,7","    6",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-22","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  194",",,7","   78",",,7",,,,,,,,,"  139",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-23","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   20",",,7,0530","    0",",,7","    0",",,7","  189",",,7","   83",",,7",,,,,,,,,"  128",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-24","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  200",",,7","  100",",,7",,,,,,,,,"  144",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-25","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  233",",,7","  111",",,7",,,,,,,,,"  189",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-26","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  244",",,7","  139",",,7",,,,,,,,,"  200",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-27","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","  150",",,7",,,,,,,,,"  183",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-28","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  222",",,7","   78",",,7",,,,,,,,,"  106",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-29","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  156",",,7","   56",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-30","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  172",",,7","   83",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-05-31","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   20",",,7,0530","    0",",,7","    0",",,7","  206",",,7","  106",",,7",,,,,,,,,"  183",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-01","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","  133",",,7",,,,,,,,,"  167",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-02","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  239",",,7","   50",",,7",,,,,,,,,"   94",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-03","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  194",",,7","   72",",,7",,,,,,,,,"  133",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-04","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  200",",,7","  128",",,7",,,,,,,,,"  183",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-05","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,,,,,"  228",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-06","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  289",",,7","  128",",,7",,,,,,,,,"  183",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-07","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,,,,,"  144",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-08","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  278",",,7","  144",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-09","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  283",",,7","  111",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-10","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  278",",,7","  156",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-11","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  289",",,7","   89",",,7",,,,,,,,,"  122",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-12","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,"  161",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-13","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-14","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  294",",,7","  144",",,7",,,,,,,,,"  233",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-15","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  294",",,7","  156",",,7",,,,,,,,,"  217",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-16","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  300",",,7","  133",",,7",,,,,,,,,"  200",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-17","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    3",",,7,0530","    0",",,7","    0",",,7","  250",",,7","  122",",,7",,,,,,,,,"  122",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-18","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  130",",,7,0530","    0",",,7","    0",",,7","  167",",,7","   72",",,7",,,,,,,,,"   89",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-19","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   33",",,7,0530","    0",",,7","    0",",,7","  189",",,7","   83",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-20","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   15",",,7,0530","    0",",,7","    0",",,7","  194",",,7","   61",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-21","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  200",",,7","   94",",,7",,,,,,,,,"  144",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-22","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   13",",,7,0530","    0",",,7","    0",",,7","  228",",,7","  111",",,7",,,,,,,,,"  172",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-23","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  250",",,7","   83",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-24","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   25",",,7,0530","    0",",,7","    0",",,7","  250",",,7","   78",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-25","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    5",",,7,0530","    0",",,7","    0",",,7","  150",",,7","   78",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-26","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  233",",,7","  106",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-27","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-28","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,,,,,"  233",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-29","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  333",",,7","  194",",,7",,,,,,,,,"  222",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-06-30","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  300",",,7","   89",",,7",,,,,,,,,"  117",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-01","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  135",",,7,0530","    0",",,7","    0",",,7","  167",",,7","   67",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-02","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,,,,,"  189",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-03","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  283",",,7","  150",",,7",,,,,,,,,"  194",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-04","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   66",",,7,0530","    0",",,7","    0",",,7","  289",",,7","  133",",,7",,,,,,,,,"  206",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-05","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  119",",,7,0530","    0",",,7","    0",",,7","  267",",,7","  122",",,7",,,,,,,,,"  178",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-06","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,"  167",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-07","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  272",",,7","  156",",,7",,,,,,,,,"  200",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-08","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,,,"  228",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-09","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   25",",,7,0530","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,,,,,"  200",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-10","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  289",",,7","  156",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-11","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  306",",,7","  122",",,7",,,,,,,,,"  222",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-12","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  300",",,7","  128",",,7",,,,,,,,,"  161",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-13","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   69",",,7,0530","    0",",,7","    0",",,7","  244",",,7","  122",",,7",,,,,,,,,"  206",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-14","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,,,"  217",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-15","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  294",",,7","  144",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-16","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  140",",,7,0530","    0",",,7","    0",",,7","  178",",,7","  100",",,7",,,,,,,,,"  139",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-17","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  250",",,7","  100",",,7",,,,,,,,,"  122",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-18","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   20",",,7,0530","    0",",,7","    0",",,7","  256",",,7","  122",",,7",,,,,,,,,"  211",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-19","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,,,"  217",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-20","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  322",",,7","  156",",,7",,,,,,,,,"  228",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-21","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  311",",,7","  178",",,7",,,,,,,,,"  222",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-22","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,"  222",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-23","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   58",",,7,0530","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,,,"  128",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-24","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  132",",,7,0530","    0",",,7","    0",",,7","  217",",,7","  100",",,7",,,,,,,,,"  217",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-25","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  261",",,7","  139",",,7",,,,,,,,,"  206",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-26","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","  132",",,7,0530","    0",",,7","    0",",,7","  233",",,7","   94",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-27","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   43",",,7,0530","    0",",,7","    0",",,7","  222",",,7","   94",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-28","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    8",",,7,0530","    0",",,7","    0",",,7","  211",",,7","  106",",,7",,,,,,,,,"  117",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-29","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   28",",,7,0530","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,,,"  111",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-30","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   23",",,7,0530","    0",",,7","    0",",,7","  217",",,7","   89",",,7",,,,,,,,,"  117",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-07-31","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  211",",,7","   72",",,7",,,,,,,,,"  150",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-01","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","  133",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-02","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  250",",,7","  128",",,7",,,,,,,,,"  189",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-03","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,,,,,"  167",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-04","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   13",",,7,0530","    0",",,7","    0",",,7","  239",",,7","  150",",,7",,,,,,,,,"  178",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-05","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    5",",,7,0530","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,,,"  139",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-06","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","   23",",,7,0530","    0",",,7","    0",",,7","  239",",,7","  111",",,7",,,,,,,,,"  133",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-07","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  239",",,7","  106",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-08","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  256",",,7","   94",",,7",,,,,,,,,"  133",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-09","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0","T,,7,0530","    0",",,7","    0",",,7","  239",",,7","  133",",,7",,,,,,,,,"  156",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-10","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,,,,,"  206",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-11","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,,,,,"  167",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-12","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  283",",,7","  128",",,7",,,,,,,,,"  167",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-13","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,,,,,"  183",",,7,0530",,,,,,,,,,,,,,,,
"USC00051060","2018-08-14","40.6158","-105.2969","2255.5","BUCKHORN MOUNTAIN 1 E, CO US","    0",",,7,0530","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,,,"  161",",,7,0530",,,,,,,,,,,,,,,,
