"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00362942","2019-03-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","   72",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   83",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  139",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   53",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-31","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   30",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0","T,,7,","    0","T,,7,0700","   17",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   41",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  189",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   81",",,7,0700","    0",",,7,","    0",",,7,0700","  250",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  211",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  165",",,7,0700","    0",",,7,","    0",",,7,0700","  211",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   20",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  267",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  117",",,7,0700","    0",",,7,","    0",",,7,0700","  222",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  163",",,7,0700","    0",",,7,","    0",",,7,0700","  222",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   28",",,7,0700","    0",",,7,","    0",",,7,0700","  111",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   64",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   84",",,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  104",",,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","  150",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  111",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-04-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","   83",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","   94",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  133",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   43",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","  144",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   76",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","  122",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","   89",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","   78",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  261",",,7","   89",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","   89",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  229",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  128",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","   50",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  178",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","   67",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  178",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","   94",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   30",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","   61",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","   28",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  211",",,7","   33",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","   78",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","  128",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  133",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","  311",",,7","  150",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","   67",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  178",",,7","   50",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  244",",,7","   72",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","  267",",,7","  100",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  250",",,7","   89",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   84",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  128",",,7",,,,,,,,,"   -5",",X,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   81",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  144",",,7",,,,,,,,,"   18",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  127",",,7,0700","    0",",,7,","    0",",,7,0700","  261",",,7","  144",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  765",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  167",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  175",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  167",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-05-31","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  160",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","  133",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  117",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  221",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  139",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   78",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   44",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","   50",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  144",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  133",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  117",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  128",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  156",",,7",,,,,,,,,"    5",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  279",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   94",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   78",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   78",",,7",,,,,,,,,"    5",",,7,0700",,,,,,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   97",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","  106",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  100",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   61",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   89",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  172",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  188",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  183",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  165",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  178",",,7",,,,,,,,,"  -25",",X,7,0700",,,,,,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  155",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  167",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   89",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-06-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   94",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
