"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00328913","2018-06-14","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0","T,,7,0800","    0",",,7","    0",",,7","  283",",,7","  139",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-06-15","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  358",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  150",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-16","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  117",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-17","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   48",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  139",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-18","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  106",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-19","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-20","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-21","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  139",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-22","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  150",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-23","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  167",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-24","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   25",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  156",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-25","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  183",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-26","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0","T,,7,0800","    0",",,7","    0",",,7","  272",",,7","  172",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-06-27","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  345",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  144",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-06-28","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  111",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-06-29","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  437",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-06-30","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  133",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-01","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  133",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-02","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   38",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  106",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-03","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  145",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  156",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-04","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   18",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-05","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  106",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-06","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  144",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-07","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-08","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-09","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  139",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-10","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   43",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-11","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   46",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  183",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-12","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-13","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  150",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-14","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  189",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-15","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  106",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-16","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  117",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-17","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  111",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-18","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  144",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-19","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  114",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  178",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-20","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  144",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-21","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,,,"  144",",,7,0800",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-22","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   10",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  144",",,7",,,,,,,,,"  183",",,7,0800",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-07-23","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   66",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  128",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-24","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   94",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-25","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-26","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  117",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-27","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","   78",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-28","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  106",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-29","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  106",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-30","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  100",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-07-31","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  139",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-01","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  106",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-02","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-03","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  117",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-04","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  167",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-05","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  144",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-06","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-07","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  144",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-08","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  133",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-09","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  122",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-10","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  139",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-11","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  144",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-12","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  167",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-13","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  394",",,7","  167",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-14","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   25",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   56",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-15","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","   83",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-16","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  122",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-17","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  128",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-18","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  133",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-19","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  133",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-20","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   56",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-21","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   56",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-22","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   61",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-23","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","   78",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-24","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  133",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-25","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  106",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-26","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  194",",,7","   83",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-27","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","  198",",,7,0800","    0",",,7","    0",",,7","  233",",,7","   78",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-28","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   91",",,7,0800","    0",",,7","    0",",,7","  144",",,7","   83",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-29","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   67",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-30","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","   67",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-08-31","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-01","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","   56",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-02","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","   67",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-03","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","   72",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-09-04","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   43",",,7,0800","    0",",,7","    0",",,7","  289",",,7","   94",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-05","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  206",",,7","   17",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-06","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   22",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00328913","2018-09-07","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   23",",,7,0800","    0",",,7","    0",",,7","  189",",,7","  106",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-08","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","   38",",,7,0800","    0",",,7","    0",",,7","  217",",,7","  128",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-09","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-10","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   61",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328913","2018-09-11","48.6147","-100.7263","434.3","UPHAM 3 N, ND US","    3",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   61",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,
