"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00004787","2019-06-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   13",",,W,2400",,,"    0",",,W","  194",",,W","   94",",,W","   51",",,W",,,,,,,,,,,,,"  280",",,W","  270",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   94",",,W,2400","    0",",,H","    0",",,W","  217",",,W","  122",",,W","   36",",,W",,,,,,,,,,,,,"  220",",,W","  240",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  269",",,W,2400","    0",",,H","    0",",,W","  206",",,W","  150",",,W","   31",",,W",,,,,,,,,,,,,"  250",",,W","  240",",,W","   89",",,W","  116",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   66",",,W,2400","    0",",,H","    0",",,W","  228",",,W","  144",",,W","   18",",,W",,,,,,,,,,,,,"  240",",,W","  240",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  183",",,W,2400",,,"    0",",,W","  228",",,W","  167",",,W","   21",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  119",",,W,2400","    0",",,H",,,"  239",",,W","  183",",,W","   15",",,W",,,,,,,,,,,,,"  170",",,W","  160",",,W","   58",",,W","   81",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-06-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  178",",,W,2400",,,,,"  239",",,W","  178",",,W","   32",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W","   76",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-06-21","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   10",",,W,2400",,,,,"  222",",,W","  111",",,W","   49",",,W",,,,,,,,,,,,,"  290",",,W","  300",",,W","   98",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-22","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  233",",,W","   72",",,W","   28",",,W",,,,,,,,,,,,,"  330",",,W","  350",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-23","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  250",",,W","   83",",,W","   11",",,W",,,,,,,,,,,,,"  240",",,W","  220",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-24","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   64",",,W,2400",,,,,"  283",",,W","  133",",,W","   25",",,W",,,,,,,,,,,,,"  240",",,W","  230",",,W","   89",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-25","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   48",",,W,2400",,,"    0",",,W","  256",",,W","  156",",,W","   47",",,W",,,,,,,,,,,,,"  250",",,W","  250",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-26","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  272",",,W","  150",",,W","   34",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-27","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  294",",,W","  150",",,W","   17",",,W",,,,,,,,,,,,,"  220",",,W","  220",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-28","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,H","    0",",,W","  289",",,W","  161",",,W","   18",",,W",,,,,,,,,,,,,"  260",",,W","  270",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-06-29","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   79",",,W,2400","    0",",,H","    0",",,W","  267",",,W","  178",",,W","   33",",,W",,,,,,,,,,,,,"  250",",,W","  300",",,W","  103",",,W","  130",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-06-30","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,H","    0",",,W","  256",",,W","  139",",,W","   42",",,W",,,,,,,,,,,,,"  330",",,W","  340",",,W","   94",",,W","  125",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-01","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  100",",,W","   15",",,W",,,,,,,,,,,,,"  290",",,W","  260",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-02","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   30",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  150",",,W","   27",",,W",,,,,,,,,,,,,"  240",",,W","  240",",,W","   98",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-07-03","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   66",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  178",",,W","   23",",,W",,,,,,,,,,,,,"  250",",,W","  260",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-04","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  178",",,W","   20",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W","   54",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-05","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  254",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  194",",,W","   21",",,W",,,,,,,,,,,,,"  220",",,W","  220",",,W","  107",",,W","  161",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-07-06","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   64",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  183",",,W","   21",",,W",,,,,,,,,,,,,"  290",",,W","  280",",,W","  125",",,W","  170",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-07-07","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   91",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  183",",,W","   18",",,W",,,,,,,,,,,,,"   30",",,W","   60",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-08","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   20",",,W,2400",,,,,"  244",",,W","  167",",,W","   25",",,W",,,,,,,,,,,,,"   70",",,W","  130",",,W","   54",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-09","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  150",",,W","   17",",,W",,,,,,,,,,,,,"  130",",,W","  180",",,W","   36",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-10","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  178",",,W","   17",",,W",,,,,,,,,,,,,"  220",",,W","  230",",,W","   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-11","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   84",",,W,2400",,,,,"  244",",,W","  178",",,W","   24",",,W",,,,,,,,,,,,,"  240",",,W","  270",",,W","   63",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-12","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  233",",,W","  150",",,W","   32",",,W",,,,,,,,,,,,,"  300",",,W","  290",",,W","   67",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-13","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  272",",,W","  122",",,W","   29",",,W",,,,,,,,,,,,,"  240",",,W","  280",",,W","   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  144",",,W","   31",",,W",,,,,,,,,,,,,"  300",",,W","  320",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  267",",,W","  117",",,W","   11",",,W",,,,,,,,,,,,,"  260",",,W","  280",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  289",",,W","  161",",,W","   24",",,W",,,,,,,,,,,,,"  260",",,W","  260",",,W","   72",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  231",",,W,2400",,,"    0",",,W","  267",",,W","  189",",,W","   25",",,W",,,,,,,,,,,,,"  270",",,W","  280",",,W","   98",",,W","  121",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-07-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  278",",,W","  194",",,W","   22",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  114",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  200",",,W","   38",",,W",,,,,,,,,,,,,"   40",",,W","  230",",,W","   76",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   84",",,W,2400",,,"    0",",,W","  300",",,W","  194",",,W","   31",",,W",,,,,,,,,,,,,"  310",",,W","  300",",,W","  107",",,W","  152",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-21","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   30",",,W,2400",,,"    0",",,W","  300",",,W","  194",",,W","   32",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W","   67",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-22","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  320",",,W,2400",,,"    0",",,W","  217",",,W","  156",",,W","   22",",,W",,,,,,,,,,,,,"   10",",,W","  360",",,W","   72",",,W","   94",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-23","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  233",",,W","  139",",,W","   25",",,W",,,,,,,,,,,,,"  330",",,W","  320",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-24","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,"    0",",,W","  239",",,W","  111",",,W","    9",",,W",,,,,,,,,,,,,"  300",",,W","  310",",,W","   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-25","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  250",",,W","  111",",,W","   13",",,W",,,,,,,,,,,,,"  300",",,W","  300",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-26","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  272",",,W","  128",",,W","   11",",,W",,,,,,,,,,,,,"  220",",,W","  210",",,W","   40",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-27","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  272",",,W","  150",",,W","   25",",,W",,,,,,,,,,,,,"  240",",,W","  250",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-28","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  278",",,W","  172",",,W","   38",",,W",,,,,,,,,,,,,"  260",",,W","  230",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-29","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  283",",,W","  178",",,W","   30",",,W",,,,,,,,,,,,,"  260",",,W","  240",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-30","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,,,"  261",",,W","  183",",,W","   30",",,W",,,,,,,,,,,,,"  280",",,W","  290",",,W","  107",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-07-31","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  278",",,W","  167",",,W","   11",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-01","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  156",",,W","   19",",,W",,,,,,,,,,,,,"   30",",,W","   10",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-02","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   30",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  161",",,W","   23",",,W",,,,,,,,,,,,,"  130",",,W","  160",",,W","   58",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-03","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W","   17",",,W",,,,,,,,,,,,,"  320",",,W","  310",",,W","   63",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-04","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   30",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  128",",,W","   17",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W","   76",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-08-05","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  139",",,W","   18",",,W",,,,,,,,,,,,,"   10",",,W","   10",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-06","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   10",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  161",",,W","   29",",,W",,,,,,,,,,,,,"  310",",,W","  300",",,W","  103",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-07","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  161",",,W","   30",",,W",,,,,,,,,,,,,"  280",",,W","  290",",,W","   72",",,W","  107",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-08","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  267",",,W","  144",",,W","   37",",,W",,,,,,,,,,,,,"  260",",,W","  280",",,W","   81",",,W","  139",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-09","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  250",",,W","  122",",,W","   34",",,W",,,,,,,,,,,,,"  320",",,W","  300",",,W","   76",",,W","  107",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-10","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  111",",,W","   33",",,W",,,,,,,,,,,,,"  330",",,W","  320",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-11","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","   94",",,W","   17",",,W",,,,,,,,,,,,,"  330",",,W","  330",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-12","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,,,"  278",",,W","  128",",,W","   20",",,W",,,,,,,,,,,,,"  240",",,W","  230",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-13","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  109",",,W,2400",,,,,"  211",",,W","  167",",,W","   10",",,W",,,,,,,,,,,,,"  320",",,W","  330",",,W","   40",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   51",",,W,2400",,,,,"  261",",,W","  161",",,W","   11",",,W",,,,,,,,,,,,,"  340",",,W","  180",",,W","   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  272",",,W","  150",",,W","   24",",,W",,,,,,,,,,,,,"  220",",,W","  220",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  272",",,W","  156",",,W","   20",",,W",,,,,,,,,,,,,"  240",",,W","  250",",,W","   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  124",",,W,2400",,,,,"  278",",,W","  150",",,W","   22",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W","  130",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   20",",,W,2400",,,"    0",",,W","  289",",,W","  156",",,W","   23",",,W",,,,,,,,,,,,,"  310",",,W","  300",",,W","  139",",,W","  174",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   15",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  178",",,W","   20",",,W",,,,,,,,,,,,,"  290",",,W","  280",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,"    0",",,W","  294",",,W","  156",",,W","   21",",,W",,,,,,,,,,,,,"  250",",,W","  240",",,W","   81",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-21","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  173",",,W,2400",,,"    0",",,W","  261",",,W","  183",",,W","   31",",,W",,,,,,,,,,,,,"  230",",,W","  240",",,W","   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-22","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   38",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  150",",,W","   29",",,W",,,,,,,,,,,,,"  300",",,W","  290",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-23","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  122",",,W","   25",",,W",,,,,,,,,,,,,"   10",",,W","   10",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-24","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","  100",",,W","   29",",,W",,,,,,,,,,,,,"   30",",,W","   20",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-25","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  217",",,W","   89",",,W","   30",",,W",,,,,,,,,,,,,"   80",",,W","   80",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-26","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  217",",,W","  100",",,W","   34",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-27","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   30",",,W,2400","    0",",,W","    0",",,W","  189",",,W","  150",",,W","   30",",,W",,,,,,,,,,,,,"  140",",,W","  130",",,W","   54",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-08-28","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  224",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  128",",,W","   30",",,W",,,,,,,,,,,,,"  260",",,W","  270",",,W","   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
