"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00054135","2018-05-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  160",",,7,0730","  152",",,7","    0",",,7","   56",",,7","  -50",",,7",,,,,,,,,"  -11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -17",",,7",,,,,,,,,"   22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","    0",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","    0",",,7","  167",",,7","   -6",",,7",,,,,,,,,"   11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","  -11",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  172",",,7","  -28",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","    0",",,7",,,,,,,,,"   28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  211",",,7","   -6",",,7",,,,,,,,,"   11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  178",",,7","   11",",,7",,,,,,,,,"   50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  172",",,7","    0",",,7",,,,,,,,,"   28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   61",",,7,0730","    0",",,7","    0",",,7","  139",",,7","  -11",",,7",,,,,,,,,"    6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  128",",,7","  -28",",,7",,,,,,,,,"   -6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","  -17",",,7",,,,,,,,,"   17",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   11",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   -6",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   23",",,7,0730","    0",",,7","    0",",,7","  167",",,7","    6",",,7",,,,,,,,,"   22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00054135","2018-05-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00054135","2018-05-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   20",",,7,0730","    0",",,7","    0",",,7","  194",",,7","  -17",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    5",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   -6",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","    0",",,7",,,,,,,,,"   11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   -6",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   33",",,7",,,,,,,,,"  133",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   56",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   20",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   17",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   30",",,7,0730","    0",",,7","    0",",,7","  133",",,7","    0",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  133",",,7","    0",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-05-31","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   33",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  228",",,7","   72",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  200",",,7","   28",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","    0",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  222",",,7","   61",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  233",",,7","   56",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   44",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   28",",,7",,,,,,,,,"   50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   44",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","   44",",,7",,,,,,,,,"  133",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   33",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   11",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   22",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,,,"  150",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   13",",,7,0730","    0",",,7","    0",",,7","  261",",,7","   72",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  114",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   78",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  274",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   56",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   50",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  211",",,7","    6",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  178",",,7","   11",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   67",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","    0",",,7",,,,,,,,,"   50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   30",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   28",",,7",,,,,,,,,"   50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    5",",,7,0730","    0",",,7","    0",",,7","  122",",,7","   17",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   61",",,7",,,,,,,,,"  150",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","   61",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  283",",,7","   56",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  294",",,7","   72",",,7",,,,,,,,,"  156",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-06-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   22",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  178",",,7","   -6",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   22",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   72",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","   72",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  250",",,7","   56",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   44",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  272",",,7","   61",",,7",,,,,,,,,"  156",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   23",",,7,0730","    0",",,7","    0",",,7","  267",",,7","  122",",,7",,,,,,,,,"  156",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   20",",,7,0730","    0",",,7","    0",",,7","  283",",,7","   72",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   61",",,7",,,,,,,,,"  178",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  306",",,7","   94",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  278",",,7","   72",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   36",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   13",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   67",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","   83",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  107",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   30",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   61",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   20",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   78",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  278",",,7","   72",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  294",",,7","   94",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,"  156",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   79",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    5",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   67",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   23",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   83",",,7",,,,,,,,,"  139",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  119",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   -6",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   23",",,7,0730","    0",",,7","    0",",,7","  178",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   15",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   44",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   56",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   39",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   28",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-07-31","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   22",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  217",",,7","   67",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   94",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   15",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   83",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   25",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   39",",,7",,,,,,,,,"   67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   33",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   50",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  228",",,7","   50",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   50",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
