"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00204104","2018-07-11","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  128",",,7",,,,,,,"  150",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-12","46.4656","-90.1892","435.9","IRONWOOD, MI US","   20",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  150",",,7",,,,,,,"  200",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-13","46.4656","-90.1892","435.9","IRONWOOD, MI US","   38",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  200",",,7",,,,,,,"  200",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-14","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  156",",,7",,,,,,,"  194",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-15","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  161",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-16","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  161",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-17","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  117",",,7",,,,,,,"  133",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-18","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  206",",,7","   94",",,7",,,,,,,"  128",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-19","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","  122",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-20","46.4656","-90.1892","435.9","IRONWOOD, MI US","    8",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  156",",,7",,,,,,,"  172",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-21","46.4656","-90.1892","435.9","IRONWOOD, MI US","  191",",,7,0900","    0",",,7,0900","    0",",,7,0900","  183",",,7","  133",",,7",,,,,,,"  139",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-22","46.4656","-90.1892","435.9","IRONWOOD, MI US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","  172",",,7","  122",",,7",,,,,,,"  122",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-23","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  206",",,7","   94",",,7",,,,,,,"  139",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-24","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  139",",,7",,,,,,,"  183",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-25","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  128",",,7",,,,,,,"  144",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-26","46.4656","-90.1892","435.9","IRONWOOD, MI US","  112",",,7,0900","    0",",,7,0900","    0",",,7,0900","  228",",,7","  122",",,7",,,,,,,"  128",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-27","46.4656","-90.1892","435.9","IRONWOOD, MI US","   71",",,7,0900","    0",",,7,0900","    0",",,7,0900","  189",",,7","  117",",,7",,,,,,,"  128",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-28","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  200",",,7","   89",",,7",,,,,,,"  111",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-29","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  106",",,7",,,,,,,"  128",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-30","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  106",",,7",,,,,,,"  122",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-07-31","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  122",",,7",,,,,,,"  144",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-01","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  144",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-02","46.4656","-90.1892","435.9","IRONWOOD, MI US","   76",",,7,0900","    0",",,7,0900","    0",",,7,0900","  178",",,7","   89",",,7",,,,,,,"   89",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-03","46.4656","-90.1892","435.9","IRONWOOD, MI US","    3",",,7,0900","    0",",,7,0900","    0",",,7,0900","  139",",,7","   67",",,7",,,,,,,"   83",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-04","46.4656","-90.1892","435.9","IRONWOOD, MI US","  193",",,7,0900","    0",",,7,0900","    0",",,7,0900","  222",",,7","   83",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-05","46.4656","-90.1892","435.9","IRONWOOD, MI US","   76",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  167",",,7",,,,,,,"  172",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-06","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  167",",,7",,,,,,,"  172",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-07","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  217",",,7","   94",",,7",,,,,,,"  111",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-08","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  233",",,7","  111",",,7",,,,,,,"  144",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-09","46.4656","-90.1892","435.9","IRONWOOD, MI US","   30",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  139",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-10","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  150",",,7",,,,,,,"  161",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-11","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  161",",,7",,,,,,,"  172",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-12","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  144",",,7",,,,,,,"  167",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-13","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  167",",,7",,,,,,,"  178",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-14","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  178",",,7",,,,,,,"  200",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-15","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  133",",,7",,,,,,,"  144",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-17","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  117",",,7",,,,,,,"  133",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-18","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  228",",,7","  133",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-19","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  239",",,7","  133",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-20","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  156",",,7",,,,,,,"  167",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-21","46.4656","-90.1892","435.9","IRONWOOD, MI US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","  233",",,7","  128",",,7",,,,,,,"  133",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-22","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  178",",,7","   89",",,7",,,,,,,"  100",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-23","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  100",",,7",,,,,,,"  117",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-24","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  117",",,7",,,,,,,"  167",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-25","46.4656","-90.1892","435.9","IRONWOOD, MI US","  704",",,7,0900","    0",",,7,0900","    0",",,7,0900","  172",",,7","  150",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-26","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  228",",,7","  139",",,7",,,,,,,"  167",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-27","46.4656","-90.1892","435.9","IRONWOOD, MI US","   43",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  167",",,7",,,,,,,"  200",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-28","46.4656","-90.1892","435.9","IRONWOOD, MI US","  719",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  128",",,7",,,,,,,"  128",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-29","46.4656","-90.1892","435.9","IRONWOOD, MI US","   18",",,7,0900","    0",",,7,0900","    0",",,7,0900","  167",",,7","  100",",,7",,,,,,,"  106",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-30","46.4656","-90.1892","435.9","IRONWOOD, MI US","   10",",,7,0900","    0",",,7,0900","    0",",,7,0900","  167",",,7","   72",",,7",,,,,,,"   78",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-08-31","46.4656","-90.1892","435.9","IRONWOOD, MI US","   25",",,7,0900","    0",",,7,0900","    0",",,7,0900","  217",",,7","   78",",,7",,,,,,,"  161",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-01","46.4656","-90.1892","435.9","IRONWOOD, MI US","   10",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  156",",,7",,,,,,,"  200",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-02","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  172",",,7",,,,,,,"  194",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-03","46.4656","-90.1892","435.9","IRONWOOD, MI US","   97",",,7,0900","    0",",,7,0900","    0",",,7,0900","  233",",,7","  122",",,7",,,,,,,"  122",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-04","46.4656","-90.1892","435.9","IRONWOOD, MI US","   28",",,7,0900","    0",",,7,0900","    0",",,7,0900","  239",",,7","  122",",,7",,,,,,,"  172",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-05","46.4656","-90.1892","435.9","IRONWOOD, MI US","  127",",,7,0900","    0",",,7,0900","    0",",,7,0900","  217",",,7","  167",",,7",,,,,,,"  167",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-06","46.4656","-90.1892","435.9","IRONWOOD, MI US","   13",",,7,0900","    0",",,7,0900","    0",",,7,0900","  178",",,7","   50",",,7",,,,,,,"   56",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-07","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  194",",,7","   56",",,7",,,,,,,"   78",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-08","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  206",",,7","   78",",,7",,,,,,,"   89",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-09","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  194",",,7","   61",",,7",,,,,,,"   67",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-10","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  200",",,7","   67",",,7",,,,,,,"   89",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-11","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  222",",,7","   78",",,7",,,,,,,"  144",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-12","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  256",",,7","  144",",,7",,,,,,,"  178",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-13","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","  156",",,7",,,,,,,"  156",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-14","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  156",",,7",,,,,,,"  178",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-15","46.4656","-90.1892","435.9","IRONWOOD, MI US","   46",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  178",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-16","46.4656","-90.1892","435.9","IRONWOOD, MI US","   38",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  156",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-17","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  189",",,7",,,,,,,"  189",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-18","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  211",",,7","   94",",,7",,,,,,,"   94",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-19","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  139",",,7","   83",",,7",,,,,,,"   94",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-20","46.4656","-90.1892","435.9","IRONWOOD, MI US","   23",",,7,0900","    0",",,7,0900","    0",",,7,0900","  150",",,7","   94",",,7",,,,,,,"  117",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-21","46.4656","-90.1892","435.9","IRONWOOD, MI US","  439",",,7,0900","    0",",,7,0900","    0",",,7,0900","  172",",,7","  117",",,7",,,,,,,"  122",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-22","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900",,,,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-23","46.4656","-90.1892","435.9","IRONWOOD, MI US","   10",",,7,0900","    0",",,7,0900","    0",",,7,0900","  156",",,7","   39",",,7",,,,,,,"   61",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-24","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  144",",,7","   61",",,7",,,,,,,"  122",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-25","46.4656","-90.1892","435.9","IRONWOOD, MI US","  122",",,7,0900","    0",",,7,0900","    0",",,7,0900","  217",",,7","  106",",,7",,,,,,,"  106",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-26","46.4656","-90.1892","435.9","IRONWOOD, MI US","   18",",,7,0900","    0",",,7,0900","    0",",,7,0900","  106",",,7","   50",",,7",,,,,,,"   50",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-27","46.4656","-90.1892","435.9","IRONWOOD, MI US","   30",",,7,0900","    0",",,7,0900","    0",",,7,0900","  117",",,7","   50",",,7",,,,,,,"   72",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-28","46.4656","-90.1892","435.9","IRONWOOD, MI US","   56",",,7,0900","    0",",,7,0900","    0",",,7,0900","  133",",,7","   44",",,7",,,,,,,"   44",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-29","46.4656","-90.1892","435.9","IRONWOOD, MI US","   36",",,7,0900","    0",",,7,0900","    0",",,7,0900","   83",",,7","   -6",",,7",,,,,,,"   -6",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-09-30","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   50",",,7","   -6",",,7",,,,,,,"   33",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-01","46.4656","-90.1892","435.9","IRONWOOD, MI US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  117",",,7","   33",",,7",,,,,,,"   44",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-02","46.4656","-90.1892","435.9","IRONWOOD, MI US","   13",",,7,0900","    0",",,7,0900","    0",",,7,0900","   89",",,7","   33",",,7",,,,,,,"   56",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-03","46.4656","-90.1892","435.9","IRONWOOD, MI US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","  122",",,7","   56",",,7",,,,,,,"  111",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-04","46.4656","-90.1892","435.9","IRONWOOD, MI US","   91",",,7,0900","    0",",,7,0900","    0",",,7,0900","  200",",,7","   22",",,7",,,,,,,"   22",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-05","46.4656","-90.1892","435.9","IRONWOOD, MI US","   46",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","    6",",,7",,,,,,,"   11",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-06","46.4656","-90.1892","435.9","IRONWOOD, MI US","    8",",,7,0900","    0",",,7,0900","    0",",,7,0900","   72",",,7","   11",",,7",,,,,,,"   67",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-07","46.4656","-90.1892","435.9","IRONWOOD, MI US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","   67",",,7","   33",",,7",,,,,,,"   33",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-08","46.4656","-90.1892","435.9","IRONWOOD, MI US","   36",",,7,0900","    0",",,7,0900","    0",",,7,0900","   67",",,7","   28",",,7",,,,,,,"   44",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-09","46.4656","-90.1892","435.9","IRONWOOD, MI US","  198",",,7,0900","    0",",,7,0900","    0",",,7,0900","  100",",,7","   44",",,7",,,,,,,"   50",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-10","46.4656","-90.1892","435.9","IRONWOOD, MI US","  592",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","   28",",,7",,,,,,,"   33",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-11","46.4656","-90.1892","435.9","IRONWOOD, MI US","  185",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","    6",",,7",,,,,,,"    6",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-12","46.4656","-90.1892","435.9","IRONWOOD, MI US","    8",",,7,0900","    0",",,7,0900","    0",",,7,0900","   17",",,7","  -28",",,7",,,,,,,"  -28",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00204104","2018-10-13","46.4656","-90.1892","435.9","IRONWOOD, MI US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","    0",",,7","  -61",",,7",,,,,,,"  -22",",,7,0900","    0",",,7",,,,,,,,,,,,,,,,,,
