"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003919","2018-07-16","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  222",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  120",",,W","  120",",,W",,,,,"   58",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-17","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  127",",,W,",,,,,"  294",",,W","  211",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"   81",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-18","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  322",",,W","  211",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W",,,,,"   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-19","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   51",",,W,",,,,,"  350",",,W","  222",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"  165",",,W","  206",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-20","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  350",",,W","  228",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"   90",",,W","   80",",,W",,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-21","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  206",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"   80",",,W","   80",",,W",,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-22","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  328",",,W","  217",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  110",",,W","  120",",,W",,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-23","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  322",",,W","  211",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"   20",",,W","   10",",,W",,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-24","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  206",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"   20",",,W","  360",",,W",,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-25","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    5",",,W,",,,,,"  339",",,W","  167",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"   80",",,W","   80",",,W",,,,,"   94",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-26","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  300",",,W","  194",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"   70",",,W","   70",",,W",,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-27","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  328",",,W","  156",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  170",",,W","  110",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-28","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  194",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  300",",,W","  300",",,W",,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-29","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   25",",,W,",,,,,"  278",",,W","  189",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"   10",",,W","   10",",,W",,,,,"  134",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-30","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  361",",,W,",,,,,"  261",",,W","  156",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  300",",,W","  320",",,W",,,,,"  125",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-07-31","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  283",",,W","  150",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  320",",,W","  340",",,W",,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  311",",,W","  150",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  200",",,W","  220",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  328",",,W","  161",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  210",",,W","  170",",,W",,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  344",",,W","  194",",,W",,,,,"   76",",,W",,,,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"  130",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   76",",,W,",,,,,"  322",",,W","  194",",,W",,,,,"   63",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"  134",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  350",",,W","  211",",,W",,,,,"   67",",,W",,,,,,,,,,,,,"  290",",,W","  290",",,W",,,,,"  139",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   13",",,W,",,,,,"  339",",,W","  217",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  310",",,W","  310",",,W",,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   71",",,W,",,,,,"  306",",,W","  189",",,W",,,,,"   14",",,W",,,,,,,,,,,,,"  290",",,W","  290",",,W",,,,,"   89",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   13",",,W,",,,,,"  333",",,W","  194",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  140",",,W","  140",",,W",,,,,"   81",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-09","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  339",",,W","  189",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  110",",,W","   80",",,W",,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-10","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  322",",,W","  194",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-11","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  328",",,W","  167",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"   70",",,W","   20",",,W",,,,,"   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-12","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  344",",,W","  178",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  200",",,W","  190",",,W",,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-13","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  526",",,W,",,,,,"  283",",,W","  200",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  130",",,W","  140",",,W",,,,,"   94",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-14","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   56",",,W,",,,,,"  272",",,W","  206",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  260",",,W","  250",",,W",,,,,"   67",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-15","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  289",",,W","  206",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"   10",",,W","  320",",,W",,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-16","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   86",",,W,",,,,,"  322",",,W","  189",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"   50",",,W","   50",",,W",,,,,"   67",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-17","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  294",",,W","  200",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"   40",",,W","   40",",,W",,,,,"   63",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-18","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  306",",,W","  200",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  170",",,W","  150",",,W",,,,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-19","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  218",",,W,",,,,,"  239",",,W","  183",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   94",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-20","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    8",",,W,",,,,,"  250",",,W","  178",",,W",,,,,"   73",",,W",,,,,,,,,,,,,"  330",",,W","  330",",,W",,,,,"  125",",,W","  152",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-21","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  267",",,W","  156",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  300",",,W","  310",",,W",,,,,"   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-22","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"  228",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  140",",,W","  130",",,W",,,,,"   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-23","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   99",",,W,",,,,,"  272",",,W","  189",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  150",",,W","  160",",,W",,,,,"   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-24","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  211",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-25","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  206",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-26","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  344",",,W","  239",",,W",,,,,"   75",",,W",,,,,,,,,,,,,"  170",",,W","  190",",,W",,,,,"  125",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-27","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  356",",,W","  250",",,W",,,,,"   93",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"  157",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-28","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  344",",,W","  183",",,W",,,,,"   72",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-29","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  272",",,W","  139",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-30","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  300",",,W","  206",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"  130",",,W","  140",",,W",,,,,"  130",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-08-31","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  372",",,W","  233",",,W",,,,,"   84",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"  134",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  356",",,W","  228",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"  200",",,W","  190",",,W",,,,,"  116",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  150",",,W,",,,,,"  328",",,W","  206",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"  210",",,W","  210",",,W",,,,,"   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  442",",,W,",,,,,"  300",",,W","  200",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"   81",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  231",",,W,",,,,,"  283",",,W","  217",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"  170",",,W","  160",",,W",,,,,"   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  191",",,W,",,,,,"  267",",,W","  206",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  360",",,W","   30",",,W",,,,,"   81",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    5",",,W,",,,,,"  217",",,W","  194",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"   20",",,W","   20",",,W",,,,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  107",",,W,",,,,,"  217",",,W","  183",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"   30",",,W","   40",",,W",,,,,"   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"  211",",,W","  167",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"   30",",,W","  360",",,W",,,,,"   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-09","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  239",",,W","  133",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  120",",,W","  120",",,W",,,,,"   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-10","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  250",",,W","  122",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-11","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  272",",,W","  133",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-09-12","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  267",",,W","  161",",,W",,,,,"   59",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
